"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-tracing-opentelemetry-4.11.1",5,16,6,320,26,89,6,"io.opentelemetry.context.propagation,io.opentelemetry.api.trace,javax.annotation,io.opentelemetry.context","TextMapSetter,TextMapPropagator,TextMapGetter,ContextPropagators,SpanBuilder,Span,SpanKind,Tracer,StatusCode",""
"axon-spring-boot-autoconfigure-4.11.1",88,112,52,127.27272727272728,340,755,52,"org.springframework.boot.autoconfigure.condition,org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.context.properties","ConditionalOnMissingBean,ConditionalOnBean,ConditionalOnClass,ConditionalOnProperty,ConditionOutcome,SpringBootCondition,AllNestedConditions,ConditionalOnMissingClass,AnyNestedCondition",""
"axon-server-connector-4.11.1",142,115,26,80.98591549295774,369,1456,26,"io.grpc,io.axoniq.axonserver.grpc,io.axoniq.axonserver.grpc.query,org.slf4j","ForwardingClientCallListener$SimpleForwardingClientCallListener,ClientCall$Listener,Status,Metadata,Metadata$AsciiMarshaller,Metadata$Key,Status$Code,StatusRuntimeException,ForwardingClientCall$SimpleForwardingClientCall",""
"axon-disruptor-4.11.1",22,13,5,59.09090909090909,33,93,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","Logger,LoggerFactory,BlockingWaitStrategy,WaitStrategy,RingBuffer,ExceptionHandler,LifecycleAware,EventHandler,Nonnull",""
"axon-test-4.11.1",87,28,13,32.183908045977006,99,500,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,org.slf4j","Matcher,StringDescription,Description,Matchers,BaseMatcher,CoreMatchers,TypeSafeMatcher,Nonnull,DockerImageName",""
"axon-modelling-4.11.1",158,35,5,22.151898734177216,99,356,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nonnull,Nullable,Lob,Column,Entity,Basic,Id,TypedQuery,EntityNotFoundException",""
"axon-messaging-4.11.1",809,179,50,22.126081582200246,804,3187,50,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,Logger,LoggerFactory,JsonCreator,JsonProperty,JsonIgnore,JsonGetter,JsonTypeInfo",""
"axon-eventsourcing-4.11.1",133,25,4,18.796992481203006,74,238,4,"javax.annotation,org.slf4j,jakarta.persistence,javax.persistence","Nonnull,PreDestroy,Nullable,LoggerFactory,Logger,EntityManager,Query,TypedQuery,EntityExistsException",""
"axon-configuration-4.11.1",41,4,2,9.75609756097561,24,137,2,"javax.annotation,org.slf4j","Nonnull,Nullable,Logger,LoggerFactory",""
