"externalSecondLevelPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_spread.cypher"
"javax.cache",1,1,1,1,1,1,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,2,2,2,2,2,0,1.2820512820512822,1.2820512820512822,1.2820512820512822,1.2820512820512822,0,"axon-common-5.0.2",""
"org.awaitility",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.2",""
"org.axonframework",1,3,3,3,3,3,0,42.85714285714286,42.85714285714286,42.85714285714286,42.85714285714286,0,10,10,10,10,10,0,13.88888888888889,13.88888888888889,13.88888888888889,13.88888888888889,0,"axon-spring-boot-autoconfigure-5.0.2",""
"org.ehcache",1,1,1,1,1,1,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,3,3,3,3,3,0,1.9230769230769234,1.9230769230769234,1.9230769230769234,1.9230769230769234,0,"axon-common-5.0.2",""
"org.hamcrest",1,3,3,3,3,3,0,60,60,60,60,0,22,22,22,22,22,0,30.136986301369863,30.136986301369863,30.136986301369863,30.136986301369863,0,"axon-test-5.0.2",""
"org.junit",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.2",""
"org.reactivestreams",1,3,3,3,3,3,0,5.263157894736842,5.263157894736842,5.263157894736842,5.263157894736842,0,6,6,6,6,6,0,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684,0,"axon-messaging-5.0.2",""
"org.springframework",1,6,6,6,6,6,0,85.71428571428572,85.71428571428572,85.71428571428572,85.71428571428572,0,25,25,25,25,25,0,34.72222222222222,34.72222222222222,34.72222222222222,34.72222222222222,0,"axon-spring-boot-autoconfigure-5.0.2",""
"org.testcontainers",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.2",""
"reactor.util",1,1,1,1,1,1,0,1.7543859649122806,1.7543859649122806,1.7543859649122806,1.7543859649122806,0,2,2,2,2,2,0,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561,0,"axon-messaging-5.0.2",""
