"externalSecondLevelPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_spread.cypher"
"org.slf4j",11,38,1,14,3,3.454545454545454,3.670521389765666,20,100,42.85714285714286,48.42333105491001,27.063676732724424,74,1,30,3,6.727272727272727,8.486352680520756,1.36986301369863,30.43478260869565,5.769230769230769,9.847981636630188,8.964914646737135,"axon-update-5.0.2,axon-common-5.0.2,axon-test-5.0.2,axon-metrics-micrometer-5.0.2",""
"com.fasterxml",4,4,1,1,1,1,0,1.7543859649122806,25,10.476190476190476,11.926691729323307,10.126204369294397,12,1,5,3,3,1.8257418583505538,0.3508771929824561,16.666666666666668,3.0982905982905984,5.80353126405758,7.625660702611818,"axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2,axon-conversion-5.0.2,axon-messaging-5.0.2",""
"jakarta.persistence",4,5,1,2,1,1.25,0.5,1.7543859649122806,28.571428571428573,9.583333333333334,12.37312030075188,11.657936084674358,17,2,6,4.5,4.25,1.707825127659933,0.3508771929824561,6.944444444444445,4.166666666666667,3.9071637426900585,3.0079536247333674,"axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2,axon-eventsourcing-5.0.2,axon-messaging-5.0.2",""
"com.google",2,5,1,4,2.5,2.5,2.1213203435596424,20,80,50,50,42.42640687119285,9,1,8,4.5,4.5,4.949747468305833,1.36986301369863,11.11111111111111,6.2404870624048705,6.2404870624048705,6.888102586900919,"axon-test-5.0.2,axon-server-connector-5.0.2",""
"io.axoniq",2,6,1,5,3,3,2.8284271247461903,14.285714285714286,100,57.142857142857146,57.142857142857146,60.60915267313265,45,1,44,22.5,22.5,30.405591591021544,1.3888888888888888,61.11111111111111,31.249999999999996,31.249999999999996,42.22998832086325,"axon-server-connector-5.0.2,axon-spring-boot-autoconfigure-5.0.2",""
"org.apache",2,2,1,1,1,1,0,14.285714285714286,25,19.642857142857142,19.642857142857142,7.576144084141581,12,3,9,6,6,4.242640687119285,4.166666666666666,30,17.083333333333332,17.083333333333336,18.26692518065248,"axon-spring-boot-autoconfigure-5.0.2,axon-conversion-5.0.2",""
"reactor.core",2,6,1,5,3,3,2.8284271247461903,8.771929824561402,20,14.385964912280702,14.385964912280702,7.9394445606910615,9,1,8,4.5,4.5,4.949747468305833,1.3888888888888888,1.4035087719298245,1.3961988304093567,1.3961988304093567,0.010337818438399798,"axon-server-connector-5.0.2,axon-messaging-5.0.2",""
"IdTypeParameterResolver",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0,"axon-eventsourcing-5.0.2",""
"ScannedEntityCreator",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0,"axon-eventsourcing-5.0.2",""
"WrappedEventCriteriaBuilderMethod",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0,"axon-eventsourcing-5.0.2",""
"io.grpc",1,3,3,3,3,3,0,60,60,60,60,0,10,10,10,10,10,0,13.88888888888889,13.88888888888889,13.88888888888889,13.88888888888889,0,"axon-server-connector-5.0.2",""
"io.micrometer",1,2,2,2,2,2,0,100,100,100,100,0,12,12,12,12,12,0,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,0,"axon-metrics-micrometer-5.0.2",""
"io.opentelemetry",1,1,1,1,1,1,0,100,100,100,100,0,5,5,5,5,5,0,100,100,100,100,0,"axon-tracing-opentelemetry-5.0.2",""
"jakarta.validation",1,1,1,1,1,1,0,1.7543859649122806,1.7543859649122806,1.7543859649122806,1.7543859649122806,0,2,2,2,2,2,0,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561,0,"axon-messaging-5.0.2",""
