"externalPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_package_usage_spread.cypher"
"org.slf4j",11,38,1,14,3,3.454545454545454,3.670521389765666,20,100,42.85714285714286,48.42333105491001,27.063676732724424,74,1,30,3,6.727272727272727,8.486352680520756,1.36986301369863,30.43478260869565,5.769230769230769,9.847981636630188,8.964914646737135,"axon-update-5.0.2,axon-common-5.0.2,axon-test-5.0.2,axon-metrics-micrometer-5.0.2",""
"jakarta.persistence",4,5,1,2,1,1.25,0.5,1.7543859649122806,28.571428571428573,9.583333333333334,12.37312030075188,11.657936084674358,17,2,6,4.5,4.25,1.707825127659933,0.3508771929824561,6.944444444444445,4.166666666666667,3.9071637426900585,3.0079536247333674,"axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2,axon-eventsourcing-5.0.2,axon-messaging-5.0.2",""
"com.fasterxml.jackson.databind",3,3,1,1,1,1,0,6.666666666666667,25,14.285714285714286,15.317460317460316,9.210111437072603,9,1,5,3,3,2,0.6410256410256411,16.666666666666668,4.166666666666666,7.158119658119659,8.421216409802803,"axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2,axon-conversion-5.0.2",""
"com.fasterxml.jackson.databind.node",2,2,1,1,1,1,0,6.666666666666667,25,15.833333333333334,15.833333333333332,12.963624321753372,3,1,2,1.5,1.5,0.7071067811865476,0.6410256410256411,6.666666666666667,3.653846153846154,3.6538461538461537,4.260771630226633,"axon-common-5.0.2,axon-conversion-5.0.2",""
"io.axoniq.axonserver.connector",2,5,1,4,2.5,2.5,2.1213203435596424,14.285714285714286,80,47.142857142857146,47.142857142857146,46.4670170494017,16,1,15,8,8,9.899494936611665,1.3888888888888888,20.833333333333332,11.11111111111111,11.11111111111111,13.749298523071756,"axon-server-connector-5.0.2,axon-spring-boot-autoconfigure-5.0.2",""
"io.axoniq.axonserver.connector.control",2,3,1,2,1.5,1.5,0.7071067811865476,14.285714285714286,40,27.142857142857142,27.142857142857142,18.18274580193979,5,1,4,2.5,2.5,2.1213203435596424,1.3888888888888888,5.555555555555555,3.4722222222222223,3.4722222222222223,2.946278254943948,"axon-server-connector-5.0.2,axon-spring-boot-autoconfigure-5.0.2",""
"org.apache.avro",2,2,1,1,1,1,0,14.285714285714286,25,19.642857142857142,19.642857142857142,7.576144084141581,5,1,4,2.5,2.5,2.1213203435596424,1.3888888888888888,13.333333333333334,7.361111111111112,7.361111111111111,8.445997664172651,"axon-spring-boot-autoconfigure-5.0.2,axon-conversion-5.0.2",""
"org.apache.avro.message",2,2,1,1,1,1,0,14.285714285714286,25,19.642857142857142,19.642857142857142,7.576144084141581,9,3,6,4.5,4.5,2.1213203435596424,4.166666666666666,20,12.083333333333332,12.083333333333332,11.195857368787003,"axon-spring-boot-autoconfigure-5.0.2,axon-conversion-5.0.2",""
"IdTypeParameterResolver",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0,"axon-eventsourcing-5.0.2",""
"ScannedEntityCreator",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0,"axon-eventsourcing-5.0.2",""
"WrappedEventCriteriaBuilderMethod",1,1,1,1,1,1,0,12.5,12.5,12.5,12.5,0,1,1,1,1,1,0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0,"axon-eventsourcing-5.0.2",""
"com.fasterxml.jackson.annotation",1,1,1,1,1,1,0,1.7543859649122806,1.7543859649122806,1.7543859649122806,1.7543859649122806,0,2,2,2,2,2,0,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561,0,"axon-messaging-5.0.2",""
"com.fasterxml.jackson.core",1,1,1,1,1,1,0,25,25,25,25,0,1,1,1,1,1,0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,0,"axon-conversion-5.0.2",""
"com.fasterxml.jackson.dataformat.cbor.databind",1,1,1,1,1,1,0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0,2,2,2,2,2,0,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,0,"axon-spring-boot-autoconfigure-5.0.2",""
"com.google.gson",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.2",""
"com.google.protobuf",1,4,4,4,4,4,0,80,80,80,80,0,8,8,8,8,8,0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.connector.admin",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.connector.command",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.connector.event",1,1,1,1,1,1,0,20,20,20,20,0,5,5,5,5,5,0,6.944444444444445,6.944444444444445,6.944444444444445,6.944444444444445,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.connector.impl",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.connector.query",1,1,1,1,1,1,0,20,20,20,20,0,3,3,3,3,3,0,4.166666666666666,4.166666666666666,4.166666666666666,4.166666666666666,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.grpc",1,5,5,5,5,5,0,100,100,100,100,0,18,18,18,18,18,0,25,25,25,25,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.grpc.command",1,1,1,1,1,1,0,20,20,20,20,0,3,3,3,3,3,0,4.166666666666666,4.166666666666666,4.166666666666666,4.166666666666666,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.grpc.control",1,2,2,2,2,2,0,40,40,40,40,0,6,6,6,6,6,0,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.grpc.event",1,1,1,1,1,1,0,20,20,20,20,0,3,3,3,3,3,0,4.166666666666666,4.166666666666666,4.166666666666666,4.166666666666666,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.grpc.event.dcb",1,1,1,1,1,1,0,20,20,20,20,0,6,6,6,6,6,0,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,0,"axon-server-connector-5.0.2",""
"io.axoniq.axonserver.grpc.query",1,1,1,1,1,1,0,20,20,20,20,0,5,5,5,5,5,0,6.944444444444445,6.944444444444445,6.944444444444445,6.944444444444445,0,"axon-server-connector-5.0.2",""
"io.grpc",1,3,3,3,3,3,0,60,60,60,60,0,7,7,7,7,7,0,9.722222222222221,9.722222222222221,9.722222222222221,9.722222222222221,0,"axon-server-connector-5.0.2",""
"io.grpc.netty.shaded.io.grpc.netty",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,0,"axon-server-connector-5.0.2",""
"io.grpc.netty.shaded.io.netty.handler.ssl",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,0,"axon-server-connector-5.0.2",""
"io.grpc.stub",1,2,2,2,2,2,0,40,40,40,40,0,3,3,3,3,3,0,4.166666666666666,4.166666666666666,4.166666666666666,4.166666666666666,0,"axon-server-connector-5.0.2",""
"io.micrometer.core.instrument",1,2,2,2,2,2,0,100,100,100,100,0,12,12,12,12,12,0,92.3076923076923,92.3076923076923,92.3076923076923,92.3076923076923,0,"axon-metrics-micrometer-5.0.2",""
"io.micrometer.core.instrument.simple",1,1,1,1,1,1,0,50,50,50,50,0,1,1,1,1,1,0,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925,0,"axon-metrics-micrometer-5.0.2",""
"io.opentelemetry.api",1,1,1,1,1,1,0,100,100,100,100,0,1,1,1,1,1,0,20,20,20,20,0,"axon-tracing-opentelemetry-5.0.2",""
"io.opentelemetry.api.trace",1,1,1,1,1,1,0,100,100,100,100,0,3,3,3,3,3,0,60,60,60,60,0,"axon-tracing-opentelemetry-5.0.2",""
"io.opentelemetry.context",1,1,1,1,1,1,0,100,100,100,100,0,2,2,2,2,2,0,40,40,40,40,0,"axon-tracing-opentelemetry-5.0.2",""
"io.opentelemetry.context.propagation",1,1,1,1,1,1,0,100,100,100,100,0,4,4,4,4,4,0,80,80,80,80,0,"axon-tracing-opentelemetry-5.0.2",""
"jakarta.validation",1,1,1,1,1,1,0,1.7543859649122806,1.7543859649122806,1.7543859649122806,1.7543859649122806,0,2,2,2,2,2,0,0.3508771929824561,0.3508771929824561,0.3508771929824561,0.3508771929824561,0,"axon-messaging-5.0.2",""
"javax.cache",1,1,1,1,1,1,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,1,1,1,1,1,0,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0,"axon-common-5.0.2",""
"javax.cache.configuration",1,1,1,1,1,1,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,2,2,2,2,2,0,1.2820512820512822,1.2820512820512822,1.2820512820512822,1.2820512820512822,0,"axon-common-5.0.2",""
"javax.cache.event",1,1,1,1,1,1,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,1,1,1,1,1,0,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0,"axon-common-5.0.2",""
"org.apache.avro.generic",1,1,1,1,1,1,0,25,25,25,25,0,6,6,6,6,6,0,20,20,20,20,0,"axon-conversion-5.0.2",""
"org.apache.avro.io",1,1,1,1,1,1,0,25,25,25,25,0,1,1,1,1,1,0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,0,"axon-conversion-5.0.2",""
"org.apache.avro.specific",1,1,1,1,1,1,0,25,25,25,25,0,2,2,2,2,2,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,"axon-conversion-5.0.2",""
"org.apache.commons.lang3.tuple",1,1,1,1,1,1,0,25,25,25,25,0,1,1,1,1,1,0,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,0,"axon-conversion-5.0.2",""
"org.awaitility",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.2",""
"org.awaitility.core",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.2",""
"org.axonframework.extension.spring",1,1,1,1,1,1,0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0,1,1,1,1,1,0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,0,"axon-spring-boot-autoconfigure-5.0.2",""
"org.axonframework.extension.spring.authorization",1,1,1,1,1,1,0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0,1,1,1,1,1,0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,0,"axon-spring-boot-autoconfigure-5.0.2",""
"org.axonframework.extension.spring.config",1,2,2,2,2,2,0,28.571428571428573,28.571428571428573,28.571428571428573,28.571428571428573,0,5,5,5,5,5,0,6.944444444444445,6.944444444444445,6.944444444444445,6.944444444444445,0,"axon-spring-boot-autoconfigure-5.0.2",""
"org.axonframework.extension.spring.conversion.avro",1,1,1,1,1,1,0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0,1,1,1,1,1,0,1.3888888888888888,1.3888888888888888,1.3888888888888888,1.3888888888888888,0,"axon-spring-boot-autoconfigure-5.0.2",""
"org.axonframework.extension.spring.messaging.unitofwork",1,1,1,1,1,1,0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0,2,2,2,2,2,0,2.7777777777777777,2.7777777777777777,2.7777777777777777,2.7777777777777777,0,"axon-spring-boot-autoconfigure-5.0.2",""
"org.ehcache.config",1,1,1,1,1,1,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,1,1,1,1,1,0,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0,"axon-common-5.0.2",""
"org.ehcache.core",1,1,1,1,1,1,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,1,1,1,1,1,0,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.6410256410256411,0,"axon-common-5.0.2",""
"org.ehcache.event",1,1,1,1,1,1,0,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,0,3,3,3,3,3,0,1.9230769230769234,1.9230769230769234,1.9230769230769234,1.9230769230769234,0,"axon-common-5.0.2",""
"org.hamcrest",1,3,3,3,3,3,0,60,60,60,60,0,22,22,22,22,22,0,30.136986301369863,30.136986301369863,30.136986301369863,30.136986301369863,0,"axon-test-5.0.2",""
"org.junit.jupiter.api",1,1,1,1,1,1,0,20,20,20,20,0,1,1,1,1,1,0,1.36986301369863,1.36986301369863,1.36986301369863,1.36986301369863,0,"axon-test-5.0.2",""
