"externalPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_overall.cypher"
"jakarta.annotation",102,684,870,4811,116,1211,"Nonnull,Nullable",""
"org.slf4j",38,74,133,471,116,1211,"LoggerFactory,Logger",""
"io.axoniq.axonserver.connector",5,16,23,124,116,1211,"AxonServerConnection,AxonServerConnectionFactory,AxonServerConnectionFactory$Builder,ResultStream,FlowControl,ReplyChannel,Registration",""
"io.axoniq.axonserver.grpc",5,18,40,271,116,1211,"ErrorMessage,MetaDataValue$DataCase,InstructionAck$Builder,InstructionAck,MetaDataValue$Builder,MetaDataValue,ErrorMessage$Builder,SerializedObject,ProcessingInstruction",""
"jakarta.persistence",5,18,42,161,116,1211,"EntityManagerFactory,PersistenceContext,EntityManager,LockModeType,Query,TypedQuery,Id,Entity,Column",""
"reactor.core.publisher",5,8,14,49,116,1211,"MonoSink,Mono,Flux,FluxSink",""
"com.fasterxml.jackson.annotation",3,6,18,34,116,1211,"JsonTypeInfo,JsonProperty,JsonTypeInfo$Id,JsonCreator,JsonGetter,JsonIgnore",""
"com.fasterxml.jackson.databind",3,9,14,67,116,1211,"ObjectMapper,JsonNode,JavaType,SerializationFeature",""
"io.grpc",3,7,23,51,116,1211,"ManagedChannelBuilder,ClientInterceptor,Status,Status$Code,Metadata,Metadata$AsciiMarshaller,Metadata$Key,StatusRuntimeException,ClientCall$Listener",""
"org.hamcrest",3,22,44,196,116,1211,"Matcher,StringDescription,Description,CoreMatchers,BaseMatcher,TypeSafeMatcher",""
"org.reactivestreams",3,6,8,27,116,1211,"Publisher,Subscription,Subscriber",""
"org.springframework.boot.actuate.health",3,4,7,24,116,1211,"Status,AbstractHealthIndicator,Health$Builder,SimpleStatusAggregator",""
"com.fasterxml.jackson.databind.node",2,3,5,28,116,1211,"JsonNodeType,ObjectNode,ArrayNode",""
"io.axoniq.axonserver.grpc.control",2,6,13,86,116,1211,"TopologyChange,UpdateType,QuerySubscription,CommandSubscription,NodeInfo$Builder,NodeInfo,EventProcessorInfo,EventProcessorInfo$Builder,EventProcessorInfo$SegmentStatus",""
"io.grpc.stub",2,3,4,11,116,1211,"StreamObserver,ClientCallStreamObserver,ClientResponseObserver",""
"io.micrometer.core.instrument",2,12,38,140,116,1211,"Tags,Clock,Gauge$Builder,Tag,MeterRegistry,Gauge,Counter,Timer,Timer$Builder",""
"org.apache.avro",2,5,17,56,116,1211,"Schema,SchemaCompatibility$SchemaCompatibilityType,SchemaCompatibility,InvalidAvroMagicException,InvalidNumberEncodingException,SchemaCompatibility$Incompatibility,SchemaCompatibility$SchemaPairCompatibility,SchemaCompatibility$SchemaIncompatibilityType,SchemaNormalization",""
"org.apache.avro.message",2,9,12,38,116,1211,"SchemaStore,SchemaStore$Cache,BadHeaderException,BinaryMessageEncoder,BinaryMessageDecoder",""
"org.axonframework.extension.spring.config",2,5,13,42,116,1211,"EventProcessorSettings$SubscribingEventProcessorSettings,EventProcessorSettings$PooledEventProcessorSettings,EventProcessorSettings$ProcessorMode,EventProcessorSettings,EventProcessorSettings$MapWrapper,ProcessorDefinition,DefaultProcessorModuleFactory,ProcessorModuleFactory,MessageHandlerLookup",""
"org.springframework.boot.autoconfigure",2,20,30,31,116,1211,"AutoConfiguration,AutoConfigureBefore,AutoConfigureAfter,AutoConfigurationPackages",""
"org.springframework.boot.autoconfigure.condition",2,30,45,75,116,1211,"ConditionalOnProperty,ConditionalOnMissingBean,ConditionalOnBean,ConditionalOnClass,ConditionalOnExpression,AnyNestedCondition,SearchStrategy,AllNestedConditions,ConditionOutcome",""
"org.springframework.context.annotation",2,28,36,65,116,1211,"Condition,ConditionContext,Bean,ConfigurationCondition$ConfigurationPhase,Conditional,Role,Primary,Import,ImportBeanDefinitionRegistrar",""
"com.google.gson",1,1,4,7,116,1211,"JsonParser,JsonElement,JsonArray,JsonObject",""
"io.axoniq.axonserver.connector.event",1,5,8,38,116,1211,"DcbEventChannel$AppendEventsTransaction,DcbEventChannel,EventStream,AppendEventsTransaction,AggregateEventStream,EventChannel",""
"io.axoniq.axonserver.connector.query",1,3,6,19,116,1211,"QueryHandler,QueryHandler$UpdateHandler,QueryChannel,QueryDefinition,SubscriptionQueryResult",""
"io.axoniq.axonserver.grpc.command",1,3,8,63,116,1211,"CommandResponse,Command,CommandResponse$Builder,Command$Builder",""
"io.axoniq.axonserver.grpc.event",1,3,5,31,116,1211,"Event,EventWithToken,Confirmation,Event$Builder",""
"io.axoniq.axonserver.grpc.event.dcb",1,6,28,104,116,1211,"GetTailResponse,GetSequenceAtResponse,TaggedEvent,GetHeadResponse,Event,SequencedEvent,StreamEventsResponse,SourceEventsResponse,AppendEventsResponse",""
"io.axoniq.axonserver.grpc.query",1,5,14,98,116,1211,"QueryResponse,QueryUpdate,QueryUpdate$Builder,QueryRequest,QueryRequest$Builder,QueryResponse$Builder,SubscriptionQuery",""
"io.opentelemetry.api.trace",1,3,9,46,116,1211,"SpanBuilder,SpanKind,Span,Tracer,StatusCode,SpanContext",""
"io.opentelemetry.context.propagation",1,4,9,15,116,1211,"TextMapGetter,TextMapSetter,TextMapPropagator,ContextPropagators",""
"jakarta.validation",1,2,5,16,116,1211,"ConstraintViolation,Validator,ValidatorFactory,Validation",""
"javax.cache.configuration",1,2,3,9,116,1211,"CacheEntryListenerConfiguration,Factory",""
"javax.cache.event",1,1,8,26,116,1211,"CacheEntryUpdatedListener,CacheEntryEvent,CacheEntryCreatedListener,CacheEntryListener,CacheEntryExpiredListener,CacheEntryRemovedListener,CacheEntryListenerException,CacheEntryEventFilter",""
"org.apache.avro.generic",1,6,7,30,116,1211,"GenericRecord,GenericDatumReader,GenericData",""
"org.apache.avro.specific",1,2,4,14,116,1211,"SpecificRecordBase,SpecificData",""
"org.axonframework.extension.spring.conversion.avro",1,1,3,8,116,1211,"AvroSchemaPackages,ClasspathAvroSchemaLoader,SpecificRecordBaseClasspathAvroSchemaLoader",""
"org.ehcache.event",1,3,8,30,116,1211,"EventType,CacheEvent,CacheEventListener,EventFiring,EventOrdering",""
"org.springframework.beans.factory",1,2,4,15,116,1211,"BeanFactory,BeanFactoryUtils,BeanClassLoaderAware,NoSuchBeanDefinitionException",""
"org.springframework.boot.context.properties.bind",1,2,5,11,116,1211,"BindResult,Bindable,Binder,DefaultValue,ConstructorBinding",""
"org.springframework.boot.docker.compose.core",1,1,2,5,116,1211,"RunningService,ConnectionPorts",""
"org.springframework.boot.docker.compose.service.connection",1,1,2,5,116,1211,"DockerComposeConnectionSource,DockerComposeConnectionDetailsFactory",""
"org.springframework.boot.testcontainers.service.connection",1,2,4,9,116,1211,"ContainerConnectionSource,ContainerConnectionDetailsFactory$ContainerConnectionDetails,ContainerConnectionDetailsFactory",""
"org.springframework.context",1,3,5,9,116,1211,"ApplicationContext,ApplicationContextAware",""
"org.testcontainers.containers",1,1,2,7,116,1211,"ContainerLaunchException,GenericContainer",""
"org.testcontainers.containers.wait.strategy",1,1,2,3,116,1211,"HttpWaitStrategy,Wait",""
"org.testcontainers.utility",1,1,2,9,116,1211,"DockerImageName,MountableFile",""
"reactor.core.scheduler",1,1,2,2,116,1211,"Schedulers,Scheduler",""
