"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"jakarta.annotation",102,684,870,4811,116,1211,"Nonnull,Nullable",""
"org.slf4j",38,74,133,471,116,1211,"LoggerFactory,Logger",""
"org.springframework",7,56,183,306,116,1211,"NestedConfigurationProperty,ConfigurationProperties,Environment,BindResult,Bindable,Binder,DefaultValue,ConstructorBinding,DockerComposeConnectionSource",""
"com.fasterxml",6,16,40,138,116,1211,"CBORMapper,ObjectMapper,JsonTypeInfo,JsonProperty,JsonTypeInfo$Id,JsonCreator,JsonGetter,JsonIgnore,JsonNode",""
"io.axoniq",6,45,153,849,116,1211,"ControlChannel,AxonServerConnection,ErrorMessage,AxonServerConnectionFactory,TopologyChange,MetaDataValue$DataCase,InstructionAck$Builder,InstructionAck,MetaDataValue$Builder",""
"reactor.core",6,9,16,51,116,1211,"MonoSink,Mono,Flux,FluxSink,Schedulers,Scheduler",""
"com.google",5,9,12,36,116,1211,"JsonParser,JsonElement,JsonArray,JsonObject,ByteString,MessageLite",""
"jakarta.persistence",5,18,42,161,116,1211,"EntityManagerFactory,PersistenceContext,EntityManager,LockModeType,Query,TypedQuery,Id,Entity,Column",""
"io.grpc",3,10,29,65,116,1211,"StreamObserver,ManagedChannelBuilder,GrpcSslContexts,SslContextBuilder,ClientInterceptor,Status,Status$Code,Metadata,Metadata$AsciiMarshaller",""
"org.axonframework",3,10,20,57,116,1211,"EventProcessorSettings$SubscribingEventProcessorSettings,EventProcessorSettings$PooledEventProcessorSettings,EventProcessorSettings$ProcessorMode,EventProcessorSettings,EventProcessorSettings$MapWrapper,ProcessorDefinition,DefaultProcessorModuleFactory,ProcessorModuleFactory,SecuredMessageHandlerDefinition",""
"org.hamcrest",3,22,44,196,116,1211,"Matcher,StringDescription,Description,CoreMatchers,BaseMatcher,TypeSafeMatcher",""
"org.reactivestreams",3,6,8,27,116,1211,"Publisher,Subscription,Subscriber",""
"io.micrometer",2,12,39,142,116,1211,"Tags,Clock,Gauge$Builder,Tag,MeterRegistry,Gauge,Counter,Timer,Timer$Builder",""
"org.apache",2,12,42,145,116,1211,"SchemaStore,Schema,SchemaStore$Cache,GenericRecord,DecoderFactory,GenericDatumReader,BadHeaderException,GenericData,SchemaCompatibility$SchemaCompatibilityType",""
"io.opentelemetry",1,5,21,70,116,1211,"Context,TextMapGetter,SpanBuilder,SpanKind,TextMapSetter,Span,TextMapPropagator,Tracer,StatusCode",""
"jakarta.validation",1,2,5,16,116,1211,"ConstraintViolation,Validator,ValidatorFactory,Validation",""
"javax.cache",1,2,12,48,116,1211,"Cache,CacheEntryListenerConfiguration,CacheEntryUpdatedListener,CacheEntryEvent,CacheEntryCreatedListener,CacheEntryListener,CacheEntryExpiredListener,CacheEntryRemovedListener,Factory",""
"org.awaitility",1,1,2,3,116,1211,"Awaitility,ConditionFactory",""
"org.ehcache",1,3,10,45,116,1211,"EventType,CacheEvent,CacheEventListener,CacheRuntimeConfiguration,Ehcache,EventFiring,EventOrdering",""
"org.testcontainers",1,1,6,19,116,1211,"DockerImageName,ContainerLaunchException,MountableFile,HttpWaitStrategy,GenericContainer,Wait",""
