"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
,,,,,,1,28,10,7,28,10,7,"/axon-server-connector-5.0.0.jar -> /axon-modelling-5.0.0.jar,/axon-eventsourcing-5.0.0.jar -> /axon-modelling-5.0.0.jar,/axon-modelling-5.0.0.jar -> /axon-common-5.0.0.jar,/axon-metrics-micrometer-5.0.0.jar -> /axon-common-5.0.0.jar","","",""
,,,,,,2,6,5,2,6,5,2,"/axon-spring-boot-autoconfigure-5.0.0.jar -> /axon-modelling-5.0.0.jar,/axon-test-5.0.0.jar -> /axon-modelling-5.0.0.jar,/axon-metrics-micrometer-5.0.0.jar -> /axon-conversion-5.0.0.jar,/axon-tracing-opentelemetry-5.0.0.jar -> /axon-conversion-5.0.0.jar","","",""
