"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.messaging.commandhandling","commandhandling","embeddingsNode2Vec","-0.17186986,-0.22888951,-0.37557033,0.19237728,-0.33617625,0.1435517,0.30865932,-0.23780501,-0.5597146,0.24996433,-0.044925,-0.14431226,-0.13859653,-0.07709944,-0.183598,0.35061336,-0.46444517,-0.11500033,0.5123604,-0.16302754,0.104410894,0.087267496,-0.12472719,-0.25584528,-0.182351,-0.07478286,0.45315784,-0.05530358,0.21043679,0.23313594,-0.53598225,-0.2398419",""
"org.axonframework.messaging.commandhandling.interception","interception","embeddingsNode2Vec","-0.08286606,-0.16103217,-0.16310702,0.2329113,-0.42588243,0.27080888,0.12983721,-0.20328507,-0.3060878,0.2304584,0.046448126,-0.17862523,-0.07360977,0.05306211,-0.2140434,0.38208765,-0.34203535,-0.09973209,0.51310855,-0.14289752,0.09102586,0.2223484,-0.14355144,-0.26343903,-0.40790415,-0.063618466,0.15122828,-0.008855249,0.08245248,0.616235,-0.44081992,0.05146467",""
"org.axonframework.messaging.commandhandling.retry","retry","embeddingsNode2Vec","0.15575229,-0.003755867,-0.21998844,0.07546745,-0.33300492,0.121537976,0.032972384,-0.16715416,-0.56055474,0.16268435,0.03951394,-0.20505387,-0.019834379,-0.08457309,-0.013002963,0.36215323,-0.27704728,-0.10975275,0.38042438,-0.0849744,-0.24800484,0.18990286,-0.14684962,-0.28859493,-0.20824286,-0.05961907,0.40916204,0.090309255,-0.072228126,0.4104174,-0.5285201,-0.19849785",""
"org.axonframework.messaging.commandhandling.tracing","tracing","embeddingsNode2Vec","-0.1588645,0.02843525,-0.17027867,0.11556848,-0.25219163,0.12336399,0.24396315,0.018584972,-0.21797733,0.41630435,0.43426585,-0.5549149,-0.003319144,0.021010105,-0.40087003,0.52377206,-0.27751973,-0.04091387,0.6125822,-0.34792256,0.08709314,-0.07715064,-0.49909136,-0.21276839,-0.08348422,-0.05435839,0.28445795,0.24798974,0.20979671,0.5504333,-0.63504773,-0.3315565",""
"org.axonframework.messaging.commandhandling.gateway","gateway","embeddingsNode2Vec","-0.105242826,0.07693799,-0.15473133,0.11242982,-0.62015015,0.50559676,0.2174278,-0.16719443,-0.35301644,0.01343687,0.16585165,-0.28789926,-0.15360917,-0.13282749,-0.3804598,0.24147715,-0.25963458,-0.06380761,0.42357537,-0.17939213,0.21337311,0.09025226,-0.3061814,-0.1144113,-0.2984904,-0.07537537,0.31498024,-0.12875319,0.07202493,0.41196,-0.4045904,-0.32681513",""
"org.axonframework.messaging.commandhandling.annotation","annotation","embeddingsNode2Vec","0.1490296,-0.2238335,-0.18230158,0.13117702,-0.09175309,0.30627418,-0.09950062,-0.097552486,-0.30585325,0.21395226,0.2378769,0.11508393,0.2897955,-0.23740293,-0.19043145,0.31965506,-0.30648974,-0.04239206,0.61940324,-0.23048311,-0.0262829,0.3096802,-0.11022956,-0.30818078,-0.11161543,-0.043242373,0.29600587,-0.17435125,0.35581687,0.24492978,-0.60410446,-0.042181883",""
"org.axonframework.messaging.commandhandling.configuration","configuration","embeddingsNode2Vec","0.11256603,0.10973752,-0.29766744,0.019736297,-0.44740778,0.17126551,0.14104517,-0.14497979,-0.50170046,0.08891013,0.1271218,0.014314924,-0.00165014,0.035990022,-0.214431,0.27615085,-0.14250316,-0.07320616,0.5570319,-0.3085357,0.3181602,0.060486507,-0.26173848,-0.3046122,-0.26561382,-0.077514574,0.2686039,-0.092113234,0.27156118,0.3163512,-0.680565,-0.2000477",""
"org.axonframework.messaging.eventhandling","eventhandling","embeddingsNode2Vec","0.10850768,-0.113204084,-0.15649743,0.1994486,-0.39191076,0.39200923,0.2106183,-0.04105791,-0.36620554,0.3222698,0.041798234,-0.20893623,0.24301012,-0.45594704,-0.25870836,0.2461092,-0.22663853,0.009198608,0.18514325,0.010845379,-0.18005759,0.40527353,-0.2271309,-0.1229268,-0.2216467,0.43222812,0.16515528,-0.24555399,0.047572665,0.40379354,-0.14887834,-0.11369214",""
"org.axonframework.messaging.eventhandling.conversion","conversion","embeddingsNode2Vec","-0.17470935,-0.062199086,0.11064886,-0.09979403,-0.34395027,0.26380545,-0.014447007,-0.25180826,-0.14438257,-0.09445938,0.4289098,-0.13658965,0.27154687,-0.22901998,-0.30270776,0.20280896,-0.14057209,0.45339733,0.6761602,-0.14597261,0.05771637,0.37752122,-0.23316103,-0.3406914,-0.43635654,0.41183317,0.06763632,-0.11700656,0.26097018,0.10562916,-0.38735276,0.08185368",""
"org.axonframework.messaging.eventhandling.interception","interception","embeddingsNode2Vec","0.19180126,-0.026390241,-0.07679022,0.15015064,-0.49964225,0.5134827,0.045528296,-0.023502553,-0.3571065,0.34041467,-0.031002745,-0.04272956,0.3046339,-0.5244107,-0.04602369,0.21248433,-0.06451678,0.099286176,0.22007054,-0.092370614,-0.07358181,0.32346174,-0.021319617,-0.14685036,-0.3331994,0.24929635,0.10948519,-0.3770559,-0.16841196,0.38798332,-0.3051329,-0.18540046",""
"org.axonframework.messaging.eventhandling.tracing","tracing","embeddingsNode2Vec","0.39558303,0.09588704,-0.05474338,0.13471642,-0.16245319,-0.11038531,-0.041199494,0.073119774,-0.13467008,0.5305546,0.35489392,-0.5286372,0.27279052,-0.105839446,-0.35829008,0.5150073,-0.03683468,0.2906705,0.24154194,-0.31386366,-0.15507443,0.13652204,-0.43402803,-0.10153844,-0.0037364373,0.2285331,0.26320955,0.16301572,-0.20186593,0.4550829,-0.98620564,-0.41166255",""
