"artifactName","artifactPackages","artifactTypes","artifactExternalPackages","artifactExternalCallingPackages","artifactExternalCallingPackagesRate","externalPackageName","numberOfPackages","numberOfTypes","packagesCallingExternalRate","typesCallingExternalRate","nameOfPackages","someTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_external_package.cypher"
"axon-conversion-5.0.1",4,30,11,4,100,"org.apache.commons.lang3.tuple",1,1,25,3.3333333333333335,"org.axonframework.conversion.avro","org.axonframework.conversion.avro.DefaultSchemaIncompatibilityChecker",""
"axon-eventsourcing-5.0.1",7,100,6,7,100,"jakarta.annotation",7,62,100,62,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.annotation.reflection,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.configuration","org.axonframework.eventsourcing.EventSourcingRepository,org.axonframework.eventsourcing.EventSourcedEntityFactory,org.axonframework.eventsourcing.CriteriaResolver,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver,org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.EventSourcedEntityFactoryDefinition,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactoryDefinition",""
"axon-eventsourcing-5.0.1",7,100,6,7,100,"org.slf4j",2,6,28.571428571428573,6,"org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1,org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator",""
"axon-eventsourcing-5.0.1",7,100,6,7,100,"IdTypeParameterResolver",1,1,14.285714285714286,1,"org.axonframework.eventsourcing.annotation.reflection","org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory",""
"axon-eventsourcing-5.0.1",7,100,6,7,100,"ScannedEntityCreator",1,1,14.285714285714286,1,"org.axonframework.eventsourcing.annotation.reflection","org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory",""
"axon-eventsourcing-5.0.1",7,100,6,7,100,"WrappedEventCriteriaBuilderMethod",1,1,14.285714285714286,1,"org.axonframework.eventsourcing.annotation","org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver",""
"axon-eventsourcing-5.0.1",7,100,6,7,100,"jakarta.persistence",1,4,14.285714285714286,4,"org.axonframework.eventsourcing.eventstore.jpa","org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry",""
"axon-metrics-micrometer-5.0.1",2,13,4,2,100,"io.micrometer.core.instrument",2,12,100,92.3076923076923,"org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.reservoir","org.axonframework.extension.metrics.micrometer.CapacityMonitor$1,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor$1,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder,org.axonframework.extension.metrics.micrometer.GlobalMetricRegistry,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$1,org.axonframework.extension.metrics.micrometer.CapacityMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder",""
"axon-metrics-micrometer-5.0.1",2,13,4,2,100,"io.micrometer.core.instrument.simple",1,1,50,7.6923076923076925,"org.axonframework.extension.metrics.micrometer","org.axonframework.extension.metrics.micrometer.GlobalMetricRegistry",""
"axon-metrics-micrometer-5.0.1",2,13,4,2,100,"jakarta.annotation",1,5,50,38.46153846153846,"org.axonframework.extension.metrics.micrometer","org.axonframework.extension.metrics.micrometer.MessageCountingMonitor,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,org.axonframework.extension.metrics.micrometer.CapacityMonitor,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor,org.axonframework.extension.metrics.micrometer.MetricsConfigurerModule",""
"axon-metrics-micrometer-5.0.1",2,13,4,2,100,"org.slf4j",1,1,50,7.6923076923076925,"org.axonframework.extension.metrics.micrometer","org.axonframework.extension.metrics.micrometer.GlobalMetricRegistry",""
"axon-modelling-5.0.1",7,93,2,7,100,"jakarta.annotation",7,77,100,82.79569892473118,"org.axonframework.modelling,org.axonframework.modelling.annotation,org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.entity.child,org.axonframework.modelling.configuration,org.axonframework.modelling.repository","org.axonframework.modelling.PayloadBasedEntityEvolver,org.axonframework.modelling.EntityIdResolver,org.axonframework.modelling.HierarchicalStateManager,org.axonframework.modelling.SimpleStateManager,org.axonframework.modelling.StateManager,org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.PropertyBasedEntityIdResolver,org.axonframework.modelling.EntityEvolvingComponent,org.axonframework.modelling.EntityEvolver",""
"axon-modelling-5.0.1",7,93,2,7,100,"org.slf4j",3,3,42.85714285714286,3.225806451612903,"org.axonframework.modelling,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.repository","org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel,org.axonframework.modelling.repository.AccessSerializingRepository",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.grpc",5,18,100,25,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.ErrorCode$ExceptionBuilder,org.axonframework.axonserver.connector.AxonServerException,org.axonframework.axonserver.connector.DefaultInstructionAckSource,org.axonframework.axonserver.connector.MetadataConverter$1,org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.InstructionAckSource,org.axonframework.axonserver.connector.ErrorCode,org.axonframework.axonserver.connector.util.ProcessingInstructionUtils,org.axonframework.axonserver.connector.util.ExceptionConverter",""
"axon-server-connector-5.0.1",5,72,23,5,100,"jakarta.annotation",5,25,100,34.72222222222222,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.util.ProcessingInstructionUtils,org.axonframework.axonserver.connector.util.PriorityExecutorService,org.axonframework.axonserver.connector.util.ExceptionConverter,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.axonserver.connector.query.AbstractQueryResponseMessageStream,org.axonframework.axonserver.connector.query.QueryConverter,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream",""
"axon-server-connector-5.0.1",5,72,23,5,100,"com.google.protobuf",4,8,80,11.11111111111111,"org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.util.ExceptionConverter,org.axonframework.axonserver.connector.query.QueryConverter,org.axonframework.axonserver.connector.event.TaggedEventConverter,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.ConditionConverter,org.axonframework.axonserver.connector.command.CommandConverter",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.connector",4,15,80,20.833333333333332,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.AxonServerConnectionManager,org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder,org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter,org.axonframework.axonserver.connector.query.FlowControlledResponseSender,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.axonserver.connector.query.AbstractQueryResponseMessageStream,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream",""
"axon-server-connector-5.0.1",5,72,23,5,100,"org.slf4j",4,12,80,16.666666666666664,"org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event,org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.event.EventProcessorControlService,org.axonframework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler,org.axonframework.axonserver.connector.event.SourcingEventMessageStream,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.grpc",3,7,60,9.722222222222221,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder,org.axonframework.axonserver.connector.ManagedChannelCustomizer,org.axonframework.axonserver.connector.util.GrpcExceptionParser,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1,org.axonframework.axonserver.connector.util.GrpcMessageSizeInterceptor$1$1,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.connector.control",2,4,40,5.555555555555555,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.AxonServerConnectionManager,org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer,org.axonframework.axonserver.connector.event.EventProcessorControlService,org.axonframework.axonserver.connector.event.EventProcessorControlService$AxonProcessorInstructionHandler",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.grpc.control",2,6,40,8.333333333333332,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.TopologyChangeListener,org.axonframework.axonserver.connector.TopologyChange$1,org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder,org.axonframework.axonserver.connector.TopologyChange,org.axonframework.axonserver.connector.event.EventProcessorControlService,org.axonframework.axonserver.connector.event.EventProcessorInfoUtils",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.grpc.stub",2,3,40,4.166666666666666,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.util","org.axonframework.axonserver.connector.DefaultInstructionAckSource,org.axonframework.axonserver.connector.InstructionAckSource,org.axonframework.axonserver.connector.util.UpstreamAwareStreamObserver",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.connector.admin",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.event.EventProcessorControlService",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.connector.command",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.connector.event",1,5,20,6.944444444444445,"org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.event.AxonServerMessageStream,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.connector.impl",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.connector.query",1,3,20,4.166666666666666,"org.axonframework.axonserver.connector.query","org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$AxonServerUpdateCallback",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.grpc.command",1,3,20,4.166666666666666,"org.axonframework.axonserver.connector.command","org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector,org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector$FutureResultCallback,org.axonframework.axonserver.connector.command.CommandConverter",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.grpc.event",1,3,20,4.166666666666666,"org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.event.AxonServerMessageStream,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.grpc.event.dcb",1,6,20,8.333333333333332,"org.axonframework.axonserver.connector.event","org.axonframework.axonserver.connector.event.TaggedEventConverter,org.axonframework.axonserver.connector.event.SourcingEventMessageStream,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine,org.axonframework.axonserver.connector.event.ConditionConverter,org.axonframework.axonserver.connector.event.StreamingEventMessageStream",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.axoniq.axonserver.grpc.query",1,5,20,6.944444444444445,"org.axonframework.axonserver.connector.query","org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector$LocalSegmentAdapter,org.axonframework.axonserver.connector.query.FlowControlledResponseSender,org.axonframework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.axonserver.connector.query.QueryConverter,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.grpc.netty.shaded.io.grpc.netty",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder",""
"axon-server-connector-5.0.1",5,72,23,5,100,"io.grpc.netty.shaded.io.netty.handler.ssl",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConnectionManager$Builder",""
"axon-server-connector-5.0.1",5,72,23,5,100,"javax.annotation",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer",""
"axon-server-connector-5.0.1",5,72,23,5,100,"org.springframework.boot.context.properties",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector","org.axonframework.axonserver.connector.AxonServerConfiguration",""
"axon-server-connector-5.0.1",5,72,23,5,100,"reactor.core.scheduler",1,1,20,1.3888888888888888,"org.axonframework.axonserver.connector.util","org.axonframework.axonserver.connector.util.PriorityTaskSchedulers",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"jakarta.annotation",4,12,57.142857142857146,17.142857142857142,"org.axonframework.extension.springboot,org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util,org.axonframework.extension.springboot.util.jpa","org.axonframework.extension.springboot.EventProcessorProperties$ProcessorSettings,org.axonframework.extension.springboot.ConverterProperties,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration$AggregateBasedJpaEventStorageEngineConfigurationEnhancer,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration$1,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration$1,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"org.springframework.boot.actuate.health",3,4,42.85714285714286,5.714285714285714,"org.axonframework.extension.springboot.actuator,org.axonframework.extension.springboot.actuator.axonserver,org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.actuator.HealthStatus,org.axonframework.extension.springboot.actuator.axonserver.AxonServerHealthIndicator,org.axonframework.extension.springboot.actuator.axonserver.AxonServerStatusAggregator,org.axonframework.extension.springboot.autoconfig.AxonServerActuatorAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"jakarta.persistence",2,4,28.571428571428573,5.714285714285714,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util.jpa","org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.TransactionAutoConfiguration,org.axonframework.extension.springboot.util.jpa.ContainerManagedEntityManagerProvider",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"org.axonframework.extension.spring.config",2,4,28.571428571428573,5.714285714285714,"org.axonframework.extension.springboot,org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.EventProcessorProperties$ProcessorSettings,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InfrastructureAutoConfiguration,org.axonframework.extension.springboot.autoconfig.EventProcessingAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"org.slf4j",2,2,28.571428571428573,2.857142857142857,"org.axonframework.extension.springboot.service.connection,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory,org.axonframework.extension.springboot.util.AbstractQualifiedBeanCondition",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"org.springframework.boot.autoconfigure",2,19,28.571428571428573,27.142857142857142,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.autoconfig.SecurityAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InfrastructureAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"org.springframework.boot.autoconfigure.condition",2,28,28.571428571428573,40,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.autoconfig.SecurityAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$AvroConfiguredCondition$EventsAvroCondition,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$GeneralJacksonCondition,org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"org.springframework.boot.context.properties",2,20,28.571428571428573,28.571428571428573,"org.axonframework.extension.springboot,org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties,org.axonframework.extension.springboot.TokenStoreProperties,org.axonframework.extension.springboot.TimeoutProperties,org.axonframework.extension.springboot.TimeoutProperties$TransactionTimeoutProperties,org.axonframework.extension.springboot.UpdateCheckerProperties,org.axonframework.extension.springboot.TimeoutProperties$MessageHandlerTimeoutProperties,org.axonframework.extension.springboot.TagsConfigurationProperties,org.axonframework.extension.springboot.ConverterProperties,org.axonframework.extension.springboot.DistributedCommandBusProperties",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"org.springframework.context.annotation",2,27,28.571428571428573,38.57142857142857,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.autoconfig.SecurityAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$AvroConfiguredCondition,org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"org.springframework.core.type",2,3,28.571428571428573,4.285714285714286,"org.axonframework.extension.springboot.autoconfig,org.axonframework.extension.springboot.util","org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration$NotTestEnvironmentCondition,org.axonframework.extension.springboot.util.AbstractQualifiedBeanCondition,org.axonframework.extension.springboot.util.DefaultEntityRegistrar",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"com.fasterxml.jackson.databind",1,3,14.285714285714286,4.285714285714286,"org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"com.fasterxml.jackson.dataformat.cbor.databind",1,2,14.285714285714286,2.857142857142857,"org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"io.axoniq.axonserver.connector",1,1,14.285714285714286,1.4285714285714286,"org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1",7,70,36,7,100,"io.axoniq.axonserver.connector.control",1,1,14.285714285714286,1.4285714285714286,"org.axonframework.extension.springboot.autoconfig","org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration",""
