"artifactName","fullPackageName","typeName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","numberOfExternalTypes","externalPackageNames","externalTypeNames","packageName","fullTypeName","Source Cypher File: External_Dependencies/External_package_usage_per_type.cypher"
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.util","DefaultEntityRegistrar",6,7,6,6,"jakarta.annotation,org.springframework.boot.autoconfigure,org.springframework.core.annotation,org.springframework.context.annotation,org.springframework.core.type,org.springframework.beans.factory.support","jakarta.annotation.Nonnull,org.springframework.boot.autoconfigure.AutoConfigurationPackages,org.springframework.core.annotation.Order,org.springframework.context.annotation.ImportBeanDefinitionRegistrar,org.springframework.core.type.AnnotationMetadata,org.springframework.beans.factory.support.BeanDefinitionRegistry","util","org.axonframework.extension.springboot.util.DefaultEntityRegistrar",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","SpecificRecordBaseConverterStrategy",8,38,5,8,"jakarta.annotation,org.apache.avro.generic,org.apache.avro.message,org.apache.avro,org.apache.avro.specific","jakarta.annotation.Nonnull,org.apache.avro.generic.GenericRecord,org.apache.avro.message.SchemaStore,org.apache.avro.message.BinaryMessageEncoder,org.apache.avro.AvroRuntimeException,org.apache.avro.specific.SpecificRecordBase,org.apache.avro.specific.SpecificData,org.apache.avro.message.BinaryMessageDecoder","avro","org.axonframework.conversion.avro.SpecificRecordBaseConverterStrategy",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","AvroUtil",16,71,5,16,"jakarta.annotation,org.apache.avro,org.apache.avro.message,org.apache.avro.specific,org.apache.avro.generic","jakarta.annotation.Nonnull,org.apache.avro.SchemaCompatibility$Incompatibility,org.apache.avro.Schema,org.apache.avro.AvroRuntimeException,org.apache.avro.InvalidAvroMagicException,org.apache.avro.InvalidNumberEncodingException,org.apache.avro.message.BadHeaderException,org.apache.avro.SchemaNormalization,org.apache.avro.SchemaCompatibility,org.apache.avro.specific.SpecificRecordBase,org.apache.avro.specific.SpecificData,org.apache.avro.SchemaCompatibility$SchemaPairCompatibility,org.apache.avro.SchemaCompatibility$SchemaCompatibilityResult,org.apache.avro.SchemaCompatibility$SchemaCompatibilityType,org.apache.avro.SchemaCompatibility$SchemaIncompatibilityType,org.apache.avro.generic.GenericData","avro","org.axonframework.conversion.avro.AvroUtil",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","AxonServerCommandBusConnector",9,40,5,9,"jakarta.annotation,org.slf4j,io.axoniq.axonserver.connector,io.axoniq.axonserver.grpc.command,io.axoniq.axonserver.connector.command","jakarta.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.annotation.Nullable,io.axoniq.axonserver.connector.AxonServerConnection,io.axoniq.axonserver.connector.Registration,io.axoniq.axonserver.grpc.command.Command,io.axoniq.axonserver.grpc.command.CommandResponse,io.axoniq.axonserver.connector.command.CommandChannel","command","org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","AxonServerEventStorageEngine",12,53,5,12,"jakarta.annotation,org.slf4j,io.axoniq.axonserver.connector,io.axoniq.axonserver.grpc.event.dcb,io.axoniq.axonserver.connector.event","jakarta.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.annotation.Nullable,io.axoniq.axonserver.connector.AxonServerConnection,io.axoniq.axonserver.grpc.event.dcb.TaggedEvent,io.axoniq.axonserver.grpc.event.dcb.Event,io.axoniq.axonserver.connector.event.DcbEventChannel$AppendEventsTransaction,io.axoniq.axonserver.connector.event.DcbEventChannel,io.axoniq.axonserver.grpc.event.dcb.GetSequenceAtResponse,io.axoniq.axonserver.grpc.event.dcb.GetHeadResponse,io.axoniq.axonserver.grpc.event.dcb.GetTailResponse","event","org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","AxonTimeoutAutoConfiguration",5,6,5,5,"jakarta.annotation,org.springframework.boot.autoconfigure,org.springframework.boot.context.properties,org.springframework.boot.autoconfigure.condition,org.springframework.context.annotation","jakarta.annotation.Nonnull,org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.context.properties.EnableConfigurationProperties,org.springframework.boot.autoconfigure.condition.ConditionalOnProperty,org.springframework.context.annotation.Bean","autoconfig","org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","ObjectMapperAutoConfiguration",9,12,5,9,"org.springframework.boot.autoconfigure,org.springframework.boot.context.properties,org.springframework.context.annotation,org.springframework.boot.autoconfigure.condition,com.fasterxml.jackson.databind","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.context.properties.EnableConfigurationProperties,org.springframework.context.annotation.Bean,org.springframework.boot.autoconfigure.AutoConfigureBefore,org.springframework.boot.autoconfigure.condition.ConditionalOnClass,org.springframework.context.annotation.Conditional,org.springframework.boot.autoconfigure.AutoConfigureAfter,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean,com.fasterxml.jackson.databind.ObjectMapper","autoconfig","org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","AxonAutoConfiguration",9,37,5,9,"org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.autoconfigure.condition,org.axonframework.extension.spring.config,org.springframework.context","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.context.annotation.Bean,org.springframework.boot.autoconfigure.condition.ConditionalOnBean,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean,org.axonframework.extension.spring.config.SpringComponentRegistry,org.springframework.context.ApplicationContext,org.axonframework.extension.spring.config.SpringLifecycleRegistry,org.springframework.boot.autoconfigure.condition.SearchStrategy,org.axonframework.extension.spring.config.SpringAxonApplication","autoconfig","org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","CBORMapperAutoConfiguration",8,13,5,8,"org.springframework.boot.autoconfigure,org.springframework.boot.context.properties,org.springframework.context.annotation,org.springframework.boot.autoconfigure.condition,com.fasterxml.jackson.dataformat.cbor.databind","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.context.properties.EnableConfigurationProperties,org.springframework.context.annotation.Bean,org.springframework.boot.autoconfigure.AutoConfigureBefore,org.springframework.boot.autoconfigure.condition.ConditionalOnClass,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean,com.fasterxml.jackson.dataformat.cbor.databind.CBORMapper,org.springframework.boot.autoconfigure.condition.ConditionalOnExpression","autoconfig","org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","ByteArrayToGenericRecordConverter",6,22,4,6,"jakarta.annotation,org.apache.avro.generic,org.apache.avro.io,org.apache.avro.message","jakarta.annotation.Nonnull,jakarta.annotation.Nullable,org.apache.avro.generic.GenericRecord,org.apache.avro.io.DecoderFactory,org.apache.avro.message.SchemaStore,org.apache.avro.generic.GenericDatumReader","avro","org.axonframework.conversion.avro.ByteArrayToGenericRecordConverter",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","AvroConverter",6,34,4,6,"jakarta.annotation,org.slf4j,org.apache.avro.generic,org.apache.avro.message","jakarta.annotation.Nonnull,jakarta.annotation.Nullable,org.slf4j.Logger,org.slf4j.LoggerFactory,org.apache.avro.generic.GenericRecord,org.apache.avro.message.SchemaStore","avro","org.axonframework.conversion.avro.AvroConverter",""
"axon-messaging-5.0.1","org.axonframework.messaging.queryhandling.gateway","DefaultQueryGateway",6,46,4,6,"jakarta.annotation,org.reactivestreams,reactor.core.publisher,reactor.util.concurrent","jakarta.annotation.Nonnull,jakarta.annotation.Nullable,org.reactivestreams.Publisher,reactor.core.publisher.Flux,reactor.core.publisher.Mono,reactor.util.concurrent.Queues","gateway","org.axonframework.messaging.queryhandling.gateway.DefaultQueryGateway",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.command","CommandConverter",11,76,4,11,"jakarta.annotation,io.axoniq.axonserver.grpc,com.google.protobuf,io.axoniq.axonserver.grpc.command","jakarta.annotation.Nonnull,io.axoniq.axonserver.grpc.SerializedObject,jakarta.annotation.Nullable,com.google.protobuf.ByteString,io.axoniq.axonserver.grpc.ProcessingInstruction$Builder,io.axoniq.axonserver.grpc.ProcessingKey,io.axoniq.axonserver.grpc.SerializedObject$Builder,io.axoniq.axonserver.grpc.command.Command$Builder,io.axoniq.axonserver.grpc.command.CommandResponse$Builder,io.axoniq.axonserver.grpc.command.Command,io.axoniq.axonserver.grpc.command.CommandResponse","command","org.axonframework.axonserver.connector.command.CommandConverter",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","AxonServerEventStorageEngine$AxonServerAppendTransaction",5,20,4,5,"jakarta.annotation,org.slf4j,io.axoniq.axonserver.grpc.event.dcb,io.axoniq.axonserver.connector.event","jakarta.annotation.Nonnull,org.slf4j.Logger,jakarta.annotation.Nullable,io.axoniq.axonserver.grpc.event.dcb.AppendEventsResponse,io.axoniq.axonserver.connector.event.DcbEventChannel$AppendEventsTransaction","event","org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","AggregateBasedAxonServerEventStorageEngine$1",7,17,4,7,"jakarta.annotation,io.grpc,io.axoniq.axonserver.connector.event,io.axoniq.axonserver.grpc.event","jakarta.annotation.Nonnull,jakarta.annotation.Nullable,io.grpc.Status$Code,io.grpc.StatusRuntimeException,io.grpc.Status,io.axoniq.axonserver.connector.event.AppendEventsTransaction,io.axoniq.axonserver.grpc.event.Confirmation","event","org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine$1",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","SourcingEventMessageStream",6,32,4,6,"jakarta.annotation,org.slf4j,io.axoniq.axonserver.connector,io.axoniq.axonserver.grpc.event.dcb","jakarta.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,io.axoniq.axonserver.connector.ResultStream,io.axoniq.axonserver.grpc.event.dcb.SourceEventsResponse,io.axoniq.axonserver.grpc.event.dcb.SequencedEvent","event","org.axonframework.axonserver.connector.event.SourcingEventMessageStream",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.event","StreamingEventMessageStream",6,26,4,6,"jakarta.annotation,org.slf4j,io.axoniq.axonserver.connector,io.axoniq.axonserver.grpc.event.dcb","jakarta.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,io.axoniq.axonserver.connector.ResultStream,io.axoniq.axonserver.grpc.event.dcb.SequencedEvent,io.axoniq.axonserver.grpc.event.dcb.StreamEventsResponse","event","org.axonframework.axonserver.connector.event.StreamingEventMessageStream",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","QueryConverter",16,116,4,16,"io.axoniq.axonserver.grpc,jakarta.annotation,com.google.protobuf,io.axoniq.axonserver.grpc.query","io.axoniq.axonserver.grpc.MetaDataValue$Builder,io.axoniq.axonserver.grpc.MetaDataValue,jakarta.annotation.Nonnull,io.axoniq.axonserver.grpc.SerializedObject,jakarta.annotation.Nullable,com.google.protobuf.ByteString,io.axoniq.axonserver.grpc.ProcessingInstruction$Builder,io.axoniq.axonserver.grpc.ProcessingKey,io.axoniq.axonserver.grpc.query.QueryUpdate,io.axoniq.axonserver.grpc.query.QueryResponse,io.axoniq.axonserver.grpc.query.QueryRequest,io.axoniq.axonserver.grpc.query.SubscriptionQuery,io.axoniq.axonserver.grpc.query.QueryRequest$Builder,io.axoniq.axonserver.grpc.SerializedObject$Builder,io.axoniq.axonserver.grpc.query.QueryResponse$Builder,io.axoniq.axonserver.grpc.query.QueryUpdate$Builder","query","org.axonframework.axonserver.connector.query.QueryConverter",""
"axon-server-connector-5.0.1","org.axonframework.axonserver.connector.query","AxonServerQueryBusConnector",9,40,4,9,"jakarta.annotation,org.slf4j,io.axoniq.axonserver.connector,io.axoniq.axonserver.connector.query","jakarta.annotation.Nonnull,org.slf4j.Logger,org.slf4j.LoggerFactory,jakarta.annotation.Nullable,io.axoniq.axonserver.connector.AxonServerConnection,io.axoniq.axonserver.connector.Registration,io.axoniq.axonserver.connector.query.QueryDefinition,io.axoniq.axonserver.connector.query.QueryChannel,io.axoniq.axonserver.connector.query.SubscriptionQueryResult","query","org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","UpdateCheckerAutoConfiguration",5,7,4,5,"org.springframework.boot.autoconfigure,org.springframework.boot.context.properties,org.springframework.context.annotation,org.springframework.boot.autoconfigure.condition","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.context.properties.EnableConfigurationProperties,org.springframework.context.annotation.Bean,org.springframework.context.annotation.Conditional,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean","autoconfig","org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","SecurityAutoConfiguration",4,5,4,4,"org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.autoconfigure.condition,org.axonframework.extension.spring.authorization","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.context.annotation.Bean,org.springframework.boot.autoconfigure.condition.ConditionalOnClass,org.axonframework.extension.spring.authorization.SecuredMessageHandlerDefinition","autoconfig","org.axonframework.extension.springboot.autoconfig.SecurityAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","AxonServerActuatorAutoConfiguration",6,8,4,6,"org.springframework.boot.autoconfigure,org.springframework.boot.autoconfigure.condition,org.springframework.context.annotation,org.springframework.boot.actuate.health","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.autoconfigure.condition.ConditionalOnProperty,org.springframework.context.annotation.Bean,org.springframework.boot.actuate.health.SimpleStatusAggregator,org.springframework.boot.autoconfigure.condition.ConditionalOnClass,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean","autoconfig","org.axonframework.extension.springboot.autoconfig.AxonServerActuatorAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.autoconfig","EventProcessingAutoConfiguration",5,8,4,5,"org.springframework.boot.autoconfigure,org.springframework.boot.context.properties,org.springframework.context.annotation,org.axonframework.extension.spring.config","org.springframework.boot.autoconfigure.AutoConfiguration,org.springframework.boot.context.properties.EnableConfigurationProperties,org.springframework.context.annotation.Bean,org.axonframework.extension.spring.config.EventProcessorSettings$MapWrapper,org.springframework.context.annotation.Lazy","autoconfig","org.axonframework.extension.springboot.autoconfig.EventProcessingAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.1","org.axonframework.extension.springboot.service.connection","AxonServerDockerComposeConnectionDetailsFactory",7,14,4,7,"org.springframework.boot.docker.compose.service.connection,org.slf4j,org.springframework.boot.docker.compose.core,org.springframework.boot.autoconfigure.service.connection","org.springframework.boot.docker.compose.service.connection.DockerComposeConnectionDetailsFactory,org.slf4j.Logger,org.springframework.boot.docker.compose.service.connection.DockerComposeConnectionSource,org.springframework.boot.docker.compose.core.RunningService,org.springframework.boot.docker.compose.core.ConnectionPorts,org.springframework.boot.autoconfigure.service.connection.ConnectionDetails,org.slf4j.LoggerFactory","connection","org.axonframework.extension.springboot.service.connection.AxonServerDockerComposeConnectionDetailsFactory",""
"axon-test-5.0.1","org.axonframework.test.fixture","AxonTestThenMessage",5,39,4,5,"jakarta.annotation,org.hamcrest,org.awaitility,org.awaitility.core","jakarta.annotation.Nonnull,jakarta.annotation.Nullable,org.hamcrest.Matcher,org.awaitility.Awaitility,org.awaitility.core.ConditionFactory","fixture","org.axonframework.test.fixture.AxonTestThenMessage",""
"axon-tracing-opentelemetry-5.0.1","org.axonframework.extension.tracing.opentelemetry","OpenTelemetrySpanFactory$Builder",7,13,4,7,"io.opentelemetry.api.trace,io.opentelemetry.context.propagation,jakarta.annotation,io.opentelemetry.api","io.opentelemetry.api.trace.Tracer,io.opentelemetry.context.propagation.TextMapPropagator,io.opentelemetry.context.propagation.TextMapGetter,io.opentelemetry.context.propagation.TextMapSetter,jakarta.annotation.Nonnull,io.opentelemetry.api.GlobalOpenTelemetry,io.opentelemetry.context.propagation.ContextPropagators","opentelemetry","org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder",""
"axon-common-5.0.1","org.axonframework.common.caching","EhCacheAdapter",6,23,3,6,"org.ehcache.event,org.ehcache.core,org.ehcache.config","org.ehcache.event.CacheEventListener,org.ehcache.core.Ehcache,org.ehcache.event.EventOrdering,org.ehcache.event.EventFiring,org.ehcache.event.EventType,org.ehcache.config.CacheRuntimeConfiguration","caching","org.axonframework.common.caching.EhCacheAdapter",""
"axon-common-5.0.1","org.axonframework.common.infra","JacksonComponentDescriptor",6,36,3,6,"jakarta.annotation,com.fasterxml.jackson.databind,com.fasterxml.jackson.databind.node","jakarta.annotation.Nonnull,com.fasterxml.jackson.databind.ObjectMapper,com.fasterxml.jackson.databind.node.ObjectNode,com.fasterxml.jackson.databind.SerializationFeature,com.fasterxml.jackson.databind.JsonNode,com.fasterxml.jackson.databind.node.ArrayNode","infra","org.axonframework.common.infra.JacksonComponentDescriptor",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","GenericRecordToByteArrayConverter",4,15,3,4,"jakarta.annotation,org.apache.avro.generic,org.apache.avro.message","jakarta.annotation.Nonnull,jakarta.annotation.Nullable,org.apache.avro.generic.GenericRecord,org.apache.avro.message.BinaryMessageEncoder","avro","org.axonframework.conversion.avro.GenericRecordToByteArrayConverter",""
"axon-conversion-5.0.1","org.axonframework.conversion.avro","DefaultSchemaIncompatibilityChecker",4,15,3,4,"jakarta.annotation,org.apache.avro,org.apache.commons.lang3.tuple","jakarta.annotation.Nonnull,org.apache.avro.SchemaCompatibility$Incompatibility,org.apache.commons.lang3.tuple.Pair,org.apache.avro.Schema","avro","org.axonframework.conversion.avro.DefaultSchemaIncompatibilityChecker",""
