"externalPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_package_usage_spread.cypher"
"org.slf4j",11,38,1,14,3,3.454545454545454,3.6705213897656654,20,100,42.85714285714286,49.1209667525457,26.462865940410218,74,1,30,3,6.7272727272727275,8.486352680520756,1.36986301369863,30.43478260869565,6,9.894823683472234,8.93774785708071,"axon-server-connector-5.0.1,axon-test-5.0.1,axon-tracing-opentelemetry-5.0.1,axon-spring-boot-autoconfigure-5.0.1",""
"jakarta.persistence",4,5,1,2,1,1.25,0.5,1.7543859649122806,28.571428571428573,10.989010989010989,13.075959128590707,11.528729367425605,12,2,4,3,3,1.1547005383792515,0.3508771929824561,5.714285714285714,2.6666666666666665,2.849624060150376,2.4544194608957377,"axon-spring-boot-autoconfigure-5.0.1,axon-messaging-5.0.1,axon-common-5.0.1,axon-eventsourcing-5.0.1",""
"com.fasterxml.jackson.databind",3,3,1,1,1,1,0,7.6923076923076925,25,14.285714285714286,15.659340659340659,8.735226975595959,9,1,5,3,3,2,0.6666666666666666,16.666666666666668,4.285714285714286,7.206349206349207,8.39032664767732,"axon-spring-boot-autoconfigure-5.0.1,axon-conversion-5.0.1,axon-common-5.0.1",""
"com.fasterxml.jackson.databind.node",2,2,1,1,1,1,0,7.6923076923076925,25,16.346153846153847,16.346153846153847,12.238386597459476,3,1,2,1.5,1.5,0.7071067811865476,0.6666666666666666,6.666666666666667,3.666666666666667,3.666666666666667,4.242640687119286,"axon-conversion-5.0.1,axon-common-5.0.1",""
"io.axoniq.axonserver.connector",2,5,1,4,2.5,2.5,2.1213203435596424,14.285714285714286,80,47.142857142857146,47.142857142857146,46.4670170494017,16,1,15,8,8,9.899494936611665,1.4285714285714286,20.833333333333332,11.13095238095238,11.13095238095238,13.721238730167528,"axon-server-connector-5.0.1,axon-spring-boot-autoconfigure-5.0.1",""
"io.axoniq.axonserver.connector.control",2,3,1,2,1.5,1.5,0.7071067811865476,14.285714285714286,40,27.142857142857142,27.142857142857142,18.18274580193979,5,1,4,2.5,2.5,2.1213203435596424,1.4285714285714286,5.555555555555555,3.492063492063492,3.492063492063492,2.91821846203972,"axon-server-connector-5.0.1,axon-spring-boot-autoconfigure-5.0.1",""
"org.apache.avro",2,2,1,1,1,1,0,14.285714285714286,25,19.642857142857142,19.642857142857142,7.576144084141581,5,1,4,2.5,2.5,2.1213203435596424,1.4285714285714286,13.333333333333334,7.380952380952381,7.380952380952381,8.417937871268423,"axon-spring-boot-autoconfigure-5.0.1,axon-conversion-5.0.1",""
"org.apache.avro.message",2,2,1,1,1,1,0,14.285714285714286,25,19.642857142857142,19.642857142857142,7.576144084141581,9,3,6,4.5,4.5,2.1213203435596424,4.285714285714286,20,12.142857142857142,12.142857142857142,11.11167799007432,"axon-spring-boot-autoconfigure-5.0.1,axon-conversion-5.0.1",""
"IdTypeParameterResolver",1,1,1,1,1,1,0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0,1,1,1,1,1,0,1,1,1,1,0,"axon-eventsourcing-5.0.1",""
"ScannedEntityCreator",1,1,1,1,1,1,0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0,1,1,1,1,1,0,1,1,1,1,0,"axon-eventsourcing-5.0.1",""
