"externalPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_overall.cypher"
"jakarta.annotation",98,672,859,4788,113,1199,"Nonnull,Nullable",""
"org.slf4j",38,74,133,456,113,1199,"Logger,LoggerFactory",""
"io.axoniq.axonserver.connector",5,16,23,124,113,1199,"AxonServerConnection,AxonServerConnectionFactory,AxonServerConnectionFactory$Builder,ResultStream,ReplyChannel,FlowControl,Registration",""
"io.axoniq.axonserver.grpc",5,18,40,271,113,1199,"ErrorMessage,ErrorMessage$Builder,InstructionAck,InstructionAck$Builder,MetaDataValue$DataCase,MetaDataValue,MetaDataValue$Builder,SerializedObject,ProcessingInstruction$Builder",""
"jakarta.persistence",5,13,33,129,113,1199,"EntityManager,Lob,Index,SequenceGenerator,Table,Column,Entity,GeneratedValue,Basic",""
"reactor.core.publisher",5,8,14,49,113,1199,"MonoSink,Flux,Mono,FluxSink",""
"com.fasterxml.jackson.annotation",3,6,18,34,113,1199,"JsonProperty,JsonCreator,JsonGetter,JsonIgnore,JsonTypeInfo,JsonTypeInfo$Id",""
"com.fasterxml.jackson.databind",3,9,14,67,113,1199,"ObjectMapper,SerializationFeature,JsonNode,JavaType",""
"io.grpc",3,7,23,51,113,1199,"ManagedChannelBuilder,ClientInterceptor,ClientCall$Listener,ForwardingClientCallListener$SimpleForwardingClientCallListener,Channel,ClientCall,MethodDescriptor,CallOptions,Status",""
"org.hamcrest",3,22,44,194,113,1199,"Matcher,StringDescription,Description,CoreMatchers,BaseMatcher,TypeSafeMatcher",""
"org.reactivestreams",3,6,8,27,113,1199,"Publisher,Subscription,Subscriber",""
"org.springframework.boot.actuate.health",3,4,7,24,113,1199,"Status,Health$Builder,AbstractHealthIndicator,SimpleStatusAggregator",""
"com.fasterxml.jackson.databind.node",2,3,5,28,113,1199,"ObjectNode,ArrayNode,JsonNodeType",""
"io.axoniq.axonserver.grpc.control",2,6,13,86,113,1199,"TopologyChange,QuerySubscription,CommandSubscription,UpdateType,NodeInfo,NodeInfo$Builder,EventProcessorInfo,EventProcessorInfo$SegmentStatus,EventProcessorInfo$SegmentStatus$Builder",""
"io.grpc.stub",2,3,4,11,113,1199,"StreamObserver,ClientCallStreamObserver,ClientResponseObserver",""
"io.micrometer.core.instrument",2,12,38,140,113,1199,"MeterRegistry,Tags,Clock,Tag,Timer$Builder,Gauge$Builder,Gauge,Timer,Counter",""
"org.apache.avro",2,5,17,56,113,1199,"Schema,AvroRuntimeException,SchemaCompatibility,SchemaCompatibility$Incompatibility,SchemaCompatibility$SchemaPairCompatibility,SchemaCompatibility$SchemaIncompatibilityType,SchemaCompatibility$SchemaCompatibilityType,InvalidAvroMagicException,SchemaCompatibility$SchemaCompatibilityResult",""
"org.apache.avro.message",2,9,12,38,113,1199,"SchemaStore,SchemaStore$Cache,BinaryMessageEncoder,BinaryMessageDecoder,BadHeaderException",""
"org.axonframework.extension.spring.config",2,4,9,35,113,1199,"EventProcessorSettings$SubscribingEventProcessorSettings,EventProcessorSettings$PooledEventProcessorSettings,EventProcessorSettings$ProcessorMode,EventProcessorSettings$MapWrapper,SpringComponentRegistry,SpringLifecycleRegistry,SpringAxonApplication,MessageHandlerLookup,SpringEventSourcedEntityLookup",""
"org.springframework.boot.autoconfigure",2,19,29,30,113,1199,"AutoConfiguration,AutoConfigurationPackages,AutoConfigureBefore,AutoConfigureAfter",""
"org.springframework.boot.autoconfigure.condition",2,28,42,72,113,1199,"ConditionalOnBean,ConditionalOnMissingBean,ConditionalOnClass,ConditionalOnProperty,AnyNestedCondition,ConditionalOnExpression,AllNestedConditions,SearchStrategy,ConditionOutcome",""
"org.springframework.context.annotation",2,27,36,64,113,1199,"Bean,Conditional,Lazy,ConfigurationCondition$ConfigurationPhase,Condition,ConditionContext,Primary,Role,Import",""
"com.google.gson",1,1,4,7,113,1199,"JsonElement,JsonParser,JsonArray,JsonObject",""
"io.axoniq.axonserver.connector.event",1,5,8,38,113,1199,"AggregateEventStream,AppendEventsTransaction,EventChannel,DcbEventChannel,DcbEventChannel$AppendEventsTransaction,EventStream",""
"io.axoniq.axonserver.connector.query",1,3,6,19,113,1199,"SubscriptionQueryResult,QueryDefinition,QueryChannel,QueryHandler,QueryHandler$UpdateHandler",""
"io.axoniq.axonserver.grpc.command",1,3,8,63,113,1199,"CommandResponse$Builder,Command$Builder,CommandResponse,Command",""
"io.axoniq.axonserver.grpc.event",1,3,5,31,113,1199,"Event$Builder,Event,EventWithToken,Confirmation",""
"io.axoniq.axonserver.grpc.event.dcb",1,6,28,104,113,1199,"Tag,Tag$Builder,ConsistencyCondition$Builder,StreamEventsRequest$Builder,Criterion,StreamEventsRequest,SourceEventsRequest,ConsistencyCondition,SourceEventsRequest$Builder",""
"io.axoniq.axonserver.grpc.query",1,5,14,98,113,1199,"QueryUpdate,QueryResponse,QueryResponse$Builder,QueryUpdate$Builder,QueryRequest$Builder,SubscriptionQuery,QueryRequest",""
"io.opentelemetry.api.trace",1,3,9,46,113,1199,"Span,StatusCode,SpanContext,SpanBuilder,SpanKind,Tracer",""
"io.opentelemetry.context.propagation",1,4,9,15,113,1199,"TextMapSetter,TextMapPropagator,TextMapGetter,ContextPropagators",""
"jakarta.validation",1,2,5,16,113,1199,"ConstraintViolation,ValidatorFactory,Validator,Validation",""
"javax.cache.configuration",1,2,3,9,113,1199,"CacheEntryListenerConfiguration,Factory",""
"javax.cache.event",1,1,8,26,113,1199,"CacheEntryRemovedListener,CacheEntryEventFilter,CacheEntryListener,CacheEntryUpdatedListener,CacheEntryExpiredListener,CacheEntryEvent,CacheEntryListenerException,CacheEntryCreatedListener",""
"org.apache.avro.generic",1,6,7,30,113,1199,"GenericRecord,GenericData,GenericDatumReader",""
"org.apache.avro.specific",1,2,4,14,113,1199,"SpecificData,SpecificRecordBase",""
"org.axonframework.extension.spring.conversion.avro",1,1,3,8,113,1199,"SpecificRecordBaseClasspathAvroSchemaLoader,AvroSchemaPackages,ClasspathAvroSchemaLoader",""
"org.ehcache.event",1,3,8,30,113,1199,"EventType,EventOrdering,EventFiring,CacheEventListener,CacheEvent",""
"org.springframework.beans.factory",1,2,4,15,113,1199,"BeanFactory,BeanFactoryUtils,NoSuchBeanDefinitionException,BeanClassLoaderAware",""
"org.springframework.boot.context.properties.bind",1,1,2,7,113,1199,"ConstructorBinding,DefaultValue",""
"org.springframework.boot.docker.compose.core",1,1,2,5,113,1199,"ConnectionPorts,RunningService",""
"org.springframework.boot.docker.compose.service.connection",1,1,2,5,113,1199,"DockerComposeConnectionSource,DockerComposeConnectionDetailsFactory",""
"org.springframework.boot.testcontainers.service.connection",1,2,4,9,113,1199,"ContainerConnectionSource,ContainerConnectionDetailsFactory,ContainerConnectionDetailsFactory$ContainerConnectionDetails",""
"org.springframework.context",1,3,5,9,113,1199,"ApplicationContext,ApplicationContextAware",""
"org.testcontainers.containers",1,1,2,7,113,1199,"GenericContainer,ContainerLaunchException",""
"org.testcontainers.containers.wait.strategy",1,1,2,3,113,1199,"HttpWaitStrategy,Wait",""
"org.testcontainers.utility",1,1,2,9,113,1199,"MountableFile,DockerImageName",""
"reactor.core.scheduler",1,1,2,2,113,1199,"Scheduler,Schedulers",""
