"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","externalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact.cypher"
"axon-common-5.0.1","jakarta.annotation",66,348,150,"Nonnull,Nullable",""
"axon-common-5.0.1","org.slf4j",14,49,150,"Logger,LoggerFactory",""
"axon-common-5.0.1","javax.cache.event",8,26,150,"CacheEntryRemovedListener,CacheEntryEventFilter,CacheEntryListener,CacheEntryUpdatedListener,CacheEntryExpiredListener,CacheEntryEvent,CacheEntryListenerException,CacheEntryCreatedListener",""
"axon-common-5.0.1","org.ehcache.event",8,30,150,"EventType,CacheEvent,CacheEventListener,EventOrdering,EventFiring",""
"axon-common-5.0.1","com.fasterxml.jackson.databind",3,14,150,"ObjectMapper,SerializationFeature,JsonNode",""
"axon-common-5.0.1","javax.cache.configuration",3,9,150,"CacheEntryListenerConfiguration,Factory",""
"axon-common-5.0.1","com.fasterxml.jackson.databind.node",2,16,150,"ObjectNode,ArrayNode",""
"axon-common-5.0.1","jakarta.persistence",2,4,150,"EntityManager",""
"axon-common-5.0.1","javax.cache",1,13,150,"Cache",""
"axon-common-5.0.1","org.ehcache.config",1,2,150,"CacheRuntimeConfiguration",""
"axon-common-5.0.1","org.ehcache.core",1,13,150,"Ehcache",""
"axon-conversion-5.0.1","jakarta.annotation",44,204,30,"Nonnull,Nullable",""
"axon-conversion-5.0.1","org.apache.avro",16,54,30,"Schema,SchemaCompatibility$Incompatibility,SchemaNormalization,SchemaCompatibility$SchemaIncompatibilityType,SchemaCompatibility,SchemaCompatibility$SchemaCompatibilityType,AvroRuntimeException,SchemaCompatibility$SchemaPairCompatibility,SchemaCompatibility$SchemaCompatibilityResult,InvalidAvroMagicException,InvalidNumberEncodingException",""
"axon-conversion-5.0.1","com.fasterxml.jackson.databind",8,42,30,"ObjectMapper,JsonNode,JavaType",""
"axon-conversion-5.0.1","org.apache.avro.message",8,28,30,"SchemaStore,BadHeaderException,BinaryMessageEncoder,BinaryMessageDecoder",""
"axon-conversion-5.0.1","org.apache.avro.generic",7,30,30,"GenericRecord,GenericDatumReader,GenericData",""
"axon-conversion-5.0.1","org.slf4j",6,29,30,"LoggerFactory,Logger",""
"axon-conversion-5.0.1","org.apache.avro.specific",4,14,30,"SpecificRecordBase,SpecificData",""
"axon-conversion-5.0.1","com.fasterxml.jackson.databind.node",3,12,30,"ObjectNode,JsonNodeType",""
"axon-conversion-5.0.1","com.fasterxml.jackson.core",1,1,30,"JsonProcessingException",""
"axon-conversion-5.0.1","org.apache.avro.io",1,3,30,"DecoderFactory",""
"axon-conversion-5.0.1","org.apache.commons.lang3.tuple",1,4,30,"Pair",""
"axon-eventsourcing-5.0.1","jakarta.annotation",74,330,100,"Nonnull,Nullable",""
"axon-eventsourcing-5.0.1","jakarta.persistence",15,53,100,"EntityManager,TypedQuery,EntityExistsException,Table,Column,Id,Lob,Index,GenerationType,SequenceGenerator,GeneratedValue,Basic,Entity",""
"axon-eventsourcing-5.0.1","org.slf4j",10,30,100,"Logger,LoggerFactory",""
"axon-eventsourcing-5.0.1","IdTypeParameterResolver",1,1,100,"IdTypeParameterResolver",""
"axon-eventsourcing-5.0.1","ScannedEntityCreator",1,4,100,"ScannedEntityCreator",""
"axon-eventsourcing-5.0.1","WrappedEventCriteriaBuilderMethod",1,1,100,"WrappedEventCriteriaBuilderMethod",""
"axon-messaging-5.0.1","jakarta.annotation",490,2805,570,"Nonnull,Nullable",""
"axon-messaging-5.0.1","org.slf4j",54,182,570,"Logger,LoggerFactory",""
"axon-messaging-5.0.1","com.fasterxml.jackson.annotation",18,34,570,"JsonProperty,JsonCreator,JsonTypeInfo,JsonTypeInfo$Id,JsonGetter,JsonIgnore",""
"axon-messaging-5.0.1","reactor.core.publisher",14,49,570,"Flux,Mono,FluxSink,MonoSink",""
"axon-messaging-5.0.1","jakarta.persistence",11,64,570,"LockModeType,EntityManager,TypedQuery,Query,Entity,Id,Column,IdClass,Lob,Basic",""
"axon-messaging-5.0.1","org.reactivestreams",8,27,570,"Publisher,Subscriber,Subscription",""
"axon-messaging-5.0.1","jakarta.validation",5,16,570,"ConstraintViolation,Validator,Validation,ValidatorFactory",""
"axon-messaging-5.0.1","reactor.util.concurrent",2,4,570,"Queues",""
"axon-metrics-micrometer-5.0.1","io.micrometer.core.instrument",38,140,13,"Tag,Clock,Tags,MeterRegistry,Timer$Builder,Counter,Gauge,Gauge$Builder,Timer",""
"axon-metrics-micrometer-5.0.1","jakarta.annotation",5,6,13,"Nonnull",""
"axon-metrics-micrometer-5.0.1","org.slf4j",2,4,13,"Logger,LoggerFactory",""
"axon-metrics-micrometer-5.0.1","io.micrometer.core.instrument.simple",1,2,13,"SimpleMeterRegistry",""
"axon-modelling-5.0.1","jakarta.annotation",86,554,93,"Nonnull,Nullable",""
"axon-modelling-5.0.1","org.slf4j",6,32,93,"LoggerFactory,Logger",""
"axon-server-connector-5.0.1","io.axoniq.axonserver.grpc",40,271,72,"ErrorMessage,ProcessingInstruction$Builder,ProcessingInstruction,MetaDataValue,ProcessingKey,MetaDataValue$Builder,SerializedObject$Builder,SerializedObject,InstructionAck,InstructionAck$Builder,ErrorMessage$Builder,MetaDataValue$DataCase",""
"axon-server-connector-5.0.1","jakarta.annotation",33,199,72,"Nonnull,Nullable",""
"axon-server-connector-5.0.1","io.axoniq.axonserver.grpc.event.dcb",28,104,72,"GetHeadResponse,Event,GetTailResponse,GetSequenceAtResponse,TaggedEvent,StreamEventsResponse,SequencedEvent,Tag,Tag$Builder,ConsistencyCondition$Builder,StreamEventsRequest$Builder,Criterion,StreamEventsRequest,SourceEventsRequest,ConsistencyCondition,SourceEventsRequest$Builder,TagsAndNamesCriterion,Criterion$Builder,TagsAndNamesCriterion$Builder,SourceEventsResponse,Event$Builder,TaggedEvent$Builder,AppendEventsResponse",""
"axon-server-connector-5.0.1","io.grpc",23,51,72,"Channel,ClientCall,MethodDescriptor,CallOptions,ClientInterceptor,ClientCall$Listener,Metadata,ForwardingClientCall$SimpleForwardingClientCall,ForwardingClientCallListener$SimpleForwardingClientCallListener,ManagedChannelBuilder,StatusRuntimeException,Status$Code,Status,Metadata$AsciiMarshaller,Metadata$Key",""
"axon-server-connector-5.0.1","io.axoniq.axonserver.connector",22,123,72,"Registration,AxonServerConnection,ResultStream,AxonServerConnectionFactory,AxonServerConnectionFactory$Builder,ReplyChannel,FlowControl",""
"axon-server-connector-5.0.1","org.slf4j",19,70,72,"Logger,LoggerFactory",""
"axon-server-connector-5.0.1","io.axoniq.axonserver.grpc.query",14,98,72,"QueryUpdate$Builder,QueryRequest$Builder,SubscriptionQuery,QueryRequest,QueryResponse$Builder,QueryUpdate,QueryResponse",""
"axon-server-connector-5.0.1","io.axoniq.axonserver.grpc.control",13,86,72,"TopologyChange,QuerySubscription,CommandSubscription,UpdateType,EventProcessorInfo,EventProcessorInfo$SegmentStatus,EventProcessorInfo$SegmentStatus$Builder,EventProcessorInfo$Builder,NodeInfo,NodeInfo$Builder",""
"axon-server-connector-5.0.1","com.google.protobuf",8,29,72,"ByteString,MessageLite",""
"axon-server-connector-5.0.1","io.axoniq.axonserver.connector.event",8,38,72,"DcbEventChannel,DcbEventChannel$AppendEventsTransaction,AppendEventsTransaction,AggregateEventStream,EventChannel,EventStream",""
"axon-server-connector-5.0.1","io.axoniq.axonserver.grpc.command",8,63,72,"CommandResponse$Builder,Command$Builder,CommandResponse,Command",""
