"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: Metrics/Calculate_distance_between_abstractness_and_instability_for_Java_including_subpackages.cypher"
"axon-common-5.0.2","org.axonframework.common.lifecycle","lifecycle",0.8333333333333334,0,0.16666666666666666,5,""
"axon-conversion-5.0.2","org.axonframework.conversion","conversion",0.7737478411053541,0.16666666666666666,0.05958549222797927,30,""
"axon-common-5.0.2","org.axonframework.common.infra","infra",0.7463450292397661,0.25,0.003654970760233918,8,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token","token",0.7184253690541279,0.12903225806451613,0.15254237288135594,31,""
"axon-messaging-5.0.2","org.axonframework.messaging.core","core",0.6937970786077492,0.28440366972477066,0.02179925166748007,218,""
"axon-update-5.0.2","org.axonframework.update.api","api",0.6842105263157895,0,0.3157894736842105,6,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.configuration","configuration",0.675,0.75,0.925,4,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.configuration","configuration",0.675,0.75,0.925,4,""
"axon-test-5.0.2","org.axonframework.test.server","server",0.6666666666666667,0,0.3333333333333333,2,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.unitofwork","unitofwork",0.620997825293268,0.36363636363636365,0.01536581107036843,22,""
"axon-common-5.0.2","org.axonframework.common.util","util",0.5757575757575758,0.3333333333333333,0.09090909090909091,6,""
"axon-messaging-5.0.2","org.axonframework.messaging.tracing","tracing",0.5294346978557505,0.2631578947368421,0.2074074074074074,19,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.annotation","annotation",0.5238095238095237,0.5714285714285714,0.9523809523809523,7,""
"axon-common-5.0.2","org.axonframework.common.configuration","configuration",0.500663992988234,0.4782608695652174,0.021075137446548563,46,""
"axon-update-5.0.2","org.axonframework.update.detection","detection",0.5,0,0.5,4,""
"axon-update-5.0.2","org.axonframework.update.common","common",0.5,0,0.5,1,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util.jpa","jpa",0.5,0,0.5,1,""
"axon-common-5.0.2","org.axonframework.common.annotation","annotation",0.499089667728721,0.5,0.0009103322712790169,4,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.annotation","annotation",0.4747807017543859,0.5625,0.9122807017543859,16,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.annotation","annotation",0.4429063097514341,0.32,0.23709369024856597,50,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling","eventhandling",0.4403878518971849,0.3157894736842105,0.24382267441860464,171,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.errorhandling","errorhandling",0.4358974358974359,0.3333333333333333,0.23076923076923078,3,""
"axon-common-5.0.2","org.axonframework.common.property","property",0.41666666666666674,0.3333333333333333,0.25,9,""
"axon-modelling-5.0.2","org.axonframework.modelling.configuration","configuration",0.41517386722866156,0.5384615384615384,0.8767123287671232,13,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventstreaming","eventstreaming",0.4051573426573427,0.4375,0.15734265734265734,16,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.actuator.axonserver","axonserver",0.4,0,0.6,2,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.gateway","gateway",0.3999999999999999,0.5,0.9,2,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.configuration","configuration",0.3715890850722312,0.7142857142857143,0.6573033707865169,14,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.conversion","conversion",0.368421052631579,0.5,0.13157894736842105,2,""
"axon-common-5.0.2","org.axonframework.common.jpa","jpa",0.3653846153846154,0.25,0.38461538461538464,4,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling","commandhandling",0.36206176961602665,0.375,0.2629382303839733,64,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.35655737704918034,0.25,0.39344262295081966,12,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.actuator","actuator",0.33333333333333337,0.3333333333333333,0.3333333333333333,3,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.configuration.reflection","reflection",0.33333333333333337,0,0.6666666666666666,3,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.replay","replay",0.33150183150183143,0.35714285714285715,0.9743589743589743,14,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.annotation","annotation",0.3273251622206199,0.3684210526315789,0.958904109589041,19,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.annotation.reflection","reflection",0.303030303030303,0.3333333333333333,0.9696969696969697,6,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.util","util",0.29230769230769227,0.3076923076923077,0.4,13,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception.annotation","annotation",0.2909090909090908,0.45454545454545453,0.8363636363636363,11,""
"axon-test-5.0.2","org.axonframework.test.matchers","matchers",0.29061784897025167,0.13043478260869565,0.5789473684210527,23,""
"axon-test-5.0.2","org.axonframework.test","test",0.28902418400135277,0.3013698630136986,0.9876543209876543,73,""
"axon-common-5.0.2","org.axonframework.common.tx","tx",0.2727272727272727,1,0.2727272727272727,1,""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.annotation","annotation",0.265625,0.3333333333333333,0.9322916666666666,18,""
"axon-test-5.0.2","org.axonframework.test.util","util",0.2592592592592593,0.3333333333333333,0.9259259259259259,12,""
"axon-update-5.0.2","org.axonframework.update.configuration","configuration",0.25274725274725274,0.2857142857142857,0.46153846153846156,7,""
"axon-common-5.0.2","org.axonframework.common.jdbc","jdbc",0.25,0.5,0.25,12,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.util","util",0.25,0.5,0.25,8,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.gateway","gateway",0.2467948717948718,0.375,0.8717948717948718,8,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.gateway","gateway",0.24615384615384617,0.4,0.8461538461538461,5,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.retry","retry",0.24102564102564106,0.3076923076923077,0.9333333333333333,13,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.distributed","distributed",0.2333333333333334,0.4,0.8333333333333334,10,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.2329787234042553,0.25,0.9829787234042553,24,""
"axon-messaging-5.0.2","org.axonframework.messaging.commandhandling.annotation","annotation",0.23163841807909602,0.3333333333333333,0.8983050847457628,12,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming","streaming",0.2244710774122538,0.20588235294117646,0.5696465696465697,68,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling.distributed","distributed",0.2227912932138283,0.36363636363636365,0.8591549295774648,11,""
"axon-modelling-5.0.2","org.axonframework.modelling","modelling",0.21370672338414276,0.3763440860215054,0.8373626373626374,93,""
"axon-modelling-5.0.2","org.axonframework.modelling.entity","entity",0.2126984126984126,0.35555555555555557,0.8571428571428571,45,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.timeout","timeout",0.2068965517241379,0,0.7931034482758621,8,""
"axon-conversion-5.0.2","org.axonframework.conversion.json","json",0.19999999999999996,0,0.8,5,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.conversion","conversion",0.1923076923076923,0.5,0.3076923076923077,2,""
"axon-modelling-5.0.2","org.axonframework.modelling.annotation","annotation",0.18679245283018875,0.3,0.8867924528301887,10,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.17872340425531918,0.2,0.9787234042553191,5,""
"axon-modelling-5.0.2","org.axonframework.modelling.repository","repository",0.1777777777777778,0.5555555555555556,0.26666666666666666,9,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",0.17748917748917747,0.09523809523809523,0.7272727272727273,21,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.sequencing","sequencing",0.17460317460317465,0.1111111111111111,0.7142857142857143,9,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing","processing",0.17093112302355962,0.21518987341772153,0.6138790035587188,79,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing","eventsourcing",0.16835530198701565,0.3269230769230769,0.8414322250639387,104,""
"axon-messaging-5.0.2","org.axonframework.messaging.monitoring","monitoring",0.1497975708502024,0.15789473684210525,0.6923076923076923,19,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector","connector",0.1397435897435897,0.16666666666666666,0.9730769230769231,72,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.12682926829268304,0.2,0.926829268292683,5,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.interception","interception",0.1163120567375886,0.23333333333333334,0.8829787234042553,30,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.command","command",0.11111111111111116,0,0.8888888888888888,6,""
"axon-update-5.0.2","org.axonframework.update","update",0.1048593350383632,0.13043478260869565,0.7647058823529411,23,""
"axon-modelling-5.0.2","org.axonframework.modelling.entity.child","child",0.10204081632653061,0.42857142857142855,0.46938775510204084,14,""
"axon-messaging-5.0.2","org.axonframework.messaging.monitoring.interception","interception",0.09090909090909094,0,0.9090909090909091,5,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",0.09090909090909094,0,0.9090909090909091,4,""
"axon-messaging-5.0.2","org.axonframework.messaging.queryhandling","queryhandling",0.08953665783345377,0.38095238095238093,0.5295109612141653,63,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service","service",0.08333333333333337,0.25,0.6666666666666666,4,""
"axon-spring-boot-autoconfigure-5.0.2","org.axonframework.extension.springboot.service.connection","connection",0.08333333333333337,0.25,0.6666666666666666,4,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",0.08333333333333337,0,0.9166666666666666,3,""
"axon-messaging-5.0.2","org.axonframework.messaging.eventhandling.interception","interception",0.06896551724137934,0,0.9310344827586207,3,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.configuration","configuration",0.06542056074766356,0,0.9345794392523364,5,""
"axon-messaging-5.0.2","org.axonframework.messaging.monitoring.configuration","configuration",0.04499999999999993,0.125,0.92,8,""
"axon-eventsourcing-5.0.2","org.axonframework.eventsourcing.eventstore","eventstore",0.030401498044831277,0.2537313432835821,0.7158671586715867,67,""
"axon-server-connector-5.0.2","org.axonframework.axonserver.connector.query","query",0.02840909090909083,0.09090909090909091,0.9375,11,""
"axon-messaging-5.0.2","org.axonframework.messaging.core.correlation","correlation",0.026666666666666616,0.3333333333333333,0.64,6,""
"axon-conversion-5.0.2","org.axonframework.conversion.avro","avro",0.0235294117647058,0.2,0.8235294117647058,10,""
