"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Update,Change",26416,48.60260160806609,""
"Git,Commit",6744,12.40823535905503,""
"Git,Change,Create",5847,10.7578517414583,""
"Git,Change,Delete",4190,7.709149785652518,""
"File,Git",3576,6.579455759783628,""
"Git,Change,Rename",1699,3.1259774429173333,""
"Author,Git,Person",1000,1.839892550275064,""
"Git,Tag",906,1.666942650549208,""
"Json,Key",668,1.2290482235837428,""
"Json,Value,Scalar",603,1.1094552078158637,""
"Committer,Git,Person",356,0.6550017478979228,""
"NPM,Dependency",338,0.6218836819929716,""
"Type,TS,Primitive",294,0.5409284097808688,""
"Type,TS,Declared",294,0.5409284097808688,""
"TS,ExternalDeclaration",215,0.3955768983091387,""
"Type,TS,Literal",138,0.2539051719379588,""
"Json,Value,Object",133,0.24470570918658352,""
"Type,TS,Union",121,0.22262699858328272,""
"Type,TS,ObjectMember",111,0.2042280730805321,""
"NPM,Script",91,0.1674302220750308,""
"TS,Property",65,0.11959301576787915,""
"TS,Function",47,0.086474949862928,""
"TS,Parameter",44,0.08095527221210282,""
"Type,Object,TS",42,0.07727548711155269,""
"Type,TS,FunctionParameter",40,0.07359570201100256,""
"File,Directory",34,0.06255634670935217,""
"Type,TS,Function",34,0.06255634670935217,""
"Package,File,Json,NPM",29,0.05335688395797686,""
"TS,Variable",24,0.04415742120660153,""
"Value,TS,Literal",20,0.03679785100550128,""
"jQAssistant,Rule,Concept",19,0.034957958455226215,""
"Type,TS,Intersection",17,0.031278173354676087,""
"TS,Interface",17,0.031278173354676087,""
"File,Directory,Local",16,0.029438280804401022,""
"TS,TypeAlias",16,0.029438280804401022,""
"Git,Change,Copy",15,0.027598388254125958,""
"Value,TS,Declared",13,0.02391860315357583,""
"Json,Value,Array",12,0.022078710603300765,""
"TS,ExternalModule",11,0.020238818053025704,""
"Type,TS,NotIdentified",11,0.020238818053025704,""
"TS,EnumMember",8,0.014719140402200511,""
"NPM,Engine",6,0.011039355301650382,""
"Project,TS",6,0.011039355301650382,""
"File,Local",6,0.011039355301650382,""
"File,TS,Local,Module",6,0.011039355301650382,""
"Type,TS,TypeParameterReference",6,0.011039355301650382,""
"Value,TS,Call",6,0.011039355301650382,""
"Value,TS,Member",6,0.011039355301650382,""
"Repository,NPM",5,0.00919946275137532,""
"Value,TS,Complex",5,0.00919946275137532,""
"TS,TypeParameter",4,0.0073595702011002555,""
"Value,TS,Function",4,0.0073595702011002555,""
"Type,TS,Tuple",3,0.005519677650825191,""
"Value,Object,TS",3,0.005519677650825191,""
"TS,Enum",2,0.0036797851005501278,""
"NPM,PublishConfig",1,0.0018398925502750639,""
"File,TS,Scan",1,0.0018398925502750639,""
"TS,Method",1,0.0018398925502750639,""
"TS,Class",1,0.0018398925502750639,""
"TS,Constructor",1,0.0018398925502750639,""
"Value,TS,ObjectMember",1,0.0018398925502750639,""
"Repository,File,Git",1,0.0018398925502750639,""
"Git,Branch",1,0.0018398925502750639,""
"Analyze,Task,jQAssistant",1,0.0018398925502750639,""
