"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","authorityRank","bottleneckRank","bridgeRank","hubRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router/index.ts",1,0.03946853488585833,0,1,7,0,0,0,"pageToArticleRankDifference","pageRank","articleRank",-0.1986757433399461,-0.1839820891069334,-0.11014585370191125,""
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router/index-react-server.ts",2,0.03326010225513931,0,4,5,0,0,0,"pageToArticleRankDifference","pageRank","articleRank",-0.20011159648281598,-0.14818672356408236,-0.09808959773008442,""
"react-router-express","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/server.ts",3,0.021276715730947138,5,0,2,0,0,0,"pageToArticleRankDifference","nodeEmbeddingPCA_13","nodeEmbeddingPCA_12",-0.18332870312074812,-0.12527235373621531,-0.12219336982169617,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/config.ts",4,0.019284583721299375,4,0,4,0,0,0,"pageToArticleRankDifference","nodeEmbeddingPCA_16","pageRank",-0.18324723606045001,-0.0790234645444107,-0.07200907235604997,""
"react-router-express","react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-express/index.ts",5,0.01634405202531508,6,0,1,0,0,0,"pageToArticleRankDifference","nodeEmbeddingPCA_13","nodeEmbeddingPCA_12",-0.16133885608693704,-0.1273848901894697,-0.12472657937809033,""
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/routes.ts",6,0.0067038145705612395,1,0,6,0,0,0,"pageToArticleRankDifference","pageRank","articleRank",-0.22002661371580254,-0.14883264106536287,-0.09019363258141691,""
"react-router-dev","is-react-router-repo","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.13.1/source/react-router-7.13.1/packages/react-router-dev/config/is-react-router-repo.ts",7,0.001616025252361819,7,0,3,0,0,0,"nodeEmbeddingPCA_12","nodeEmbeddingPCA_16","nodeEmbeddingPCA_15",-0.09209223262661358,-0.08294599491182388,-0.07928546668541897,""
