"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","authorityRank","bottleneckRank","bridgeRank","hubRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/index.ts",1,0.07327455677957773,0,1,6,0,0,0,"incomingDependencies","articleRank","pageToArticleRankDifference",-0.1666872919479599,-0.14619760354444977,-0.14252501610730817,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-dev/config/config.ts",2,0.03410806197943084,3,0,4,0,0,0,"pageToArticleRankDifference","nodeEmbeddingPCA_16","pageRank",-0.1537989180795477,-0.1287445513409736,-0.10840691959210148,""
"react-router-express","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-express/server.ts",3,0.034082230258227764,7,0,1,0,1,0,"pageToArticleRankDifference","nodeEmbeddingPCA_12","nodeEmbeddingPCA_11",-0.1574180077296334,-0.13565697175239042,-0.0731526436711199,""
"react-router-express","react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-express/index.ts",4,0.028070158900053377,8,0,2,0,6,0,"pageToArticleRankDifference","nodeEmbeddingPCA_12","nodeEmbeddingPCA_11",-0.15068149037788306,-0.1357266098044953,-0.0756657326763555,""
"react-router","crypto","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/lib/server-runtime/crypto.ts",5,0.012358430135939513,0,0,3,0,0,0,"nodeEmbeddingPCA_14","nodeEmbeddingPCA_16","nodeEmbeddingPCA_15",-0.12539070678846131,-0.08998376627209162,-0.06727474994791274,""
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/index-react-server.ts",6,0.003446646285694799,0,4,7,0,0,0,"incomingDependencies","pageToArticleRankDifference","articleRank",-0.1551583432911391,-0.1520857521612141,-0.14324199868869975,""
"react-router","utils","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/lib/router/utils.ts",7,0.0007852371393315405,0,0,5,0,0,0,"incomingDependencies","pageToArticleRankDifference","articleRank",-0.15488786841020638,-0.1468415774263647,-0.14314761356181757,""
