"projectName","shortCodeUnitName","codeUnitName","nodeEmbeddingTop3SHAPValueSum","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeBridge.cypher"
"react-router-express","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-express/server.ts",-0.5620244042367314,1,""
"react-router-express","react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-express/index.ts",-0.559058728384631,2,""
"react-router","crypto","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/lib/server-runtime/crypto.ts",-0.548065676106688,3,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-dev/config/config.ts",-0.2824847887800028,4,""
"react-router","utils","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/lib/router/utils.ts",-0.10306912627817133,5,""
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/index.ts",-0.09803086847878381,6,""
"react-router","react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/index-react-server.ts",-0.08362407793551899,7,""
