"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-dev/config/routes.ts",4.494053180902101,2.1599276551594926,0.21237498488319256,1,""
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-dev/routes.ts",4.035645233667448,2.0511261459306818,0.17378536537852696,2,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-dev/config/config.ts",2.129388784659192,0.8230488580477627,0.1347952854481586,3,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-dev/config.ts",1.7058379152084195,0.7485189340885131,0.09506805599163956,4,""
"react-router","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router/lib/rsc/server.rsc.ts",1.474803265856256,1.1096657300434978,0.010466809279039674,5,""
"create-react-router","utils","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/create-react-router/utils.ts",1.2641738760604537,0.9436521615579662,0.01090725735765806,6,""
"react-router-express","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-express/server.ts",0.9997042353362876,0.22448604688089022,0.09145025381291523,7,""
"react-router-express","react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-express/index.ts",0.9997042353362876,0.3185951298416553,0.07671061371554405,8,""
"react-router-cloudflare","react-router-cloudflare","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-cloudflare/index.ts",0.6057296284126917,0.4101184311973397,0.014564890841980857,9,""
"react-router-cloudflare","worker","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.12.0/source/react-router-7.12.0/packages/react-router-cloudflare/worker.ts",0.5361525765004231,0.307603338717716,0.02217753093392969,10,""
