"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"react-router-7.15.1/cli","cli","embeddingsNode2Vec","-0.014718486,0.009075802,-0.00037462055,-9.941024e-05,0.0021246644,-0.010371712,0.0041757044,0.0016180855,0.01013493,-0.006614247,0.015428913,-0.008056514,0.0033429929,0.0073413244,-0.015245778,-0.010479049,-0.008289201,-0.007913449,-0.015533712,0.00855084,-0.0062688896,-0.0063893623,0.0023722474,-0.014351862,-0.005007638,-0.009873708,-0.011468204,0.01067864,0.0074677714,0.012772043,0.001528916,0.006150873",""
"react-router-7.15.1/copy-template","copy-template","embeddingsNode2Vec","-2.1462505,0.591582,-0.08957121,0.37010288,-0.34950686,-0.11460103,-0.1369878,0.43550885,-0.5803359,-1.2119448,-0.15913902,0.120094396,0.39246276,-0.4129388,0.69120634,0.14745381,0.51875573,0.44772303,0.22239916,0.14385106,0.0024876404,-0.41966864,-0.06205375,-0.10418819,-0.124538116,-0.23029877,0.31622407,-0.46559712,-0.35755736,-0.65793407,-0.604334,-0.096078545",""
"react-router-7.15.1/create-react-router","create-react-router","embeddingsNode2Vec","-2.7224782,0.680271,-0.105975635,0.5023613,-0.52493525,-0.12415909,-0.18706436,0.50785285,-0.7256323,-1.5891335,-0.086841896,0.20375514,0.5347777,-0.5355668,0.8292523,0.23881903,0.6118204,0.5671095,0.119895734,0.17670316,0.033382613,-0.46532246,-0.033620145,-0.16955574,-0.2988605,-0.35256582,0.49376848,-0.6528356,-0.33250555,-0.8746018,-0.77964514,-0.26555902",""
"react-router-7.15.1/loading-indicator","loading-indicator","embeddingsNode2Vec","-2.3374953,0.6119489,-0.07350136,0.4173717,-0.40404642,-0.11335833,-0.15919241,0.50877553,-0.6167947,-1.3938899,-0.12779094,0.1615519,0.40757242,-0.44829312,0.7124318,0.14284234,0.5251221,0.48073336,0.21592824,0.15623711,0.03350845,-0.44614437,-0.07029601,-0.10194357,-0.14141268,-0.2512243,0.34122637,-0.5395442,-0.3610999,-0.69814175,-0.6360602,-0.10833663",""
"react-router-7.15.1/prompt","prompt","embeddingsNode2Vec","-2.5918152,0.70755,-0.11289756,0.481006,-0.43365356,-0.11752738,-0.1518304,0.5545474,-0.7075561,-1.5005347,-0.17455804,0.162143,0.4674242,-0.5051927,0.8272263,0.12677634,0.63616824,0.54144764,0.23285238,0.19838148,0.04984607,-0.48676845,-0.044252288,-0.15813524,-0.21273236,-0.3017174,0.42799205,-0.603945,-0.4123776,-0.7888135,-0.7385931,-0.12184684",""
"react-router-7.15.1/prompts-confirm","prompts-confirm","embeddingsNode2Vec","-2.637267,0.7200873,-0.09478386,0.518155,-0.52055836,-0.03920571,-0.17655766,0.60436225,-0.75852555,-1.5682268,-0.1790881,0.21366188,0.5014788,-0.53485316,0.78302956,0.13901329,0.64380616,0.59078455,0.16322607,0.18665013,0.08730901,-0.45810547,-0.05439817,-0.21391939,-0.30872133,-0.28772295,0.5016113,-0.66048294,-0.37254626,-0.81648713,-0.8125265,-0.21024968",""
"react-router-7.15.1/prompts-multi-select","prompts-multi-select","embeddingsNode2Vec","-2.6663752,0.74034065,-0.09933498,0.51076776,-0.5469513,-0.038039923,-0.19204915,0.5581758,-0.78277075,-1.5188645,-0.14790116,0.22865696,0.5174884,-0.5554838,0.8064353,0.21286443,0.619422,0.61051095,0.08217428,0.21559118,0.06449748,-0.44615993,-0.03184611,-0.16861792,-0.3238729,-0.28466403,0.5128594,-0.6723613,-0.37480208,-0.9024697,-0.845865,-0.24896356",""
"react-router-7.15.1/prompts-prompt-base","prompts-prompt-base","embeddingsNode2Vec","-2.6639953,0.7244984,-0.14566608,0.5136206,-0.60922396,-0.073251076,-0.12638478,0.5878571,-0.7521254,-1.595802,-0.29340875,0.18097465,0.48384744,-0.5486319,0.9117233,0.16881527,0.81048805,0.632476,0.30292842,0.094432645,-0.0077479514,-0.6193351,-0.14315355,-0.28597432,-0.09768487,-0.2981936,0.61056393,-0.60906065,-0.34557328,-0.89628285,-0.8922122,-0.22925656",""
"react-router-7.15.1/prompts-select","prompts-select","embeddingsNode2Vec","-2.6784198,0.68183947,-0.06982115,0.49939495,-0.5475511,-0.06885968,-0.1733331,0.54385084,-0.77678597,-1.6001208,-0.14636071,0.2170634,0.5117834,-0.5460104,0.79820114,0.24064651,0.6122753,0.5999479,0.12864256,0.17334917,0.05486319,-0.50688845,-0.047053646,-0.18169162,-0.31001607,-0.28621128,0.50651395,-0.65404326,-0.34031326,-0.8640765,-0.79918975,-0.26862043",""
"react-router-7.15.1/prompts-text","prompts-text","embeddingsNode2Vec","-2.6607761,0.7566887,-0.10744243,0.50845146,-0.5282661,-0.04726335,-0.19070363,0.60272664,-0.7914784,-1.5522081,-0.20905952,0.20053414,0.50354457,-0.56608903,0.84003973,0.13428983,0.69833285,0.5916136,0.18597673,0.21654312,0.08966856,-0.4870523,-0.06990277,-0.20391198,-0.28497937,-0.2711187,0.52410704,-0.676439,-0.420323,-0.8418266,-0.84421855,-0.1703244",""
