modulePath,moduleName,Function,TypeAlias,Interface,Variable,Class,Enum
vite/cloudflare-dev-proxy.ts,cloudflare-dev-proxy,0,0,0,1,0,0
vite/cloudflare.ts,cloudflare,0,0,0,1,0,0
vite/combine-urls.ts,combine-urls,1,0,0,0,0,0
vite/remove-exports.ts,remove-exports,0,0,0,1,0,0
vite/resolve-relative-route-file-path.ts,resolve-relative-route-file-path,1,0,0,0,0,0
vite/rsc/virtual-route-config.ts,virtual-route-config,1,0,0,0,0,0
vite/rsc/plugin.ts,plugin,1,0,0,0,0,0
vite/has-dependency.ts,has-dependency,1,0,0,0,0,0
index.ts,react-router-fs-routes,1,0,0,0,0,0
normalizeSlashes.ts,normalizeSlashes,1,0,0,0,0,0
vite/virtual-module.ts,virtual-module,1,0,0,0,0,0
vite/with-props.ts,with-props,0,0,0,1,0,0
vite/ssr-externals.ts,ssr-externals,0,0,0,1,0,0
vite/resolve-file-url.ts,resolve-file-url,0,0,0,1,0,0
vite/optimize-deps-entries.ts,optimize-deps-entries,1,0,0,0,0,0
vite/has-rsc-plugin.ts,has-rsc-plugin,1,0,0,0,0,0
vite/plugins/warn-on-client-source-maps.ts,warn-on-client-source-maps,1,0,0,0,0,0
vite/plugins/validate-plugin-order.ts,validate-plugin-order,1,0,0,0,0,0
index.ts,react-router-remix-routes-option-adapter,1,0,0,0,0,0
normalizeSlashes.ts,normalizeSlashes,1,0,0,0,0,0
index-react-server-client.ts,react-router,0,0,0,1,0,0
lib/actions.ts,actions,1,0,0,0,0,0
lib/dom/ssr/data.ts,data,1,0,0,0,0,0
lib/dom/ssr/invariant.ts,invariant,1,0,0,0,0,0
lib/rsc/html-stream/server.ts,server,1,0,0,0,0,0
lib/rsc/html-stream/browser.ts,browser,1,0,0,0,0,0
lib/dom/ssr/markup.ts,markup,1,0,0,0,0,0
lib/href.ts,href,1,0,0,0,0,0
lib/server-runtime/sessions/memoryStorage.ts,memoryStorage,1,0,0,0,0,0
lib/server-runtime/sessions/cookieStorage.ts,cookieStorage,1,0,0,0,0,0
lib/server-runtime/entry.ts,entry,1,0,0,0,0,0
lib/server-runtime/invariant.ts,invariant,1,0,0,0,0,0
lib/types/params.ts,params,0,1,0,0,0,0
lib/server-runtime/warnings.ts,warnings,1,0,0,0,0,0
lib/server-runtime/urls.ts,urls,1,0,0,0,0,0
lib/types/route-module-annotations.ts,route-module-annotations,0,1,0,0,0,0
lib/types/serializes-to.ts,serializes-to,0,1,0,0,0,0
lib/types/route-module.ts,route-module,0,1,0,0,0,0
vendor/turbo-stream-v2/flatten.ts,flatten,1,0,0,0,0,0
vendor/turbo-stream-v2/unflatten.ts,unflatten,1,0,0,0,0,0
