"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
0.7,10,"org.axonframework.eventsourcing.snapshot.api.Snapshotter,org.axonframework.messaging.commandhandling.tracing.CommandBusSpanFactory,org.axonframework.messaging.eventhandling.configuration.EventProcessorCustomization,org.axonframework.messaging.eventstreaming.OrEventCriteriaBuilder,org.axonframework.messaging.eventstreaming.EventTypeRestrictableOrEventCriteria,org.axonframework.messaging.core.OnNextMessageStream,org.axonframework.messaging.core.MappedMessageStream,org.axonframework.messaging.core.DelegatingMessageStream,org.axonframework.messaging.core.annotation.PayloadParameterResolver",""
0.68,1,"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule$CustomizationPhase",""
0.67,94,"org.axonframework.eventsourcing.snapshot.inmemory.InMemorySnapshotStore,org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy$2,org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy$1,org.axonframework.eventsourcing.eventstore.EventCoordinator$1,org.axonframework.eventsourcing.eventstore.DefaultAppendCondition,org.axonframework.eventsourcing.eventstore.AbstractConsistencyMarker,org.axonframework.eventsourcing.eventstore.NoAppendCondition,org.axonframework.eventsourcing.eventstore.MultiTagResolver,org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator$1",""
0.64,3,"org.axonframework.messaging.eventstreaming.TrackingTokenSource,org.axonframework.messaging.core.FluxMessageStream,org.axonframework.common.configuration.ApplicationConfigurer",""
0.62,4,"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$EntityFactoryPhase,org.axonframework.modelling.entity.PolymorphicEntityMetamodel$Builder,org.axonframework.messaging.core.GenericResultMessage,org.axonframework.messaging.eventstreaming.EventCriterion",""
0.61,4,"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule$EventHandlingPhase,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingHandler,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.core.EmptyMessageStream",""
0.6,30,"org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.EventSourcedEntityFactoryDefinition,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream,org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker$AggregateSequencer,org.axonframework.eventsourcing.eventstore.EmptyAppendTransaction,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$MessagingModelPhase,org.axonframework.update.UpdateCheckerReporter,org.axonframework.modelling.entity.annotation.EventTargetMatcherDefinition",""
0.58,2,"org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder,org.axonframework.messaging.core.MessageDispatchInterceptorChain",""
0.57,8,"org.axonframework.modelling.entity.child.ListEntityChildMetamodel$Builder,org.axonframework.modelling.entity.child.ListEntityChildMetamodel,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel$Builder,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel,org.axonframework.messaging.core.correlation.CorrelationDataProviderRegistry,org.axonframework.messaging.core.CompletionCallbackMessageStream,org.axonframework.messaging.core.MessageStreamUtils,org.axonframework.common.configuration.ComponentFactory",""
0.56,4,"org.axonframework.modelling.entity.ConcreteEntityMetamodel$Builder,org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingHandler,org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.eventhandling.interception.EventMessageHandlerInterceptorChain",""
0.54,5,"org.axonframework.test.util.RecordingMessageMonitor$1,org.axonframework.messaging.core.unitofwork.transaction.TransactionalExecutorProvider,org.axonframework.messaging.queryhandling.QueryHandlingComponent,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$SubscriptionQueryInterceptingDispatcher,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$SubscribeToUpdatesInterceptingDispatcher",""
0.53,8,"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$2,org.axonframework.modelling.configuration.StateBasedEntityModule,org.axonframework.test.fixture.AxonTestPhase$Setup,org.axonframework.messaging.eventhandling.EventHandler,org.axonframework.messaging.eventhandling.replay.ResetHandler,org.axonframework.messaging.eventhandling.processing.streaming.pooled.ClaimTask,org.axonframework.messaging.core.FluxUtils,org.axonframework.common.configuration.ConfigurationExtension",""
0.52,9,"org.axonframework.eventsourcing.handler.SourcingHandler,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule,org.axonframework.modelling.annotation.EntityIdResolverDefinition,org.axonframework.test.fixture.AxonTestPhase$Then$Command,org.axonframework.messaging.core.sequencing.SequentialPerAggregatePolicy,org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken,org.axonframework.messaging.eventhandling.gateway.EventPublishingUtils,org.axonframework.messaging.queryhandling.QueryHandlerRegistry,org.axonframework.common.configuration.DecoratorDefinition$PartialDecoratorDefinition",""
0.5,45,"org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver$WrappedEventCriteriaBuilderMethod,org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingAppender,org.axonframework.eventsourcing.eventstore.GenericTaggedEventMessage,org.axonframework.eventsourcing.snapshot.api.EvolutionResult,org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry,org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$AggregateSource,org.axonframework.conversion.avro.SchemaIncompatibilityChecker,org.axonframework.conversion.avro.AvroConverterStrategy",""
0.49,4,"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.SequencingEventHandlingComponent,org.axonframework.messaging.queryhandling.GenericQueryResponseMessage,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain,org.axonframework.messaging.core.interception.LoggingInterceptor",""
0.48,12,"org.axonframework.modelling.entity.annotation.EntityMember,org.axonframework.modelling.configuration.StateBasedEntityModule$MessagingMetamodelPhase,org.axonframework.modelling.configuration.StateBasedEntityModule$RepositoryPhase,org.axonframework.test.fixture.AxonTestWhen$Command,org.axonframework.test.fixture.AxonTestWhen$Event,org.axonframework.test.fixture.AxonTestWhen$Nothing,org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain,org.axonframework.messaging.core.conversion.DelegatingMessageConverter,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$QueryInterceptingDispatcher",""
0.47,19,"org.axonframework.update.api.UpdateCheckRequest,org.axonframework.modelling.entity.child.AbstractEntityChildMetamodel$Builder,org.axonframework.modelling.entity.annotation.RoutingKeyEventTargetMatcher,org.axonframework.modelling.entity.annotation.SingleEntityChildModelDefinition,org.axonframework.extension.metrics.micrometer.MessageTimerMonitor,org.axonframework.test.fixture.AxonTestPhase$Then$Message,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$GenericMonitorDefinition,org.axonframework.messaging.commandhandling.GenericCommandResultMessage,org.axonframework.messaging.commandhandling.RoutingStrategy",""
0.46,4,"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator,org.axonframework.test.fixture.AxonTestThenNothing,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingResponseUpdateDispatcher,org.axonframework.common.configuration.Components",""
0.44,3,"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingEventStoreTransaction,org.axonframework.messaging.commandhandling.gateway.CommandGateway,org.axonframework.messaging.eventhandling.tracing.TracingEventHandlingComponent",""
0.43,9,"org.axonframework.update.api.UpdateCheckResponse,org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorMemberChain,org.axonframework.messaging.commandhandling.tracing.TracingCommandBus$TracingHandler,org.axonframework.messaging.commandhandling.configuration.CommandHandlingModule,org.axonframework.messaging.eventhandling.conversion.DelegatingEventConverter,org.axonframework.messaging.queryhandling.configuration.QueryHandlingModule,org.axonframework.messaging.core.retry.RetryPolicy,org.axonframework.common.configuration.ComponentDefinition$ComponentCreator",""
0.42,10,"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1,org.axonframework.test.fixture.RecordingEventSink,org.axonframework.messaging.core.annotation.HandlerDefinition,org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingDispatcher,org.axonframework.messaging.commandhandling.CommandHandlerRegistry,org.axonframework.messaging.commandhandling.GenericCommandMessage,org.axonframework.messaging.eventstreaming.EventTypeRestrictableEventCriteria,org.axonframework.messaging.eventhandling.processing.streaming.pooled.MergeTask,org.axonframework.common.configuration.DefaultComponentRegistry$LocalConfiguration",""
0.41,1,"org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember",""
0.4,42,"org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator,org.axonframework.conversion.GeneralConverter,org.axonframework.conversion.ChainedConverter,org.axonframework.conversion.avro.AvroConverterConfiguration,org.axonframework.modelling.EntityIdResolutionException,org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolverDefinition,org.axonframework.modelling.HierarchicalStateManager,org.axonframework.modelling.entity.annotation.ListEntityChildModelDefinition,org.axonframework.modelling.configuration.StateBasedEntityModule$EntityIdResolverPhase",""
0.39,9,"org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$OptionalPhase,org.axonframework.conversion.ChainingContentTypeConverter,org.axonframework.test.fixture.AxonTestPhase$Then$MessageAssertions,org.axonframework.messaging.eventhandling.InterceptingEventSink,org.axonframework.messaging.eventhandling.configuration.EventProcessingConfigurer,org.axonframework.messaging.core.QueueMessageStream,org.axonframework.messaging.core.annotation.AnnotatedMessageHandlingMemberDefinition,io.axoniq.framework.axonserver.connector.event.EventProcessorInfoUtils",""
0.38,17,"org.axonframework.eventsourcing.snapshot.api.Snapshot,org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy,org.axonframework.eventsourcing.eventstore.EventCoordinator$Handle,io.axoniq.framework.springboot.autoconfig.DeadLetterQueueAutoConfiguration,org.axonframework.modelling.entity.annotation.RoutingKeyCommandTargetResolver,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory,org.axonframework.messaging.commandhandling.interception.CommandSequencingInterceptor,org.axonframework.messaging.eventhandling.replay.ReplayBlockingEventHandlingComponent,org.axonframework.messaging.eventhandling.processing.errorhandling.ErrorContext",""
0.37,1,"org.axonframework.eventsourcing.eventstore.EventStoreTransaction",""
0.36,22,"org.axonframework.eventsourcing.handler.InitializingEntityEvolver,org.axonframework.modelling.entity.annotation.RoutingKeyEventTargetMatcherDefinition,org.axonframework.modelling.entity.annotation.RoutingKeyCommandTargetResolverDefinition,org.axonframework.test.fixture.AxonTestPhase,org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain,org.axonframework.messaging.eventhandling.InterceptingEventSink$InterceptingPublisher,org.axonframework.messaging.eventhandling.replay.GenericReplayStatusChanged,org.axonframework.messaging.eventhandling.interception.InterceptingEventHandlingComponent,org.axonframework.messaging.eventhandling.replay.annotation.ReplayAwareMessageHandlerWrapper$ReplayBlockingMessageHandlingMember",""
0.35,6,"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedSourcingEventMessageStream,org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry,org.axonframework.messaging.commandhandling.CommandHandlingComponent,org.axonframework.messaging.eventhandling.processing.streaming.token.store.TokenStore,org.axonframework.messaging.eventhandling.processing.streaming.pooled.DefaultWorkPackageEventFilter,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$Builder",""
0.34,1,"org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$Builder",""
0.33,101,"org.axonframework.eventsourcing.snapshot.store.StoreBackedSnapshotter,org.axonframework.eventsourcing.eventstore.MetadataBasedTagResolver,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedMessageStream,org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$OriginConsistencyMarker,org.axonframework.eventsourcing.eventstore.AppendEventsTransactionRejectedException,org.axonframework.eventsourcing.eventstore.TagResolver,org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$InfinityConsistencyMarker,org.axonframework.eventsourcing.eventstore.EventCoordinator,org.axonframework.eventsourcing.eventstore.TooManyTagsOnEventMessageException",""
0.32,9,"org.axonframework.modelling.EntityEvolver,org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolverDefinition,org.axonframework.messaging.monitoring.NoOpMessageMonitor,org.axonframework.messaging.commandhandling.annotation.MethodCommandHandlerDefinition$MethodCommandHandlingMember,org.axonframework.messaging.eventhandling.replay.ResetContext,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer$RequiredComponentPhase,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator,org.axonframework.messaging.queryhandling.QueryHandler,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus",""
0.31,10,"org.axonframework.modelling.repository.SimpleRepository,org.axonframework.test.fixture.RecordingComponentsRegistry,org.axonframework.messaging.commandhandling.gateway.CommandDispatcher,org.axonframework.messaging.commandhandling.tracing.TracingCommandBus,org.axonframework.messaging.eventhandling.annotation.MethodEventHandlerDefinition$MethodEventMessageHandlingMember,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.EventTrackerStatus,org.axonframework.messaging.core.interception.DispatchInterceptorRegistry,org.axonframework.messaging.core.annotation.MultiHandlerDefinition,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember",""
0.3,16,"org.axonframework.eventsourcing.eventstore.EventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration,org.axonframework.conversion.DelegatingGeneralConverter,org.axonframework.test.fixture.AxonTestPhase$When,org.axonframework.messaging.core.configuration.reflection.ParameterResolverFactoryUtils,org.axonframework.messaging.eventhandling.annotation.MethodSequencingPolicyEventHandlerDefinition,org.axonframework.messaging.eventhandling.replay.ReplayStatus,org.axonframework.messaging.core.ConfigurationApplicationContext,org.axonframework.messaging.core.EmptyApplicationContext",""
0.29,23,"org.axonframework.eventsourcing.snapshot.store.SnapshotStore,org.axonframework.eventsourcing.eventstore.EventStorageEngine$AppendTransaction,org.axonframework.update.LoggingUpdateCheckerReporter,org.axonframework.modelling.entity.child.EntityChildMetamodel,org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolver,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$ErrorHandler,org.axonframework.messaging.monitoring.interception.MonitoringCommandHandlerInterceptor,org.axonframework.messaging.commandhandling.annotation.AnnotationRoutingStrategy,org.axonframework.messaging.core.annotation.ClasspathHandlerDefinition",""
0.28,10,"org.axonframework.modelling.StateManager,org.axonframework.modelling.annotation.InjectEntityParameterResolver,org.axonframework.test.fixture.RecordingEventBus,org.axonframework.messaging.eventhandling.EventHandlingComponent,org.axonframework.messaging.eventhandling.processing.EventProcessor,org.axonframework.messaging.eventhandling.processing.streaming.pooled.EventSchedulingProcessingContext,org.axonframework.messaging.core.AbstractMessageStream,org.axonframework.messaging.core.AbstractMessageStream$FetchResult,io.axoniq.framework.axonserver.connector.shared.ExceptionConverter",""
0.27,24,"org.axonframework.eventsourcing.eventstore.GlobalIndexConsistencyMarker,org.axonframework.eventsourcing.eventstore.GlobalIndexPosition,org.axonframework.test.fixture.AxonTestPhase$Then,org.axonframework.test.fixture.AxonTestPhase$Given,org.axonframework.test.fixture.AxonTestThenEvent,org.axonframework.test.fixture.RecordingCommandBus,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory$Builder,org.axonframework.messaging.monitoring.interception.MonitoringEventHandlerInterceptor,org.axonframework.messaging.monitoring.interception.MonitoringQueryHandlerInterceptor",""
0.26,11,"org.axonframework.eventsourcing.EventSourcingRepository,org.axonframework.eventsourcing.handler.SimpleSourcingHandler,org.axonframework.eventsourcing.eventstore.AppendCondition,org.axonframework.eventsourcing.configuration.EventSourcingConfigurer,org.axonframework.update.UpdateChecker,org.axonframework.modelling.annotation.AnnotationBasedEntityEvolvingComponent,org.axonframework.messaging.core.GenericMessage,org.axonframework.messaging.eventhandling.processing.ProcessorEventHandlingComponents,io.axoniq.framework.axonserver.connector.event.SourcingEventMessageStream",""
0.25,18,"org.axonframework.eventsourcing.eventstore.EventStore,org.axonframework.eventsourcing.EventSourcedEntityFactory,org.axonframework.eventsourcing.annotation.EventSourcedEntity,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactoryDefinition,org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker,org.axonframework.conversion.avro.SpecificRecordBaseConverterStrategy,org.axonframework.modelling.configuration.ModellingConfigurationDefaults,org.axonframework.messaging.eventhandling.gateway.EventAppender,org.axonframework.messaging.eventhandling.annotation.MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember",""
0.24,14,"org.axonframework.eventsourcing.CriteriaResolver,org.axonframework.eventsourcing.eventstore.TaggedEventMessage,org.axonframework.eventsourcing.eventstore.DefaultEventStoreTransaction,org.axonframework.conversion.avro.AvroConverter,org.axonframework.modelling.repository.Repository,org.axonframework.modelling.entity.EntityCommandHandler,org.axonframework.modelling.entity.child.EventTargetMatcher,org.axonframework.messaging.eventhandling.SimpleEventHandlingComponent,org.axonframework.messaging.eventhandling.EventSubscribers",""
0.23,12,"org.axonframework.modelling.entity.child.AbstractEntityChildMetamodel,org.axonframework.test.fixture.AxonTestFixture$Customization,org.axonframework.messaging.commandhandling.SimpleCommandHandlingComponent,org.axonframework.messaging.commandhandling.annotation.AnnotatedCommandHandlingComponent,org.axonframework.messaging.eventhandling.annotation.AnnotatedEventHandlingComponent,org.axonframework.messaging.core.Context,org.axonframework.messaging.eventstreaming.StreamingCondition,org.axonframework.messaging.queryhandling.gateway.DefaultQueryGateway,org.axonframework.messaging.tracing.SpanAttributesProvider",""
0.22,18,"org.axonframework.eventsourcing.eventstore.InterceptingEventStore,org.axonframework.modelling.entity.child.CommandTargetResolver,org.axonframework.test.fixture.AxonTestGiven,org.axonframework.test.fixture.AxonTestThenCommand,org.axonframework.messaging.core.sequencing.SequencingPolicy,org.axonframework.messaging.commandhandling.gateway.CommandResult,org.axonframework.messaging.commandhandling.CommandHandler,org.axonframework.messaging.commandhandling.configuration.SimpleCommandHandlingModule,org.axonframework.messaging.eventhandling.EventSink",""
0.21,13,"org.axonframework.eventsourcing.eventstore.SourcingCondition,org.axonframework.modelling.SimpleEntityEvolvingComponent,org.axonframework.modelling.repository.ManagedEntity,org.axonframework.modelling.entity.EntityMetamodel,org.axonframework.test.fixture.CommandValidator,org.axonframework.messaging.core.unitofwork.UnitOfWork,org.axonframework.messaging.core.SubscribableEventSource,org.axonframework.messaging.eventhandling.replay.annotation.ReplayParameterResolverFactory$ReplayParameterResolver,org.axonframework.messaging.queryhandling.annotation.AnnotatedQueryHandlingComponent",""
0.2,26,"org.axonframework.eventsourcing.eventstore.AggregateSequenceNumberPosition,org.axonframework.modelling.entity.annotation.RoutingKeyUtils,org.axonframework.modelling.HierarchicalStateManagerConfigurationEnhancer,org.axonframework.test.fixture.MessagesRecordingConfigurationEnhancer,org.axonframework.test.matchers.DeepEqualsMatcher,org.axonframework.messaging.core.annotation.HandlerEnhancerDefinition,org.axonframework.messaging.eventhandling.annotation.SequenceNumberParameterResolverFactory,org.axonframework.messaging.eventhandling.annotation.TimestampParameterResolverFactory,org.axonframework.messaging.commandhandling.retry.RetryingCommandBus",""
0.19,14,"org.axonframework.eventsourcing.configuration.EventSourcingConfigurationDefaults,org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolver,org.axonframework.modelling.entity.annotation.AbstractEntityChildModelDefinition,org.axonframework.modelling.entity.PolymorphicEntityMetamodel,org.axonframework.modelling.entity.ConcreteEntityMetamodel,org.axonframework.test.fixture.AxonTestWhen,org.axonframework.messaging.commandhandling.CommandBus,org.axonframework.messaging.eventhandling.GenericEventMessage,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$CoordinationTask",""
0.18,16,"org.axonframework.update.UpdateCheckerConfigurationEnhancer,org.axonframework.modelling.entity.EntityCommandHandlingComponent,org.axonframework.test.fixture.AxonTestThenMessage,org.axonframework.test.fixture.RecordingEventStore,org.axonframework.test.fixture.AxonTestFixture,org.axonframework.messaging.core.MessageHandlerInterceptor,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$Phase,org.axonframework.messaging.core.MessageDispatchInterceptor,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry",""
0.17,24,"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine,org.axonframework.eventsourcing.eventstore.ConsistencyMarker,org.axonframework.eventsourcing.eventstore.StorageEngineBackedEventStore,org.axonframework.conversion.jackson2.Jackson2Converter,io.axoniq.framework.springboot.service.connection.AxonServerConnectionDetails,io.axoniq.framework.springboot.autoconfig.JpaDeadLetterQueueAutoConfiguration,io.axoniq.framework.springboot.autoconfig.JdbcDeadLetterQueueAutoConfiguration,org.axonframework.modelling.PropertyBasedEntityIdResolver",""
0.16,10,"org.axonframework.eventsourcing.eventstore.Position,org.axonframework.conversion.jackson.JacksonConverter,org.axonframework.modelling.EntityIdResolver,org.axonframework.modelling.entity.annotation.AnnotatedEntityModelRoutingKeyMatcher,org.axonframework.modelling.SimpleStateManager,org.axonframework.messaging.eventhandling.SimpleEventBus,org.axonframework.messaging.eventhandling.configuration.EventProcessorConfiguration,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorModule,org.axonframework.messaging.core.configuration.MessagingConfigurer",""
0.15,8,"org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver,org.axonframework.messaging.queryhandling.SubscriptionQueryUpdateMessage,org.axonframework.messaging.monitoring.MessageMonitor,org.axonframework.messaging.core.annotation.MessageHandlingMember,org.axonframework.messaging.core.unitofwork.UnitOfWorkFactory,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.Segment,org.axonframework.messaging.eventstreaming.EventCriteria,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer$ComponentsPhase",""
0.14,6,"org.axonframework.eventsourcing.eventstore.AnnotationBasedTagResolver,org.axonframework.eventsourcing.handler.SnapshottingSourcingHandler,org.axonframework.test.matchers.FieldFilter,org.axonframework.test.extension.ProvidedAxonTestFixtureUtils,org.axonframework.messaging.eventhandling.conversion.EventConverter,org.axonframework.messaging.eventstreaming.Tag",""
0.13,9,"io.axoniq.framework.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.modelling.annotation.InjectEntityParameterResolverFactory,org.axonframework.messaging.eventhandling.replay.annotation.ReplayAwareMessageHandlerWrapper,org.axonframework.messaging.eventhandling.EventBus,org.axonframework.messaging.core.configuration.reflection.ConfigurationParameterResolverFactory,io.axoniq.framework.axonserver.connector.query.AxonServerQueryBusConnector,org.axonframework.common.caching.WeakReferenceCache,org.axonframework.common.configuration.Component$Identifier,org.axonframework.common.configuration.DefaultAxonApplication$AxonConfigurationImpl",""
0.12,6,"org.axonframework.eventsourcing.configuration.AnnotatedEventSourcedEntityModule,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule,org.axonframework.extension.metrics.micrometer.MetricsConfigurationEnhancer,org.axonframework.messaging.core.MessageStream$Single,org.axonframework.common.configuration.DefaultComponentRegistry,org.axonframework.common.configuration.ComponentBuilder",""
0.11,11,"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel,org.axonframework.messaging.commandhandling.CommandResultMessage,org.axonframework.messaging.core.MessageStream$Empty,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory.InMemoryTokenStore,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.JpaTokenStore,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorConfiguration,org.axonframework.messaging.queryhandling.SimpleQueryBus,org.axonframework.messaging.core.timeout.HandlerTimeoutHandlerEnhancerDefinition,io.axoniq.framework.axonserver.connector.command.AxonServerCommandBusConnector",""
