"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityMaximumKCutId",47,13,"org.axonframework.eventsourcing.EventSourcingRepository,org.axonframework.modelling.EntityIdResolver,org.axonframework.messaging.eventhandling.gateway.EventGateway,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$CoordinationTask,org.axonframework.messaging.eventhandling.tracing.DefaultEventProcessorSpanFactory$Builder,org.axonframework.messaging.core.OnNextMessageStream,org.axonframework.messaging.core.AbstractMessageStream$FetchResult$Error,org.axonframework.messaging.core.unitofwork.transaction.NoTransactionManager,io.axoniq.framework.axonserver.connector.configuration.TopologyChange,org.axonframework.common.annotation.Internal,org.axonframework.common.annotation.RegistrationScope$Scope,org.axonframework.common.caching.JCacheAdapter,org.axonframework.common.configuration.AbstractComponent","EventSourcingRepository,EntityIdResolver,EventGateway,Coordinator$CoordinationTask,DefaultEventProcessorSpanFactory$Builder,OnNextMessageStream,AbstractMessageStream$FetchResult$Error,NoTransactionManager,TopologyChange,Internal,RegistrationScope$Scope,JCacheAdapter,AbstractComponent",""
"communityMaximumKCutId",18,14,"org.axonframework.eventsourcing.EventSourcingRepository$EventSourcedEntity,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator,org.axonframework.eventsourcing.eventstore.Position,io.axoniq.framework.springboot.DeadLetterQueueProcessorProperties,org.axonframework.modelling.annotation.TargetEntityIdMemberMismatchException,org.axonframework.test.util.CallbackBehavior,org.axonframework.messaging.monitoring.interception.MonitoringEventHandlerInterceptor,org.axonframework.messaging.core.MessageType,org.axonframework.messaging.commandhandling.tracing.CommandBusSpanFactory,org.axonframework.messaging.core.SubscribableEventSource,org.axonframework.messaging.eventhandling.configuration.EventProcessorModule,org.axonframework.messaging.eventhandling.tracing.DefaultEventBusSpanFactory$Builder,org.axonframework.common.configuration.ComponentLifecycleHandler,org.axonframework.common.configuration.ConfigurationEnhancer","EventSourcingRepository$EventSourcedEntity,AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator,Position,DeadLetterQueueProcessorProperties,TargetEntityIdMemberMismatchException,CallbackBehavior,MonitoringEventHandlerInterceptor,MessageType,CommandBusSpanFactory,SubscribableEventSource,EventProcessorModule,DefaultEventBusSpanFactory$Builder,ComponentLifecycleHandler,ConfigurationEnhancer",""
"communityMaximumKCutId",11,8,"org.axonframework.eventsourcing.eventstore.EventStore,org.axonframework.conversion.jackson2.ObjectNodeToJsonNodeConverter,org.axonframework.modelling.entity.EntityMetamodel,org.axonframework.messaging.core.sequencing.SequencingPolicy,org.axonframework.messaging.commandhandling.annotation.CommandDispatcherParameterResolverFactory$1,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessor,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle,io.axoniq.framework.axonserver.connector.shared.MetadataConverter","EventStore,ObjectNodeToJsonNodeConverter,EntityMetamodel,SequencingPolicy,CommandDispatcherParameterResolverFactory$1,PooledStreamingEventProcessor,ProcessingLifecycle,MetadataConverter",""
"communityMaximumKCutId",17,10,"org.axonframework.eventsourcing.handler.SourcingHandler,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine,org.axonframework.conversion.GeneralConverter,org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder,org.axonframework.test.FixtureResourceParameterResolverFactory,org.axonframework.messaging.monitoring.NoOpMessageMonitorCallback,org.axonframework.messaging.monitoring.interception.MonitoringEventDispatchInterceptor,org.axonframework.messaging.commandhandling.tracing.DefaultCommandBusSpanFactory$Builder,org.axonframework.messaging.core.retry.RetryPolicy$Outcome,org.axonframework.common.ProcessRetriesExhaustedException","SourcingHandler,InMemoryEventStorageEngine,GeneralConverter,PolymorphicEntityMetamodelBuilder,FixtureResourceParameterResolverFactory,NoOpMessageMonitorCallback,MonitoringEventDispatchInterceptor,DefaultCommandBusSpanFactory$Builder,RetryPolicy$Outcome,ProcessRetriesExhaustedException",""
"communityMaximumKCutId",49,14,"org.axonframework.eventsourcing.handler.InitializingEntityEvolver,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$IdTypeParameterResolver,org.axonframework.conversion.converter.InputStreamToByteArrayConverter,org.axonframework.modelling.entity.EntityCommandHandler,org.axonframework.messaging.core.annotation.HasHandlerAttributes,org.axonframework.messaging.eventhandling.processing.streaming.token.annotation.TrackingTokenParameterResolverFactory,org.axonframework.messaging.eventstreaming.OrEventCriteria,org.axonframework.messaging.core.MessageStreamUtils,io.axoniq.framework.axonserver.connector.api.TagsConfiguration,io.axoniq.framework.axonserver.connector.event.TaggedEventConverter,io.axoniq.framework.axonserver.connector.event.AxonServerEventStorageEngine$AxonServerAppendTransaction,org.axonframework.common.AxonConfigurationException,org.axonframework.common.configuration.DefaultAxonApplication$LifecycleState,org.axonframework.common.configuration.DefaultComponentRegistry$LocalConfiguration","InitializingEntityEvolver,AnnotationBasedEventSourcedEntityFactory$IdTypeParameterResolver,InputStreamToByteArrayConverter,EntityCommandHandler,HasHandlerAttributes,TrackingTokenParameterResolverFactory,OrEventCriteria,MessageStreamUtils,TagsConfiguration,TaggedEventConverter,AxonServerEventStorageEngine$AxonServerAppendTransaction,AxonConfigurationException,DefaultAxonApplication$LifecycleState,DefaultComponentRegistry$LocalConfiguration",""
"communityMaximumKCutId",66,11,"org.axonframework.eventsourcing.EventSourcedEntityFactory,org.axonframework.eventsourcing.eventstore.MetadataBasedTagResolver,org.axonframework.eventsourcing.eventstore.jpa.SQLStateResolver,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel$Builder,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$1,org.axonframework.messaging.eventhandling.replay.annotation.DisallowReplay,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage,org.axonframework.messaging.core.ConcatenatingMessageStream,org.axonframework.messaging.core.DelayedMessageStream$Empty,org.axonframework.common.caching.EhCacheAdapter,org.axonframework.common.configuration.ModuleBuilder","EventSourcedEntityFactory,MetadataBasedTagResolver,SQLStateResolver,SingleEntityChildMetamodel$Builder,DefaultMessageMonitorRegistry$1,DisallowReplay,WorkPackage,ConcatenatingMessageStream,DelayedMessageStream$Empty,EhCacheAdapter,ModuleBuilder",""
"communityMaximumKCutId",77,20,"org.axonframework.eventsourcing.CriteriaResolver,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$2,org.axonframework.conversion.ChainedConverter$Route,org.axonframework.conversion.avro.AvroConverterConfiguration,org.axonframework.update.configuration.DefaultUsagePropertyProvider,org.axonframework.modelling.configuration.ModellingConfigurer,org.axonframework.extension.metrics.micrometer.TagsUtil,org.axonframework.test.fixture.AxonTestWhen$Event,org.axonframework.test.matchers.PredicateMatcher,org.axonframework.test.matchers.PayloadsMatcher,org.axonframework.messaging.commandhandling.CommandMessage,org.axonframework.messaging.eventhandling.EventHandlerRegistry,org.axonframework.messaging.core.unitofwork.UnitOfWork,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.Oracle11TokenTableFactory,org.axonframework.messaging.queryhandling.QueryUpdateEmitterParameterResolverFactory$1,org.axonframework.messaging.eventstreaming.StartingFrom,org.axonframework.messaging.queryhandling.tracing.QueryBusSpanFactory,io.axoniq.framework.axonserver.connector.api.AxonServerConnectionManager,org.axonframework.common.IdentifierFactory,org.axonframework.common.util.PriorityCallable","CriteriaResolver,AggregateBasedJpaEventStorageEngine$2,ChainedConverter$Route,AvroConverterConfiguration,DefaultUsagePropertyProvider,ModellingConfigurer,TagsUtil,AxonTestWhen$Event,PredicateMatcher,PayloadsMatcher,CommandMessage,EventHandlerRegistry,UnitOfWork,Oracle11TokenTableFactory,QueryUpdateEmitterParameterResolverFactory$1,StartingFrom,QueryBusSpanFactory,AxonServerConnectionManager,IdentifierFactory,PriorityCallable",""
"communityMaximumKCutId",65,13,"org.axonframework.eventsourcing.handler.SimpleSourcingHandler,org.axonframework.eventsourcing.annotation.EventCriteriaBuilder,org.axonframework.eventsourcing.eventstore.ConsistencyMarkers,org.axonframework.conversion.jackson.JacksonConverter,io.axoniq.framework.springboot.autoconfig.AxonServerAutoConfiguration$1,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$5,org.axonframework.messaging.monitoring.MultiMessageMonitor,org.axonframework.messaging.eventhandling.conversion.EventConverter,org.axonframework.messaging.core.MessageDecorator,org.axonframework.messaging.commandhandling.CommandExecutionException,org.axonframework.messaging.core.ClassBasedMessageTypeResolver,org.axonframework.messaging.core.annotation.AggregateType,org.axonframework.common.lock.LockFactory","SimpleSourcingHandler,EventCriteriaBuilder,ConsistencyMarkers,JacksonConverter,AxonServerAutoConfiguration$1,DefaultMessageMonitorRegistry$5,MultiMessageMonitor,EventConverter,MessageDecorator,CommandExecutionException,ClassBasedMessageTypeResolver,AggregateType,LockFactory",""
"communityMaximumKCutId",37,4,"org.axonframework.eventsourcing.eventstore.EventStoreTransaction,org.axonframework.test.matchers.NonTransientFieldsFilter,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver,org.axonframework.messaging.core.interception.DefaultDispatchInterceptorRegistry$1","EventStoreTransaction,NonTransientFieldsFilter,DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver,DefaultDispatchInterceptorRegistry$1",""
"communityMaximumKCutId",30,6,"org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition,org.axonframework.messaging.core.MessageDispatchInterceptorChain,org.axonframework.messaging.core.annotation.SequencingPolicy,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorModule$Customization,org.axonframework.common.property.UniformPropertyAccessStrategy,org.axonframework.common.configuration.DecoratorDefinition$PartialDecoratorDefinition","CriteriaResolverDefinition,MessageDispatchInterceptorChain,SequencingPolicy,PooledStreamingEventProcessorModule$Customization,UniformPropertyAccessStrategy,DecoratorDefinition$PartialDecoratorDefinition",""
