"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: domains/graph-algorithms/queries/community-detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-modelling-5.1.0","org.axonframework.modelling.annotation",12,10,60,1,""
"axon-common-5.1.0","org.axonframework.common.annotation",12,5,60,1,""
"axon-common-5.1.0","org.axonframework.common.util",12,5,60,1,""
"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot",10,6,55,1,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing",10,3,55,1,""
"axon-common-5.1.0","org.axonframework.common.configuration",13,50,54,1,""
"axon-conversion-5.1.0","org.axonframework.conversion",0,11,46,1,""
"axon-modelling-5.1.0","org.axonframework.modelling.annotation",0,10,46,1,""
"axon-common-5.1.0","org.axonframework.common.infra",0,8,46,1,""
"axon-common-5.1.0","org.axonframework.common",11,31,45,1,""
"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot.autoconfig",11,8,45,1,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",6,52,44,1,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.eventstore",6,44,44,1,""
"axon-test-5.1.0","org.axonframework.test.matchers",6,23,44,1,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.interception",6,21,44,1,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",6,18,44,1,""
"axon-modelling-5.1.0","org.axonframework.modelling",6,16,44,1,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api",6,12,44,1,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.eventstore.jpa",6,12,44,1,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay",6,11,44,1,""
"axon-common-5.1.0","org.axonframework.common.annotation",9,5,24,1,""
"axon-common-5.1.0","org.axonframework.common",19,31,13,1,""
"axon-test-5.1.0","org.axonframework.test.fixture",4,32,156,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",4,18,156,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.annotation",4,17,156,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.interception.annotation",4,11,156,2,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.query",4,8,156,2,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.shared",4,7,156,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.correlation",4,6,156,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.tracing",4,5,156,2,""
"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot.autoconfig",1,8,154,2,""
"axon-common-5.1.0","org.axonframework.common.annotation",1,5,154,2,""
"axon-test-5.1.0","org.axonframework.test.fixture",5,32,115,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",5,11,115,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.interception.annotation",3,11,110,2,""
"axon-test-5.1.0","org.axonframework.test",3,4,110,2,""
"axon-common-5.1.0","org.axonframework.common.jdbc",2,12,98,2,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation",2,10,98,2,""
"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot.autoconfig",2,8,98,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventstreaming",15,16,74,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.interception",7,21,65,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",7,18,65,2,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.event",7,14,65,2,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.query",7,8,65,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.annotation",12,11,60,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.annotation",12,7,60,2,""
"axon-common-5.1.0","org.axonframework.common.configuration",10,50,55,2,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.command",10,3,55,2,""
"axon-test-5.1.0","org.axonframework.test",13,4,54,2,""
"axon-test-5.1.0","org.axonframework.test.fixture",0,32,46,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.core",11,85,45,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",11,18,45,2,""
"axon-metrics-micrometer-5.1.0","org.axonframework.extension.metrics.micrometer",11,11,45,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing",11,3,45,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling",6,22,44,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",6,18,44,2,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.retry",6,13,44,2,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.util",16,10,5,2,""
"axon-common-5.1.0","org.axonframework.common",4,31,156,3,""
"axon-conversion-5.1.0","org.axonframework.conversion",4,11,156,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.configuration",1,14,154,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.monitoring",1,6,154,3,""
"axon-modelling-5.1.0","org.axonframework.modelling",5,16,115,3,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation",5,10,115,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.tracing",5,5,115,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling",3,22,110,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",3,18,110,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay.annotation",3,11,110,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.monitoring",3,6,110,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.tracing",12,12,60,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",12,11,60,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.timeout",12,8,60,3,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.event",10,14,55,3,""
"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot.autoconfig",10,8,55,3,""
"axon-common-5.1.0","org.axonframework.common.lifecycle",10,4,55,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",0,18,46,3,""
"axon-common-5.1.0","org.axonframework.common.util",16,5,5,3,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",4,18,156,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.annotation",4,11,156,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay.annotation",4,11,156,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.core",1,85,154,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",1,52,154,4,""
"axon-common-5.1.0","org.axonframework.common",1,31,154,4,""
"axon-metrics-micrometer-5.1.0","org.axonframework.extension.metrics.micrometer",1,11,154,4,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation",1,10,154,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.correlation",1,6,154,4,""
"axon-test-5.1.0","org.axonframework.test.util",5,11,115,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.interception",5,6,115,4,""
"axon-common-5.1.0","org.axonframework.common",3,31,110,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork.transaction",3,5,110,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.gateway",3,5,110,4,""
"axon-common-5.1.0","org.axonframework.common",15,31,74,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",15,14,74,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling",12,18,60,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay.annotation",12,11,60,4,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.query",10,8,55,4,""
"axon-common-5.1.0","org.axonframework.common.configuration",11,50,45,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.pooled",11,25,45,4,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",11,14,45,4,""
"axoniq-spring-boot-autoconfigure-5.1.0","io.axoniq.framework.springboot",11,6,45,4,""
"axon-metrics-micrometer-5.1.0","org.axonframework.extension.metrics.micrometer",4,11,156,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.sequencing",4,11,156,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay",4,11,156,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.annotation",4,7,156,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling.annotation",5,11,115,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.timeout",3,8,110,5,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.annotation.reflection",3,6,110,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.replay",12,11,60,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",10,14,55,5,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.util",10,10,55,5,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.eventstore",0,44,46,5,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.snapshot.api",0,6,46,5,""
"axon-common-5.1.0","org.axonframework.common",6,31,44,5,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.shared",6,7,44,5,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.tracing",4,7,156,6,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.annotation",12,17,60,6,""
"axon-messaging-5.1.0","org.axonframework.messaging.core",6,85,44,6,""
"axon-conversion-5.1.0","org.axonframework.conversion",8,11,31,6,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling.interception",4,8,156,7,""
"axon-modelling-5.1.0","org.axonframework.modelling.annotation",5,10,115,7,""
"axon-messaging-5.1.0","org.axonframework.messaging.core",3,85,110,7,""
"axon-common-5.1.0","org.axonframework.common.jdbc",15,12,74,7,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.token",15,8,74,7,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.interception.annotation",12,11,60,7,""
"axon-common-5.1.0","org.axonframework.common.infra",6,8,44,7,""
"axon-common-5.1.0","org.axonframework.common",5,31,115,8,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.annotation",3,17,110,8,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.event",2,14,98,8,""
"axon-messaging-5.1.0","org.axonframework.messaging.tracing",4,12,156,9,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.eventstore.jpa",2,12,98,10,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.retry",7,13,65,10,""
"axon-modelling-5.1.0","org.axonframework.modelling",0,16,46,10,""
"axon-messaging-5.1.0","org.axonframework.messaging.commandhandling",5,18,115,11,""
"axon-server-connector-5.1.0","io.axoniq.framework.axonserver.connector.api",10,12,55,11,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.configuration",11,14,45,11,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",4,52,156,13,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.configuration",1,14,154,13,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.unitofwork",3,15,110,14,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventstreaming",2,16,98,14,""
"axon-messaging-5.1.0","org.axonframework.messaging.queryhandling",4,22,156,16,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",12,52,60,16,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.interception",1,21,154,18,""
"axon-messaging-5.1.0","org.axonframework.messaging.core.annotation",3,52,110,18,""
"axon-messaging-5.1.0","org.axonframework.messaging.core",4,85,156,19,""
"axon-messaging-5.1.0","org.axonframework.messaging.eventhandling.processing.streaming.pooled",15,25,74,19,""
"axon-test-5.1.0","org.axonframework.test.matchers",13,23,54,21,""
"axon-test-5.1.0","org.axonframework.test.fixture",13,32,54,26,""
"axon-eventsourcing-5.1.0","org.axonframework.eventsourcing.eventstore",2,44,98,37,""
"axon-common-5.1.0","org.axonframework.common.configuration",1,50,154,43,""
"axon-messaging-5.1.0","org.axonframework.messaging.core",7,85,65,44,""
