"communityId","artifactCount","packageCount","typeCount","artifactNames","packageNames","typeNames","Source Cypher File: domains/graph-algorithms/queries/community-detection/Which_type_community_spans_several_artifacts_and_how_are_the_types_distributed.cypher"
4,9,37,159,"axon-common-5.1.0,axon-conversion-5.1.0,axon-eventsourcing-5.1.0,axon-metrics-micrometer-5.1.0,axon-tracing-opentelemetry-5.1.0,axon-messaging-5.1.0,axon-modelling-5.1.0,axon-test-5.1.0,axon-server-connector-5.1.0","common,conversion,annotation,micrometer,reservoir,opentelemetry,commandhandling,gateway,tracing,core,correlation,interception,sequencing,eventhandling,replay,queryhandling,attributes,matchers,command,query,shared,util","IdentifierFactory,ObjectUtils,DefaultIdentifierFactory,Converter,CachingSupplier,DelegatingGeneralConverter,EventSourcingHandler,TagsUtil,MessageCountingMonitor,MessageCountingMonitor$1,CapacityMonitor$1,CapacityMonitor,SlidingTimeWindowReservoir,OpenTelemetrySpan,MetadataContextSetter,OpenTelemetrySpanFactory$Builder,OpenTelemetrySpanFactory,MetadataContextGetter,GenericCommandResultMessage,CommandResultMessage,GenericCommandMessage,CommandHandler,CommandDispatcherParameterResolverFactoryConfigurationEnhancer,CommandDispatcherParameterResolverFactory,Command,CommandDispatcherParameterResolverFactory$1,ConvertingCommandGateway,ConvertingCommandGateway$ConvertingCommandResult,FutureCommandResult,CommandDispatcher,DefaultCommandGateway,CommandGateway,ContextAwareCommandDispatcher,CommandResult,DefaultCommandBusSpanFactory,DefaultCommandBusSpanFactory$Builder,AbstractMessage,QueueMessageStream$State,Metadata,HierarchicalMessageTypeResolver,QueueMessageStream,MessageType,MessageTypeResolver,ConversionCache$Target,Metadata$MetadataCollector,GenericResultMessage,ConversionCache,Message,MessageDecorator,ClassBasedMessageTypeResolver,MessageTypeNotResolvedException,NamespaceMessageTypeResolver,ResultMessage,NamespaceMessageTypeResolver$Builder,GenericMessage,DefaultParameterResolverFactory,DefaultParameterResolverFactory$MessageParameterResolver,Namespace,DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver,MessageStreamResolverUtils,DefaultParameterResolverFactory$MetadataParameterResolver,MetadataValue,AnnotationMessageTypeResolver,AnnotationMessageTypeResolver$AnnotationSpecification,PayloadParameterResolver,MessageHandler,HandlerTypeResolver,MessageConverter,DelegatingMessageConverter,SimpleCorrelationDataProvider,MessageOriginProvider,LoggingInterceptor,MessageHandlerInterceptor,ExceptionHandler,FullConcurrencyPolicy,ExtractionSequencingPolicy,NoOpSequencingPolicy,MetadataSequencingPolicy,SequentialPolicy,TerminalEventMessage,GenericEventMessage,EventHandler,Event,DelegatingEventConverter,EventPublishingUtils,ReplayStatusChanged,ResetContext,GenericResetContext,ReplayStatus,GenericReplayStatusChanged,ReplayParameterResolverFactory,ReplayStatusChangedHandler,ResetHandler,ReplayParameterResolverFactory$ReplayParameterResolver,DefaultEventBusSpanFactory$Builder,DefaultEventBusSpanFactory,TracingEventHandlingComponent,DefaultEventProcessorSpanFactory,DefaultEventProcessorSpanFactory$Builder,EventProcessorSpanFactory,QueryResponseMessage,QueryHandlingComponent,SimpleQueryBus,NoHandlerForQueryException,QueryMessage,DuplicateQueryHandlerSubscriptionException,QueryHandler,SimpleQueryHandlingComponent,GenericQueryMessage,GenericSubscriptionQueryUpdateMessage,SubscriptionQueryAlreadyRegisteredException,QueryBus,SubscriptionQueryUpdateMessage,SimpleQueryUpdateEmitter,GenericQueryResponseMessage,QueryHandlerRegistry,QueryHandlingMember,Query,AnnotatedQueryHandlingComponent,QueryResponse,DefaultQueryGateway,InterceptingQueryBus,InterceptingQueryBus$SubscriptionQueryInterceptingDispatcher,QueryMessageHandlerInterceptorChain$InterceptingHandler,QueryMessageHandlerInterceptorChain,InterceptingQueryBus$InterceptingHandler,InterceptingQueryBus$SubscribeToUpdatesInterceptingDispatcher,InterceptingQueryBus$QueryInterceptingDispatcher,DefaultQueryBusSpanFactory,QueryBusSpanFactory,DefaultQueryBusSpanFactory$Builder,DefaultQueryUpdateEmitterSpanFactory,QueryUpdateEmitterSpanFactory,DefaultQueryUpdateEmitterSpanFactory$Builder,SpanUtils,MultiSpanFactory$MultiSpan,MultiSpanFactory,NoOpSpanFactory$NoOpSpan,SpanAttributesProvider,NoOpSpanFactory,SpanFactory,SpanScope,Span,MetadataSpanAttributesProvider,PayloadTypeSpanAttributesProvider,AggregateIdentifierSpanAttributesProvider,MessageTypeSpanAttributesProvider,MessageNameSpanAttributesProvider,MessageIdSpanAttributesProvider,AnnotatedEntityIdResolverDefinition,PayloadsMatcher,CommandConverter,QueryUpdateMessageStream,QueryConverter,MetadataConverter$1,MetadataConverter,ProcessingInstructionUtils",""
1,8,28,156,"axoniq-spring-boot-autoconfigure-5.1.0,axon-common-5.1.0,axon-conversion-5.1.0,axon-eventsourcing-5.1.0,axon-metrics-micrometer-5.1.0,axon-messaging-5.1.0,axon-modelling-5.1.0,axon-server-connector-5.1.0","springboot,autoconfig,common,annotation,configuration,lifecycle,conversion,reflection,micrometer,commandhandling,core,correlation,interception,monitoring,queryhandling,event","PostgresqlProperties,PostgresqlAutoConfiguration,PostgresqlAutoConfiguration$1,TypeReference$1,ConstructorUtils,TypeReference,TypeReference$2,RegistrationScope$Scope,RegistrationScope,DecoratorDefinition$2,ComponentBuilder,DefaultAxonApplication$LifecycleState,AbstractComponent,DecoratorDefinition$1,ApplicationConfigurer,ComponentRegistry,InstantiatedComponentDefinition,OverridePolicy,DecoratorDefinition$PartialDecoratorDefinition,DecoratorDefinition$CompletedDecoratorDefinition,DefaultAxonApplication$AxonConfigurationImpl,ComponentNotFoundException,ComponentDefinition$IncompleteComponentDefinition,DuplicateModuleRegistrationException,Configuration,ComponentDefinition$ComponentCreator,HierarchicalLifecycleRegistry,Components,LazyInitializedComponentDefinition,AmbiguousComponentMatchException,ConfigurationEnhancer,ComponentFactory,BaseModule,Module,DecoratedComponent,DefaultComponentRegistry,ModuleBuilder,DefaultDecoratorDefinition,ComponentDefinition,Component$Identifier,DefaultAxonApplication,DefaultComponentRegistry$LocalConfiguration,Component,ComponentDefinition$2,LifecycleRegistry,ComponentDecorator,DecoratorDefinition,ComponentLifecycleHandler,ComponentOverrideException,LifecycleHandler,ComponentDefinition$1,AbstractComponent$HandlerRegistration,LifecycleHandlerInvocationException,GeneralConverter,EventSourcedEntity,AnnotationBasedEventCriteriaResolverDefinition,CriteriaResolverDefinition,EventSourcedEntityFactoryDefinition,AnnotationBasedEventSourcedEntityFactoryDefinition,EventSourcedEntityModule$MessagingModelPhase,EventSourcedEntityModule$CriteriaResolverPhase,EventSourcedEntityModule$OptionalPhase,SimpleEventSourcedEntityModule$5,EventSourcedEntityModule$EntityFactoryPhase,SimpleEventSourcedEntityModule$1,SimpleEventSourcedEntityModule$2,SimpleEventSourcedEntityModule$3,SimpleEventSourcedEntityModule,AnnotatedEventSourcedEntityModule,SimpleEventSourcedEntityModule$4,EventSourcingConfigurer,EventSourcedEntityModule,MetricsConfigurationEnhancer,MessageTimerMonitor,MessageTimerMonitor$Builder,MessageTimerMonitor$1,EventProcessorLatencyMonitor,EventProcessorLatencyMonitor$Builder,MetricsProperties,MetricsProperties$Micrometer,MicrometerMetricsAutoConfiguration$1,MicrometerMetricsAutoConfiguration,CommandPriorityCalculator,RoutingStrategy,MessageDispatchInterceptorChain,MessageDispatchInterceptor,ConfigurationApplicationContext,MessageHandlerInterceptor,ParameterResolverFactory,HierarchicalParameterResolverFactory,MultiParameterResolverFactory,ClasspathParameterResolverFactory,MessagingConfigurationDefaults,MessagingConfigurer,ParameterResolverFactoryUtils,ConfigurationParameterResolverFactory,ConfigurationParameterResolverConfigurationEnhancer,DefaultCorrelationDataProviderRegistry,CorrelationDataProvider,CorrelationDataProviderRegistry,MultiCorrelationDataProvider,DefaultDispatchInterceptorRegistry$4,DefaultHandlerInterceptorRegistry$4,HandlerInterceptorRegistry,DefaultHandlerInterceptorRegistry,DefaultHandlerInterceptorRegistry$GenericInterceptorDefinition,DispatchInterceptorFactory,HandlerInterceptorFactory,DefaultHandlerInterceptorRegistry$1,DefaultDispatchInterceptorRegistry$2,DefaultDispatchInterceptorRegistry$5,DefaultHandlerInterceptorRegistry$2,DispatchInterceptorRegistry,DefaultHandlerInterceptorRegistry$3,DefaultDispatchInterceptorRegistry$1,CorrelationDataInterceptor,DefaultDispatchInterceptorRegistry$GenericInterceptorDefinition,DefaultDispatchInterceptorRegistry$3,DefaultDispatchInterceptorRegistry,ClasspathParameterResolverConfigurationEnhancer,HierarchicalParameterResolverFactoryConfigurationEnhancer,EventHandlingComponentsConfigurer$ComponentsPhase,EventBusConfigurationDefaults,EventHandlingComponentsConfigurer$AdditionalComponentPhase,MultiMessageMonitor,NoOpMessageMonitor,MessageMonitor,DefaultMessageMonitorRegistry$GenericMonitorDefinition,MessageMonitorRegistry,DefaultMessageMonitorRegistry$3,DefaultMessageMonitorRegistry$1,DefaultMessageMonitorRegistry,MessageMonitorFactory,DefaultMessageMonitorRegistry$4,DefaultMessageMonitorRegistry$2,DefaultMessageMonitorRegistry$5,QueryPriorityCalculator,QueryHandlingModule$QueryHandlerPhase,QueryHandlingModule$SetupPhase,SimpleQueryHandlingModule,QueryHandlingModule,EntityIdResolverDefinition,EntityModule,SimpleStateBasedEntityModule$1,ModellingConfigurer,StateBasedEntityModule$MessagingMetamodelPhase,StateBasedEntityModule$PersisterPhase,SimpleStateBasedEntityModule,StateBasedEntityModule$RepositoryPhase,StateBasedEntityModule$EntityIdResolverPhase,SimpleStateBasedEntityModule$3,ModellingConfigurationDefaults,StateBasedEntityModule,EntityMetamodelConfigurationBuilder,SimpleStateBasedEntityModule$2,AxonServerEventStorageEngineFactory",""
2,6,19,93,"axoniq-spring-boot-autoconfigure-5.1.0,axon-common-5.1.0,axon-eventsourcing-5.1.0,axon-messaging-5.1.0,axon-modelling-5.1.0,axon-server-connector-5.1.0","autoconfig,common,jdbc,annotation,configuration,eventstore,inmemory,jpa,eventhandling,conversion,interception,pooled,segmenting,token,tracing,eventstreaming,modelling,event","JdbcDeadLetterQueueAutoConfiguration,JpaDeadLetterQueueAutoConfiguration,CollectionUtils,PersistenceExceptionResolver,JdbcSQLErrorCodesResolver,EventTag,EventTags,EventSourcingConfigurationDefaults,AnnotationBasedTagResolver,MetadataBasedTagResolver,EventStorageEngine$AppendTransaction,GenericTaggedEventMessage,StorageEngineBackedEventStore,DefaultSourcingCondition,GlobalIndexPosition,AggregateBasedEventStorageEngineUtils,GlobalIndexConsistencyMarker,EventStorageEngine,StreamSpliterator,AppendCondition,NoAppendCondition,TagResolver,PayloadBasedTagResolver,ConsistencyMarkers$InfinityConsistencyMarker,EventCoordinator,EventCoordinator$1,MultiTagResolver,AbstractConsistencyMarker,ConsistencyMarker,AnnotationBasedTagResolver$TagResolutionException,AppendEventsTransactionRejectedException,TaggedEventMessage,AggregateBasedConsistencyMarker$AggregateSequencer,DefaultEventStoreTransaction,ConsistencyMarkers,EmptyAppendTransaction,TooManyTagsOnEventMessageException,ConsistencyMarkers$OriginConsistencyMarker,AggregateSequenceNumberPosition,EventCoordinator$Handle,SourcingCondition,DefaultAppendCondition,Position,AggregateBasedConsistencyMarker,StartPosition,InMemoryEventStorageEngine,InMemoryEventStorageEngine$MapBackedSourcingEventMessageStream,InMemoryEventStorageEngine$MapBackedMessageStream,InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream,InMemoryEventStorageEngine$1,AggregateBasedJpaEventStorageEngine,AggregateBasedJpaEventStorageEngine$2,AggregateBasedJpaEventStorageEngineConfiguration,JpaPollingEventCoordinator$1,AggregateEventEntry,AggregateBasedJpaEventStorageEngine$TokenAndEvent,AggregateBasedJpaEventStorageEngine$1,GapAwareTrackingTokenOperations,AggregateBasedJpaEventStorageEngine$AggregateSource,JpaPollingEventCoordinator,EventMessage,TimestampParameterResolverFactory$TimestampParameterResolver,EventConverter,EventMessageHandlerInterceptorChain$InterceptingHandler,EventMessageHandlerInterceptorChain,InterceptingEventHandlingComponent,DefaultWorkPackageEventFilter,SegmentMatcher,GapAwareTrackingToken,EventBusSpanFactory,EventsCondition,TagFilteredEventCriteria,OrEventCriteria,Tag,OrEventCriteriaBuilder,TagAndTypeFilteredEventCriteria,EventCriteria,AnyEvent,EventCriterion,DefaultStreamingCondition,EventTypeRestrictableEventCriteria,StartingFrom,StreamingCondition,EventTypeRestrictableOrEventCriteria,PayloadBasedEntityEvolver,TaggedEventConverter,AggregateBasedAxonServerEventStorageEngine$AggregateSource,AggregateBasedAxonServerEventStorageEngine,StreamingEventMessageStream,AxonServerEventStorageEngine$AxonServerAppendTransaction,AxonServerEventStorageEngine,AggregateBasedAxonServerEventStorageEngine$1,ConditionConverter",""
3,6,19,89,"axon-common-5.1.0,axon-eventsourcing-5.1.0,axon-messaging-5.1.0,axon-modelling-5.1.0,axon-test-5.1.0,axon-server-connector-5.1.0","property,api,inmemory,store,commandhandling,annotation,configuration,interception,retry,tracing,core,sequencing,entity,child,fixture,util,snapshot","DirectlyAccessedProperty,BeanPropertyAccessStrategy,Property,PropertyAccessException,UniformPropertyAccessStrategy,MethodAccessedProperty,DirectPropertyAccessStrategy,AbstractMethodPropertyAccessStrategy,PropertyAccessStrategy,Snapshot,InMemorySnapshotStore,StoreBackedSnapshotter,SnapshotStore,CommandHandlingComponent,MetadataRoutingStrategy,CommandHandler,NoHandlerForCommandException,SimpleCommandHandlingComponent,CommandMessage,DuplicateCommandHandlerSubscriptionException,SimpleCommandBus,CommandBus,UnresolvedRoutingKeyPolicy,CommandHandlerRegistry,CommandHandlingMember,AnnotatedCommandHandlingComponent,CommandHandlingModule$CommandHandlerPhase,CommandHandlingModule$SetupPhase,SimpleCommandHandlingModule,CommandHandlingModule,InterceptingCommandBus$InterceptingHandler,CommandMessageHandlerInterceptorChain$InterceptingHandler,CommandMessageHandlerInterceptorChain,InterceptingCommandBus,RetryingCommandBus,TracingCommandBus,TracingCommandBus$TracingHandler,CommandBusSpanFactory,QualifiedName,RetryScheduler,RoutingKeySequencingPolicy,PropertySequencingPolicy,WrongPolymorphicEntityTypeException,EntityMetamodel,EntityMissingForInstanceCommandHandlerException,EntityCommandHandlingComponent,EntityAlreadyExistsForCreationalCommandHandlerException,EntityMetamodelBuilder,ChildEntityNotFoundException,PolymorphicEntityMetamodelBuilder,PolymorphicEntityMetamodel,PolymorphicEntityMetamodel$Builder,ConcreteEntityMetamodel$Builder,EntityCommandHandler,ConcreteEntityMetamodel,CommandTargetResolverDefinition,EntityChildModelDefinition,AbstractEntityChildModelDefinition,RoutingKeyUtils,ListEntityChildModelDefinition,EntityMember,SingleEntityChildModelDefinition,AnnotatedEntityModelRoutingKeyMatcher,EventTargetMatcherDefinition,RoutingKeyEventTargetMatcherDefinition,RoutingKeyCommandTargetResolver,AnnotatedEntityMetamodelFactory,UnknownRoutingKeyException,RoutingKeyEventTargetMatcher,AnnotatedEntityMetamodel,RoutingKeyCommandTargetResolverDefinition,GetterSetterChildEntityFieldDefinition,CommandTargetResolver,ChildAmbiguityException,GetterEvolverChildEntityFieldDefinition,SingleEntityChildMetamodel,ChildEntityFieldDefinition,EventTargetMatcher,AbstractEntityChildMetamodel,EntityChildMetamodel,AbstractEntityChildMetamodel$Builder,SingleEntityChildMetamodel$Builder,ListEntityChildMetamodel,ListEntityChildMetamodel$Builder,RecordingCommandBus,CallbackBehavior,DefaultCallbackBehavior,AxonServerSnapshotStore",""
6,6,17,37,"axon-common-5.1.0,axon-eventsourcing-5.1.0,axon-messaging-5.1.0,axon-modelling-5.1.0,axon-test-5.1.0,axon-server-connector-5.1.0","common,eventstore,jpa,commandhandling,core,annotation,interception,retry,eventhandling,replay,queryhandling,modelling,matchers,api,command,query,shared","ExceptionUtils,ProcessUtils,ProcessRetriesExhaustedException,AxonNonTransientException,AxonException,EventStoreException,SQLStateResolver,CommandDispatchException,CommandExecutionException,RemoteNonTransientHandlingException,RemoteExceptionDescription,HandlerExecutionException,EventPublicationFailedException,RemoteHandlingException,IllegalPayloadAccessException,MessageHandlerInvocationException,JSR303ViolationException,NonTransientExceptionClassesPredicate,AxonNonTransientExceptionClassesPredicate,TransactionMethodExecutionException,ResetNotSupportedException,QueryExecutionException,CompletedEmitterException,ConcurrencyException,MatcherExecutionException,AxonServerException,AxonServerNonTransientRemoteCommandHandlingException,AxonServerRemoteCommandHandlingException,AxonServerCommandDispatchException,AxonServerQueryDispatchException,AxonServerRemoteQueryHandlingException,AxonServerNonTransientRemoteQueryHandlingException,GrpcExceptionParser,ErrorCode,ExceptionConverter,ExceptionFactory$1,ExceptionFactory",""
0,5,34,135,"axon-eventsourcing-5.1.0,axon-messaging-5.1.0,axon-modelling-5.1.0,axon-test-5.1.0,axon-common-5.1.0","eventsourcing,reflection,eventstore,handler,api,interception,core,annotation,sequencing,timeout,unitofwork,transaction,jdbc,jpa,eventhandling,gateway,pooled,monitoring,queryhandling,modelling,repository,test,fixture,common,function","CriteriaResolver,EventSourcingRepository,EntityMissingAfterFirstEventException,EventSourcingRepository$EventSourcedEntity,EventSourcedEntityFactory,EntityMissingAfterLoadOrCreateException,EntityCreator,InjectEntityId,AnnotationBasedEventSourcedEntityFactory,AnnotationBasedEventSourcedEntityFactory$IdTypeParameterResolver,AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator,InterceptingEventStore$InterceptingAppender,EventStore,EventStoreTransaction,InterceptingEventStore,InterceptingEventStore$InterceptingEventStoreTransaction,SnapshottingSourcingHandler,InitializingEntityEvolver,SourcingHandler,SimpleSourcingHandler,SnapshotPolicy,SnapshotPolicy$2,EvolutionResult,Snapshotter,SnapshotPolicy$1,CommandSequencingInterceptor,SimpleContext,Context$ResourceKey,MessageHandlerInterceptorChain,ApplicationContext,EmptyContext,LegacyResources,MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver,InterceptorChainParameterResolverFactory,SimpleResourceParameterResolverFactory,AbstractAnnotatedParameterResolverFactory,FixedValueParameterResolver,MessageIdentifierParameterResolverFactory,AggregateTypeParameterResolverFactory,AggregateType,SourceId,ParameterResolver,SourceIdParameterResolverFactory,MessageIdentifier,SourceIdParameterResolverFactory$SourceIdParameterResolver,AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver,ResultParameterResolverFactory,ResultParameterResolverFactory$ExceptionResultParameterResolver,SequentialPerAggregatePolicy,AxonTaskJanitor,UnitOfWorkTimeoutInterceptorBuilder,AxonTimeoutException,AxonTimeLimitedTask,TimeoutWrappedMessageHandlingMember,ProcessingLifecycle$Phase,ProcessingLifecycle$ErrorHandler,SimpleUnitOfWorkFactory,ProcessingLifecycle,UnitOfWork$UnitOfWorkProcessingContext,ProcessingContext,UnitOfWorkConfiguration,TransactionalUnitOfWorkFactory,UnitOfWork,ProcessingLifecycle$DefaultPhases,UnitOfWork$UnitOfWorkProcessingContext$CauseAndPhase,UnitOfWork$UnitOfWorkProcessingContext$Status,LegacyMessageSupportingContext,ResourceOverridingProcessingContext,ProcessingContextParameterResolverFactory,ProcessingContextParameterResolverFactory$ProcessingContextParameterResolver,Transaction,TransactionManager,NoTransactionManager,NoTransactionManager$1,JdbcTransactionalExecutorProvider$1,JdbcTransactionalExecutorProvider,JpaTransactionalExecutorProvider$1,EntityManagerTransactionManager$1,JpaTransactionalExecutorProvider,EntityManagerTransactionManager,EntityManagerTransactionManager$2,EventSubscribers,SimpleEventBus,InterceptingEventBus,SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver,EventAppenderParameterResolverFactory,TimestampParameterResolverFactory,EventAppenderParameterResolverFactoryConfigurationEnhancer,Timestamp,SequenceNumberParameterResolverFactory,SequenceNumber,EventAppenderParameterResolverFactory$1,EventGateway,EventAppender,EventSchedulingProcessingContext,ReplayContextParameterResolverFactory,ReplayContext,ReplayContextParameterResolverFactory$ReplayContextParameterResolver,NoOpMessageMonitorCallback,MultiMessageMonitor$1,MessageMonitor$MonitorCallback,MonitoringEventDispatchInterceptor,MonitoringQueryHandlerInterceptor,MonitoringCommandHandlerInterceptor,MonitoringEventHandlerInterceptor,MonitoringSubscriptionQueryUpdateDispatchInterceptor,QueryUpdateEmitterParameterResolverFactory,QueryUpdateEmitterParameterResolverFactory$1,QueryUpdateEmitter,QueryGateway,EntityEvolvingComponent,EntityEvolver,SimpleEntityEvolvingComponent,SimpleRepositoryEntityPersister,SimpleRepository$SimpleEntity,InMemoryRepository,SimpleRepositoryEntityLoader,SimpleRepository,ManagedEntity,Repository$LifecycleManagement,FixtureResourceParameterResolverFactory$FailingParameterResolver,FixtureResourceParameterResolverFactory,RecordingEventStore,AxonThreadFactory,Priority,DirectExecutor,AnnotationUtils,ThrowingFunction,ConnectionExecutor,DataSourceConnectionProvider,ConnectionProvider,EntityManagerProvider,SimpleEntityManagerProvider,EntityManagerExecutor,FactoryBasedEntityManagerProvider",""
5,4,5,24,"axon-eventsourcing-5.1.0,axon-messaging-5.1.0,axon-modelling-5.1.0,axon-common-5.1.0","annotation,child,common,lock","AnnotationBasedEventCriteriaResolver,AnnotationBasedEventCriteriaResolver$WrappedEventCriteriaBuilderMethod,EventCriteriaBuilder,AnnotationRoutingStrategy,AnnotationRoutingStrategy$RoutingKeyResolver,FieldChildEntityFieldDefinition,IdentifierValidator,ReflectionUtils,TypeReflectionUtils$VarMap$UnresolvedTypeVariableException,Assert,TypeReflectionUtils,TypeReflectionUtils$VarMap$ParameterizedTypeImpl,StringUtils,TypeReflectionUtils$VarMap,NoOpLock,LockAcquisitionFailedException,NullLockFactory,Lock,PessimisticLockFactory,PessimisticLockFactory$PubliclyOwnedReentrantLock,PessimisticLockFactory$DisposableLock,LockFactory,PessimisticLockFactory$Builder,DeadlockException",""
7,4,20,65,"axon-eventsourcing-5.1.0,axon-messaging-5.1.0,axon-modelling-5.1.0,axon-common-5.1.0","jpa,annotation,core,sequencing,timeout,eventhandling,replay,tracing,modelling,common,digest,io,util","SQLErrorCodesResolver,MethodCommandHandlerDefinition$MethodCommandHandlingMember,MethodCommandHandlerDefinition,MessageHandler,MessageHandlingMember,WrappedMessageHandlingMember,MultiHandlerEnhancerDefinition,SequencingPolicy,ChainedMessageHandlerInterceptorMember,MessageHandlerTimeout,HandlerComparator,ClasspathHandlerDefinition,HandlerDefinition,MultiHandlerDefinition,HasHandlerAttributes,HandlerEnhancerDefinition,ClasspathHandlerEnhancerDefinition,AnnotatedHandlerInspector,AnnotatedHandlerInspector$ExecutableSignature,UnsupportedHandlerException,MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember,MessageHandlerInterceptorMemberChain,MessageHandlerInterceptorDefinition,NoMoreInterceptors,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember,ResultHandler,MessageInterceptingMember,HierarchicalSequencingPolicy,FallbackSequencingPolicy,HandlerTimeoutHandlerEnhancerDefinition,HandlerTimeoutConfiguration,TaskTimeoutSettings,EventHandlerRegistry,EventHandler,SimpleEventHandlingComponent,NoHandlerForEventException,EventHandlingMember,MethodEventHandlerDefinition,MethodSequencingPolicyEventHandlerDefinition,MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember,AnnotatedEventHandlingComponent,MethodEventHandlerDefinition$MethodEventMessageHandlingMember,ResetHandler,ReplayBlockingEventHandlingComponent,ReplayStatusChangedHandlerRegistry,ReplayStatusChangedHandler,ResetHandlerRegistry,AllowReplay,ReplayAwareMessageHandlerWrapper,DisallowReplay,ReplayAwareMessageHandlerWrapper$ReplayBlockingMessageHandlingMember,MethodQueryHandlerDefinition,MethodQueryHandlerDefinition$MethodQueryHandlingMember,TracingHandlerEnhancerDefinition,TracingHandlerEnhancerDefinition$Builder,TracingHandlerEnhancerDefinition$1,StateEvolvingException,AnnotationBasedEntityEvolvingComponent,AxonConfigurationException,PriorityAnnotationComparator,Digester,IOUtils,ClasspathResolver,MavenArtifactVersionResolver",""
10,4,15,50,"axon-common-5.1.0,axon-conversion-5.1.0,axon-messaging-5.1.0,axoniq-spring-boot-autoconfigure-5.1.0","common,configuration,infra,conversion,core,eventhandling,processing,errorhandling,pooled,segmenting,subscribing,eventstreaming,springboot,autoconfig","BuilderUtils,ConfigurationExtension,ExtensibleConfigurer,ExtendedConfiguration,ConfigurationExtensions,ComponentDescriptor,PassThroughConverter,EmptyApplicationContext,SubscribableEventSource,EventHandlingComponent,DelegatingEventHandlingComponent,EventProcessorModule,EventHandlingComponentsConfigurer$CompletePhase,EventHandlingComponentsConfigurer$RequiredComponentPhase,EventProcessorModule$EventHandlingPhase,EventHandlingComponentsConfigurer,SubscribableEventSourceDefinition,EventProcessorConfiguration,EventProcessorCustomization,EventProcessingConfigurer,DefaultEventHandlingComponentsConfigurer,EventProcessorModule$CustomizationPhase,ProcessorEventHandlingComponents,EventProcessingException,ErrorHandler,PropagatingErrorHandler,ErrorContext,PooledStreamingEventProcessor,MaxSegmentProvider,PooledStreamingEventProcessor$SegmentToken,PooledStreamingEventProcessorModule,PooledStreamingEventProcessorsConfigurer,PooledStreamingEventProcessorModule$Customization,PooledStreamingEventProcessorConfiguration,SequencingEventHandlingComponent,SequenceOverridingEventHandlingComponent,SequenceCachingEventHandlingComponent$SequenceIdentifiersCache,SequenceCachingEventHandlingComponent,SubscribingEventProcessorModule,SubscribingEventProcessor,SubscribingEventProcessorConfiguration,SubscribingEventProcessorsConfigurer,SubscribingEventProcessorModule$Customization,StreamableEventSource,TrackingTokenSource,DeadLetterQueueProcessorProperties$DlqCache,DeadLetterQueueProcessorProperties$Dlq,DeadLetterQueueProcessorProperties$DlqProcessorSettings,DeadLetterQueueProcessorProperties,DeadLetterQueueAutoConfiguration",""
12,4,15,50,"axoniq-spring-boot-autoconfigure-5.1.0,axon-common-5.1.0,axon-messaging-5.1.0,axon-server-connector-5.1.0","springboot,actuator,axonserver,autoconfig,connection,configuration,lifecycle,processing,streaming,segmenting,api,command,event,query","TagsConfigurationProperties,HealthStatus,AxonServerStatusAggregator,AxonServerHealthIndicator,AxonServerActuatorAutoConfiguration,AxonServerAutoConfiguration,AxonServerAutoConfiguration$1,AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails,AxonServerTestContainerConnectionDetailsFactory,AxonServerConnectionDetails,AxonServerDockerComposeConnectionDetailsFactory,DefaultComponentRegistry$1,SearchScope,ShutdownLatch,ShutdownLatch$ActivityHandle,ShutdownInProgressException,EventProcessor,StreamingEventProcessor,EventTrackerStatus,WrappedTrackerStatus,EventTrackerStatusChangeListener,AddedTrackerStatus,RemovedTrackerStatus,AxonServerConfiguration$HeartbeatConfiguration,AxonServerConfiguration$Builder,AxonServerConfiguration$EventStoreConfiguration,AxonServerConnectionManager$Builder,AxonServerConfiguration,AxonServerConnectionManager,AxonServerConfiguration$Eventhandling$ProcessorSettings,AxonServerConfiguration$FlowControlConfiguration,AxonServerConfiguration$Eventhandling,ConnectionManager,TagsConfiguration,AxonServerCommandBusConnector$FutureResultCallback,AxonServerCommandBusConnector,TopologyChange$HandlerSubscription,TopologyChangeListener,TopologyChange,AxonServerConfigurationEnhancer,TopologyChange$1,ManagedChannelCustomizer,TopologyChange$Type,EventProcessorInfoUtils,EventProcessorControlService$AxonProcessorInstructionHandler,EventProcessorControlService,AxonServerQueryBusConnector,QueryResponseMessageStream,AxonServerQueryBusConnector$LocalSegmentAdapter,AxonServerQueryBusConnector$AxonServerUpdateCallback",""
