"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1","InMemoryEventStorageEngine$1",2,"37,83,83",2,"39,245,9,9",,28,0,12,8,87,-1,1,9,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream","InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream",2,"37,83,83",2,"39,245,9,9",,28,0,12,6,35,-1,1,5,""
"org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker$AggregateSequencer","AggregateBasedConsistencyMarker$AggregateSequencer",2,"80,83,83",2,"86,245,9,9",,30,0,11,6,78,79,5,1,""
"org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker","AggregateBasedConsistencyMarker",2,"80,83,83",2,"86,245,9,9",,30,0,11,6,99,-1,7,8,""
"org.axonframework.eventsourcing.eventstore.AnnotationBasedTagResolver","AnnotationBasedTagResolver",2,"721,83,83",2,"721,245,9,9",,31,0,3,5,13,-1,1,7,""
"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingAppender","InterceptingEventStore$InterceptingAppender",0,"75,886,885",0,"388,16,26,6",,32,0,9,9,21,129,2,7,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$OriginConsistencyMarker","ConsistencyMarkers$OriginConsistencyMarker",2,"60,83,83",2,"60,245,9,9",,33,0,13,3,48,7,2,2,""
"org.axonframework.eventsourcing.eventstore.StartPosition","StartPosition",2,"23,83,83",2,"47,245,9,9",,19,0,6,2,1,63,1,1,""
"org.axonframework.eventsourcing.eventstore.SourcingCondition","SourcingCondition",2,"90,83,83",2,"47,245,9,9",,34,0,14,9,21,-1,12,4,""
"org.axonframework.eventsourcing.eventstore.TaggedEventMessage","TaggedEventMessage",2,"37,83,83",2,"39,245,9,9",,35,0,12,9,41,-1,15,2,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine$AppendTransaction","EventStorageEngine$AppendTransaction",2,"83,83,83",2,"60,245,9,9",,36,0,13,8,9,-1,12,1,""
"org.axonframework.eventsourcing.eventstore.AppendCondition","AppendCondition",2,"83,83,83",2,"60,245,9,9",,37,0,13,9,4,-1,12,5,""
"org.axonframework.eventsourcing.eventstore.AppendEventsTransactionRejectedException","AppendEventsTransactionRejectedException",2,"721,83,83",2,"721,245,9,9",,38,0,11,5,20,133,4,2,""
"org.axonframework.eventsourcing.eventstore.GlobalIndexPosition","GlobalIndexPosition",2,"23,83,83",2,"47,245,9,9",,39,0,6,6,86,-1,4,2,""
"org.axonframework.eventsourcing.eventstore.TagResolver","TagResolver",2,"53,83,83",2,"60,245,9,9",,40,0,9,5,21,120,7,2,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$InfinityConsistencyMarker","ConsistencyMarkers$InfinityConsistencyMarker",2,"60,83,83",2,"60,245,9,9",,33,0,13,3,23,7,2,2,""
"org.axonframework.eventsourcing.eventstore.AggregateSequenceNumberPosition","AggregateSequenceNumberPosition",2,"23,83,83",2,"47,245,9,9",,41,0,6,6,94,-1,4,2,""
"org.axonframework.eventsourcing.eventstore.GenericTaggedEventMessage","GenericTaggedEventMessage",2,"721,83,83",2,"721,245,9,9",,42,0,3,5,2,133,1,4,""
"org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy","SnapshotPolicy",5,"57,385,385",0,"57,16,26,6",,26,0,10,4,93,39,5,4,""
"org.axonframework.eventsourcing.eventstore.EventCoordinator","EventCoordinator",2,"80,83,83",2,"86,245,9,9",,27,0,11,4,61,109,4,3,""
"org.axonframework.eventsourcing.eventstore.EventCoordinator$Handle","EventCoordinator$Handle",2,"80,83,83",2,"86,245,9,9",,43,0,11,4,63,110,6,1,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarker","ConsistencyMarker",2,"60,83,83",2,"60,245,9,9",,33,0,13,9,0,32,24,5,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine","EventStorageEngine",2,"83,83,83",2,"60,245,9,9",,44,0,9,9,50,-1,9,11,""
"org.axonframework.eventsourcing.snapshot.api.EvolutionResult","EvolutionResult",5,"57,385,385",0,"57,16,26,6",,45,0,10,4,94,-1,4,0,""
"org.axonframework.eventsourcing.eventstore.EmptyAppendTransaction","EmptyAppendTransaction",2,"83,83,83",2,"60,245,9,9",,46,0,13,5,1,-1,3,2,""
"org.axonframework.eventsourcing.eventstore.DefaultAppendCondition","DefaultAppendCondition",2,"83,83,83",2,"60,245,9,9",,37,0,13,4,56,89,1,3,""
"org.axonframework.eventsourcing.EntityMissingAfterFirstEventException","EntityMissingAfterFirstEventException",0,"388,886,885",0,"388,16,26,6",,47,0,0,1,53,120,1,0,""
"org.axonframework.eventsourcing.EntityMissingAfterLoadOrCreateException","EntityMissingAfterLoadOrCreateException",0,"388,886,885",0,"388,16,26,6",,48,0,0,1,45,120,1,0,""
"org.axonframework.eventsourcing.eventstore.AnnotationBasedTagResolver$TagResolutionException","AnnotationBasedTagResolver$TagResolutionException",2,"721,83,83",2,"721,245,9,9",,49,0,3,1,82,-1,1,0,""
"org.axonframework.eventsourcing.handler.SnapshottingSourcingHandler","SnapshottingSourcingHandler",0,"388,886,885",0,"388,16,26,6",,50,0,0,9,44,-1,1,19,""
"org.axonframework.eventsourcing.eventstore.AbstractConsistencyMarker","AbstractConsistencyMarker",2,"60,83,83",2,"60,245,9,9",,51,0,13,3,49,-1,2,1,""
"org.axonframework.eventsourcing.eventstore.StorageEngineBackedEventStore","StorageEngineBackedEventStore",2,"83,83,83",2,"60,245,9,9",,52,0,9,9,59,-1,1,19,""
"org.axonframework.eventsourcing.eventstore.NoAppendCondition","NoAppendCondition",2,"60,83,83",2,"60,245,9,9",,37,0,13,4,23,89,1,3,""
"org.axonframework.eventsourcing.eventstore.EventStoreException","EventStoreException",6,"1018,1042,1042",6,"1018,137,2,21",,53,0,15,2,3,149,1,1,""
"org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils","AggregateBasedEventStorageEngineUtils",2,"721,83,83",2,"721,245,9,9",,54,0,11,6,2,-1,3,5,""
"org.axonframework.eventsourcing.eventstore.MultiTagResolver","MultiTagResolver",2,"53,83,83",2,"60,245,9,9",,55,0,9,3,13,129,0,3,""
"org.axonframework.eventsourcing.eventstore.InterceptingEventStore","InterceptingEventStore",0,"75,886,885",0,"388,16,26,6",,56,0,1,9,50,89,2,15,""
"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingEventStoreTransaction","InterceptingEventStore$InterceptingEventStoreTransaction",0,"75,886,885",0,"388,16,26,6",,56,0,1,9,34,120,1,9,""
"org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver","SQLErrorCodesResolver",0,"20,886,885",3,"20,3,13,8",,57,0,4,3,29,-1,0,4,""
"org.axonframework.eventsourcing.eventstore.jpa.SQLStateResolver","SQLStateResolver",6,"965,1042,1042",6,"965,137,2,21",,58,0,11,2,62,15,0,2,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$1","AggregateBasedJpaEventStorageEngine$1",2,"80,83,83",2,"86,245,9,9",,59,0,11,3,9,43,1,2,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine","AggregateBasedJpaEventStorageEngine",2,"80,83,83",2,"86,245,9,9",,59,0,11,10,59,43,2,51,""
"org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator","JpaPollingEventCoordinator",2,"82,83,83",2,"82,245,9,9",,60,0,16,4,50,126,1,5,""
"org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator$1","JpaPollingEventCoordinator$1",2,"82,83,83",2,"82,245,9,9",,60,0,16,4,76,12,1,3,""
"org.axonframework.eventsourcing.eventstore.DefaultEventStoreTransaction","DefaultEventStoreTransaction",2,"83,83,83",2,"60,245,9,9",,61,0,13,9,38,-1,1,16,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$TokenAndEvent","AggregateBasedJpaEventStorageEngine$TokenAndEvent",2,"80,83,83",2,"86,245,9,9",,62,0,11,3,44,110,1,2,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$2","AggregateBasedJpaEventStorageEngine$2",2,"80,83,83",2,"86,245,9,9",,59,0,11,6,27,5,1,6,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry","AggregateEventEntry",2,"80,83,83",2,"86,245,9,9",,63,0,11,3,61,-1,3,1,""
"org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations","GapAwareTrackingTokenOperations",2,"80,83,83",2,"86,245,9,9",,64,0,11,4,30,110,1,4,""
"org.axonframework.eventsourcing.eventstore.StreamSpliterator","StreamSpliterator",2,"80,83,83",2,"86,245,9,9",,65,0,11,2,1,43,1,1,""
"org.axonframework.eventsourcing.eventstore.TooManyTagsOnEventMessageException","TooManyTagsOnEventMessageException",2,"721,83,83",2,"721,245,9,9",,66,0,9,3,92,-1,1,2,""
"org.axonframework.eventsourcing.eventstore.DefaultSourcingCondition","DefaultSourcingCondition",2,"90,83,83",2,"47,245,9,9",,34,0,14,4,26,-1,1,3,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$AggregateSource","AggregateBasedJpaEventStorageEngine$AggregateSource",2,"80,83,83",2,"86,245,9,9",,67,0,11,4,90,15,1,3,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration","AggregateBasedJpaEventStorageEngineConfiguration",2,"80,83,83",2,"86,245,9,9",,68,0,11,3,47,110,1,4,""
"org.axonframework.eventsourcing.eventstore.ContinuousMessageStream","ContinuousMessageStream",7,"390,737,737",7,"434,45,20,27",,69,0,9,7,36,121,1,6,""
"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$EntityFactoryPhase","EventSourcedEntityModule$EntityFactoryPhase",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,6,35,139,4,3,""
"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$MessagingModelPhase","EventSourcedEntityModule$MessagingModelPhase",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,5,49,115,3,2,""
"org.axonframework.eventsourcing.configuration.AnnotatedEventSourcedEntityModule","AnnotatedEventSourcedEntityModule",1,"1130,1130,1114",1,"1130,51,1,10",,70,0,2,10,0,116,1,27,""
"org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$1","SimpleEventSourcedEntityModule$1",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,4,20,5,1,3,""
"org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$2","SimpleEventSourcedEntityModule$2",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,4,93,5,1,3,""
"org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$4","SimpleEventSourcedEntityModule$4",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,4,1,5,1,3,""
"org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$5","SimpleEventSourcedEntityModule$5",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,4,73,5,1,3,""
"org.axonframework.eventsourcing.configuration.EventSourcingConfigurationDefaults","EventSourcingConfigurationDefaults",0,"75,886,885",2,"60,245,9,9",,71,0,9,8,35,105,1,13,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarkers","ConsistencyMarkers",2,"60,83,83",2,"60,245,9,9",,72,0,13,2,84,7,0,2,""
"org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$3","SimpleEventSourcedEntityModule$3",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,4,77,5,1,3,""
"org.axonframework.eventsourcing.configuration.EventSourcingConfigurer","EventSourcingConfigurer",1,"104,1130,1114",1,"278,51,1,10",,73,0,18,8,0,13,0,15,""
"org.axonframework.eventsourcing.eventstore.PayloadBasedTagResolver","PayloadBasedTagResolver",2,"721,83,83",2,"721,245,9,9",,74,0,3,3,99,-1,0,3,""
"org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule","SimpleEventSourcedEntityModule",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,10,40,-1,6,41,""
"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule","EventSourcedEntityModule",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,6,85,116,3,7,""
"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$OptionalPhase","EventSourcedEntityModule$OptionalPhase",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,6,80,139,4,5,""
"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$CriteriaResolverPhase","EventSourcedEntityModule$CriteriaResolverPhase",1,"106,1130,1114",1,"106,51,1,10",,70,0,17,6,81,116,4,3,""
"org.axonframework.conversion.ChainedConverter$RouteCalculator","ChainedConverter$RouteCalculator",8,"125,143,143",8,"124,252,35,12",,75,0,19,3,4,121,1,2,""
"org.axonframework.conversion.ChainedConverter$Route","ChainedConverter$Route",8,"125,143,143",8,"124,252,35,12",,76,0,19,3,15,121,2,2,""
"org.axonframework.conversion.DelegatingGeneralConverter","DelegatingGeneralConverter",3,"383,383,383",4,"383,21,60,14",,77,0,20,5,26,1,1,4,""
"org.axonframework.conversion.jackson.JsonNodeToByteArrayConverter","JsonNodeToByteArrayConverter",8,"125,143,143",8,"124,252,35,12",,78,0,19,3,11,-1,1,2,""
"org.axonframework.conversion.jackson.ObjectNodeToJsonNodeConverter","ObjectNodeToJsonNodeConverter",8,"125,143,143",8,"124,252,35,12",,79,0,19,2,21,57,1,1,""
"org.axonframework.conversion.jackson.JsonNodeToObjectNodeConverter","JsonNodeToObjectNodeConverter",8,"125,143,143",8,"124,252,35,12",,80,0,19,3,74,-1,1,2,""
"org.axonframework.conversion.jackson.ByteArrayToJsonNodeConverter","ByteArrayToJsonNodeConverter",8,"125,143,143",8,"124,252,35,12",,81,0,19,3,77,-1,1,2,""
"org.axonframework.conversion.jackson.JacksonConverter","JacksonConverter",8,"125,143,143",8,"124,252,35,12",,82,0,19,5,8,-1,1,9,""
"org.axonframework.conversion.converter.ByteArrayToStringConverter","ByteArrayToStringConverter",8,"125,143,143",8,"124,252,35,12",,83,0,19,1,77,150,0,1,""
"org.axonframework.conversion.converter.ByteArrayToInputStreamConverter","ByteArrayToInputStreamConverter",8,"125,143,143",8,"124,252,35,12",,84,0,19,1,69,150,0,1,""
"org.axonframework.conversion.converter.StringToByteArrayConverter","StringToByteArrayConverter",8,"125,143,143",8,"124,252,35,12",,85,0,19,1,27,150,0,1,""
"org.axonframework.conversion.converter.InputStreamToByteArrayConverter","InputStreamToByteArrayConverter",8,"143,143,143",8,"127,255,35,12",,86,0,21,2,78,153,0,2,""
"org.axonframework.conversion.converter.BlobToInputStreamConverter","BlobToInputStreamConverter",8,"143,143,143",8,"127,255,35,12",,87,0,21,2,59,153,0,2,""
"org.axonframework.conversion.GeneralConverter","GeneralConverter",1,"1130,1130,1114",1,"1130,51,1,10",,88,0,2,5,46,-1,5,1,""
"org.axonframework.conversion.ChainingContentTypeConverter","ChainingContentTypeConverter",8,"125,143,143",8,"124,252,35,12",,89,0,19,5,57,-1,3,5,""
"org.axonframework.conversion.ContentTypeConverter","ContentTypeConverter",8,"125,143,143",8,"124,252,35,12",,90,0,19,3,48,117,19,0,""
"org.axonframework.conversion.ChainedConverter","ChainedConverter",8,"125,143,143",8,"124,252,35,12",,91,0,19,3,66,117,1,5,""
"org.axonframework.conversion.ConversionException","ConversionException",8,"143,143,143",8,"127,255,35,12",,92,0,21,5,7,-1,20,1,""
"org.axonframework.conversion.Converter","Converter",3,"383,383,383",4,"383,21,60,14",,93,0,20,10,30,110,52,1,""
"org.axonframework.conversion.CachingSupplier","CachingSupplier",3,"383,383,383",4,"383,21,60,14",,94,0,22,2,71,-1,2,0,""
"org.axonframework.conversion.jackson2.Jackson2Converter","Jackson2Converter",8,"125,143,143",8,"124,252,35,12",,95,0,19,5,74,-1,0,9,""
"org.axonframework.conversion.jackson2.JsonNodeToByteArrayConverter","JsonNodeToByteArrayConverter",8,"125,143,143",8,"124,252,35,12",,96,0,19,3,70,138,1,2,""
"org.axonframework.conversion.jackson2.ByteArrayToJsonNodeConverter","ByteArrayToJsonNodeConverter",8,"125,143,143",8,"124,252,35,12",,97,0,19,3,62,138,1,2,""
"org.axonframework.conversion.jackson2.JsonNodeToObjectNodeConverter","JsonNodeToObjectNodeConverter",8,"125,143,143",8,"124,252,35,12",,98,0,19,3,94,138,1,2,""
"org.axonframework.conversion.jackson2.ObjectNodeToJsonNodeConverter","ObjectNodeToJsonNodeConverter",8,"125,143,143",8,"124,252,35,12",,99,0,19,2,38,-1,1,1,""
"org.axonframework.conversion.PassThroughConverter","PassThroughConverter",9,"612,683,683",0,"615,16,26,6",,100,0,20,2,2,-1,0,2,""
"org.axonframework.conversion.avro.DefaultSchemaIncompatibilityChecker","DefaultSchemaIncompatibilityChecker",8,"143,143,143",8,"127,255,35,12",,101,0,21,3,0,76,1,2,""
"org.axonframework.conversion.avro.AvroUtil","AvroUtil",8,"143,143,143",8,"127,255,35,12",,102,0,21,3,21,121,5,1,""
"org.axonframework.conversion.avro.ByteArrayToGenericRecordConverter","ByteArrayToGenericRecordConverter",8,"143,143,143",8,"127,255,35,12",,103,0,21,3,16,-1,1,3,""
"org.axonframework.conversion.avro.AvroConverter","AvroConverter",8,"143,143,143",8,"127,255,35,12",,104,0,21,5,49,122,0,10,""
"org.axonframework.conversion.avro.SpecificRecordBaseConverterStrategy","SpecificRecordBaseConverterStrategy",8,"143,143,143",8,"127,255,35,12",,105,0,21,4,35,76,1,7,""
"org.axonframework.conversion.avro.GenericRecordToByteArrayConverter","GenericRecordToByteArrayConverter",8,"143,143,143",8,"127,255,35,12",,106,0,21,3,90,-1,0,3,""
"org.axonframework.conversion.avro.SchemaIncompatibilityChecker","SchemaIncompatibilityChecker",8,"143,143,143",8,"127,255,35,12",,107,0,21,3,11,76,3,1,""
"org.axonframework.conversion.avro.AvroConverterStrategy","AvroConverterStrategy",8,"143,143,143",8,"127,255,35,12",,108,0,21,3,74,122,3,2,""
"org.axonframework.conversion.avro.AvroConverterConfiguration","AvroConverterConfiguration",8,"143,143,143",8,"127,255,35,12",,109,0,21,3,73,76,1,4,""
"org.axonframework.conversion.avro.AvroConverterStrategyConfiguration","AvroConverterStrategyConfiguration",8,"143,143,143",8,"127,255,35,12",,110,0,21,3,17,75,4,0,""
"org.axonframework.update.UpdateChecker","UpdateChecker",10,"153,166,166",9,"153,208,16,2",,111,0,23,4,5,76,1,11,""
"org.axonframework.update.UpdateCheckerHttpClient","UpdateCheckerHttpClient",10,"153,166,166",9,"153,208,16,2",,112,0,23,4,40,-1,2,4,""
"org.axonframework.update.detection.MachineId","MachineId",10,"153,166,166",9,"153,208,16,2",,113,0,23,2,31,76,1,1,""
"org.axonframework.update.common.DelayedTask","DelayedTask",10,"153,166,166",9,"153,208,16,2",,114,0,23,2,70,76,1,1,""
"org.axonframework.update.detection.KotlinVersion","KotlinVersion",10,"153,166,166",9,"153,208,16,2",,115,0,23,2,65,76,1,1,""
"org.axonframework.update.detection.AxonVersionDetector","AxonVersionDetector",10,"165,166,166",9,"165,208,16,2",,116,0,24,3,82,121,1,2,""
"org.axonframework.update.detection.TestEnvironmentDetector","TestEnvironmentDetector",10,"153,166,166",9,"153,208,16,2",,117,0,23,2,43,25,1,1,""
"org.axonframework.update.UpdateCheckerConfigurationEnhancer","UpdateCheckerConfigurationEnhancer",10,"153,166,166",9,"153,208,16,2",,118,0,23,6,90,15,0,13,""
"org.axonframework.update.LoggingUpdateCheckerReporter","LoggingUpdateCheckerReporter",10,"166,166,166",9,"166,208,16,2",,119,0,25,4,69,32,1,7,""
"org.axonframework.update.configuration.CommandLineUsagePropertyProvider","CommandLineUsagePropertyProvider",10,"153,166,166",9,"153,208,16,2",,120,0,23,3,1,-1,1,2,""
"org.axonframework.update.configuration.EnvironmentVariableUsagePropertyProvider","EnvironmentVariableUsagePropertyProvider",10,"162,166,166",9,"162,208,16,2",,120,0,26,3,99,15,1,3,""
