"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: Community_Detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
1,125,"org.axonframework.test.matchers.PayloadsMatcher,org.axonframework.test.matchers.AllFieldsFilter,org.axonframework.test.util.MessageMonitorReport$Report$Ignored,org.axonframework.test.util.MessageMonitorReport$Report$Success,org.axonframework.test.util.MessageMonitorReport$Report$Failure,org.axonframework.test.extension.ProvidedAxonTestFixture,org.axonframework.common.TypeReflectionUtils$VarMap$ParameterizedTypeImpl,org.axonframework.common.TypeReflectionUtils$VarMap$UnresolvedTypeVariableException,org.axonframework.common.jdbc.ConnectionWrapperFactory$NoOpCloseHandler",""
0.95,1,"org.axonframework.messaging.eventstreaming.TagAndTypeFilteredEventCriteria",""
0.9,2,"org.axonframework.messaging.core.annotation.ChainedMessageHandlerInterceptorMember,org.axonframework.messaging.core.interception.annotation.NoMoreInterceptors",""
0.83,21,"org.axonframework.common.configuration.HierarchicalConfiguration,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$IdTypeParameterResolver,org.axonframework.conversion.avro.AvroConverterStrategyConfiguration,org.axonframework.messaging.core.FilteringMessageStream,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$1,org.axonframework.messaging.core.FilteringMessageStream$Single,org.axonframework.messaging.core.MappedMessageStream$Single,org.axonframework.messaging.core.OnNextMessageStream$Single,org.axonframework.messaging.core.AbstractMessage",""
0.82,1,"org.axonframework.messaging.eventstreaming.AnyEvent",""
0.8,11,"org.axonframework.test.util.MessageMonitorReport$Report,org.axonframework.messaging.core.CloseCallbackMessageStream,org.axonframework.messaging.core.MessageStreamUtils,org.axonframework.messaging.core.IgnoredEntriesMessageStream,org.axonframework.messaging.core.TruncateFirstMessageStream,org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory,org.axonframework.messaging.core.retry.RetryScheduler$Dispatcher,org.axonframework.messaging.core.retry.RetryScheduler,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$ProcessingEntry",""
0.79,1,"org.axonframework.messaging.eventstreaming.OrEventCriteria",""
0.76,1,"org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain$InterceptingDispatcher",""
0.73,1,"org.axonframework.messaging.core.QueueMessageStream",""
0.72,1,"org.axonframework.messaging.eventstreaming.TagFilteredEventCriteria",""
0.71,2,"org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessor,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$EventFilter",""
0.7,9,"org.axonframework.common.configuration.DecoratorDefinition$CompletedDecoratorDefinition,org.axonframework.messaging.core.annotation.PayloadParameterResolver,org.axonframework.messaging.core.MappedMessageStream,org.axonframework.messaging.core.OnNextMessageStream,org.axonframework.messaging.commandhandling.tracing.CommandBusSpanFactory,org.axonframework.messaging.eventstreaming.OrEventCriteriaBuilder,org.axonframework.messaging.eventhandling.configuration.EventProcessorCustomization,org.axonframework.messaging.eventstreaming.EventTypeRestrictableOrEventCriteria,org.axonframework.messaging.core.FluxMessageStream",""
0.68,1,"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule$CustomizationPhase",""
0.67,97,"org.axonframework.test.fixture.AxonTestPhase$Then$Event,org.axonframework.test.util.CallbackBehavior,org.axonframework.test.util.DefaultCallbackBehavior,org.axonframework.test.matchers.PayloadMatcher,org.axonframework.test.AxonAssertionError,org.axonframework.test.extension.AxonFrameworkExtension,org.axonframework.test.util.MessageMonitorReport,org.axonframework.common.TypeReflectionUtils$VarMap,org.axonframework.common.property.DirectPropertyAccessStrategy",""
0.64,3,"org.axonframework.common.configuration.ApplicationConfigurer,org.axonframework.messaging.core.MessageDecorator,org.axonframework.messaging.eventstreaming.TrackingTokenSource",""
0.62,4,"org.axonframework.messaging.eventstreaming.EventCriterion,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$EntityFactoryPhase,org.axonframework.messaging.core.GenericResultMessage,org.axonframework.modelling.entity.PolymorphicEntityMetamodel$Builder",""
0.61,3,"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule$EventHandlingPhase,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingHandler,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain$InterceptingHandler",""
0.6,26,"org.axonframework.test.fixture.AxonTestPhase$When$Nothing,org.axonframework.test.fixture.AxonTestPhase$When$Command,org.axonframework.test.fixture.AxonTestPhase$When$Event,org.axonframework.test.util.RecordingMessageMonitor,org.axonframework.common.caching.AbstractCacheAdapter,org.axonframework.common.configuration.LifecycleHandler,org.axonframework.modelling.repository.Repository$LifecycleManagement,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.EventSourcedEntityFactoryDefinition",""
0.58,2,"org.axonframework.messaging.core.MessageDispatchInterceptorChain,org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder",""
0.57,7,"org.axonframework.common.configuration.ComponentFactory,org.axonframework.messaging.commandhandling.distributed.CommandBusConnector$Handler,org.axonframework.update.UpdateCheckerHttpClient,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel,org.axonframework.modelling.entity.child.SingleEntityChildMetamodel$Builder,org.axonframework.modelling.entity.child.ListEntityChildMetamodel,org.axonframework.modelling.entity.child.ListEntityChildMetamodel$Builder",""
0.56,4,"org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingHandler,org.axonframework.messaging.eventhandling.interception.EventMessageHandlerInterceptorChain,org.axonframework.modelling.entity.ConcreteEntityMetamodel$Builder",""
0.54,5,"org.axonframework.test.util.RecordingMessageMonitor$1,org.axonframework.messaging.core.unitofwork.transaction.TransactionalExecutorProvider,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$SubscriptionQueryInterceptingDispatcher,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$SubscribeToUpdatesInterceptingDispatcher,org.axonframework.messaging.queryhandling.QueryHandlingComponent",""
0.53,5,"org.axonframework.test.fixture.AxonTestPhase$Setup,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$2,org.axonframework.messaging.eventhandling.processing.streaming.pooled.ClaimTask,org.axonframework.messaging.core.FluxUtils,org.axonframework.modelling.configuration.StateBasedEntityModule",""
0.52,6,"org.axonframework.test.fixture.AxonTestPhase$Then$Command,org.axonframework.modelling.annotation.EntityIdResolverDefinition,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule,org.axonframework.messaging.core.sequencing.SequentialPerAggregatePolicy,org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken,org.axonframework.messaging.eventhandling.gateway.EventPublishingUtils",""
0.5,54,"org.axonframework.test.fixture.AxonTestPhase$Then$Nothing,org.axonframework.test.extension.AxonTestFixtureProvider,org.axonframework.common.jdbc.ConnectionExecutor,org.axonframework.common.caching.JCacheAdapter,org.axonframework.common.jpa.EntityManagerExecutor,org.axonframework.common.configuration.DecoratorDefinition$1,org.axonframework.common.configuration.DecoratorDefinition$2,org.axonframework.eventsourcing.eventstore.GlobalIndexPosition,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver$WrappedEventCriteriaBuilderMethod",""
0.49,4,"org.axonframework.messaging.eventhandling.EventHandler,org.axonframework.messaging.queryhandling.distributed.QueryBusConnector$Handler,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain,org.axonframework.messaging.core.interception.LoggingInterceptor",""
0.48,10,"org.axonframework.test.fixture.AxonTestWhen$Event,org.axonframework.test.fixture.AxonTestWhen$Command,org.axonframework.test.fixture.AxonTestWhen$Nothing,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$EntityIdResolverPhase,org.axonframework.messaging.core.unitofwork.ResourceOverridingProcessingContext,org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$QueryInterceptingDispatcher,org.axonframework.messaging.tracing.TracingHandlerEnhancerDefinition$1,org.axonframework.modelling.configuration.StateBasedEntityModule$MessagingMetamodelPhase",""
0.47,19,"org.axonframework.test.fixture.AxonTestPhase$Then$Message,org.axonframework.common.caching.Cache,org.axonframework.common.configuration.ComponentLifecycleHandler,org.axonframework.conversion.avro.AvroConverterStrategy,org.axonframework.messaging.core.CompletionCallbackMessageStream,org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry$GenericMonitorDefinition,org.axonframework.messaging.commandhandling.RoutingStrategy,org.axonframework.messaging.core.sequencing.SequentialPolicy,org.axonframework.messaging.eventhandling.processing.streaming.pooled.SplitTask",""
0.46,7,"org.axonframework.test.fixture.AxonTestThenNothing,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator,org.axonframework.messaging.eventhandling.InterceptingEventSink$InterceptingPublisher,org.axonframework.messaging.core.conversion.DelegatingMessageConverter,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingResponseUpdateDispatcher,org.axonframework.messaging.core.DelegatingMessageStream",""
0.45,2,"org.axonframework.messaging.commandhandling.GenericCommandResultMessage,org.axonframework.messaging.eventhandling.DelegatingEventHandlingComponent",""
0.44,8,"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingEventStoreTransaction,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle,org.axonframework.messaging.commandhandling.gateway.CommandGateway,org.axonframework.messaging.core.DelayedMessageStream,org.axonframework.messaging.eventhandling.conversion.DelegatingEventConverter,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.SequencingEventHandlingComponent,org.axonframework.messaging.queryhandling.distributed.DelegatingQueryBusConnector,org.axonframework.messaging.queryhandling.GenericQueryMessage",""
0.43,15,"org.axonframework.common.configuration.ComponentDefinition$ComponentCreator,org.axonframework.common.configuration.Components,org.axonframework.messaging.eventhandling.TerminalEventMessage,org.axonframework.messaging.commandhandling.configuration.CommandHandlingModule,org.axonframework.messaging.queryhandling.configuration.QueryHandlingModule,org.axonframework.messaging.commandhandling.distributed.DelegatingCommandBusConnector,org.axonframework.messaging.commandhandling.distributed.DistributedCommandBus$DistributedHandler,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorMemberChain,org.axonframework.messaging.commandhandling.tracing.TracingCommandBus$TracingHandler",""
0.42,9,"org.axonframework.test.fixture.RecordingEventSink,org.axonframework.common.configuration.DefaultComponentRegistry$LocalConfiguration,org.axonframework.common.configuration.DecoratedComponent,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1,org.axonframework.conversion.ChainingContentTypeConverter,org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingDispatcher,org.axonframework.messaging.eventstreaming.EventTypeRestrictableEventCriteria,org.axonframework.messaging.eventhandling.processing.streaming.pooled.MergeTask,org.axonframework.messaging.eventhandling.configuration.DefaultEventHandlingComponentsConfigurer",""
0.41,2,"org.axonframework.messaging.commandhandling.GenericCommandMessage,org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember",""
0.4,45,"org.axonframework.test.fixture.Reporter,org.axonframework.eventsourcing.eventstore.EventStoreTransaction,org.axonframework.common.function.ThrowingFunction,org.axonframework.common.caching.EhCacheAdapter,org.axonframework.common.lock.Lock,org.axonframework.messaging.tracing.SpanScope,org.axonframework.eventsourcing.EventSourcingRepository$EventSourcedEntity,org.axonframework.messaging.core.SimpleEntry,org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration",""
0.39,7,"org.axonframework.test.fixture.AxonTestPhase$Then$MessageAssertions,org.axonframework.messaging.commandhandling.CommandHandlerRegistry,org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils,org.axonframework.messaging.eventhandling.configuration.EventProcessingConfigurer,org.axonframework.messaging.queryhandling.distributed.PayloadConvertingQueryBusConnector$1,org.axonframework.messaging.core.annotation.AnnotatedMessageHandlingMemberDefinition,org.axonframework.axonserver.connector.event.EventProcessorInfoUtils",""
0.38,13,"org.axonframework.common.configuration.BaseModule,org.axonframework.extension.tracing.opentelemetry.OpenTelemetrySpanFactory,org.axonframework.eventsourcing.eventstore.EventCoordinator$Handle,org.axonframework.eventsourcing.eventstore.EventCoordinator,org.axonframework.messaging.commandhandling.interception.CommandSequencingInterceptor,org.axonframework.messaging.core.unitofwork.UnitOfWork$UnitOfWorkProcessingContext,org.axonframework.messaging.eventhandling.processing.streaming.pooled.DefaultWorkPackageEventFilter,org.axonframework.messaging.eventhandling.processing.errorhandling.ErrorContext,org.axonframework.messaging.queryhandling.tracing.DefaultQueryBusSpanFactory",""
0.37,4,"org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain,org.axonframework.messaging.core.annotation.HandlerDefinition,org.axonframework.messaging.eventhandling.processing.ProcessorEventHandlingComponents,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$Builder",""
0.36,17,"org.axonframework.test.fixture.AxonTestPhase,org.axonframework.common.configuration.ComponentDecorator,org.axonframework.common.configuration.DefaultDecoratorDefinition,org.axonframework.messaging.eventstreaming.StreamableEventSource,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedMessageStream,org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedSourcingEventMessageStream,org.axonframework.messaging.commandhandling.distributed.CommandBusConnector,org.axonframework.messaging.core.unitofwork.LegacyMessageSupportingContext,org.axonframework.messaging.eventhandling.replay.annotation.ReplayAwareMessageHandlerWrapper$ReplayBlockingMessageHandlingMember",""
0.35,6,"org.axonframework.common.configuration.DecoratorDefinition$PartialDecoratorDefinition,org.axonframework.messaging.commandhandling.CommandHandlingComponent,org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry,org.axonframework.messaging.eventhandling.InterceptingEventSink,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$Builder,org.axonframework.messaging.queryhandling.distributed.QueryBusConnector",""
0.33,105,"org.axonframework.test.matchers.IgnoreField,org.axonframework.test.FixtureResourceParameterResolverFactory$FailingParameterResolver,org.axonframework.test.server.AxonServerContainer,org.axonframework.test.FixtureResourceParameterResolverFactory,org.axonframework.common.TypeReflectionUtils,org.axonframework.common.jdbc.JdbcUtils,org.axonframework.common.jdbc.JdbcException,org.axonframework.common.util.ExecutorServiceFactory,org.axonframework.common.property.DirectlyAccessedProperty",""
0.32,14,"org.axonframework.modelling.EntityEvolver,org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolverDefinition,org.axonframework.messaging.core.interception.DispatchInterceptorRegistry,org.axonframework.messaging.monitoring.NoOpMessageMonitor,org.axonframework.messaging.commandhandling.annotation.MethodCommandHandlerDefinition$MethodCommandHandlingMember,org.axonframework.messaging.eventhandling.processing.streaming.token.store.TokenStore,org.axonframework.messaging.eventhandling.interception.InterceptingEventHandlingComponent,org.axonframework.messaging.eventhandling.configuration.EventHandlingComponentsConfigurer$RequiredComponentPhase,org.axonframework.messaging.queryhandling.QueryHandler",""
0.31,8,"org.axonframework.test.fixture.RecordingComponentsRegistry,org.axonframework.messaging.commandhandling.gateway.CommandDispatcher,org.axonframework.messaging.core.annotation.MultiHandlerDefinition,org.axonframework.messaging.commandhandling.tracing.TracingCommandBus,org.axonframework.messaging.eventhandling.annotation.MethodEventHandlerDefinition$MethodEventMessageHandlingMember,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.EventTrackerStatus,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember,org.axonframework.modelling.repository.SimpleRepository",""
