"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation",8,11,83,2,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation",11,10,83,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token",11,8,83,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.annotation",8,7,83,2,""
"axon-common-5.0.3","org.axonframework.common.annotation",8,3,83,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventstreaming",5,16,80,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",5,12,80,2,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.util",5,7,80,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation",3,11,73,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.configuration.reflection",3,3,73,2,""
"axon-common-5.0.3","org.axonframework.common.configuration",12,46,58,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.distributed",12,10,58,2,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.command",12,6,58,2,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot",15,19,54,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",7,18,45,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.retry",7,13,45,2,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.util",7,12,45,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",13,78,35,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",13,18,35,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing",13,3,35,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.errorhandling",13,3,35,2,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",16,40,13,2,""
"axon-messaging-5.0.3","org.axonframework.messaging.monitoring",6,6,152,3,""
"axon-common-5.0.3","org.axonframework.common",1,31,124,3,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector",1,27,124,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.annotation",1,7,124,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.tracing",2,5,100,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.gateway",0,5,86,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",4,51,85,3,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",4,40,85,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling",4,22,85,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation",4,17,85,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation",4,11,85,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.monitoring",4,6,85,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.tracing",8,12,83,3,""
"axon-common-5.0.3","org.axonframework.common.jpa",5,4,80,3,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation",3,10,73,3,""
"axon-test-5.0.3","org.axonframework.test",3,4,73,3,""
"axon-test-5.0.3","org.axonframework.test.extension",3,4,73,3,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",12,40,58,3,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.event",12,14,58,3,""
"axon-common-5.0.3","org.axonframework.common.lifecycle",12,4,58,3,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.command",7,6,45,3,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot",16,19,13,3,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",6,78,152,4,""
"axon-common-5.0.3","org.axonframework.common",6,31,152,4,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation",6,10,152,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.correlation",6,6,152,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.sequencing",1,11,124,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.gateway",1,8,124,4,""
"axon-common-5.0.3","org.axonframework.common.util",9,6,101,4,""
"axon-test-5.0.3","org.axonframework.test.util",2,11,100,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.gateway",4,8,85,4,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing",4,6,85,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork.transaction",4,5,85,4,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",8,40,83,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",8,18,83,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.sequencing",8,11,83,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay.annotation",8,10,83,4,""
"axon-common-5.0.3","org.axonframework.common",5,31,80,4,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.query",12,11,58,4,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.query",7,11,45,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.pooled",13,24,35,4,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",13,12,35,4,""
"axon-metrics-micrometer-5.0.3","org.axonframework.extension.metrics.micrometer",1,11,124,5,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.interception",2,6,100,5,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore",0,44,86,5,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling",0,18,86,5,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay.annotation",3,10,73,5,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.annotation.reflection",3,6,73,5,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.util",12,12,58,5,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.segmenting",12,12,58,5,""
"axon-common-5.0.3","org.axonframework.common",7,31,45,5,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector",7,27,45,5,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot",19,19,6,5,""
"axon-metrics-micrometer-5.0.3","org.axonframework.extension.metrics.micrometer",6,11,152,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling",1,22,124,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.tracing",1,7,124,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation",0,17,86,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",4,78,85,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation",8,17,83,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.token",5,8,80,6,""
"axon-conversion-5.0.3","org.axonframework.conversion",15,9,54,6,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",7,78,45,6,""
"axon-test-5.0.3","org.axonframework.test.util",1,11,124,7,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.event",11,14,83,7,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation",8,11,83,7,""
"axon-common-5.0.3","org.axonframework.common.jdbc",5,11,80,7,""
"axon-common-5.0.3","org.axonframework.common.infra",7,8,45,7,""
"axon-modelling-5.0.3","org.axonframework.modelling.annotation",6,10,152,8,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.distributed",2,10,100,8,""
"axon-messaging-5.0.3","org.axonframework.messaging.tracing",1,12,124,9,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.retry",9,13,101,10,""
"axon-modelling-5.0.3","org.axonframework.modelling",4,16,85,10,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore.jpa",11,12,83,10,""
"axon-common-5.0.3","org.axonframework.common",3,31,73,10,""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling",9,22,101,11,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",1,51,124,12,""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling",2,18,100,12,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.configuration",6,14,152,13,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity.child",2,14,100,13,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",13,14,35,13,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork",4,15,85,14,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventstreaming",11,16,83,14,""
"axon-modelling-5.0.3","org.axonframework.modelling.entity.annotation",2,18,100,16,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",8,51,83,16,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",1,78,124,17,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception",6,21,152,18,""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.pooled",5,24,80,18,""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector",12,27,58,18,""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",3,51,73,19,""
"axon-test-5.0.3","org.axonframework.test.matchers",0,23,86,21,""
"axon-spring-boot-autoconfigure-5.0.3","org.axonframework.extension.springboot.autoconfig",15,40,54,21,""
"axon-test-5.0.3","org.axonframework.test.fixture",0,32,86,30,""
"axon-eventsourcing-5.0.3","org.axonframework.eventsourcing.eventstore",11,44,83,37,""
"axon-messaging-5.0.3","org.axonframework.messaging.core",9,78,101,39,""
"axon-common-5.0.3","org.axonframework.common.configuration",6,46,152,43,""
