"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.test.fixture.AxonTestPhase$Then","AxonTestPhase$Then",0,"82,1049,329",0,"17,55,1,22",,0,0,7,0,18,5,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Nothing","AxonTestPhase$Then$Nothing",0,"1049,1049,329",0,"17,55,1,22",,0,0,7,85,7,2,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Event","AxonTestPhase$Then$Event",0,"82,1049,329",0,"82,40,1,22",,0,1,7,58,5,2,""
"org.axonframework.test.fixture.AxonTestPhase$When$Nothing","AxonTestPhase$When$Nothing",0,"1049,1049,329",0,"17,55,1,22",,0,0,7,1,4,3,""
"org.axonframework.test.fixture.AxonTestPhase$When","AxonTestPhase$When",0,"11,1049,329",0,"17,55,1,22",,0,0,7,0,12,5,""
"org.axonframework.test.fixture.AxonTestPhase$When$Event","AxonTestPhase$When$Event",0,"11,1049,329",0,"17,55,1,22",,0,0,7,63,4,3,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Message","AxonTestPhase$Then$Message",0,"82,1049,329",0,"82,40,1,22",,0,1,7,37,8,3,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Command","AxonTestPhase$Then$Command",0,"82,1049,329",0,"82,40,1,22",,0,1,7,12,5,3,""
"org.axonframework.test.matchers.FieldFilter","FieldFilter",0,"78,1049,329",0,"78,248,1,22",,0,3,4,0,9,,""
"org.axonframework.test.matchers.IgnoreField","IgnoreField",3,"85,1049,329",0,"99,177,18,23",,0,4,3,83,1,2,""
"org.axonframework.test.fixture.AxonTestPhase$When$Command","AxonTestPhase$When$Command",0,"11,1049,329",0,"17,55,1,22",,0,0,7,28,4,3,""
"org.axonframework.test.fixture.AxonTestWhen","AxonTestWhen",0,"1049,1049,329",0,"17,55,1,22",,0,0,10,61,5,25,""
"org.axonframework.test.fixture.AxonTestPhase$Setup","AxonTestPhase$Setup",0,"82,1049,329",0,"17,55,1,22",,0,0,6,94,4,2,""
"org.axonframework.test.fixture.AxonTestPhase$Given","AxonTestPhase$Given",0,"1049,1049,329",0,"17,55,1,22",,0,0,7,38,4,8,""
"org.axonframework.test.FixtureExecutionException","FixtureExecutionException",3,"99,85,335",3,"99,177,18,23",,0,5,4,21,4,1,""
"org.axonframework.test.util.RecordingCommandBus","RecordingCommandBus",2,"540,25,25",2,"82,40,39,5",,0,2,10,66,1,15,""
"org.axonframework.test.util.DescriptionUtils","DescriptionUtils",0,"82,1049,329",2,"82,40,39,5",,0,2,1,89,1,,""
"org.axonframework.test.matchers.Matchers","Matchers",0,"52,52,329",0,"62,248,1,22",,0,10,5,65,2,16,""
"org.axonframework.test.matchers.PayloadMatcher","PayloadMatcher",0,"82,1049,329",0,"82,40,1,22",,0,1,3,9,2,1,""
"org.axonframework.test.fixture.AxonTestThenEvent","AxonTestThenEvent",0,"82,1049,329",0,"82,40,1,22",,0,1,7,33,1,10,""
"org.axonframework.test.fixture.RecordingEventBus","RecordingEventBus",0,"649,1049,329",0,"82,40,1,22",,0,0,8,26,1,8,""
"org.axonframework.test.fixture.RecordingEventStore","RecordingEventStore",4,"349,20,20",0,"349,194,1,22",,0,14,9,34,1,12,""
"org.axonframework.test.matchers.MatchAllFieldFilter","MatchAllFieldFilter",0,"78,1049,329",0,"78,248,1,22",,0,3,2,44,1,1,""
"org.axonframework.test.matchers.MapStringEntryMatcher","MapStringEntryMatcher",0,"81,1049,329",0,"81,40,1,22",,0,17,1,83,1,2,""
"org.axonframework.test.fixture.AxonTestPhase$Then$MessageAssertions","AxonTestPhase$Then$MessageAssertions",0,"82,1049,329",0,"82,40,1,22",,0,1,7,64,6,4,""
"org.axonframework.test.fixture.RecordingComponentsRegistry","RecordingComponentsRegistry",0,"82,1049,329",0,"82,40,1,22",,0,0,8,85,8,3,""
"org.axonframework.test.fixture.RecordingCommandBus","RecordingCommandBus",2,"82,1049,329",2,"82,40,39,5",,0,2,10,95,4,10,""
"org.axonframework.test.fixture.RecordingEventSink","RecordingEventSink",0,"82,1049,329",0,"82,40,1,22",,0,0,8,67,5,5,""
"org.axonframework.test.fixture.Reporter","Reporter",0,"82,1049,329",0,"82,40,1,22",,0,1,4,53,3,2,""
"org.axonframework.test.fixture.AxonTestWhen$Command","AxonTestWhen$Command",0,"1049,1049,329",0,"17,55,1,22",,0,0,7,97,1,7,""
"org.axonframework.test.fixture.AxonTestThenCommand","AxonTestThenCommand",0,"82,1049,329",0,"82,40,1,22",,0,1,7,71,1,13,""
"org.axonframework.test.fixture.AxonTestFixture","AxonTestFixture",0,"85,1049,329",0,"33,55,1,22",,0,4,8,43,3,16,""
"org.axonframework.test.fixture.MessagesRecordingConfigurationEnhancer","MessagesRecordingConfigurationEnhancer",0,"82,1049,329",0,"82,40,1,22",,0,0,8,39,1,11,""
"org.axonframework.test.fixture.AxonTestGiven","AxonTestGiven",0,"1049,1049,329",0,"17,55,1,22",,0,0,10,17,1,21,""
"org.axonframework.test.fixture.CommandValidator","CommandValidator",0,"82,1049,329",2,"82,40,39,5",,0,2,5,35,1,7,""
"org.axonframework.test.fixture.AxonTestWhen$Event","AxonTestWhen$Event",0,"1049,1049,329",0,"17,55,1,22",,0,0,7,16,1,7,""
"org.axonframework.test.fixture.AxonTestThenNothing","AxonTestThenNothing",0,"1049,1049,329",0,"17,55,1,22",,0,0,7,89,2,6,""
"org.axonframework.test.fixture.AxonTestFixture$Customization","AxonTestFixture$Customization",0,"85,1049,329",0,"33,55,1,22",,0,4,7,50,10,2,""
"org.axonframework.test.AxonAssertionError","AxonAssertionError",0,"82,1049,329",0,"82,40,1,22",,0,1,3,58,3,,""
"org.axonframework.test.fixture.AxonTestThenMessage","AxonTestThenMessage",0,"82,1049,329",0,"82,40,1,22",,0,1,8,90,3,20,""
"org.axonframework.test.fixture.AxonTestPhase","AxonTestPhase",0,"82,1049,329",0,"17,55,1,22",,0,0,7,14,,12,""
"org.axonframework.test.extension.AxonTestFixtureProvider","AxonTestFixtureProvider",3,"99,85,335",3,"99,177,18,23",,0,5,3,84,3,1,""
"org.axonframework.test.util.CallbackBehavior","CallbackBehavior",2,"540,25,25",2,"82,40,39,5",,0,2,3,84,2,1,""
"org.axonframework.test.util.MessageMonitorReport$Report","MessageMonitorReport$Report",13,"104,108,258",1,"104,179,8,21",,0,18,5,35,5,4,""
"org.axonframework.test.fixture.AxonTestWhen$Nothing","AxonTestWhen$Nothing",0,"1049,1049,329",0,"17,55,1,22",,0,0,7,49,1,7,""
"org.axonframework.test.extension.ProvidedAxonTestFixtureUtils","ProvidedAxonTestFixtureUtils",3,"99,85,335",3,"99,177,18,23",,0,5,4,86,1,6,""
"org.axonframework.test.extension.AxonFrameworkExtension","AxonFrameworkExtension",0,"85,1049,329",0,"33,55,1,22",,0,4,3,18,,3,""
"org.axonframework.test.util.DefaultCallbackBehavior","DefaultCallbackBehavior",2,"540,25,25",2,"82,40,39,5",,0,2,3,5,1,2,""
"org.axonframework.test.util.MessageMonitorReport","MessageMonitorReport",13,"104,108,258",1,"104,179,8,21",,0,18,5,9,2,5,""
"org.axonframework.test.util.RecordingMessageMonitor","RecordingMessageMonitor",13,"108,108,258",1,"108,179,8,21",,0,19,5,11,1,5,""
"org.axonframework.test.util.RecordingMessageMonitor$1","RecordingMessageMonitor$1",13,"108,108,258",1,"108,179,8,21",,0,19,5,97,1,8,""
"org.axonframework.test.FixtureResourceParameterResolverFactory$FailingParameterResolver","FixtureResourceParameterResolverFactory$FailingParameterResolver",4,"109,20,20",3,"114,182,4,6",,0,20,4,76,1,3,""
"org.axonframework.test.server.AxonServerContainer","AxonServerContainer",14,"1139,987,987",12,"1139,120,26,16",,0,21,2,0,2,1,""
"org.axonframework.test.server.AxonServerContainerUtils","AxonServerContainerUtils",3,"99,85,335",3,"238,106,18,23",,0,5,2,51,1,1,""
"org.axonframework.test.extension.ProvidedAxonTestFixture","ProvidedAxonTestFixture",3,"99,85,335",3,"99,177,18,23",,0,5,2,95,1,1,""
"org.axonframework.test.util.MessageMonitorReport$Report$Success","MessageMonitorReport$Report$Success",13,"104,108,258",1,"104,179,8,21",,0,18,5,29,3,2,""
"org.axonframework.test.util.MessageMonitorReport$Report$Ignored","MessageMonitorReport$Report$Ignored",13,"104,108,258",1,"104,179,8,21",,0,18,5,41,3,2,""
"org.axonframework.test.util.MessageMonitorReport$Report$Failure","MessageMonitorReport$Report$Failure",13,"104,108,258",1,"104,179,8,21",,0,18,5,58,3,2,""
"org.axonframework.test.FixtureResourceParameterResolverFactory","FixtureResourceParameterResolverFactory",4,"109,20,20",3,"114,182,4,6",,0,20,4,40,,4,""
"org.axonframework.test.matchers.NonStaticFieldsFilter","NonStaticFieldsFilter",0,"78,1049,329",0,"78,248,1,22",,0,3,1,80,,1,""
