"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.11.1",43,385,55,332,32.54,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks,org.axonframework.commandhandling.distributed,org.axonframework.commandhandling.gateway,org.axonframework.common","CommandResultMessage,DefaultCommandBusSpanFactory$Builder,CommandCallback,DuplicateCommandHandlerResolution,SimpleCommandBus",""
"axon-modelling-4.11.1",12,58,8,52,25.93,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.saga.repository.jdbc","DefaultRepositorySpanFactory,RepositoryProvider,GenericJpaRepository,AnnotationCommandTargetResolver,ApplyMore",""
"axon-configuration-4.11.1",8,30,1,14,64.29,"org.axonframework.config","ConfigurerModule,SubscribableMessageSourceDefinition,TagsConfiguration,EventProcessingConfigurer,EventProcessingModule",""
"axon-eventsourcing-4.11.1",7,28,6,35,21.05,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore.legacyjpa","EventSourcedAggregate,EventSourcingRepository$Builder,EventStreamUtils,DefaultSnapshotterSpanFactory$Builder,GenericAggregateFactory",""
"axon-server-connector-4.11.1",3,8,4,25,28,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector.command","AxonServerConfiguration$PersistentStreamSettings,ManagedChannelCustomizer,AxonServerConfiguration,AxonServerConnectionManager,AxonServerConnectionManager$Builder",""
"axon-disruptor-4.11.1",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
"axon-tracing-opentelemetry-4.11.1",1,1,1,2,0,"org.axonframework.tracing.opentelemetry","OpenTelemetrySpanFactory,OpenTelemetrySpanFactory$Builder",""
"axon-test-4.11.1",1,2,1,1,0,"org.axonframework.test.server","AxonServerContainer",""
