"artifactName","fullPackageName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInPackage","externalTypeNames","packageName","Source Cypher File: domains/external-dependencies/queries/External_package_usage_per_artifact_and_package_with_annotations.cypher"
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","org.slf4j",4,6,52,"LoggerFactory,Logger","eventstore",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","org.reactivestreams",4,9,87,"Subscription,Subscriber,Publisher","core",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","org.slf4j",4,10,22,"LoggerFactory,Logger","interception",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.timeout","org.slf4j",4,16,9,"Logger,LoggerFactory","timeout",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","org.slf4j",4,23,25,"LoggerFactory,Logger","queryhandling",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api","io.axoniq.axonserver.connector",4,37,13,"AxonServerConnectionFactory,AxonServerConnection,AxonServerConnectionFactory$Builder","api",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.command","io.axoniq.framework.messaging.commandhandling.distributed",4,9,4,"CommandBusConnector$ResultCallback,CommandBusConnector,CommandBusConnector$Handler","command",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.command","io.axoniq.axonserver.grpc",4,20,4,"ProcessingKey,SerializedObject,SerializedObject$Builder,ProcessingInstruction$Builder","command",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.event","io.axoniq.axonserver.grpc",4,15,15,"MetaDataValue,SerializedObject$Builder,MetaDataValue$Builder,SerializedObject","event",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.util","org.slf4j",4,9,12,"Logger,LoggerFactory","util",""
"axon-update-5.1.2","org.axonframework.update.detection","org.slf4j",4,11,5,"LoggerFactory,Logger","detection",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","io.axoniq.framework.messaging.eventhandling.deadletter",4,15,9,"SequencedDeadLetterQueueFactory,DeadLetterQueueConfiguration","autoconfig",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","org.springframework.boot.testcontainers.service.connection",4,9,5,"ContainerConnectionSource,ContainerConnectionDetailsFactory$ContainerConnectionDetails,ContainerConnectionDetailsFactory","connection",""
"axon-common-5.1.2","org.axonframework.common.caching","javax.cache.configuration",3,9,13,"CacheEntryListenerConfiguration,Factory","caching",""
"axon-common-5.1.2","org.axonframework.common.infra","com.fasterxml.jackson.databind",3,14,9,"JsonNode,ObjectMapper,SerializationFeature","infra",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson","tools.jackson.core",3,6,6,"JacksonException","jackson",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson","tools.jackson.databind.node",3,12,6,"JsonNodeType,ObjectNode","jackson",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson2","com.fasterxml.jackson.databind.node",3,12,6,"ObjectNode,JsonNodeType","jackson2",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.inmemory","org.slf4j",3,14,6,"Logger,LoggerFactory","inmemory",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","org.slf4j",3,6,16,"Logger,LoggerFactory","unitofwork",""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer.springboot","org.springframework.boot.autoconfigure.condition",3,4,5,"ConditionalOnClass,ConditionalOnProperty,ConditionalOnMissingBean","springboot",""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer.springboot","org.springframework.boot.autoconfigure",3,3,5,"AutoConfigureBefore,AutoConfigureAfter,AutoConfiguration","springboot",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api.command","io.axoniq.axonserver.grpc",3,11,4,"ErrorMessage","command",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api.query","io.axoniq.axonserver.grpc",3,11,4,"ErrorMessage","query",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.command","org.slf4j",3,10,4,"Logger,LoggerFactory","command",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.event","com.google.protobuf",3,10,15,"ByteString","event",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.event","io.grpc",3,7,15,"StatusRuntimeException,Status$Code,Status","event",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.snapshot","io.grpc",3,9,2,"StatusRuntimeException,Status,Status$Code","snapshot",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot","org.springframework.boot.context.properties",3,3,7,"ConfigurationProperties","springboot",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","org.springframework.boot.context.properties",3,3,9,"EnableConfigurationProperties","autoconfig",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","io.axoniq.framework.messaging.eventhandling.deadletter.jdbc",3,12,9,"JdbcSequencedDeadLetterQueue,DeadLetterSchema,JdbcSequencedDeadLetterQueue$Builder","autoconfig",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","org.springframework.boot.autoconfigure.service.connection",3,3,5,"ConnectionDetails","connection",""
"axon-common-5.1.2","org.axonframework.common.infra","com.fasterxml.jackson.databind.node",2,16,9,"ObjectNode,ArrayNode","infra",""
"axon-common-5.1.2","org.axonframework.common.lifecycle","org.slf4j",2,3,6,"LoggerFactory,Logger","lifecycle",""
"axon-common-5.1.2","org.axonframework.common.property","org.slf4j",2,5,10,"Logger,LoggerFactory","property",""
"axon-conversion-5.1.2","org.axonframework.conversion","org.slf4j",2,5,12,"LoggerFactory,Logger","conversion",""
"axon-conversion-5.1.2","org.axonframework.conversion.avro","org.slf4j",2,6,11,"LoggerFactory,Logger","avro",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson","org.slf4j",2,14,6,"LoggerFactory,Logger","jackson",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson","tools.jackson.databind.json",2,5,6,"JsonMapper$Builder,JsonMapper","jackson",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson2","org.slf4j",2,14,6,"Logger,LoggerFactory","jackson2",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","org.slf4j",2,5,7,"LoggerFactory,Logger","handler",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","org.slf4j",2,8,19,"Logger,LoggerFactory","commandhandling",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.interception","org.slf4j",2,7,7,"Logger,LoggerFactory","interception",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","com.fasterxml.jackson.annotation",2,4,87,"JsonProperty,JsonCreator","core",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","reactor.core.publisher",2,6,53,"Mono,Flux","annotation",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","org.slf4j",2,8,18,"Logger,LoggerFactory","eventhandling",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","org.slf4j",2,4,15,"Logger,LoggerFactory","segmenting",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","com.fasterxml.jackson.annotation",2,2,6,"JsonProperty,JsonCreator","store",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","org.slf4j",2,3,4,"LoggerFactory,Logger","inmemory",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","org.slf4j",2,3,10,"LoggerFactory,Logger","jdbc",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","org.slf4j",2,3,5,"Logger,LoggerFactory","jpa",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.annotation","reactor.core.publisher",2,2,8,"Mono,Flux","annotation",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.gateway","reactor.util.concurrent",2,4,3,"Queues","gateway",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.gateway","org.reactivestreams",2,16,3,"Publisher","gateway",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.gateway","reactor.core.publisher",2,5,3,"Flux,Mono","gateway",""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer.springboot","org.springframework.boot.context.properties",2,2,5,"ConfigurationProperties,EnableConfigurationProperties","springboot",""
"axon-modelling-5.1.2","org.axonframework.modelling","org.slf4j",2,3,17,"LoggerFactory,Logger","modelling",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","org.slf4j",2,14,19,"Logger,LoggerFactory","annotation",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api","io.axoniq.axonserver.grpc.control",2,14,13,"NodeInfo$Builder,NodeInfo","api",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api","io.grpc",2,6,13,"ManagedChannelBuilder,ClientInterceptor","api",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.command","io.axoniq.axonserver.connector",2,12,4,"AxonServerConnection,Registration","command",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.configuration","io.axoniq.framework.messaging.commandhandling.distributed",2,13,8,"CommandBusConnector,PayloadConvertingCommandBusConnector","configuration",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.configuration","io.axoniq.framework.messaging.queryhandling.distributed",2,13,8,"PayloadConvertingQueryBusConnector,QueryBusConnector","configuration",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.event","io.axoniq.axonserver.connector.control",2,3,15,"ProcessorInstructionHandler,ControlChannel","event",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.query","org.slf4j",2,7,9,"Logger,LoggerFactory","query",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.util","reactor.core.scheduler",2,2,12,"Schedulers,Scheduler","util",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.util","com.google.protobuf",2,6,12,"MessageLite","util",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.util","io.grpc.stub",2,5,12,"ClientResponseObserver,ClientCallStreamObserver","util",""
"axon-test-5.1.2","org.axonframework.test.matchers","org.slf4j",2,3,24,"Logger,LoggerFactory","matchers",""
"axon-tracing-opentelemetry-5.1.2","org.axonframework.extension.tracing.opentelemetry","org.slf4j",2,7,6,"LoggerFactory,Logger","opentelemetry",""
"axon-tracing-opentelemetry-5.1.2","org.axonframework.extension.tracing.opentelemetry","io.opentelemetry.context",2,7,6,"Scope,Context","opentelemetry",""
"axon-update-5.1.2","org.axonframework.update.configuration","org.slf4j",2,6,8,"LoggerFactory,Logger","configuration",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","io.axoniq.framework.messaging.eventhandling.deadletter.jpa",2,7,9,"JpaSequencedDeadLetterQueue,JpaSequencedDeadLetterQueue$Builder","autoconfig",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","io.axoniq.framework.messaging.deadletter",2,2,9,"SequencedDeadLetterQueue","autoconfig",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","org.springframework.context",2,4,9,"ApplicationContext,ApplicationContextAware","autoconfig",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","io.axoniq.framework.postgresql",2,2,9,"PostgresqlConfigurationEnhancer,PostgresqlEventStorageEngine","autoconfig",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","io.axoniq.framework.testcontainer",2,6,5,"AxonServerContainer","connection",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","org.springframework.boot.docker.compose.service.connection",2,5,5,"DockerComposeConnectionSource,DockerComposeConnectionDetailsFactory","connection",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","org.springframework.boot.docker.compose.core",2,5,5,"RunningService,ConnectionPorts","connection",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","org.slf4j",2,3,5,"LoggerFactory,Logger","connection",""
"axon-common-5.1.2","org.axonframework.common","org.jspecify.annotations",1,1,34,"NullMarked","common",""
"axon-common-5.1.2","org.axonframework.common.annotation","org.jspecify.annotations",1,1,6,"NullMarked","annotation",""
"axon-common-5.1.2","org.axonframework.common.caching","org.ehcache.core",1,13,13,"Ehcache","caching",""
"axon-common-5.1.2","org.axonframework.common.caching","org.ehcache.config",1,2,13,"CacheRuntimeConfiguration","caching",""
"axon-common-5.1.2","org.axonframework.common.caching","org.jspecify.annotations",1,1,13,"NullMarked","caching",""
"axon-common-5.1.2","org.axonframework.common.caching","javax.cache",1,13,13,"Cache","caching",""
"axon-common-5.1.2","org.axonframework.common.configuration","org.jspecify.annotations",1,1,51,"NullMarked","configuration",""
"axon-common-5.1.2","org.axonframework.common.digest","org.jspecify.annotations",1,1,2,"NullMarked","digest",""
"axon-common-5.1.2","org.axonframework.common.function","org.jspecify.annotations",1,1,3,"NullMarked","function",""
"axon-common-5.1.2","org.axonframework.common.infra","org.jspecify.annotations",1,1,9,"NullMarked","infra",""
"axon-common-5.1.2","org.axonframework.common.io","org.jspecify.annotations",1,1,2,"NullMarked","io",""
"axon-common-5.1.2","org.axonframework.common.jdbc","org.jspecify.annotations",1,1,14,"NullMarked","jdbc",""
"axon-common-5.1.2","org.axonframework.common.jpa","org.jspecify.annotations",1,1,5,"NullMarked","jpa",""
"axon-common-5.1.2","org.axonframework.common.lifecycle","org.jspecify.annotations",1,1,6,"NullMarked","lifecycle",""
"axon-common-5.1.2","org.axonframework.common.lock","org.jspecify.annotations",1,1,11,"NullMarked","lock",""
"axon-common-5.1.2","org.axonframework.common.property","org.jspecify.annotations",1,1,10,"NullMarked","property",""
"axon-common-5.1.2","org.axonframework.common.tx","org.jspecify.annotations",1,1,2,"NullMarked","tx",""
"axon-common-5.1.2","org.axonframework.common.util","org.jspecify.annotations",1,1,7,"NullMarked","util",""
"axon-conversion-5.1.2","org.axonframework.conversion","org.jspecify.annotations",1,1,12,"NullMarked","conversion",""
"axon-conversion-5.1.2","org.axonframework.conversion.avro","org.jspecify.annotations",1,1,11,"NullMarked","avro",""
"axon-conversion-5.1.2","org.axonframework.conversion.avro","org.apache.avro.io",1,3,11,"DecoderFactory","avro",""
"axon-conversion-5.1.2","org.axonframework.conversion.avro","org.apache.commons.lang3.tuple",1,4,11,"Pair","avro",""
"axon-conversion-5.1.2","org.axonframework.conversion.converter","org.jspecify.annotations",1,1,6,"NullMarked","converter",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson","org.jspecify.annotations",1,1,6,"NullMarked","jackson",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson2","com.fasterxml.jackson.core",1,1,6,"JsonProcessingException","jackson2",""
"axon-conversion-5.1.2","org.axonframework.conversion.jackson2","org.jspecify.annotations",1,1,6,"NullMarked","jackson2",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","org.jspecify.annotations",1,1,7,"NullMarked","eventsourcing",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation","WrappedEventCriteriaBuilderMethod",1,1,12,"WrappedEventCriteriaBuilderMethod","annotation",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation","org.jspecify.annotations",1,1,12,"NullMarked","annotation",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","ScannedEntityCreator",1,4,7,"ScannedEntityCreator","reflection",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","IdTypeParameterResolver",1,1,7,"IdTypeParameterResolver","reflection",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","org.jspecify.annotations",1,1,7,"NullMarked","reflection",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.configuration","org.jspecify.annotations",1,1,15,"NullMarked","configuration",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","org.jspecify.annotations",1,1,52,"NullMarked","eventstore",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.inmemory","org.jspecify.annotations",1,1,6,"NullMarked","inmemory",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","org.jspecify.annotations",1,1,14,"NullMarked","jpa",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","org.jspecify.annotations",1,1,7,"NullMarked","handler",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api","org.jspecify.annotations",1,1,6,"NullMarked","api",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.inmemory","org.jspecify.annotations",1,1,2,"NullMarked","inmemory",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.store","org.jspecify.annotations",1,1,2,"NullMarked","store",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","org.jspecify.annotations",1,1,19,"NullMarked","commandhandling",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.annotation","org.jspecify.annotations",1,1,12,"NullMarked","annotation",""
