"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.eventsourcing.EventSourcingRepository","EventSourcingRepository","embeddingsNode2Vec","-0.009036131,0.2786926,-0.046791762,-0.24341017,-0.35044205,0.4529011,-0.054769907,0.013899786,-0.3340019,0.6463466,-0.09315214,-0.074095845,-0.08646084,-0.2977907,0.21479887,-0.29257742,-0.19546658,-0.4110882,-0.35479274,0.12830631,0.4259375,0.42135432,-0.4436141,0.41321105,0.29674184,-0.2229818,0.09944053,-0.35718957,0.1251129,0.724768,0.3068845,0.32404417,-0.43421268,0.2754321,0.1337242,-0.15880321,0.109451205,-0.27576545,-0.12642665,0.09585889,-0.016648516,0.12808014,0.34365302,-0.29409906,-0.08724387,0.114992395,-0.2047937,0.548534,0.57780665,-0.5554104,-0.15796436,0.02239499,-0.5282286,-0.10089597,-0.14550923,-0.13089742,-0.9369521,-0.4920684,0.2998172,0.33681133,0.35603663,-0.25856313,0.47391412,0.183636",""
"org.axonframework.eventsourcing.EventSourcingRepository$EventSourcedEntity","EventSourcingRepository$EventSourcedEntity","embeddingsNode2Vec","-0.057357814,0.22948553,0.043731645,-0.56850475,-0.2612541,0.48464876,-0.16987337,0.062560044,-0.45092928,0.32626918,-0.25465354,-0.010955944,0.0017539106,-0.11047571,0.28057498,-0.4607925,-0.15809014,-0.6888567,-0.21879537,0.14121582,0.4473089,0.41886434,-0.46153244,0.6842054,0.45017427,-0.15445334,0.05178093,-0.6770389,-0.03311994,0.65040475,0.18420814,0.4371279,-0.38169697,0.39776078,0.16244616,-0.13427487,0.22341266,-0.37058043,-0.10865983,0.07556177,-0.17860296,-0.04447801,0.45163336,-0.21806058,-0.28549448,0.2925377,-0.20168063,0.4444763,0.5961496,-0.67279166,-0.42728892,-0.1606041,-0.42586318,-0.06646324,-0.11762076,0.1251082,-1.0611025,-0.3282832,0.63663685,0.34930325,0.45455056,-0.24673697,0.49250758,0.19629964",""
"org.axonframework.eventsourcing.eventstore.EventStore","EventStore","embeddingsNode2Vec","0.19203572,0.5859083,0.030052837,-0.0904609,-0.15630904,0.6596462,-0.3819025,-0.42491108,-0.19679718,0.6624752,-0.41405612,-0.3723522,0.026191205,-0.43599313,0.2569748,-0.21467414,0.18089637,-0.13727957,-0.15337217,0.21929231,0.35748816,0.0525708,-0.51566446,0.37429693,0.3887621,-0.26185244,-0.055887308,0.18020244,-0.14207914,0.04792167,0.300939,0.2896593,-0.22230242,0.52846247,0.012853897,0.08245881,0.18820271,-0.3281232,0.14350423,0.07959822,-0.2645304,0.06335014,0.36308935,0.2335154,0.32709715,-0.42253965,0.078425296,0.4738898,0.45468327,-0.9746953,-0.059177972,-0.3134812,-0.2987684,-0.0959697,-0.44318065,-0.098653644,-1.0340395,-0.03729101,0.24836056,-0.16830423,0.4438693,-0.26562575,0.5884366,-0.032774467",""
"org.axonframework.eventsourcing.handler.SourcingHandler","SourcingHandler","embeddingsNode2Vec","0.3168963,0.12718108,-0.103971876,-0.12756418,-0.4628793,0.3489211,-0.29799053,0.23294112,-0.047495358,0.58434856,-0.21576865,-0.22824287,0.03941019,-0.34540346,0.45043963,-0.55570865,-0.2339073,-0.3325109,-0.6222728,-0.34930187,0.08390728,0.5089486,-0.42848513,0.28773686,0.21035843,-0.6275055,0.18808031,-0.11172795,0.025741212,0.7385738,0.53999287,0.14547649,-0.041511822,0.4801732,0.047743104,0.23608312,-0.11612005,-0.079990216,0.46222433,0.15004042,-0.55519366,0.16183199,0.08465037,-0.18247324,-0.06332124,-0.081634656,-0.04305309,0.40896744,0.99148655,-0.42755094,-0.26263192,0.14471716,-0.5479294,-0.48601943,-0.3368286,0.11063959,-0.943741,-0.4991867,-0.107131004,0.38147038,0.3333596,-0.38486934,-0.08041859,0.09551738",""
"org.axonframework.eventsourcing.handler.InitializingEntityEvolver","InitializingEntityEvolver","embeddingsNode2Vec","-0.014338394,0.3616238,-0.23281243,-0.31234813,-0.22635454,0.90538275,-0.16423838,0.115280814,-0.19735855,0.29046294,-0.2083572,-0.3547253,0.15842332,-0.2276983,0.18539621,-0.43615007,-0.29529738,-0.2741077,-0.38297662,-0.046973646,0.033048145,0.34782496,-0.49739036,0.34769553,0.4699414,-0.19701263,0.22368054,-0.11576744,0.037010603,0.5079719,0.53682214,0.14537875,-0.38870975,0.57369184,-0.012345076,-0.20863391,-0.11296275,-0.16100785,0.41262996,-0.052965425,0.044452224,0.41302586,-0.0130498875,-0.32915744,-0.07558545,-0.042464953,0.22218063,0.4083492,0.5937728,-0.35193223,-0.03989359,0.17287575,-0.76348484,-0.1689148,-0.54307675,0.07641556,-0.88486177,-0.316281,-0.004103703,0.20004858,0.287011,-0.2554646,0.66451085,0.112884276",""
"org.axonframework.eventsourcing.EventSourcedEntityFactory","EventSourcedEntityFactory","embeddingsNode2Vec","-0.22242664,0.5244777,-0.1701683,-0.45933107,-0.093811564,0.34824207,-0.050302025,-0.06446705,-0.084012724,0.7066892,-0.088465266,-0.12996222,0.253497,0.32154536,-0.04779709,-0.076752044,-0.27081433,-0.36064786,-0.07773477,-0.10141233,-0.1323315,0.15828267,-0.42802867,0.42707247,0.18913336,0.019034613,0.1151461,-0.19869103,0.029316874,0.7198744,0.07100021,0.5263253,-0.6541362,0.14878814,-0.22838399,-0.01967558,0.25709915,-0.11679277,0.24133123,0.017739557,0.11165841,0.42061394,0.018397816,-0.07762704,-0.023124043,0.08951288,0.06680853,0.12695482,0.17534289,-0.2684495,-0.38402572,0.68015826,-0.4621194,-0.27955574,-0.25415605,0.2416631,-0.9482225,-0.7357122,0.22107813,0.5018257,0.32665104,-0.27598217,0.67318225,-0.05139585",""
"org.axonframework.eventsourcing.CriteriaResolver","CriteriaResolver","embeddingsNode2Vec","0.21799538,0.47232267,-0.29604122,0.023635475,-0.4511612,0.28648952,-0.16208102,0.017239504,0.14650583,0.3782071,-0.46449682,-0.50259507,0.5440278,0.1650013,0.033747602,-0.26728383,-0.31679526,0.05903228,0.11153877,-0.0424768,-0.3239437,0.36537892,-0.6914203,0.3341934,0.79965997,-0.7507885,0.5367271,-0.1703797,0.4258109,0.02968013,0.24049959,0.5470074,-0.27098754,0.12609671,0.24457195,0.22248907,0.09570007,-0.22977252,0.120267674,-0.26863357,0.30418226,-0.062363025,0.39961547,0.003740892,0.13690026,0.06669966,0.13092579,0.5879113,0.1379334,-0.6578503,0.030329432,0.25256613,-0.46571398,-0.15064059,-0.66153973,0.14389317,-1.1594427,-0.5061473,-0.11271809,0.077915944,0.47830594,-0.40068886,0.31735957,0.3567019",""
"org.axonframework.eventsourcing.handler.SimpleSourcingHandler","SimpleSourcingHandler","embeddingsNode2Vec","0.4164613,0.5383609,-0.19516616,-0.021129804,-0.54145366,0.2287445,-0.3693551,-0.031425133,-0.10399642,0.42946738,-0.4644049,-0.36830464,-0.020145183,-0.11469964,0.33579513,-0.30115148,-0.25112122,-0.27421686,0.046700124,0.20818561,0.127029,0.35052654,-0.64450794,0.25976318,0.37129042,-0.51413494,0.25513953,-0.16711172,0.3210598,0.306229,0.29585025,0.14572583,-0.28631827,0.5112696,0.2668773,0.052940454,0.050181836,-0.39377886,0.18508098,0.086266026,0.0038005093,-0.0042802715,-0.052557644,-0.07491687,0.087721586,0.06817219,0.1608574,0.45458317,0.36299536,-0.2467077,0.28730384,-0.13165691,-0.42927167,-0.22079249,-0.77294403,0.32879066,-0.90184414,-0.43226597,-0.05860182,-0.0035888907,0.5734363,-0.43807685,0.29510316,0.25952438",""
"org.axonframework.eventsourcing.eventstore.EventStoreTransaction","EventStoreTransaction","embeddingsNode2Vec","0.56473845,0.9089244,0.34794056,0.15820721,0.026663236,0.40747476,-0.0428083,0.10791725,-0.26082078,0.4236284,-0.4411519,-0.3147016,0.101023704,-0.38211194,0.3918616,-0.11596301,-0.37082875,0.06085426,-0.11182745,-0.07908604,0.21298361,-0.4047347,-0.8863352,0.23263232,0.06734243,-0.3465664,-0.21838751,0.35277182,-0.18562335,0.63594425,0.026820876,0.195029,-0.33068866,0.73555315,0.17759864,0.12251807,-0.22016291,-0.23080148,-0.16052122,-0.0048564384,-0.21082892,-0.10632071,0.14436261,0.19038868,0.5797095,-0.05751739,0.15380563,0.21907313,0.4173343,-0.50212747,0.2728057,-0.49425405,-0.030051261,0.075811446,-0.62648004,0.23470965,-0.7901107,0.09850384,-0.15678987,-0.004824546,0.15344198,-0.69079083,0.3526889,-0.3078156",""
"org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition","CriteriaResolverDefinition","embeddingsNode2Vec","-0.074396625,0.7337883,-0.11304543,0.363415,-0.87635213,0.10258929,-0.03965975,-0.33630845,0.5630481,0.48673555,0.11636167,-0.28424487,0.35588676,0.40496877,-0.11436759,0.04418458,-0.322449,0.016788695,-0.14700939,-0.08873862,-0.78115755,0.33127958,-0.88253987,0.35573095,0.29058713,-0.5634822,0.75326306,-0.4853414,0.42701164,-0.22001992,-0.16485426,0.8698311,-0.57732785,-0.0136677325,-0.11317452,0.5529128,0.13061237,0.09975957,0.29791537,-0.3543185,0.20499721,0.13832675,0.024442995,0.2772326,-0.31159616,0.35499942,-0.11269196,0.098566495,0.05750613,-0.6505815,0.08540264,0.55212504,-0.04208214,-0.16483326,-0.4340632,0.009268653,-0.9572614,-0.10546905,-0.09113329,0.3988283,0.017427336,-0.20517829,0.52679867,0.022348024",""
