"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"axon-eventsourcing-5.1.0","axon-eventsourcing-5.1.0","embeddingsFastRandomProjection","-0.21263358,0.050226115,0.074156925,-0.66251016,0.8676168,-0.55762506,0.13291071,-0.10962967,0.7911859,-0.53812593,-0.6316532,-0.4372731,-0.4434088,0.26461905,0.12961398,0.6824261",""
"axon-conversion-5.1.0","axon-conversion-5.1.0","embeddingsFastRandomProjection","-0.2117632,0.04849421,0.07284894,-0.64669645,0.86288893,-0.55133545,0.13499203,-0.11012822,0.77714336,-0.5204998,-0.6168491,-0.42207938,-0.42692664,0.25380224,0.13282676,0.676069",""
"axon-update-5.1.0","axon-update-5.1.0","embeddingsFastRandomProjection","-0.19635172,0.049769316,0.06917344,-0.6535943,0.70194626,-0.42545757,0.111612245,-0.09923543,0.76860905,-0.5454223,-0.4877735,-0.45397764,-0.4518962,0.23856157,0.036849946,0.53527665",""
"axoniq-spring-boot-autoconfigure-5.1.0","axoniq-spring-boot-autoconfigure-5.1.0","embeddingsFastRandomProjection","-0.21015126,0.04906167,0.074217275,-0.7021077,0.82339394,-0.5233119,0.12591416,-0.10507542,0.8268542,-0.5809585,-0.60561347,-0.48303622,-0.4889692,0.27054763,0.09462961,0.64855385",""
"axon-modelling-5.1.0","axon-modelling-5.1.0","embeddingsFastRandomProjection","-0.21827383,0.050216377,0.07476465,-0.6674231,0.8752763,-0.5540429,0.13864313,-0.11427043,0.80228066,-0.5377085,-0.61611044,-0.43695998,-0.43940705,0.25526816,0.12794927,0.68161464",""
"axon-metrics-micrometer-5.1.0","axon-metrics-micrometer-5.1.0","embeddingsFastRandomProjection","-0.20746323,0.04897826,0.07206471,-0.6206684,0.84061533,-0.53617656,0.13112742,-0.108260036,0.74726367,-0.49881652,-0.6005695,-0.40044236,-0.40519318,0.24994227,0.12518585,0.6570548",""
"axon-test-5.1.0","axon-test-5.1.0","embeddingsFastRandomProjection","-0.21365207,0.05042637,0.07409806,-0.6425116,0.8591775,-0.5460315,0.13456759,-0.11143094,0.77291787,-0.51714873,-0.61125803,-0.41631183,-0.42046794,0.25603735,0.12400626,0.6703116",""
"axon-tracing-opentelemetry-5.1.0","axon-tracing-opentelemetry-5.1.0","embeddingsFastRandomProjection","-0.1954852,0.04555153,0.06766187,-0.58505225,0.8033712,-0.5151908,0.12498871,-0.10231724,0.70505506,-0.4692136,-0.5758001,-0.37673858,-0.38172513,0.23511401,0.1279893,0.6297662",""
"axon-messaging-5.1.0","axon-messaging-5.1.0","embeddingsFastRandomProjection","-0.17950094,0.03877206,0.059948035,-0.6714533,0.7355345,-0.4728263,0.11300428,-0.09239676,0.7838955,-0.56260026,-0.5295526,-0.4850668,-0.48448747,0.21266575,0.11960234,0.57976556",""
"axon-server-connector-5.1.0","axon-server-connector-5.1.0","embeddingsFastRandomProjection","-0.21471998,0.047187634,0.0723864,-0.65980583,0.8746343,-0.5552975,0.1398029,-0.113099545,0.79519755,-0.52900034,-0.61153865,-0.43240082,-0.43433028,0.24460497,0.14076471,0.68207574",""
"axon-common-5.1.0","axon-common-5.1.0","embeddingsFastRandomProjection","-0.19367477,0.04202205,0.06535483,-0.61684096,0.84194696,-0.55223197,0.12847318,-0.10194459,0.73915774,-0.4975224,-0.6119004,-0.40921316,-0.41430974,0.23006865,0.1697904,0.66846216",""
