"codeUnitName","shortCodeUnitName","projectName","betweenness","localClusteringCoefficient","degree","incomingDependencies","outgoingDependencies","Source Cypher File: domains/archetypes/queries/AnomalyDetectionFragileStructuralBridges.cypher"
"org.axonframework.messaging.core","core","axon-messaging-5.1.2",1185.4666666666667,0.1479835953520164,14073,13678,395,""
"org.axonframework.messaging.core.unitofwork","unitofwork","axon-messaging-5.1.2",392.5833333333333,0.16170634920634921,12238,12129,109,""
