"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: domains/archetypes/labels/ArchetypeAuthority.cypher"
"axon-common-5.1.2","common","org.axonframework.common",11.605407781911776,6.034603518270907,0,1,""
"axon-common-5.1.2","io","org.axonframework.common.io",0.45595336162369127,0.20493712836799283,0.017372463462279136,2,""
"axon-common-5.1.2","function","org.axonframework.common.function",0.24399225634532853,0.1769849763494735,0.0036193639729967192,3,""
"axon-metrics-micrometer-5.1.2","micrometer","org.axonframework.extension.metrics.micrometer",0.21375000000000002,0.16542439024390246,0.00294391374186251,4,""
"axoniq-spring-boot-autoconfigure-5.1.2","actuator","io.axoniq.framework.springboot.actuator",0.20533500000000005,0.1744000536202405,0.0006840469813000427,5,""
"axon-messaging-5.1.2","jdbc","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc",0.15000000000000002,0.15000000000000002,0,6,""
"axon-messaging-5.1.2","annotation","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation",0.15000000000000002,0.15000000000000002,0,7,""
"axon-messaging-5.1.2","tracing","org.axonframework.messaging.commandhandling.tracing",0.15000000000000002,0.15000000000000002,0,8,""
"axon-messaging-5.1.2","tracing","org.axonframework.messaging.queryhandling.tracing",0.15000000000000002,0.15000000000000002,0,9,""
"axon-messaging-5.1.2","annotation","org.axonframework.messaging.eventhandling.replay.annotation",0.15000000000000002,0.15000000000000002,0,10,""
