"nodeCount","relationshipCount","projectCount","moduleCount","functionCount","objectCount","typeAliasCount","interfaceCount","classCount","methodCount","Source Cypher File: domains/overview/queries/overview/Overview_size_for_Typescript.cypher"
205405,438303,11,159,1308,1525,332,141,12,121,""
