"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: External_Dependencies/Package_json_dependencies_occurrence.cypher"
"babel-jest",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"fs-extra",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@rollup/plugin-replace",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"prettier",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@babel/preset-react",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"remark-parse",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@octokit/core",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@manypkg/get-packages",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@types/semver",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"unified",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@types/jsonfile",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@remix-run/web-fetch",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"typescript",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"remark-stringify",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"cheerio",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@types/react-native",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"eslint-config-react-app",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"rollup-plugin-terser",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@octokit/rest",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@testing-library/react",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"type-fest",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@testing-library/jest-dom",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@types/jsdom",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@babel/preset-env",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@typescript-eslint/eslint-plugin",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"semver",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"eslint-plugin-jest",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@ampproject/filesize",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"unist-util-remove",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"remark-gfm",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"jest-environment-jsdom",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@typescript-eslint/parser",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"rollup",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"eslint-plugin-jsx-a11y",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"jsonfile",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"rollup-plugin-prettier",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@types/react-test-renderer",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"eslint-plugin-flowtype",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@types/react",1,0,"@remix-run/react-router","","react-router-6.30.2",""
