"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: External_Dependencies/Package_json_dependencies_occurrence.cypher"
"react-dom",24,0,"tutorial,scroll-restoration,navigation-blocking,basic,custom-query-parse-serialization,custom-link,ssr,basic-data-router,multi-app","","react-router-6.30.2/tutorial,react-router-6.30.2/examples/scroll-restoration,react-router-6.30.2/examples/navigation-blocking,react-router-6.30.2/examples/route-objects",""
"react",24,0,"tutorial,scroll-restoration,navigation-blocking,basic,custom-query-parse-serialization,custom-link,ssr,basic-data-router,multi-app","","react-router-6.30.2/tutorial,react-router-6.30.2/examples/scroll-restoration,react-router-6.30.2/examples/navigation-blocking,react-router-6.30.2/examples/route-objects",""
"react-router-dom",23,0,"tutorial,scroll-restoration,navigation-blocking,basic,custom-query-parse-serialization,custom-link,ssr,basic-data-router,multi-app","","react-router-6.30.2/tutorial,react-router-6.30.2/examples/scroll-restoration,react-router-6.30.2/examples/navigation-blocking,react-router-6.30.2/examples/route-objects",""
"@remix-run/router",4,0,"react-router,react-router-dom-v5-compat,react-router-dom,ssr-data-router","","react-router-6.30.2/packages/react-router,react-router-6.30.2/packages/react-router-dom-v5-compat,react-router-6.30.2/packages/react-router-dom,react-router-6.30.2/examples/ssr-data-router",""
"history",4,0,"react-router-dom-v5-compat,tutorial,ssr-data-router,@remix-run/react-router","","react-router-6.30.2/packages/react-router-dom-v5-compat,react-router-6.30.2/tutorial,react-router-6.30.2/examples/ssr-data-router,react-router-6.30.2",""
"react-router",3,0,"react-router-native,react-router-dom-v5-compat,react-router-dom","","react-router-6.30.2/packages/react-router-native,react-router-6.30.2/packages/react-router-dom-v5-compat,react-router-6.30.2/packages/react-router-dom",""
"express",3,0,"ssr,multi-app,ssr-data-router","","react-router-6.30.2/examples/ssr,react-router-6.30.2/examples/multi-app,react-router-6.30.2/examples/ssr-data-router",""
"compression",3,0,"ssr,multi-app,ssr-data-router","","react-router-6.30.2/examples/ssr,react-router-6.30.2/examples/multi-app,react-router-6.30.2/examples/ssr-data-router",""
"cross-env",3,0,"ssr,multi-app,ssr-data-router","","react-router-6.30.2/examples/ssr,react-router-6.30.2/examples/multi-app,react-router-6.30.2/examples/ssr-data-router",""
"@reach/dialog",2,0,"modal-route-with-outlet,modal","","react-router-6.30.2/examples/modal-route-with-outlet,react-router-6.30.2/examples/modal",""
"@ungap/url-search-params",1,0,"react-router-native","","react-router-6.30.2/packages/react-router-native",""
"jsurl",1,0,"custom-query-parse-serialization","","react-router-6.30.2/examples/custom-query-parsing",""
"localforage",1,0,"notes","","react-router-6.30.2/examples/notes",""
"@remix-run/node",1,0,"ssr-data-router","","react-router-6.30.2/examples/ssr-data-router",""
"@reach/visually-hidden",1,0,"custom-filter-link","","react-router-6.30.2/examples/custom-filter-link",""
"@octokit/graphql",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"rollup-plugin-copy",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@changesets/cli",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"jest",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"eslint-plugin-react",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@remix-run/changelog-github",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"eslint",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@types/react-dom",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@babel/preset-typescript",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"abort-controller",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@types/jest",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@octokit/plugin-paginate-rest",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"eslint-plugin-import",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@babel/preset-modules",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"chalk",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"prompt-confirm",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@rollup/plugin-typescript",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"react-test-renderer",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@babel/core",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"babel-plugin-dev-expression",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"eslint-plugin-react-hooks",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"@rollup/plugin-babel",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"rollup-plugin-extensions",1,0,"@remix-run/react-router","","react-router-6.30.2",""
"babel-eslint",1,0,"@remix-run/react-router","","react-router-6.30.2",""
