"externalModuleName","numberOfExternalCallerModules","numberOfExternalCallerElements","numberOfExternalDeclarationCalls","numberOfExternalDeclarationCallsWeighted","allModules","allInternalElements","exampleStories","Source Cypher File: External_Dependencies/External_module_usage_overall_for_Typescript.cypher"
"@types/react",4,34,97,196,4,60,"<useSearchParams> of module <react-router-dom> imports <React.useRef> from external module <react>,<useSearchParams> of module <react-router-dom> imports <React.MutableRefObject.current> from external module <react>,<useSearchParams> of module <react-router-dom> imports <React.useMemo> from external module <react>,<useSearchParams> of module <react-router-dom> imports <React.useCallback> from external module <react>",""
"@types/react-native",1,5,14,21,4,60,"<Link> of module <react-router-native> imports <GestureResponderEvent.defaultPrevented> from external module <react-native>,<useLinkPressHandler> of module <react-router-native> imports <GestureResponderEvent> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.removeEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandler> from external module <react-native>",""
"@ungap/url-search-params",1,2,2,4,4,60,"<createSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>,<useSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>",""
