"artifactName","communityId","packageCount","sumTypeCount","minTypeCount","maxTypeCount","avgTypeCount","stdTypeCount","per5TypeCount","packageNames","Source Cypher File: domains/graph-algorithms/queries/community-detection/Type_communities_that_span_the_most_packages_with_type_statistics.cypher"
"axon-messaging-5.1.2",8,25,137,1,20,5.479999999999999,5.3472734485280755,4,"org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.gateway,org.axonframework.messaging.queryhandling.gateway,org.axonframework.messaging.core.interception,org.axonframework.messaging.core.conversion,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.commandhandling.tracing,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.core.correlation,org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.eventhandling.replay.annotation,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.queryhandling.annotation,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.commandhandling.gateway,org.axonframework.messaging.eventhandling.tracing,org.axonframework.messaging.queryhandling.tracing,org.axonframework.messaging.tracing.attributes,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.tracing,org.axonframework.messaging.queryhandling,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core",""
"axon-messaging-5.1.2",3,23,92,1,14,3.9999999999999996,3.7172815091383407,3,"org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.queryhandling.gateway,org.axonframework.messaging.core.interception,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.commandhandling.gateway,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.core.unitofwork.annotation,org.axonframework.messaging.monitoring,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.eventhandling.replay.annotation,org.axonframework.messaging.eventhandling.gateway,org.axonframework.messaging.queryhandling,org.axonframework.messaging.core.unitofwork.transaction.jpa,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.monitoring.interception,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core.timeout,org.axonframework.messaging.core,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core.unitofwork",""
"axon-messaging-5.1.2",5,13,64,1,11,4.923076923076923,3.2005608482873344,5,"org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.eventhandling.tracing,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.eventhandling.interception,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventhandling.processing.errorhandling,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.core,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.eventhandling.configuration",""
"axon-messaging-5.1.2",10,13,58,1,17,4.461538461538462,4.48358830654244,3,"org.axonframework.messaging.core,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.eventhandling.processing.streaming.token.annotation,org.axonframework.messaging.core.unitofwork.transaction.jdbc,org.axonframework.messaging.core.unitofwork.transaction.jpa,org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc,org.axonframework.messaging.eventhandling.processing.streaming.pooled",""
"axon-messaging-5.1.2",4,13,54,1,18,4.153846153846153,4.431819676050194,3,"org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.queryhandling.annotation,org.axonframework.messaging.core.reflection,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.core.timeout,org.axonframework.messaging.tracing,org.axonframework.messaging.eventhandling.replay.annotation,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.core.annotation",""
"axon-messaging-5.1.2",6,10,47,1,17,4.7,4.90011337737313,3,"org.axonframework.messaging.queryhandling,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.commandhandling,org.axonframework.messaging.core.configuration,org.axonframework.messaging.monitoring,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.core,org.axonframework.messaging.core.correlation,org.axonframework.messaging.monitoring.configuration,org.axonframework.messaging.core.interception",""
"axon-messaging-5.1.2",0,10,29,1,11,2.9,3.1073389830457114,1,"org.axonframework.messaging.commandhandling.retry,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.core,org.axonframework.messaging.core.conversion,org.axonframework.messaging.core.retry,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.commandhandling.tracing,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.commandhandling",""
"axon-eventsourcing-5.1.2",11,9,73,1,42,8.11111111111111,13.109580889986953,5,"org.axonframework.eventsourcing.snapshot.inmemory,org.axonframework.eventsourcing.snapshot.store,org.axonframework.eventsourcing.configuration,org.axonframework.eventsourcing.handler,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.snapshot.api,org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore",""
"axon-messaging-5.1.2",2,8,16,1,6,2,1.6903085094570331,1,"org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core.interception,org.axonframework.messaging.commandhandling,org.axonframework.messaging.queryhandling,org.axonframework.messaging.core.retry,org.axonframework.messaging.core",""
"axon-messaging-5.1.2",9,6,56,1,41,9.333333333333332,15.908069231263317,1,"org.axonframework.messaging.commandhandling.interception,org.axonframework.messaging.queryhandling.interception,org.axonframework.messaging.core.interception,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core.retry,org.axonframework.messaging.core",""
"axon-modelling-5.1.2",0,5,59,6,18,11.8,4.8166378315169185,13,"org.axonframework.modelling,org.axonframework.modelling.annotation,org.axonframework.modelling.entity,org.axonframework.modelling.entity.child,org.axonframework.modelling.entity.annotation",""
"axon-test-5.1.2",7,5,56,1,28,11.2,12.437845472588894,4,"org.axonframework.test.util,org.axonframework.test,org.axonframework.test.extension,org.axonframework.test.matchers,org.axonframework.test.fixture",""
"axon-conversion-5.1.2",21,5,31,5,10,6.2,2.16794833886788,5,"org.axonframework.conversion.jackson,org.axonframework.conversion.converter,org.axonframework.conversion.jackson2,org.axonframework.conversion,org.axonframework.conversion.avro",""
"axon-update-5.1.2",18,5,23,1,7,4.6,2.302172886644268,5,"org.axonframework.update.common,org.axonframework.update.detection,org.axonframework.update,org.axonframework.update.api,org.axonframework.update.configuration",""
"axon-eventsourcing-5.1.2",3,5,21,1,6,4.2,1.9235384061671346,5,"org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.handler,org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation.reflection,org.axonframework.eventsourcing.eventstore",""
"axon-common-5.1.2",10,5,18,1,7,3.6,2.3021728866442674,4,"org.axonframework.common.tx,org.axonframework.common.function,org.axonframework.common,org.axonframework.common.jpa,org.axonframework.common.jdbc",""
"axon-server-connector-5.1.2",2,5,13,1,5,2.6,1.6733200530681511,3,"io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.api.query,io.axoniq.framework.axonserver.connector.api.command,io.axoniq.framework.axonserver.connector.shared",""
"axoniq-spring-boot-autoconfigure-5.1.2",15,5,11,1,4,2.2,1.3038404810405297,2,"io.axoniq.framework.springboot,io.axoniq.framework.springboot.actuator,io.axoniq.framework.springboot.actuator.axonserver,io.axoniq.framework.springboot.autoconfig,io.axoniq.framework.springboot.service.connection",""
"axon-common-5.1.2",3,5,8,1,4,1.6,1.3416407864998738,1,"org.axonframework.common.io,org.axonframework.common.annotation,org.axonframework.common.util,org.axonframework.common.digest,org.axonframework.common",""
"axon-common-5.1.2",6,4,50,1,43,12.5,20.37154878746336,2,"org.axonframework.common.lifecycle,org.axonframework.common.annotation,org.axonframework.common,org.axonframework.common.configuration",""
"axon-server-connector-5.1.2",15,4,23,2,10,5.75,3.5,4,"io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.configuration,io.axoniq.framework.axonserver.connector.api",""
"axon-eventsourcing-5.1.2",6,4,20,1,13,5,5.656854249492381,1,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation.reflection,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.configuration",""
"axon-server-connector-5.1.2",8,4,5,1,2,1.25,0.5,1,"io.axoniq.framework.axonserver.connector.util,io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.command,io.axoniq.framework.axonserver.connector.shared",""
"axon-common-5.1.2",5,3,6,1,4,2,1.7320508075688772,1,"org.axonframework.common,org.axonframework.common.infra,org.axonframework.common.configuration",""
"axon-messaging-5.1.2",11,2,15,1,14,7.5,9.192388155425117,1,"org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.eventstreaming",""
"axon-modelling-5.1.2",6,2,14,1,13,7,8.48528137423857,1,"org.axonframework.modelling.annotation,org.axonframework.modelling.configuration",""
"axon-common-5.1.2",0,2,13,4,9,6.5,3.5355339059327378,4,"org.axonframework.common,org.axonframework.common.property",""
"axon-common-5.1.2",19,2,13,1,12,6.5,7.7781745930520225,1,"org.axonframework.common,org.axonframework.common.caching",""
"axon-modelling-5.1.2",1,2,8,1,7,4,4.242640687119285,1,"org.axonframework.modelling.repository,org.axonframework.modelling",""
"axon-metrics-micrometer-5.1.2",6,2,8,4,4,4,0,4,"org.axonframework.extension.metrics.micrometer,org.axonframework.extension.metrics.micrometer.springboot",""
"axon-test-5.1.2",8,2,8,1,7,4,4.242640687119285,1,"org.axonframework.test.matchers,org.axonframework.test.util",""
"axon-test-5.1.2",0,2,6,3,3,3,0,3,"org.axonframework.test.fixture,org.axonframework.test.util",""
"axon-server-connector-5.1.2",5,2,6,1,5,3,2.8284271247461903,1,"io.axoniq.framework.axonserver.connector.api,io.axoniq.framework.axonserver.connector.event",""
"axon-metrics-micrometer-5.1.2",8,2,6,1,5,3,2.8284271247461903,1,"org.axonframework.extension.metrics.micrometer.reservoir,org.axonframework.extension.metrics.micrometer",""
"axon-server-connector-5.1.2",9,2,6,2,4,3,1.4142135623730951,2,"io.axoniq.framework.axonserver.connector.query,io.axoniq.framework.axonserver.connector.event",""
"axon-server-connector-5.1.2",11,2,6,1,5,3,2.8284271247461903,1,"io.axoniq.framework.axonserver.connector.snapshot,io.axoniq.framework.axonserver.connector.event",""
"axoniq-spring-boot-autoconfigure-5.1.2",5,2,5,1,4,2.5,2.1213203435596424,1,"io.axoniq.framework.springboot.autoconfig,io.axoniq.framework.springboot",""
"axon-common-5.1.2",15,2,5,2,3,2.5,0.7071067811865476,2,"org.axonframework.common.configuration,org.axonframework.common.lifecycle",""
"axon-test-5.1.2",3,2,3,1,2,1.5,0.7071067811865476,1,"org.axonframework.test.fixture,org.axonframework.test",""
"axoniq-spring-boot-autoconfigure-5.1.2",6,2,3,1,2,1.5,0.7071067811865476,1,"io.axoniq.framework.springboot,io.axoniq.framework.springboot.autoconfig",""
"axon-common-5.1.2",11,2,3,1,2,1.5,0.7071067811865476,1,"org.axonframework.common,org.axonframework.common.jdbc",""
"axon-eventsourcing-5.1.2",2,2,2,1,1,1,0,1,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa",""
"axon-modelling-5.1.2",4,2,2,1,1,1,0,1,"org.axonframework.modelling,org.axonframework.modelling.annotation",""
"axon-common-5.1.2",4,2,2,1,1,1,0,1,"org.axonframework.common.annotation,org.axonframework.common.util",""
"axon-messaging-5.1.2",7,2,2,1,1,1,0,1,"org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.gateway",""
"axon-common-5.1.2",20,1,10,10,10,10,0,10,"org.axonframework.common.lock",""
"axon-common-5.1.2",1,1,7,7,7,7,0,7,"org.axonframework.common.infra",""
"axon-modelling-5.1.2",3,1,7,7,7,7,0,7,"org.axonframework.modelling.repository",""
"axon-common-5.1.2",2,1,5,5,5,5,0,5,"org.axonframework.common",""
"axon-tracing-opentelemetry-5.1.2",8,1,5,5,5,5,0,5,"org.axonframework.extension.tracing.opentelemetry",""
"axon-server-connector-5.1.2",13,1,5,5,5,5,0,5,"io.axoniq.framework.axonserver.connector.util",""
"axon-common-5.1.2",16,1,4,4,4,4,0,4,"org.axonframework.common",""
"axon-common-5.1.2",8,1,3,3,3,3,0,3,"org.axonframework.common",""
"axon-conversion-5.1.2",8,1,3,3,3,3,0,3,"org.axonframework.conversion",""
"axon-common-5.1.2",12,1,3,3,3,3,0,3,"org.axonframework.common.util",""
"axon-common-5.1.2",17,1,3,3,3,3,0,3,"org.axonframework.common.jdbc",""
"axoniq-spring-boot-autoconfigure-5.1.2",4,1,2,2,2,2,0,2,"io.axoniq.framework.springboot.autoconfig",""
"axon-metrics-micrometer-5.1.2",5,1,2,2,2,2,0,2,"org.axonframework.extension.metrics.micrometer",""
"axon-eventsourcing-5.1.2",9,1,2,2,2,2,0,2,"org.axonframework.eventsourcing.eventstore",""
"axon-server-connector-5.1.2",12,1,2,2,2,2,0,2,"io.axoniq.framework.axonserver.connector.util",""
"axon-server-connector-5.1.2",14,1,2,2,2,2,0,2,"io.axoniq.framework.axonserver.connector.util",""
"axon-modelling-5.1.2",2,1,1,1,1,1,0,1,"org.axonframework.modelling",""
"axon-test-5.1.2",2,1,1,1,1,1,0,1,"org.axonframework.test.matchers",""
"axon-modelling-5.1.2",5,1,1,1,1,1,0,1,"org.axonframework.modelling",""
"axon-conversion-5.1.2",5,1,1,1,1,1,0,1,"org.axonframework.conversion",""
"axon-conversion-5.1.2",6,1,1,1,1,1,0,1,"org.axonframework.conversion",""
"axon-common-5.1.2",7,1,1,1,1,1,0,1,"org.axonframework.common.configuration",""
"axon-eventsourcing-5.1.2",8,1,1,1,1,1,0,1,"org.axonframework.eventsourcing.annotation",""
"axon-common-5.1.2",18,1,1,1,1,1,0,1,"org.axonframework.common.annotation",""
