"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"org.axonframework.modelling.PropertyBasedEntityIdResolver","PropertyBasedEntityIdResolver",0,"873,16,16",0,"873,56,10,7",,0,0,0,6,9,-1,1,8,""
"org.axonframework.modelling.annotation.InjectEntityParameterResolver","InjectEntityParameterResolver",1,"34,16,16",0,"34,75,4,13",,1,0,1,7,83,-1,1,8,""
"org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolverDefinition","AnnotationBasedEntityIdResolverDefinition",1,"34,16,16",0,"34,75,4,13",,2,0,1,5,73,107,0,5,""
"org.axonframework.modelling.annotation.InjectEntityParameterResolverFactoryConfigurationEnhancer","InjectEntityParameterResolverFactoryConfigurationEnhancer",1,"4,16,16",0,"49,75,4,13",,3,0,2,4,32,-1,0,4,""
"org.axonframework.modelling.annotation.InjectEntityParameterResolverFactory","InjectEntityParameterResolverFactory",1,"4,16,16",0,"49,75,4,13",,4,0,2,6,97,-1,1,9,""
"org.axonframework.modelling.LoadedEntityNotOfExpectedTypeException","LoadedEntityNotOfExpectedTypeException",2,"77,72,904",1,"15,169,3,15",,5,0,3,1,74,7,1,0,""
"org.axonframework.modelling.HierarchicalStateManager","HierarchicalStateManager",2,"13,72,904",1,"13,169,3,15",,6,0,4,5,9,-1,1,5,""
"org.axonframework.modelling.RepositoryAlreadyRegisteredException","RepositoryAlreadyRegisteredException",2,"77,72,904",1,"15,169,3,15",,7,0,3,2,85,69,1,1,""
"org.axonframework.modelling.ConcurrencyException","ConcurrencyException",3,"748,821,821",2,"748,18,1,17",,8,0,5,2,87,17,1,1,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolverDefinition","AnnotatedEntityIdResolverDefinition",1,"34,16,16",0,"932,75,4,13",,9,0,1,6,5,151,1,7,""
"org.axonframework.modelling.entity.annotation.ListEntityChildModelDefinition","ListEntityChildModelDefinition",0,"64,16,16",0,"22,255,10,7",,10,0,6,8,47,70,0,11,""
"org.axonframework.modelling.entity.annotation.RoutingKeyEventTargetMatcherDefinition","RoutingKeyEventTargetMatcherDefinition",0,"21,16,16",0,"28,56,10,7",,11,0,6,5,34,-1,1,7,""
"org.axonframework.modelling.EntityEvolver","EntityEvolver",0,"54,16,16",0,"54,56,10,7",,12,0,1,9,19,143,13,2,""
"org.axonframework.modelling.StateManager","StateManager",2,"13,72,904",1,"13,169,3,15",,13,0,4,7,17,82,7,6,""
"org.axonframework.modelling.repository.ManagedEntity","ManagedEntity",4,"72,175,175",1,"14,60,3,15",,14,0,7,7,45,160,15,0,""
"org.axonframework.modelling.repository.Repository","Repository",2,"77,72,904",1,"15,169,3,15",,15,0,3,7,1,-1,11,4,""
"org.axonframework.modelling.entity.EntityMetamodel","EntityMetamodel",0,"16,16,16",0,"33,56,10,7",,16,0,1,10,4,-1,25,13,""
"org.axonframework.modelling.entity.EntityMetamodelBuilder","EntityMetamodelBuilder",0,"16,16,16",0,"44,56,10,7",,16,0,1,9,10,160,8,6,""
"org.axonframework.modelling.entity.EntityCommandHandler","EntityCommandHandler",0,"54,16,16",0,"54,56,10,7",,17,0,1,9,46,157,5,5,""
"org.axonframework.modelling.entity.child.EntityChildMetamodel","EntityChildMetamodel",0,"54,16,16",0,"54,56,10,7",,16,0,1,9,0,-1,11,11,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolver","AnnotatedEntityIdResolver",1,"34,16,16",0,"34,75,4,13",,18,0,1,8,14,101,1,10,""
"org.axonframework.modelling.entity.annotation.AbstractEntityChildModelDefinition","AbstractEntityChildModelDefinition",0,"21,16,16",0,"28,56,10,7",,19,0,6,8,62,129,2,13,""
"org.axonframework.modelling.entity.child.ListEntityChildMetamodel$Builder","ListEntityChildMetamodel$Builder",0,"64,16,16",0,"22,255,10,7",,16,0,6,8,1,-1,3,6,""
"org.axonframework.modelling.entity.child.AbstractEntityChildMetamodel$Builder","AbstractEntityChildMetamodel$Builder",0,"64,16,16",0,"56,255,10,7",,16,0,6,8,66,53,5,4,""
"org.axonframework.modelling.entity.child.EventTargetMatcher","EventTargetMatcher",0,"64,16,16",0,"56,255,10,7",,20,0,6,8,38,125,12,2,""
"org.axonframework.modelling.entity.child.CommandTargetResolver","CommandTargetResolver",0,"64,16,16",0,"56,255,10,7",,21,0,6,8,74,156,12,3,""
"org.axonframework.modelling.entity.child.ListEntityChildMetamodel","ListEntityChildMetamodel",0,"64,16,16",0,"22,255,10,7",,16,0,6,8,59,69,3,6,""
"org.axonframework.modelling.entity.child.ChildEntityFieldDefinition","ChildEntityFieldDefinition",0,"64,16,16",0,"22,255,10,7",,22,0,6,6,35,53,9,3,""
"org.axonframework.modelling.entity.annotation.EventTargetMatcherDefinition","EventTargetMatcherDefinition",0,"21,16,16",0,"28,56,10,7",,11,0,6,5,89,149,3,2,""
"org.axonframework.modelling.entity.annotation.RoutingKeyUtils","RoutingKeyUtils",0,"21,16,16",0,"28,56,10,7",,11,0,6,5,70,-1,2,3,""
"org.axonframework.modelling.entity.annotation.CommandTargetResolverDefinition","CommandTargetResolverDefinition",0,"21,16,16",0,"28,56,10,7",,11,0,6,5,87,115,3,2,""
"org.axonframework.modelling.entity.annotation.RoutingKeyCommandTargetResolverDefinition","RoutingKeyCommandTargetResolverDefinition",0,"21,16,16",0,"28,56,10,7",,11,0,6,5,36,82,1,7,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityModelRoutingKeyMatcher","AnnotatedEntityModelRoutingKeyMatcher",0,"873,16,16",0,"873,56,10,7",,11,0,0,5,37,82,2,8,""
"org.axonframework.modelling.entity.PolymorphicEntityMetamodel","PolymorphicEntityMetamodel",0,"16,16,16",0,"33,56,10,7",,16,0,1,10,0,135,3,18,""
"org.axonframework.modelling.EntityIdResolver","EntityIdResolver",1,"34,16,16",0,"34,75,4,13",,23,0,1,7,40,85,17,3,""
"org.axonframework.modelling.EntityEvolvingComponent","EntityEvolvingComponent",0,"54,16,16",0,"54,56,10,7",,24,0,1,4,12,-1,2,2,""
"org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder","PolymorphicEntityMetamodelBuilder",0,"16,16,16",0,"44,56,10,7",,16,0,1,9,69,160,4,7,""
"org.axonframework.modelling.EntityIdResolutionException","EntityIdResolutionException",1,"34,16,16",0,"34,75,4,13",,25,0,1,6,11,139,6,0,""
"org.axonframework.modelling.annotation.TargetEntityIdMemberMismatchException","TargetEntityIdMemberMismatchException",0,"873,16,16",0,"873,56,10,7",,26,0,0,1,3,-1,1,0,""
"org.axonframework.modelling.StateEvolvingException","StateEvolvingException",5,"191,305,305",3,"191,62,11,10",,27,0,8,1,73,-1,1,0,""
"org.axonframework.modelling.MissingRepositoryException","MissingRepositoryException",2,"77,72,904",1,"15,169,3,15",,28,0,3,2,81,82,2,0,""
"org.axonframework.modelling.SimpleEntityEvolvingComponent","SimpleEntityEvolvingComponent",0,"54,16,16",0,"54,56,10,7",,29,0,1,7,39,125,0,8,""
"org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolver","AnnotationBasedEntityIdResolver",1,"34,16,16",0,"34,75,4,13",,30,0,1,6,22,-1,3,6,""
