"dependencyWeight","fileDistance","commitCount","updateCommitMinConfidence","updateCommitSupport","updateCommitLift","updateCommitJaccardSimilarity","Source Cypher File: domains/git-history/queries/statistics/List_pairwise_changed_files_with_dependencies.cypher"
11,,3,0.3,0.0009487666034155598,4.197345132743363,0.012875536480686695,""
11,,4,0.16,0.001265022137887413,2.23858407079646,0.016194331983805668,""
22,,3,0.08108108108108109,0.0009487666034155598,1.1344176034441522,0.011538461538461539,""
22,,9,0.14516129032258066,0.0028462998102466793,2.0309734513274336,0.03225806451612903,""
33,,8,0.06666666666666667,0.002530044275774826,0.9327433628318584,0.023668639053254437,""
66,,3,0.14285714285714285,0.0009487666034155598,1.9987357774968395,0.012295081967213115,""
66,,3,0.16666666666666666,0.0009487666034155598,6.349397590361446,0.030612244897959183,""
66,,9,0.36,0.0028462998102466793,37.944,0.1956521739130435,""
91,,4,0.36363636363636365,0.001265022137887413,20.532467532467532,0.06349206349206349,""
91,,5,0.21739130434782608,0.0015812776723592662,16.366459627329192,0.08333333333333333,""
91,,5,0.23809523809523808,0.0015812776723592662,13.443877551020407,0.06944444444444445,""
91,,6,0.24,0.0018975332068311196,3.072388663967612,0.022556390977443608,""
104,,3,0.75,0.0009487666034155598,84.69642857142857,0.10344827586206896,""
110,,38,0.3114754098360656,0.012017710309930424,4.3578993181488475,0.12258064516129032,""
121,,9,0.1875,0.0028462998102466793,2.623340707964602,0.033962264150943396,""
132,,9,0.36,0.0028462998102466793,9.486,0.0661764705882353,""
160,,3,0.23076923076923078,0.0009487666034155598,3.2287270251872022,0.012711864406779662,""
182,,4,0.10256410256410256,0.001265022137887413,6.756410256410256,0.04819277108433735,""
182,,4,0.3076923076923077,0.001265022137887413,10.691462383770075,0.04,""
182,,9,0.1875,0.0028462998102466793,6.5151098901098905,0.06923076923076923,""
198,,3,0.0625,0.0009487666034155598,3.1875,0.028037383177570093,""
198,,4,0.3076923076923077,0.001265022137887413,12.972307692307693,0.047619047619047616,""
231,,3,0.08108108108108109,0.0009487666034155598,1.1980298055064411,0.012096774193548387,""
242,,20,0.09345794392523364,0.006325110689437065,1.3075841535026054,0.047619047619047616,""
264,,6,0.08,0.0018975332068311196,1.11929203539823,0.020338983050847456,""
455,,10,0.38461538461538464,0.0031625553447185324,4.923699781999377,0.03802281368821293,""
462,,20,0.24096385542168675,0.006325110689437065,6.349397590361446,0.1092896174863388,""
476,,4,0.11428571428571428,0.001265022137887413,7.528571428571429,0.05063291139240506,""
506,,18,0.12413793103448276,0.0056925996204933585,1.7368324687213916,0.05099150141643059,""
546,,3,0.23076923076923078,0.0009487666034155598,2.9542198691996266,0.011673151750972763,""
576,,11,0.1774193548387097,0.003478810879190386,3.8689655172413793,0.05612244897959184,""
637,,10,0.2857142857142857,0.0031625553447185324,3.6576055523423947,0.03676470588235294,""
726,,9,0.07377049180327869,0.0028462998102466793,1.0900107246820898,0.027522935779816515,""
728,,3,0.10714285714285714,0.0009487666034155598,3.722919937205651,0.02586206896551724,""
990,,6,0.04918032786885246,0.0018975332068311196,1.072470322215941,0.022988505747126436,""
1494,,4,0.16,0.001265022137887413,10.54,0.057971014492753624,""
1848,,5,0.10416666666666667,0.0015812776723592662,2.2715517241379306,0.026595744680851064,""
3150,,10,0.16129032258064516,0.0031625553447185324,2.3831775700934577,0.03759398496240601,""
66669,,35,0.2413793103448276,0.011068943706514863,3.56654850145021,0.10802469135802469,""
,,3,0.12,0.0009487666034155598,1.2775757575757576,0.009404388714733543,""
,,3,0.13636363636363635,0.0009487666034155598,1.451790633608815,0.00949367088607595,""
,,3,0.08333333333333333,0.0009487666034155598,0.4010654490106545,0.004347826086956522,""
,,4,0.045454545454545456,0.001265022137887413,0.6445169180595189,0.013029315960912053,""
,,4,0.19047619047619047,0.001265022137887413,2.027898027898028,0.012738853503184714,""
,,5,0.056818181818181816,0.0015812776723592662,0.25776053215077604,0.00641025641025641,""
,,6,0.20689655172413793,0.0018975332068311196,2.2027168234064787,0.01875,""
,,12,0.13636363636363635,0.003795066413662239,1.451790633608815,0.032171581769437,""
,,16,0.5,0.005060088551549652,2.4063926940639266,0.0237741456166419,""
,,17,0.5151515151515151,0.005376344086021506,2.4793136847931363,0.02526002971768202,""
,,17,0.5151515151515151,0.005376344086021506,2.4793136847931363,0.02526002971768202,""
,,17,0.5151515151515151,0.005376344086021506,2.4793136847931363,0.02526002971768202,""
,,20,0.5555555555555556,0.006325110689437065,2.67376966007103,0.029717682020802376,""
,,20,0.5882352941176471,0.006325110689437065,2.831050228310502,0.029806259314456036,""
,,20,0.4878048780487805,0.006325110689437065,2.34770018933066,0.029498525073746312,""
,,21,0.5675675675675675,0.006641366223908918,2.731580895964457,0.031203566121842496,""
,,21,0.5526315789473685,0.006641366223908918,2.659697188175919,0.03115727002967359,""
,,21,0.5675675675675675,0.006641366223908918,2.731580895964457,0.031203566121842496,""
,,21,0.5675675675675675,0.006641366223908918,2.731580895964457,0.031203566121842496,""
,,34,0.15246636771300448,0.010752688172043012,0.6916766925516789,0.03837471783295711,""
,,36,0.16143497757847533,0.011385199240986717,2.24871100926493,0.08695652173913043,""
,,36,0.16143497757847533,0.011385199240986717,0.7323635568194247,0.04072398190045249,""
,,37,0.16299559471365638,0.01170145477545857,0.7394434296765875,0.04171364148816235,""
,,37,0.16666666666666666,0.01170145477545857,1.7744107744107744,0.07676348547717843,""
,,38,0.17040358744394618,0.012017710309930424,2.373639398668537,0.09223300970873786,""
,,38,0.12794612794612795,0.012017710309930424,0.5804385316580438,0.0397489539748954,""
