"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: domains/git-history/queries/statistics/List_git_file_directories_with_commit_statistics.cypher"
"react-router-7.15.1","react-router-7.15.1","","","Matt Brophy","github-actions[bot]","Mark Dalgleish",590,1481,4958,"2026-05-07","2026-05-14","2026-05-14",11,17,10,"fff84b5f20f35c347c9d6313dfc603db0eac6e19","react-router-7.15.1/typedoc.mjs",1,1,""
"react-router-7.15.1/.agents/skills",".agents/skills","react-router-7.15.1","react-router-7.15.1","Matt Brophy",,,1,2,7,"2026-05-07","2026-05-07","2026-05-13",12,17,17,"fadd6c490cc84abc560a2413ee6fa0f2617d098d","react-router-7.15.1/.agents/skills/implement-rfc/SKILL.md",3,2,""
"react-router-7.15.1/.agents/skills/fix-bug","fix-bug","react-router-7.15.1/.agents/skills","skills","Matt Brophy",,,1,1,5,"2026-03-18","2026-04-14","2026-04-14",41,67,40,"a842fca719e81505f454a8e6a8c728cdaed22067","react-router-7.15.1/.agents/skills/fix-bug/SKILL.md",4,1,""
"react-router-7.15.1/.agents/skills/implement-rfc","implement-rfc","react-router-7.15.1/.agents/skills","skills","Matt Brophy",,,1,1,2,"2026-05-07","2026-05-07","2026-05-13",12,17,17,"fadd6c490cc84abc560a2413ee6fa0f2617d098d","react-router-7.15.1/.agents/skills/implement-rfc/SKILL.md",4,1,""
"react-router-7.15.1/.github",".github","react-router-7.15.1","react-router-7.15.1","Matt Brophy","Michael Jackson","Tim Dorr",21,22,241,"2026-04-14","2026-04-28","2026-04-28",27,40,26,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.15.1/.github/workflows/test.yml",2,1,""
"react-router-7.15.1/.github/ISSUE_TEMPLATE","ISSUE_TEMPLATE","react-router-7.15.1/.github",".github","Matt Brophy","Pedro Cattori","Tim Dorr",13,3,50,"2023-01-11","2025-07-16","2025-07-16",313,1229,312,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.15.1/.github/ISSUE_TEMPLATE/documentation_isse.yml",3,1,""
"react-router-7.15.1/.github/workflows","workflows","react-router-7.15.1/.github",".github","Matt Brophy","dependabot[bot]","Michael Jackson",15,17,205,"2026-04-14","2026-04-28","2026-04-28",27,40,26,"fde69511bbfddf5a04e00d8c8bb9a7702a32b9bf","react-router-7.15.1/.github/workflows/test.yml",3,1,""
"react-router-7.15.1/decisions","decisions","react-router-7.15.1","react-router-7.15.1","Matt Brophy","Pedro Cattori","Michael Jackson",9,20,67,"2026-02-19","2026-05-05","2026-05-05",20,94,19,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.15.1/decisions/template.md",2,1,""
"react-router-7.15.1/docs","docs","react-router-7.15.1","react-router-7.15.1","Matt Brophy","Remix Run Bot","Ryan Florence",121,197,684,"2026-05-07","2026-05-13","2026-05-13",12,17,11,"ff6a4fea561d67b1e61002522096797afb9ff55e","react-router-7.15.1/docs/upgrading/v6.md",2,1,""
"react-router-7.15.1/docs/api","api","react-router-7.15.1/docs","docs","Matt Brophy","Remix Run Bot","Brooks Lybrand",22,109,189,"2026-05-07","2026-05-13","2026-05-13",12,17,11,"fed3b6300c8b8db90d9779a8f9c3304e91d719d3","react-router-7.15.1/docs/api/utils/resolvePath.md",3,1,""
"react-router-7.15.1/docs/api/components","components","react-router-7.15.1/docs/api","api","Matt Brophy","Remix Run Bot","Ryan Florence",6,11,47,"2025-03-14","2026-05-05","2026-05-05",20,437,19,"f153b191e1c52bc8fb0e485bfd5d8ec2a8752104","react-router-7.15.1/docs/api/components/index.md",4,1,""
"react-router-7.15.1/docs/api/data-routers","data-routers","react-router-7.15.1/docs/api","api","Remix Run Bot","Matt Brophy","Ryan Florence",5,8,60,"2025-07-16","2026-05-05","2026-05-05",20,312,19,"f36a3b0862db885272911bf9f40a90187791bce1","react-router-7.15.1/docs/api/data-routers/index.md",4,1,""
