"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.messaging.core.annotation","annotation","centralityBetweenness",1351.938095238095,""
"org.axonframework.messaging.core","core","centralityBetweenness",1185.5333333333333,""
"org.axonframework.messaging.core.sequencing","sequencing","centralityBetweenness",455.27619047619044,""
"org.axonframework.messaging.core.unitofwork","unitofwork","centralityBetweenness",392.6666666666666,""
"org.axonframework.messaging.core.conversion","conversion","centralityBetweenness",351.32619047619045,""
"org.axonframework.messaging.eventhandling.annotation","annotation","centralityBetweenness",241.65238095238095,""
"org.axonframework.messaging.commandhandling.annotation","annotation","centralityBetweenness",236.17619047619047,""
"org.axonframework.eventsourcing.eventstore","eventstore","centralityBetweenness",230.16666666666669,""
"org.axonframework.eventsourcing.snapshot.store","store","centralityBetweenness",196,""
"org.axonframework.messaging.core.unitofwork.transaction","transaction","centralityBetweenness",177.66666666666666,""
"org.axonframework.messaging.queryhandling.annotation","annotation","centralityBetweenness",151.4,""
"org.axonframework.common.configuration","configuration","centralityBetweenness",104,""
"org.axonframework.messaging.eventhandling.configuration","configuration","centralityBetweenness",104,""
"org.axonframework.messaging.queryhandling","queryhandling","centralityBetweenness",101.54761904761904,""
"org.axonframework.messaging.eventhandling.processing.streaming.token","token","centralityBetweenness",97.16666666666666,""
"org.axonframework.common.util","util","centralityBetweenness",95,""
"org.axonframework.eventsourcing.annotation","annotation","centralityBetweenness",94.66666666666666,""
"org.axonframework.common.tx","tx","centralityBetweenness",91.75,""
"org.axonframework.modelling.entity","entity","centralityBetweenness",87.16666666666667,""
"org.axonframework.messaging.eventhandling.replay","replay","centralityBetweenness",85.74999999999999,""
"org.axonframework.messaging.eventhandling","eventhandling","centralityBetweenness",82.2,""
"io.axoniq.framework.axonserver.connector.shared","shared","centralityBetweenness",72.16666666666666,""
"org.axonframework.messaging.core.configuration","configuration","centralityBetweenness",71.5,""
"org.axonframework.modelling.annotation","annotation","centralityBetweenness",71.5,""
