"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"org.axonframework.test","test",0,"1,17",0,"1,3",0.017353156470530262,0,0,0,5,2,13,8,13,""
"org.axonframework.test.fixture","fixture",0,"1,17",0,"1,3",0.017353156470530262,1,0,0,10,0,13,134,1079,""
"org.axonframework.test.extension","extension",0,"1,17",0,"1,3",0.017353156470530262,2,0,0,4,19,9,5,11,""
"org.axonframework.test.util","util",1,"46,46",1,"46,23",0.09048818106399635,3,0,0,8,2,14,23,164,""
"org.axonframework.test.server","server",2,"66,69",2,"4,4",0.029300408350093905,4,0,1,2,0,4,3,2,""
"org.axonframework.test.matchers","matchers",0,"1,17",0,"1,3",0.017353156470530262,5,0,0,5,8,13,35,47,""
"org.axonframework.messaging.monitoring","monitoring",3,"61,90",3,"117,7",0.055104203128008455,6,0,0,9,14,4,81,22,""
"org.axonframework.messaging.monitoring.interception","interception",3,"61,90",3,"117,7",0.055104203128008455,7,0,0,7,10,-1,5,500,""
"org.axonframework.messaging.monitoring.configuration","configuration",3,"61,90",3,"61,7",0.055104203128008455,8,0,0,10,0,-1,21,439,""
"org.axonframework.messaging.commandhandling","commandhandling",1,"46,46",1,"46,23",0.09048818106399635,9,0,0,11,8,14,1497,297,""
"org.axonframework.messaging.commandhandling.distributed","distributed",1,"46,46",2,"90,4",0.029300408350093905,10,0,0,10,12,14,31,322,""
"org.axonframework.messaging.commandhandling.annotation","annotation",4,"47,47",1,"47,23",0.09048818106399635,9,0,0,11,4,13,13,437,""
"org.axonframework.messaging.commandhandling.interception","interception",1,"46,46",1,"46,23",0.09048818106399635,11,0,0,8,0,13,6,499,""
"org.axonframework.messaging.commandhandling.gateway","gateway",1,"46,46",1,"46,23",0.09048818106399635,9,0,0,9,0,13,20,191,""
"org.axonframework.messaging.commandhandling.retry","retry",1,"46,46",1,"46,23",0.09048818106399635,12,0,0,5,9,14,0,168,""
"org.axonframework.messaging.commandhandling.tracing","tracing",1,"46,46",1,"46,23",0.09048818106399635,13,0,0,5,0,13,7,156,""
"org.axonframework.messaging.commandhandling.configuration","configuration",3,"61,90",1,"61,7",0.09048818106399635,14,0,0,10,11,-1,11,292,""
"org.axonframework.messaging.eventhandling","eventhandling",5,"17,33",4,"1,3",0.048119755282057745,9,0,0,11,8,7,3012,471,""
"org.axonframework.messaging.eventhandling.annotation","annotation",4,"47,47",1,"47,23",0.09048818106399635,9,0,0,11,16,13,16,480,""
"org.axonframework.messaging.eventhandling.replay","replay",1,"46,46",1,"46,23",0.09048818106399635,15,0,0,5,0,-1,5,29,""
"org.axonframework.messaging.eventhandling.replay.annotation","annotation",4,"47,47",1,"47,23",0.09048818106399635,16,0,0,7,1,9,6,156,""
"org.axonframework.messaging.eventhandling.interception","interception",5,"17,33",4,"1,3",0.048119755282057745,17,0,0,7,7,-1,4,218,""
"org.axonframework.messaging.eventhandling.gateway","gateway",5,"17,33",4,"1,3",0.048119755282057745,9,0,0,8,17,9,9,112,""
"org.axonframework.messaging.eventhandling.conversion","conversion",2,"69,69",5,"69,13",0.04938112455287493,9,0,0,11,14,-1,19,35,""
"org.axonframework.messaging.eventhandling.processing","processing",5,"33,33",6,"33,1",0.07148024591179984,18,0,0,11,11,4,13,98,""
"org.axonframework.messaging.eventhandling.processing.streaming","streaming",6,"76,76",4,"38,5",0.048119755282057745,19,0,0,6,5,7,4,16,""
"org.axonframework.messaging.eventhandling.processing.streaming.token","token",6,"76,76",4,"38,5",0.048119755282057745,20,0,0,10,2,4,425,19,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","annotation",6,"76,76",4,"38,5",0.048119755282057745,21,0,0,4,13,7,1,30,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",5,"33,33",6,"33,1",0.07148024591179984,22,0,0,8,5,4,28,10,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",5,"33,33",6,"33,1",0.07148024591179984,23,0,0,6,18,4,3,31,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","jdbc",5,"33,33",6,"33,1",0.07148024591179984,24,0,0,8,0,4,13,160,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",5,"33,33",6,"33,1",0.07148024591179984,25,0,0,8,0,4,6,99,""
