"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Update,Change",139893,46.015769166247274,""
"Git,Change,Create",45414,14.938275259776784,""
"Git,Change,Delete",22797,7.498741821841973,""
"Java,ByteCode,Member,Method",13818,4.545230271273079,""
"Java,ByteCode,Parameter",13459,4.427142438924907,""
"Git,Commit",11609,3.8186118265457503,""
"File,Git",8332,2.7406903039692643,""
"Java,ByteCode,Bound,ParameterizedType",7323,2.4087944186230104,""
"Java,ByteCode,Bound",7320,2.4078076122245573,""
"Git,Change,Rename",7018,2.308469101446987,""
"Java,ByteCode,Member,Field",3724,1.2249556759459361,""
"Java,Value,ByteCode,Annotation",2958,0.9729911088743499,""
"Java,ByteCode,Bound,WildcardType",2950,0.9703596251451427,""
"Java,ByteCode,Member,Method,Constructor",2180,0.7170793162089529,""
"Xml,Element",2162,0.7111584778182368,""
"Xml,Text",1450,0.476956425918799,""
"Java,ByteCode,TypeVariable,Bound",1112,0.36577623835979617,""
"Java,ByteCode,Member,Method,Lambda",986,0.32433036962478334,""
"Type,File,Java,ByteCode,ResolvedDuplicateType",903,0.297028725934259,""
"Type,File,Java,Class,ByteCode",869,0.2858449200851285,""
"Json,Key",750,0.24670159961317192,""
"Value,Json,Scalar",734,0.24143863215475755,""
"Java,Value,ByteCode,Primitive",686,0.22564972977951453,""
"Type,File,Java,ByteCode,JavaType",659,0.21676847219344036,""
"Java,GenericDeclaration,ByteCode,Member,Method",579,0.19045363490136868,""
"Type,File,Java,ByteCode,ExternalType",419,0.13782396031722535,""
"Git,Change,Copy",298,0.09802276891296698,""
"Author,Git,Person",297,0.09769383344681608,""
"Value,Array",294,0.09670702704836338,""
"Committer,Git,Person",243,0.07993131827466769,""
"Type,File,Java,Class,GenericDeclaration,ByteCode",237,0.07795770547776232,""
"Value,Property",212,0.06973431882398992,""
"Type,File,Java,ByteCode,Interface",195,0.0641424158994247,""
"Java,Value,Class,ByteCode",195,0.0641424158994247,""
"Value,Json,Object",185,0.06085306123791573,""
"Java,ByteCode,Bound,GenericArrayType",166,0.05460328738104871,""
"Maven,Dependency",165,0.05427435191489782,""
"Java,Value,ByteCode,Enum",153,0.050327126321087066,""
"Package,File,Directory,Java",146,0.048024578058030794,""
"Git,Tag",133,0.043748416998069146,""
"Value,ManifestEntry",120,0.0394722559381075,""
"Type,File,Java,ByteCode,Throwable,JavaType",107,0.03519609487814586,""
"Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",96,0.031577804750486,""
"Artifact,Maven",93,0.030590998352033313,""
"Type,File,Java,GenericDeclaration,ByteCode,Interface",85,0.02795951462282615,""
"Type,File,Java,Class,ByteCode,Throwable",56,0.018420386104450168,""
"File,Directory",45,0.014802095976790313,""
"Type,File,Java,ByteCode,Annotation",44,0.014473160510639418,""
"Xml,Namespace",36,0.011841676781432251,""
"Type,File,Java,ByteCode,PrimitiveType",31,0.010196999450677771,""
"Type,File,Java,ByteCode,Enum",30,0.009868063984526875,""
"Type,File,Java,ByteCode,Throwable,ResolvedDuplicateType",22,0.007236580255319709,""
"Type,File,Java,ByteCode,Throwable,ExternalType",21,0.006907644789168814,""
"Maven,Plugin",21,0.006907644789168814,""
"Maven,Configuration",21,0.006907644789168814,""
"jQAssistant,Rule,Concept",19,0.00624977385686702,""
"Xml,Attribute",18,0.005920838390716126,""
"Maven,PluginExecution",16,0.005262967458414334,""
"Maven,ExecutionGoal",16,0.005262967458414334,""
"File,Java,Properties",12,0.00394722559381075,""
"File,Java,ServiceLoader",11,0.0036182901276598546,""
"File,Artifact,Jar,Archive,Zip,Java",9,0.002960419195358063,""
"File,Java,Manifest",9,0.002960419195358063,""
"Java,ManifestSection",9,0.002960419195358063,""
"Type,File,Java,ByteCode,Void",9,0.002960419195358063,""
"File,Maven,Xml,Pom,Document",9,0.002960419195358063,""
"Value,Array,Json",6,0.001973612796905375,""
"Maven,Exclusion",5,0.0016446773307544793,""
"Java,GenericDeclaration,ByteCode,Member,Method,Constructor",4,0.0013157418646035834,""
"File",3,0.0009868063984526875,""
"File,Json",2,0.0006578709323017917,""
"Repository,File,Git",1,0.00032893546615089586,""
"Git,Branch",1,0.00032893546615089586,""
"Analyze,Task,jQAssistant",1,0.00032893546615089586,""
