"codeUnitName","shortCodeUnitName","centralityHyperlinkInducedTopicSearchAuthority","centralityHyperlinkInducedTopicSearchHub","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/centrality/Centrality_9d_Hyperlink_Induced_Topic_Search_HITS_Stream_Mutated.cypher"
"react-router-7.13.2/react-router","react-router",0.5198793423357332,0.34121496762898545,379,13,""
"react-router-7.13.2/utils","utils",0.4419385760068664,0.12143116024493801,175,3,""
"react-router-7.13.2/react-router","react-router",0.35317045808797326,0.16889679912919636,112,4,""
"react-router-7.13.2/history","history",0.2860720691398756,0.05446325652622891,40,0,""
"react-router-7.13.2/router","router",0.27049511793858944,0.1783375263762528,53,1,""
"react-router-7.13.2/entry","entry",0.19392668109314276,0.14932380193023415,12,0,""
"react-router-7.13.2/routeModules","routeModules",0.1930582120424488,0.17205683955211373,27,6,""
"react-router-7.13.2/data","data",0.17705193649214504,0.12909876494430064,7,0,""
"react-router-7.13.2/build","build",0.11792422382040826,0.09278783775464497,11,0,""
"react-router-7.13.2/mode","mode",0.11669933553278168,0.05446325652622891,5,0,""
"react-router-7.13.2/instrumentation","instrumentation",0.10126148374014524,0.22078275715810253,14,0,""
"react-router-7.13.2/dev","dev",0.09451753723733526,0,4,2,""
"react-router-7.13.2/actions","actions",0.09284404957581525,0,3,0,""
"react-router-7.13.2/headers","headers",0.09284404957581525,0.16167770163267647,3,1,""
"react-router-7.13.2/urls","urls",0.09284404957581525,0.1510466461922145,3,0,""
"react-router-7.13.2/dom-export","dom-export",0.0810435278687869,0.0992385868933348,19,0,""
"react-router-7.13.2/links","links",0.07782718164534914,0.05446325652622891,6,0,""
"react-router-7.13.2/cookies","cookies",0.07469251029202949,0.09465276865680695,19,4,""
"react-router-7.13.2/fog-of-war","fog-of-war",0.07285802729367774,0.23660772461635066,3,5,""
"react-router-7.13.2/future","future",0.07285802729367774,0,3,0,""
"react-router-7.13.2/routes","routes",0.07063935550101441,0.20675098227729743,6,9,""
"react-router-7.13.2/errors","errors",0.0652405139272568,0.14998552312500768,5,0,""
"react-router-7.13.2/server","server",0.06383635956001264,0.26348971534966936,40,17,""
"react-router-7.13.2/react-router","react-router",0.06334967287525525,0.058853988658201385,9,4,""
"react-router-7.13.2/server","server",0.0588756347090463,0.3542517695689781,4,0,""
"react-router-7.13.2/cookieStorage","cookieStorage",0.05343999222022844,0.10142719109923494,2,2,""
"react-router-7.13.2/href","href",0.05343999222022844,0.0037863683943556796,2,0,""
"react-router-7.13.2/memoryStorage","memoryStorage",0.05343999222022844,0.09360230363525926,2,1,""
"react-router-7.13.2/context","context",0.041911759941180196,0.15906805823561296,11,10,""
"react-router-7.13.2/route-data","route-data",0.04130914993179805,0.07628799942095028,6,0,""
"react-router-7.13.2/entry","entry",0.037111890066980936,0.08208856704912226,1,0,""
"react-router-7.13.2/routeMatching","routeMatching",0.037111890066980936,0.14516021789785152,2,0,""
"react-router-7.13.2/serverHandoff","serverHandoff",0.037111890066980936,0.020541460227068174,2,0,""
"react-router-7.13.2/single-fetch","single-fetch",0.037111890066980936,0.2685019480291781,5,4,""
"react-router-7.13.2/register","register",0.036142802253303574,0,1,0,""
"react-router-7.13.2/dom","dom",0.035746137226696804,0.13073062722480713,6,0,""
"react-router-7.13.2/errors","errors",0.035746137226696804,0.10076133393349485,1,0,""
