"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",400084,26.699963428730065,""
"MODIFIES",400084,26.699963428730065,""
"UPDATES",257375,17.17615072702083,""
"CREATES",98206,6.553865209510666,""
"DELETES",67787,4.523826048888047,""
"COMMITTED",31164,2.079757401678007,""
"RENAMES",23284,1.5538785566894724,""
"INVOKES",22194,1.4811364321923275,""
"HAS_PARENT",18926,1.2630435304889605,""
"OF_TYPE",18495,1.234280360160273,""
"DEPENDS_ON",17561,1.1719490351324442,""
"HAS_FILE",15911,1.0618348099762154,""
"HAS_COMMIT",15582,1.0398787008390036,""
"DECLARES",14288,0.9535224539589067,""
"OF_RAW_TYPE",13122,0.8757084015151717,""
"HAS",9843,0.65688140497743,""
"HAS_NEW_NAME",9378,0.6258492142515837,""
"RETURNS",8100,0.540560741676032,""
"READS",5919,0.3950097567877077,""
"HAS_ACTUAL_TYPE_ARGUMENT",5753,0.38393159837805085,""
"ANNOTATED_BY",5333,0.3559025228837381,""
"OF_GENERIC_TYPE",4392,0.29310404659767064,""
"CHANGED_TOGETHER_WITH",3686,0.2459885054096116,""
"CONTAINS",3183,0.2124203507104703,""
"RETURNS_GENERIC",2586,0.17257902197212574,""
"RESOLVES_TO",2566,0.1712443040914442,""
"HAS_FIRST_CHILD",2384,0.15909837137724198,""
"HAS_LAST_CHILD",2384,0.15909837137724198,""
"HAS_ELEMENT",2362,0.15763018170849227,""
"WRITES",2173,0.14501709773605154,""
"REQUIRES",1679,0.11204956608321698,""
"HAS_TEXT",1596,0.10651048687838852,""
"HAS_SIBLING",1574,0.1050422972096388,""
"EXTENDS",1261,0.08415396237697238,""
"HAS_UPPER_BOUND",983,0.06560138383549868,""
"IMPLEMENTS",811,0.05412281006163727,""
"DECLARES_TYPE_PARAMETER",804,0.053655658803398724,""
"THROWS",602,0.04017500820851497,""
"HAS_KEY",533,0.03557023152016359,""
"HAS_VALUE",533,0.03557023152016359,""
"COPIES",470,0.031365870196016665,""
"CATCHES",383,0.025559847415051882,""
"EXTENDS_GENERIC",378,0.02522616794488149,""
"HAS_AUTHOR",302,0.02015423999829156,""
"IMPLEMENTS_GENERIC",282,0.01881952211761,""
"HAS_LOWER_BOUND",248,0.01655050172045135,""
"HAS_COMMITTER",246,0.01641702993238319,""
"IS",228,0.015215783839769789,""
"DECLARES_DEPENDENCY",192,0.012813291654542978,""
"TO_ARTIFACT",192,0.012813291654542978,""
"COPY_OF",181,0.012079196820168121,""
"HAS_TAG",141,0.009409761058805,""
"ON_COMMIT",141,0.009409761058805,""
"CONTAINS_VALUE",128,0.008542194436361986,""
"HAS_COMPONENT_TYPE",105,0.007007268873578192,""
"HAS_DEFAULT",53,0.003537002383806135,""
"DECLARES_NAMESPACE",44,0.0029363793374994327,""
"REQUIRES_CONCEPT",28,0.0018686050329541845,""
"REQUIRES_TYPE_PARAMETER",26,0.0017351332448860284,""
"HAS_ATTRIBUTE",22,0.0014681896687497164,""
"OF_NAMESPACE",22,0.0014681896687497164,""
"HAS_CONFIGURATION",20,0.0013347178806815605,""
"IS_ARTIFACT",20,0.0013347178806815605,""
"USES_PLUGIN",20,0.0013347178806815605,""
"INCLUDES_CONCEPT",19,0.0012679819866474823,""
"HAS_EXECUTION",13,0.0008675666224430142,""
"HAS_GOAL",13,0.0008675666224430142,""
"HAS_ROOT_ELEMENT",13,0.0008675666224430142,""
"DESCRIBES",11,0.0007340948343748582,""
"HAS_SCM",11,0.0007340948343748582,""
"EXCLUDES",4,0.00026694357613631206,""
"THROWS_GENERIC",3,0.00020020768210223403,""
"HAS_HEAD",2,0.00013347178806815603,""
"HAS_BRANCH",1,6.673589403407802e-05,""
"HAS_PROPERTY",1,6.673589403407802e-05,""
