"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",432268,89.39394566067078,""
"Change",400084,82.73822572039523,""
"Update",257375,53.22569971502665,""
"Create",74452,15.396832618487283,""
"Java",45196,9.34662933198774,""
"ByteCode",44995,9.305062102681397,""
"Delete",44503,9.203315451841988,""
"Rename",23284,4.8151809311886575,""
"File",19047,3.938960281581788,""
"Commit",15582,3.2223908808530175,""
"Member",13967,2.888405431451296,""
"Bound",13052,2.699181477146296,""
"Method",11780,2.436129160341968,""
"Parameter",9227,1.9081633075106401,""
"Value",6927,1.432518395049984,""
"Annotation",5376,1.11176828234282,""
"ParameterizedType",4849,1.0027835567485741,""
"Xml",4057,0.8389962651534265,""
"Type",2874,0.5943493384399674,""
"Element",2384,0.4930162918722625,""
"Field",2187,0.452276271109328,""
"Text",1596,0.33005620882052467,""
"Constructor",1592,0.3292290002771149,""
"Json",1198,0.247748958751246,""
"WildcardType",968,0.2001844675051804,""
"Class",893,0.18467430731624596,""
"Lambda",851,0.17598861761044268,""
"TypeVariable",830,0.17164577275754103,""
"JavaType",788,0.16296008305173776,""
"GenericDeclaration",671,0.13876423315700007,""
"Person",548,0.11332757044714757,""
"Key",533,0.11022553840936068,""
"Scalar",523,0.10815751705083611,""
"Copy",470,0.09719700385065577,""
"ResolvedDuplicateType",470,0.09719700385065577,""
"Maven",379,0.078378009488082,""
"ExternalType",371,0.07672359240126231,""
"Primitive",322,0.06659028774449183,""
"Author",302,0.062454245027442644,""
"Interface",266,0.05500936813675411,""
"Committer",246,0.05087332541970493,""
"Directory",198,0.0409468228987869,""
"Dependency",192,0.039706010083672146,""
"Array",182,0.03763798872514756,""
"Throwable",160,0.03308834173639345,""
"Enum",157,0.03246793532883608,""
"Package",143,0.02957270542690165,""
"Tag",141,0.02915910115519673,""
"Object",132,0.0272978819325246,""
"Property",127,0.026263871253262305,""
"Artifact",106,0.021921026400360664,""
"GenericArrayType",105,0.021714224264508204,""
"ManifestEntry",88,0.0181985879550164,""
"ExternalAnnotation",62,0.012821732422852464,""
"Record",56,0.01158091960773771,""
"Namespace",44,0.0090992939775082,""
"PrimitiveType",39,0.008065283298245903,""
"Attribute",22,0.0045496469887541,""
"Configuration",20,0.004136042717049182,""
"Plugin",20,0.004136042717049182,""
"jQAssistant",20,0.004136042717049182,""
"Concept",19,0.003929240581196722,""
"Rule",19,0.003929240581196722,""
"ExecutionGoal",13,0.0026884277660819684,""
"PluginExecution",13,0.0026884277660819684,""
"Properties",13,0.0026884277660819684,""
"ServiceLoader",12,0.002481625630229509,""
"Archive",11,0.00227482349437705,""
"Document",11,0.00227482349437705,""
"Jar",11,0.00227482349437705,""
"Manifest",11,0.00227482349437705,""
"ManifestSection",11,0.00227482349437705,""
"Pom",11,0.00227482349437705,""
"Scm",11,0.00227482349437705,""
"Void",11,0.00227482349437705,""
"Zip",11,0.00227482349437705,""
"Exclusion",4,0.0008272085434098364,""
"Analyze",1,0.0002068021358524591,""
"Branch",1,0.0002068021358524591,""
"Repository",1,0.0002068021358524591,""
"Task",1,0.0002068021358524591,""
