"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.common.TypeReference","TypeReference","centralityPageRank",53.888843550190856,""
"org.axonframework.common.TypeReference$1","TypeReference$1","centralityPageRank",23.050914895163434,""
"org.axonframework.common.TypeReference$2","TypeReference$2","centralityPageRank",23.050914895163434,""
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","centralityPageRank",22.41577975959273,""
"org.axonframework.messaging.core.Message","Message","centralityPageRank",18.587622448669737,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","centralityPageRank",16.884484613817275,""
"org.axonframework.common.infra.ComponentDescriptor","ComponentDescriptor","centralityPageRank",11.165464275573267,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","centralityPageRank",11.040244162776041,""
"org.axonframework.conversion.Converter","Converter","centralityPageRank",10.524578358009311,""
"org.axonframework.common.AxonException","AxonException","centralityPageRank",9.498207451785316,""
"org.axonframework.messaging.core.Context","Context","centralityPageRank",8.230575090141997,""
"org.axonframework.messaging.core.Metadata","Metadata","centralityPageRank",8.192874594806629,""
"org.axonframework.common.configuration.Configuration","Configuration","centralityPageRank",7.372324262399288,""
"org.axonframework.messaging.core.Metadata$MetadataCollector","Metadata$MetadataCollector","centralityPageRank",7.113354909789307,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","centralityPageRank",7.015883661299966,""
"org.axonframework.common.annotation.Internal","Internal","centralityPageRank",6.990881554727497,""
"org.axonframework.eventsourcing.eventstore.Position","Position","centralityPageRank",6.26921232803331,""
"org.axonframework.common.StringUtils","StringUtils","centralityPageRank",5.796038385602119,""
"org.axonframework.eventsourcing.eventstore.StartPosition","StartPosition","centralityPageRank",5.47843145871094,""
"org.axonframework.messaging.core.MessageStream","MessageStream","centralityPageRank",5.1910451622900755,""
"org.axonframework.messaging.eventhandling.EventMessage","EventMessage","centralityPageRank",5.180781285953226,""
"org.axonframework.messaging.core.MessageStream$Entry","MessageStream$Entry","centralityPageRank",4.637263721588342,""
"org.axonframework.messaging.core.QualifiedName","QualifiedName","centralityPageRank",4.158071231421429,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken","TrackingToken","centralityPageRank",3.81982241340712,""
"org.axonframework.common.Assert","Assert","centralityPageRank",3.798017096868323,""
"org.axonframework.messaging.commandhandling.CommandMessage","CommandMessage","centralityPageRank",3.2148138840375298,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.TokenSchema","TokenSchema","centralityPageRank",3.15246980759492,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","centralityPageRank",2.8817165090257757,""
"org.axonframework.common.configuration.ComponentNotFoundException","ComponentNotFoundException","centralityPageRank",2.846252430523305,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc.TokenSchema$Builder","TokenSchema$Builder","centralityPageRank",2.8293876182505744,""
"org.axonframework.messaging.core.retry.RetryPolicy$Outcome","RetryPolicy$Outcome","centralityPageRank",2.5059397050946277,""
"org.axonframework.messaging.core.annotation.MessageHandlingMember","MessageHandlingMember","centralityPageRank",2.4116954285585392,""
"org.axonframework.common.TypeReflectionUtils$VarMap","TypeReflectionUtils$VarMap","centralityPageRank",2.400803544187416,""
"org.axonframework.messaging.eventstreaming.EventCriteria","EventCriteria","centralityPageRank",2.3627773856885033,""
"org.axonframework.messaging.core.annotation.ParameterResolver","ParameterResolver","centralityPageRank",2.297871048724382,""
"org.axonframework.messaging.core.MessageType","MessageType","centralityPageRank",2.286312242732708,""
"org.axonframework.messaging.core.MessageStream$Single","MessageStream$Single","centralityPageRank",2.1599603208226004,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarker","ConsistencyMarker","centralityPageRank",2.1454382237589646,""
"org.axonframework.messaging.core.unitofwork.ResourceOverridingProcessingContext","ResourceOverridingProcessingContext","centralityPageRank",2.115395456063361,""
"org.axonframework.messaging.eventstreaming.Tag","Tag","centralityPageRank",2.0921650409697903,""
"org.axonframework.messaging.commandhandling.CommandResultMessage","CommandResultMessage","centralityPageRank",1.872233806348514,""
"org.axonframework.messaging.core.unitofwork.ProcessingLifecycle","ProcessingLifecycle","centralityPageRank",1.835893122369197,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","centralityPageRank",1.8281138958724774,""
"org.axonframework.conversion.ContentTypeConverter","ContentTypeConverter","centralityPageRank",1.7286928800605017,""
