"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","centralityHarmonic",0.3683361629881154,""
"org.axonframework.messaging.core.Message","Message","centralityHarmonic",0.3475806451612903,""
"org.axonframework.common.annotation.Internal","Internal","centralityHarmonic",0.3349442153771526,""
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","centralityHarmonic",0.30135823429541597,""
"org.axonframework.common.TypeReference","TypeReference","centralityHarmonic",0.2843520090548953,""
"org.axonframework.conversion.Converter","Converter","centralityHarmonic",0.2654923599320883,""
"org.axonframework.messaging.core.Context","Context","centralityHarmonic",0.2644453876627051,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","centralityHarmonic",0.261708707252001,""
"org.axonframework.common.Assert","Assert","centralityHarmonic",0.2551499717034521,""
"org.axonframework.messaging.core.MessageType","MessageType","centralityHarmonic",0.2508064516129032,""
"org.axonframework.common.infra.ComponentDescriptor","ComponentDescriptor","centralityHarmonic",0.24668425094995552,""
"org.axonframework.messaging.core.Metadata","Metadata","centralityHarmonic",0.22954159592529705,""
"org.axonframework.common.StringUtils","StringUtils","centralityHarmonic",0.22764572722127893,""
"org.axonframework.messaging.core.QualifiedName","QualifiedName","centralityHarmonic",0.2239388794567062,""
"org.axonframework.messaging.core.ApplicationContext","ApplicationContext","centralityHarmonic",0.22337496968227005,""
"org.axonframework.messaging.core.unitofwork.ProcessingLifecycle","ProcessingLifecycle","centralityHarmonic",0.22323348694316422,""
"org.axonframework.messaging.core.unitofwork.ResourceOverridingProcessingContext","ResourceOverridingProcessingContext","centralityHarmonic",0.2191304875090952,""
"org.axonframework.common.FutureUtils","FutureUtils","centralityHarmonic",0.21755598674104606,""
"org.axonframework.common.TypeReference$1","TypeReference$1","centralityHarmonic",0.18846309321691315,""
"org.axonframework.common.TypeReference$2","TypeReference$2","centralityHarmonic",0.18846309321691315,""
"org.axonframework.messaging.core.MessageStream","MessageStream","centralityHarmonic",0.18736559139784942,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","centralityHarmonic",0.18439445387662698,""
"org.axonframework.messaging.core.EmptyContext","EmptyContext","centralityHarmonic",0.18285835556633512,""
"org.axonframework.messaging.core.SimpleContext","SimpleContext","centralityHarmonic",0.18285835556633512,""
"org.axonframework.messaging.eventhandling.EventMessage","EventMessage","centralityHarmonic",0.18133842671194111,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","centralityHarmonic",0.17786098310291854,""
"org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$Phase","ProcessingLifecycle$Phase","centralityHarmonic",0.1750565930956422,""
"org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$ErrorHandler","ProcessingLifecycle$ErrorHandler","centralityHarmonic",0.17293435200905474,""
"org.axonframework.common.ObjectUtils","ObjectUtils","centralityHarmonic",0.16920931360659713,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","centralityHarmonic",0.16712176947745705,""
"org.axonframework.common.AxonException","AxonException","centralityHarmonic",0.16053642169940985,""
"org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$DefaultPhases","ProcessingLifecycle$DefaultPhases","centralityHarmonic",0.16039291777831666,""
"org.axonframework.messaging.core.Metadata$MetadataCollector","Metadata$MetadataCollector","centralityHarmonic",0.15672649365348854,""
"org.axonframework.messaging.core.MessageStream$Entry","MessageStream$Entry","centralityHarmonic",0.15233446519524613,""
"org.axonframework.messaging.core.MessageStream$Single","MessageStream$Single","centralityHarmonic",0.1421052631578947,""
"org.axonframework.messaging.core.MessageStream$Empty","MessageStream$Empty","centralityHarmonic",0.14177985285795128,""
