"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.11.2",43,386,55,333,32.45,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks,org.axonframework.commandhandling.distributed,org.axonframework.commandhandling.gateway,org.axonframework.common","MonitorAwareCallback,CommandMessage,LoggingDuplicateCommandHandlerResolver,CommandBusSpanFactory,CommandCallback",""
"axon-modelling-4.11.2",12,58,8,52,25.93,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.inmemory","AggregateLifecycle,AggregateScopeDescriptor,GenericJpaRepository,Repository,LockAwareAggregate",""
"axon-configuration-4.11.2",8,30,1,15,66.67,"org.axonframework.config","Configurer,SubscribableMessageSourceDefinition,EventProcessingModule,ConfigurerModule,ConfigurationScopeAwareProvider",""
"axon-eventsourcing-4.11.2",7,28,6,35,21.05,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore.legacyjpa","EventSourcingRepository,AggregateSnapshotter,AggregateSnapshotter$Builder,DefaultSnapshotterSpanFactory$Builder,SnapshotTriggerDefinition",""
"axon-server-connector-4.11.2",3,8,4,25,28,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector.command","AxonServerConnectionManager$Builder,ManagedChannelCustomizer,AxonServerConfiguration,AxonServerConnectionManager,TargetContextResolver",""
"axon-disruptor-4.11.2",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
"axon-test-4.11.2",1,2,1,1,0,"org.axonframework.test.server","AxonServerContainer",""
"axon-tracing-opentelemetry-4.11.2",1,1,1,2,0,"org.axonframework.tracing.opentelemetry","OpenTelemetrySpanFactory$Builder,OpenTelemetrySpanFactory",""
