"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-modelling-4.11.2",10,9,90,158,90,56.96,"axon-messaging-4.11.2",true,15,39,"org.axonframework.commandhandling,org.axonframework.common","CommandBus,CommandMessage,CommandMessageHandler,CommandMessageHandlingMember","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateAnnotationCommandHandler,AnnotatedCommandHandlerInterceptor,AggregateMemberAnnotatedChildEntityCollectionDefinition,AggregateAnnotationCommandHandler$AggregateCreateOrUpdateCommandHandler",""
"axon-eventsourcing-4.11.2",9,9,100,133,75,56.39,"axon-messaging-4.11.2",true,17,40,"org.axonframework.commandhandling,org.axonframework.common.caching","CommandMessage,Cache,PersistenceExceptionResolver,ConnectionProvider","org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing","ConflictResolution,CachingEventSourcingRepository,EventSourcingRepository$Builder,JdbcSQLErrorCodesResolver",""
"axon-modelling-4.11.2",10,9,90,158,79,50,"axon-messaging-4.11.2",false,14,47,"org.axonframework.commandhandling,org.axonframework.common","NoHandlerForCommandException,RoutingKey,ListUtils,CollectionUtils","org.axonframework.modelling.command.inspection,org.axonframework.modelling.command","AnnotatedAggregate,AggregateAnnotationCommandHandler,TargetAggregateIdentifier,AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel",""
"axon-eventsourcing-4.11.2",9,9,100,133,44,33.08,"axon-messaging-4.11.2",false,12,40,"org.axonframework.common,org.axonframework.common.io","ExceptionUtils,ReflectionUtils,ObjectUtils,AxonNonTransientException","org.axonframework.eventsourcing.eventstore.legacyjpa,org.axonframework.eventsourcing.eventstore.jpa","SQLErrorCodesResolver,SQLStateResolver,GenericAggregateFactory,BatchingEventStorageEngine",""
"axon-server-connector-4.11.2",11,8,72.73,142,60,42.25,"axon-messaging-4.11.2",true,19,58,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","DuplicateCommandHandlerResolver,CommandCallback,CommandBus,CommandMessage","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.command","ServerConnectorConfigurerModule,AxonServerCommandBus,AxonServerCommandBus$Builder,AxonServerCommandBus$CommandProcessingTask",""
"axon-test-4.11.2",8,8,100,87,29,33.33,"axon-messaging-4.11.2",false,8,38,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","GenericCommandMessage,GenericCommandResultMessage,SimpleCommandBus,SimpleCommandBus$Builder","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture,RecordingCommandBus,SagaTestFixture$StubAwareCommandGatewayFactory,SagaTestFixture$StubAwareCommandGatewayFactory$Builder",""
"axon-test-4.11.2",8,7,87.5,87,35,40.23,"axon-messaging-4.11.2",true,10,31,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","CommandCallback,CommandBus,CommandMessage,CommandResultMessage","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture$ExecutionExceptionAwareCallback,RecordingCommandBus,ResultValidatorImpl,FixtureConfiguration",""
"axon-server-connector-4.11.2",11,7,63.64,142,47,33.1,"axon-messaging-4.11.2",false,20,73,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks","DefaultCommandBusSpanFactory,CommandExecutionException,DefaultCommandBusSpanFactory$Builder,NoHandlerForCommandException","org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector","AxonServerCommandBus$Builder,ErrorCode,AxonServerCommandBus,CommandSerializer",""
"axon-spring-boot-autoconfigure-4.11.2",9,5,55.56,88,21,23.86,"axon-messaging-4.11.2",true,23,49,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","DuplicateCommandHandlerResolver,CommandBus,CommandMessage,CommandBusSpanFactory","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonAutoConfiguration,AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule,AxonServerBusAutoConfiguration,InterceptorAutoConfiguration",""
"axon-eventsourcing-4.11.2",9,4,44.44,133,12,9.02,"axon-modelling-4.11.2",false,2,10,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateNotFoundException,ConcurrencyException,ConflictingAggregateVersionException,LockAwareAggregate","org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore.jdbc","AggregateDeletedException,EventSourcingRepository,AbstractSnapshotter$SilentTask,JdbcEventStorageEngine",""
"axon-server-connector-4.11.2",11,4,36.36,142,11,7.75,"axon-configuration-4.11.2",true,1,6,"org.axonframework.config","Configuration,ModuleConfiguration,Configurer,SubscribableMessageSourceDefinition","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","EventProcessorInfoConfiguration,PersistentStreamMessageSource,DefaultPersistentStreamMessageSourceFactory,PersistentStreamSequencingPolicyProvider",""
"axon-spring-boot-autoconfigure-4.11.2",9,3,33.33,88,8,9.09,"axon-server-connector-4.11.2",false,4,18,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query","AxonServerConnectionManager$Builder,AxonServerConnectionManager,AxonServerConfiguration$PersistentStreamSettings,AxonServerConfiguration","org.axonframework.springboot.autoconfig,org.axonframework.actuator.axonserver","AxonServerAutoConfiguration$ConnectionDetailsConnectionManagerConfiguration,AxonServerAutoConfiguration$DefaultConnectionManagerConfiguration,AxonServerBusAutoConfiguration,AxonServerHealthIndicator",""
"axon-test-4.11.2",8,3,37.5,87,11,12.64,"axon-modelling-4.11.2",false,5,15,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateNotFoundException,ConflictingAggregateVersionException,AggregateLifecycle,AggregateScopeDescriptor","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture$RecordingEventStore,AggregateTestFixture$InMemoryRepository,AggregateTestFixture,StubAggregateLifecycle",""
"axon-spring-boot-autoconfigure-4.11.2",9,3,33.33,88,15,17.05,"axon-messaging-4.11.2",false,32,88,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","DefaultCommandBusSpanFactory,DefaultCommandBusSpanFactory$Builder,SimpleCommandBus,SimpleCommandBus$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,AxonAutoConfiguration,AxonServerAutoConfiguration,JdbcAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.11.2",9,3,33.33,88,17,19.32,"axon-configuration-4.11.2",true,1,10,"org.axonframework.config","Configuration,EventProcessingConfigurer$DeadLetteringInvokerConfiguration,EventProcessingConfigurer$PooledStreamingProcessorConfiguration,ModuleConfiguration","org.axonframework.springboot.autoconfig,org.axonframework.springboot.util","AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule,AxonJobRunrAutoConfiguration,AxonTracingAutoConfiguration,JpaAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.11.2",9,2,22.22,88,5,5.68,"axon-modelling-4.11.2",true,4,5,"org.axonframework.modelling.command,org.axonframework.modelling.saga","RepositorySpanFactory,ResourceInjector,SagaManagerSpanFactory,SagaStore","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,InfraConfiguration,JpaAutoConfiguration,JpaJavaxAutoConfiguration",""
"axon-spring-boot-autoconfigure-4.11.2",9,2,22.22,88,4,4.55,"axon-modelling-4.11.2",false,5,11,"org.axonframework.modelling.command,org.axonframework.modelling.saga","DefaultRepositorySpanFactory,DefaultRepositorySpanFactory$Builder,DefaultSagaManagerSpanFactory$Builder,DefaultSagaManagerSpanFactory","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,JpaAutoConfiguration,JdbcAutoConfiguration,JpaJavaxAutoConfiguration",""
"axon-test-4.11.2",8,2,25,87,12,13.79,"axon-modelling-4.11.2",true,3,7,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","CommandTargetResolver,ApplyMore,Aggregate,Repository","org.axonframework.test.aggregate,org.axonframework.test.saga","FixtureConfiguration,AggregateTestFixture,StubAggregateLifecycle$1,StubAggregateLifecycle",""
"axon-spring-boot-autoconfigure-4.11.2",9,2,22.22,88,7,7.95,"axon-eventsourcing-4.11.2",false,5,14,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","DefaultSnapshotterSpanFactory$Builder,DefaultSnapshotterSpanFactory,EmbeddedEventStore,EmbeddedEventStore$Builder","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonTracingAutoConfiguration,AxonAutoConfiguration,JdbcAutoConfiguration,JpaEventStoreAutoConfiguration",""
"axon-server-connector-4.11.2",11,2,18.18,142,5,3.52,"axon-eventsourcing-4.11.2",false,2,6,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","EventStreamUtils,AbstractEventStore,AbstractEventStorageEngine$Builder,AbstractEventStorageEngine","org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector","AxonServerEventStore$AxonIQEventStorageEngine,AxonServerEventStore,AxonServerEventStore$AxonIQEventStorageEngine$Builder,ErrorCode",""
