"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling",4,22,133,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.commandhandling.annotation",4,12,133,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.monitoring.configuration",4,8,133,1,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.annotation.reflection",4,6,133,1,""
"axon-common-5.0.0","org.axonframework.common.lifecycle",4,4,133,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.configuration.reflection",4,3,133,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.conversion",4,2,133,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.conversion",4,2,133,1,""
"axon-test-5.0.0","org.axonframework.test.matchers",3,23,112,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.interception",3,19,112,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.annotation",3,19,112,1,""
"axon-server-connector-5.0.0","org.axonframework.axonserver.connector.util",3,12,112,1,""
"axon-metrics-micrometer-5.0.0","org.axonframework.extension.metrics.micrometer",3,12,112,1,""
"axon-server-connector-5.0.0","org.axonframework.axonserver.connector.query",3,11,112,1,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.annotation",3,10,112,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.replay.annotation",3,10,112,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling.annotation",3,7,112,1,""
"axon-server-connector-5.0.0","org.axonframework.axonserver.connector.command",3,6,112,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.gateway",3,5,112,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.conversion",3,2,112,1,""
"axon-spring-boot-autoconfigure-5.0.0","org.axonframework.extension.springboot.autoconfig",5,30,106,1,""
"axon-modelling-5.0.0","org.axonframework.modelling",5,16,106,1,""
"axon-modelling-5.0.0","org.axonframework.modelling.entity.child",5,14,106,1,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.eventstore.jpa",5,12,106,1,""
"axon-modelling-5.0.0","org.axonframework.modelling.annotation",5,10,106,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.replay",5,4,106,1,""
"axon-common-5.0.0","org.axonframework.common",0,31,97,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.unitofwork",0,16,97,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.retry",0,13,97,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling.distributed",0,11,97,1,""
"axon-modelling-5.0.0","org.axonframework.modelling.annotation",0,10,97,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.sequencing",0,9,97,1,""
"axon-common-5.0.0","org.axonframework.common.util",0,6,97,1,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.eventstore",8,44,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.streaming.pooled",8,24,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.interception",8,19,88,1,""
"axon-modelling-5.0.0","org.axonframework.modelling",8,16,88,1,""
"axon-common-5.0.0","org.axonframework.common.jdbc",1,10,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.streaming.token",1,8,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling.interception",8,8,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.tracing",8,7,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.commandhandling.interception",8,5,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.subscribing",8,5,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.conversion",8,2,88,1,""
"axon-test-5.0.0","org.axonframework.test.server",1,2,88,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing.streaming.pooled",2,24,86,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.configuration",2,14,86,1,""
"axon-modelling-5.0.0","org.axonframework.modelling.annotation",2,10,86,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.sequencing",2,9,86,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.queryhandling.gateway",2,2,86,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core",7,78,67,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.unitofwork",7,16,67,1,""
"axon-spring-boot-autoconfigure-5.0.0","org.axonframework.extension.springboot",16,20,57,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.processing",16,3,57,1,""
"axon-test-5.0.0","org.axonframework.test.server",16,2,57,1,""
"axon-common-5.0.0","org.axonframework.common.configuration",13,46,50,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core",9,78,46,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.annotation",6,49,46,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.annotation",9,49,46,1,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.eventstore",6,44,46,1,""
"axon-test-5.0.0","org.axonframework.test.matchers",6,23,46,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.core.interception",6,19,46,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.annotation",9,19,46,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling",6,18,46,1,""
"axon-modelling-5.0.0","org.axonframework.modelling",6,16,46,1,""
"axon-eventsourcing-5.0.0","org.axonframework.eventsourcing.eventstore.jpa",6,12,46,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.commandhandling.annotation",9,12,46,1,""
"axon-conversion-5.0.0","org.axonframework.conversion",9,9,46,1,""
"axon-common-5.0.0","org.axonframework.common.infra",9,8,46,1,""
"axon-messaging-5.0.0","org.axonframework.messaging.eventhandling.replay",6,4,46,1,""
