"projectName","shortCodeUnitName","codeUnitName","localClusteringCoefficient","degree","incomingDependencies","outgoingDependencies","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeHub.cypher"
"axon-messaging-4.12.1","AxonNonTransientException","org.axonframework.common.AxonNonTransientException",0.005698005698005698,27,26,1,1,""
"axon-messaging-4.12.1","BuilderUtils","org.axonframework.common.BuilderUtils",0.022841143530798705,117,114,3,2,""
"axon-messaging-4.12.1","Message","org.axonframework.messaging.Message",0.028206880838459784,210,207,3,3,""
"axon-messaging-4.12.1","EventMessage","org.axonframework.eventhandling.EventMessage",0.029785661492978566,165,164,1,4,""
"axon-messaging-4.12.1","ReflectionUtils","org.axonframework.common.ReflectionUtils",0.034408602150537634,31,27,4,5,""
