"codeUnitName","shortCodeUnitName","nodeElementId","projectName","incomingDependencies","outgoingDependencies","communityId","clusteringCoefficient","articleRank","pageRank","pageToArticleRankDifference","betweenness","clusteringLabel","clusteringProbability","clusteringIsNoise","clusteringIsMedoid","clusteringSize","clusteringRadiusMax","clusteringRadiusAverage","clusteringNormalizedDistanceToMedoid","anomalyLabel","anomalyScore","anomalyTopFeature1","anomalyTopFeature2","anomalyTopFeature3","anomalyTopFeatureSHAPValue1","anomalyTopFeatureSHAPValue2","anomalyTopFeatureSHAPValue3","visualizationX","visualizationY","Source Cypher File: domains/anomaly-detection/features/AnomalyDetectionFeatures.cypher"
"org.axonframework.test.fixture.AxonTestPhase$Then","AxonTestPhase$Then","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:25","axon-test-5.0.3",18,5,0,0.2679738562091503,0.4143612999235485,1.153035944276446,0.7386746443528975,419.8833333333333,34,0.4853073620614287,0,0,23,16.982673631981015,7.956713282175453,0.606331421111634,1,0.01949337130762646,"pageRank","nodeEmbeddingPCA_20","incomingDependencies",-0.10834460697967936,-0.09562655449667394,-0.06567388433384744,-2.805957078933716,3.8532352447509766,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Nothing","AxonTestPhase$Then$Nothing","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:26","axon-test-5.0.3",7,2,0,0.5,0.29674209026900217,0.5810604354168812,0.28431834514787907,0,35,0.8067231143827858,0,0,6,9.352568419533782,5.783306114006943,1,1,0.014410831848536476,"nodeEmbeddingPCA_20","nodeEmbeddingPCA_16","pageToArticleRankDifference",-0.07351269143896366,-0.043523128538236186,-0.04262653175393915,-2.438931465148926,4.419236660003662,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Event","AxonTestPhase$Then$Event","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:27","axon-test-5.0.3",5,2,0,0.6666666666666666,0.2946183684068316,0.6035743613589383,0.3089559929521067,0,34,0.46536556680419755,0,0,23,16.982673631981015,7.956713282175453,0.49961539680162365,0,-0.039641048630266684,"","","",0,0,0,-2.9679958820343018,3.5257935523986816,""
"org.axonframework.test.fixture.AxonTestPhase$When$Nothing","AxonTestPhase$When$Nothing","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:28","axon-test-5.0.3",4,3,0,0.6,0.2005750689222507,0.2564776938285101,0.05590262490625941,20,35,1,0,0,6,9.352568419533782,5.783306114006943,0.6075453239835293,1,0.005661055592077413,"nodeEmbeddingPCA_20","nodeEmbeddingPCA_16","nodeEmbeddingPCA_26",-0.15595894226022752,-0.06003165426726961,-0.05009621375347744,-2.379652500152588,4.438596725463867,""
"org.axonframework.test.fixture.AxonTestPhase$When","AxonTestPhase$When","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:29","axon-test-5.0.3",12,5,0,0.2967032967032967,0.3298856752427993,0.7896763564351081,0.4597906811923088,147.8833333333333,35,1,0,0,6,9.352568419533782,5.783306114006943,0.6963497736613565,1,0.014291390250561531,"nodeEmbeddingPCA_20","pageRank","pageToArticleRankDifference",-0.14519225159446836,-0.06125388405914809,-0.054364577588127454,-2.373243808746338,4.438778400421143,""
"org.axonframework.test.fixture.AxonTestPhase$When$Event","AxonTestPhase$When$Event","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:30","axon-test-5.0.3",4,3,0,0.6,0.2660637401174456,0.4413132723879061,0.17524953227046047,0,35,1,0,0,6,9.352568419533782,5.783306114006943,0.659392682406532,0,-0.006988370982519032,"","","",0,0,0,-2.3765439987182617,4.44233512878418,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Message","AxonTestPhase$Then$Message","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:32","axon-test-5.0.3",8,3,0,0.4666666666666667,0.40392095025264774,1.2867429129169539,0.8828219626643061,70,34,0.6765059392654292,0,0,23,16.982673631981015,7.956713282175453,0.37727236119713853,1,0.0014474051071173832,"pageRank","pageToArticleRankDifference","nodeEmbeddingPCA_11",-0.12462370663558245,-0.12084333969521817,-0.03759088517514657,-2.9207239151000977,3.5836703777313232,""
"org.axonframework.test.fixture.AxonTestPhase$Then$Command","AxonTestPhase$Then$Command","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:33","axon-test-5.0.3",5,3,0,0.5238095238095238,0.276538113528246,0.5408354373879231,0.2642973238596771,268.43333333333334,34,0.5034022517755521,0,0,23,16.982673631981015,7.956713282175453,0.5471206041237375,0,-0.031063995222882057,"","","",0,0,0,-3.0805845260620117,3.6018221378326416,""
"org.axonframework.test.matchers.FieldFilter","FieldFilter","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:55","axon-test-5.0.3",9,0,0,0.1388888888888889,0.430232462040305,0.9443186242445308,0.5140861622042259,0,34,0.7345785647386537,0,0,23,16.982673631981015,7.956713282175453,0.34724257677527726,0,-0.02388111621640565,"","","",0,0,0,-3.3263802528381348,3.0455381870269775,""
"org.axonframework.test.matchers.IgnoreField","IgnoreField","4:6ff202a3-7a3d-4743-bb5e-2bed830ae666:59","axon-test-5.0.3",1,2,1,0.3333333333333333,0.19043022356283784,0.2420554747527446,0.05162525118990677,37,22,1,0,0,6,10.576615981990471,5.330410032504005,0.9797160924423737,0,-0.06323727987286398,"","","",0,0,0,-1.4651317596435547,3.1544532775878906,""
