"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-common-5.0.2.jar",1,351,""
"axon-common-5.0.2.jar",2,141,""
"axon-common-5.0.2.jar",3,93,""
"axon-common-5.0.2.jar",4,39,""
"axon-common-5.0.2.jar",5,36,""
"axon-common-5.0.2.jar",6,36,""
"axon-common-5.0.2.jar",7,14,""
"axon-common-5.0.2.jar",8,17,""
"axon-common-5.0.2.jar",9,11,""
"axon-common-5.0.2.jar",10,6,""
"axon-common-5.0.2.jar",11,7,""
"axon-common-5.0.2.jar",12,7,""
"axon-common-5.0.2.jar",13,5,""
"axon-common-5.0.2.jar",14,5,""
"axon-common-5.0.2.jar",15,1,""
"axon-common-5.0.2.jar",16,2,""
"axon-common-5.0.2.jar",17,3,""
"axon-common-5.0.2.jar",18,1,""
"axon-common-5.0.2.jar",24,1,""
"axon-common-5.0.2.jar",26,1,""
"axon-conversion-5.0.2.jar",1,101,""
"axon-conversion-5.0.2.jar",2,20,""
"axon-conversion-5.0.2.jar",3,12,""
"axon-conversion-5.0.2.jar",4,8,""
"axon-conversion-5.0.2.jar",5,9,""
"axon-conversion-5.0.2.jar",6,7,""
"axon-conversion-5.0.2.jar",7,5,""
"axon-conversion-5.0.2.jar",8,5,""
"axon-conversion-5.0.2.jar",9,4,""
"axon-conversion-5.0.2.jar",10,1,""
"axon-conversion-5.0.2.jar",11,2,""
"axon-conversion-5.0.2.jar",13,1,""
"axon-conversion-5.0.2.jar",15,1,""
"axon-conversion-5.0.2.jar",16,2,""
"axon-conversion-5.0.2.jar",17,1,""
"axon-conversion-5.0.2.jar",19,1,""
"axon-conversion-5.0.2.jar",29,1,""
"axon-conversion-5.0.2.jar",30,1,""
"axon-eventsourcing-5.0.2.jar",1,305,""
"axon-eventsourcing-5.0.2.jar",2,75,""
"axon-eventsourcing-5.0.2.jar",3,61,""
"axon-eventsourcing-5.0.2.jar",4,53,""
"axon-eventsourcing-5.0.2.jar",5,31,""
"axon-eventsourcing-5.0.2.jar",6,17,""
"axon-eventsourcing-5.0.2.jar",7,15,""
"axon-eventsourcing-5.0.2.jar",8,5,""
"axon-eventsourcing-5.0.2.jar",9,10,""
"axon-eventsourcing-5.0.2.jar",10,7,""
"axon-eventsourcing-5.0.2.jar",11,5,""
"axon-eventsourcing-5.0.2.jar",12,4,""
"axon-eventsourcing-5.0.2.jar",13,4,""
"axon-eventsourcing-5.0.2.jar",14,3,""
"axon-eventsourcing-5.0.2.jar",15,2,""
"axon-eventsourcing-5.0.2.jar",16,1,""
"axon-eventsourcing-5.0.2.jar",17,1,""
"axon-eventsourcing-5.0.2.jar",19,1,""
"axon-eventsourcing-5.0.2.jar",20,1,""
"axon-eventsourcing-5.0.2.jar",21,1,""
"axon-eventsourcing-5.0.2.jar",27,1,""
"axon-eventsourcing-5.0.2.jar",30,1,""
"axon-eventsourcing-5.0.2.jar",40,1,""
"axon-messaging-5.0.2.jar",1,1935,""
"axon-messaging-5.0.2.jar",2,495,""
"axon-messaging-5.0.2.jar",3,415,""
"axon-messaging-5.0.2.jar",4,189,""
"axon-messaging-5.0.2.jar",5,153,""
"axon-messaging-5.0.2.jar",6,92,""
"axon-messaging-5.0.2.jar",7,67,""
"axon-messaging-5.0.2.jar",8,71,""
"axon-messaging-5.0.2.jar",9,36,""
"axon-messaging-5.0.2.jar",10,29,""
"axon-messaging-5.0.2.jar",11,20,""
"axon-messaging-5.0.2.jar",12,10,""
"axon-messaging-5.0.2.jar",13,8,""
"axon-messaging-5.0.2.jar",14,4,""
"axon-messaging-5.0.2.jar",15,6,""
"axon-messaging-5.0.2.jar",16,7,""
"axon-messaging-5.0.2.jar",17,4,""
"axon-messaging-5.0.2.jar",18,1,""
"axon-messaging-5.0.2.jar",19,3,""
"axon-messaging-5.0.2.jar",20,2,""
"axon-messaging-5.0.2.jar",21,1,""
"axon-messaging-5.0.2.jar",22,3,""
"axon-messaging-5.0.2.jar",23,1,""
"axon-messaging-5.0.2.jar",25,2,""
"axon-messaging-5.0.2.jar",27,1,""
"axon-messaging-5.0.2.jar",31,2,""
"axon-messaging-5.0.2.jar",36,1,""
"axon-messaging-5.0.2.jar",111,1,""
"axon-metrics-micrometer-5.0.2.jar",1,34,""
"axon-metrics-micrometer-5.0.2.jar",2,17,""
"axon-metrics-micrometer-5.0.2.jar",3,15,""
"axon-metrics-micrometer-5.0.2.jar",4,6,""
"axon-metrics-micrometer-5.0.2.jar",5,2,""
"axon-metrics-micrometer-5.0.2.jar",6,4,""
"axon-metrics-micrometer-5.0.2.jar",7,4,""
"axon-metrics-micrometer-5.0.2.jar",8,5,""
"axon-metrics-micrometer-5.0.2.jar",9,1,""
"axon-metrics-micrometer-5.0.2.jar",13,3,""
"axon-metrics-micrometer-5.0.2.jar",15,1,""
"axon-modelling-5.0.2.jar",1,175,""
"axon-modelling-5.0.2.jar",2,56,""
"axon-modelling-5.0.2.jar",3,30,""
"axon-modelling-5.0.2.jar",4,36,""
"axon-modelling-5.0.2.jar",5,23,""
"axon-modelling-5.0.2.jar",6,18,""
"axon-modelling-5.0.2.jar",7,9,""
"axon-modelling-5.0.2.jar",8,9,""
"axon-modelling-5.0.2.jar",9,13,""
"axon-modelling-5.0.2.jar",10,3,""
"axon-modelling-5.0.2.jar",11,2,""
"axon-modelling-5.0.2.jar",12,4,""
"axon-modelling-5.0.2.jar",13,5,""
"axon-modelling-5.0.2.jar",14,1,""
"axon-modelling-5.0.2.jar",15,1,""
"axon-modelling-5.0.2.jar",16,1,""
"axon-modelling-5.0.2.jar",17,2,""
"axon-modelling-5.0.2.jar",18,2,""
"axon-modelling-5.0.2.jar",21,1,""
"axon-server-connector-5.0.2.jar",1,266,""
"axon-server-connector-5.0.2.jar",2,143,""
"axon-server-connector-5.0.2.jar",3,77,""
"axon-server-connector-5.0.2.jar",4,44,""
"axon-server-connector-5.0.2.jar",5,33,""
"axon-server-connector-5.0.2.jar",6,15,""
"axon-server-connector-5.0.2.jar",7,9,""
"axon-server-connector-5.0.2.jar",8,15,""
"axon-server-connector-5.0.2.jar",9,11,""
"axon-server-connector-5.0.2.jar",10,7,""
"axon-server-connector-5.0.2.jar",11,2,""
"axon-server-connector-5.0.2.jar",12,3,""
"axon-server-connector-5.0.2.jar",13,2,""
"axon-server-connector-5.0.2.jar",14,2,""
"axon-server-connector-5.0.2.jar",15,1,""
"axon-server-connector-5.0.2.jar",16,1,""
"axon-server-connector-5.0.2.jar",17,2,""
"axon-server-connector-5.0.2.jar",18,1,""
"axon-server-connector-5.0.2.jar",20,1,""
"axon-server-connector-5.0.2.jar",21,2,""
"axon-server-connector-5.0.2.jar",28,1,""
"axon-server-connector-5.0.2.jar",30,1,""
"axon-server-connector-5.0.2.jar",42,1,""
"axon-spring-boot-autoconfigure-5.0.2.jar",1,181,""
"axon-spring-boot-autoconfigure-5.0.2.jar",2,79,""
"axon-spring-boot-autoconfigure-5.0.2.jar",3,16,""
"axon-spring-boot-autoconfigure-5.0.2.jar",4,6,""
"axon-spring-boot-autoconfigure-5.0.2.jar",5,9,""
"axon-spring-boot-autoconfigure-5.0.2.jar",6,7,""
"axon-spring-boot-autoconfigure-5.0.2.jar",7,5,""
"axon-spring-boot-autoconfigure-5.0.2.jar",8,2,""
"axon-spring-boot-autoconfigure-5.0.2.jar",9,1,""
"axon-spring-boot-autoconfigure-5.0.2.jar",10,1,""
"axon-spring-boot-autoconfigure-5.0.2.jar",12,1,""
"axon-spring-boot-autoconfigure-5.0.2.jar",13,1,""
"axon-spring-boot-autoconfigure-5.0.2.jar",17,1,""
"axon-spring-boot-autoconfigure-5.0.2.jar",23,1,""
"axon-spring-boot-autoconfigure-5.0.2.jar",29,1,""
"axon-test-5.0.2.jar",1,204,""
"axon-test-5.0.2.jar",2,69,""
"axon-test-5.0.2.jar",3,33,""
"axon-test-5.0.2.jar",4,37,""
"axon-test-5.0.2.jar",5,4,""
"axon-test-5.0.2.jar",6,14,""
"axon-test-5.0.2.jar",7,8,""
"axon-test-5.0.2.jar",8,7,""
"axon-test-5.0.2.jar",9,7,""
"axon-test-5.0.2.jar",10,2,""
"axon-test-5.0.2.jar",11,4,""
"axon-test-5.0.2.jar",12,7,""
"axon-test-5.0.2.jar",13,2,""
"axon-test-5.0.2.jar",14,2,""
"axon-test-5.0.2.jar",15,3,""
"axon-test-5.0.2.jar",16,3,""
"axon-test-5.0.2.jar",18,2,""
"axon-test-5.0.2.jar",20,2,""
"axon-test-5.0.2.jar",21,1,""
"axon-test-5.0.2.jar",23,1,""
"axon-test-5.0.2.jar",26,1,""
"axon-test-5.0.2.jar",31,1,""
"axon-test-5.0.2.jar",45,1,""
"axon-tracing-opentelemetry-5.0.2.jar",1,11,""
"axon-tracing-opentelemetry-5.0.2.jar",2,4,""
"axon-tracing-opentelemetry-5.0.2.jar",3,10,""
"axon-tracing-opentelemetry-5.0.2.jar",4,7,""
"axon-tracing-opentelemetry-5.0.2.jar",5,2,""
"axon-tracing-opentelemetry-5.0.2.jar",6,3,""
"axon-tracing-opentelemetry-5.0.2.jar",7,2,""
