"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",438063,27.06916474593866,""
"MODIFIES",438063,27.06916474593866,""
"UPDATES",261498,16.15870877643962,""
"CREATES",117608,7.267334441485253,""
"DELETES",83258,5.144749769821604,""
"COMMITTED",31910,1.9718100981888513,""
"RENAMES",24301,1.5016282418078117,""
"INVOKES",22459,1.387805797405936,""
"HAS_PARENT",19403,1.1989668234145499,""
"OF_TYPE",18564,1.1471226155680925,""
"DEPENDS_ON",17816,1.1009015577979497,""
"HAS_FILE",16199,1.0009825064419056,""
"HAS_COMMIT",15955,0.9859050490944257,""
"DECLARES",14394,0.8894463977853438,""
"OF_RAW_TYPE",13189,0.8149860039176673,""
"HAS",9866,0.6096483368452275,""
"HAS_NEW_NAME",9446,0.5836953364930082,""
"RETURNS",8167,0.5046622711347023,""
"READS",6080,0.37570057652736494,""
"HAS_ACTUAL_TYPE_ARGUMENT",5811,0.35907829773034833,""
"ANNOTATED_BY",5388,0.3329399188041846,""
"OF_GENERIC_TYPE",4376,0.27040554652693244,""
"CHANGED_TOGETHER_WITH",4036,0.24939597481323109,""
"CONTAINS",3227,0.19940555270621824,""
"RESOLVES_TO",2621,0.16195908076944465,""
"RETURNS_GENERIC",2601,0.16072322360981517,""
"HAS_FIRST_CHILD",2416,0.1492915448832424,""
"HAS_LAST_CHILD",2416,0.1492915448832424,""
"HAS_ELEMENT",2394,0.14793210200764995,""
"WRITES",2195,0.13563532326933653,""
"REQUIRES",1712,0.10578937286428435,""
"HAS_TEXT",1622,0.10022801564595164,""
"HAS_SIBLING",1600,0.09886857277035921,""
"EXTENDS",1277,0.07890947964234295,""
"HAS_UPPER_BOUND",1004,0.062040029413400394,""
"IMPLEMENTS",829,0.05122627926664236,""
"DECLARES_TYPE_PARAMETER",822,0.05079372926077204,""
"THROWS",613,0.03787902194264387,""
"HAS_KEY",544,0.03361531474192213,""
"HAS_VALUE",544,0.03361531474192213,""
"COPIES",481,0.029722364689089235,""
"EXTENDS_GENERIC",388,0.023975628896812106,""
"CATCHES",382,0.02360487174892326,""
"HAS_AUTHOR",304,0.01878502882636825,""
"IMPLEMENTS_GENERIC",286,0.017672757382701708,""
"HAS_LOWER_BOUND",251,0.015510007353350098,""
"HAS_COMMITTER",247,0.015262835921424201,""
"IS",234,0.014459528767665035,""
"DECLARES_DEPENDENCY",195,0.012049607306387529,""
"TO_ARTIFACT",195,0.012049607306387529,""
"COPY_OF",190,0.011740643016480154,""
"HAS_TAG",145,0.008959964407313802,""
"ON_COMMIT",145,0.008959964407313802,""
"CONTAINS_VALUE",131,0.00809486439557316,""
"HAS_COMPONENT_TYPE",103,0.006364664372091874,""
"HAS_DEFAULT",53,0.003275021473018149,""
"DECLARES_NAMESPACE",44,0.002718885751184878,""
"REQUIRES_CONCEPT",28,0.0017302000234812858,""
"REQUIRES_TYPE_PARAMETER",26,0.0016066143075183369,""
"HAS_ATTRIBUTE",22,0.001359442875592439,""
"OF_NAMESPACE",22,0.001359442875592439,""
"HAS_CONFIGURATION",20,0.0012358571596294901,""
"IS_ARTIFACT",20,0.0012358571596294901,""
"USES_PLUGIN",20,0.0012358571596294901,""
"INCLUDES_CONCEPT",19,0.0011740643016480156,""
"HAS_EXECUTION",13,0.0008033071537591684,""
"HAS_GOAL",13,0.0008033071537591684,""
"DESCRIBES",11,0.0006797214377962195,""
"HAS_ROOT_ELEMENT",11,0.0006797214377962195,""
"HAS_SCM",11,0.0006797214377962195,""
"THROWS_GENERIC",5,0.00030896428990737253,""
"EXCLUDES",4,0.00024717143192589796,""
"HAS_HEAD",2,0.00012358571596294898,""
"HAS_BRANCH",1,6.179285798147449e-05,""
"HAS_PROPERTY",1,6.179285798147449e-05,""
