"fullQualifiedModuleName","sourceName","outgoingDependencies","outgoingDependenciesWeight","outgoingDependentAbstractTypes","outgoingDependentAbstractTypeWeight","outgoingDependentModules","outgoingDependentPackages","Source Cypher File: Metrics/Get_Outgoing_Typescript_Module_Dependencies.cypher"
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-6.28.1/source/react-router-6.28.1/packages/react-router-dom/index.tsx","react-router-dom",154,412,0,0,4,0,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-6.28.1/source/react-router-6.28.1/packages/react-router-dom/server.tsx","server",38,59,0,0,2,0,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-6.28.1/source/react-router-6.28.1/packages/react-router-native/index.tsx","react-router-native",24,47,0,0,4,0,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-6.28.1/source/react-router-6.28.1/packages/react-router/index.ts","react-router",17,29,0,0,3,0,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-6.28.1/source/react-router-6.28.1/packages/react-router-dom-v5-compat/index.ts","react-router-dom-v5-compat",0,0,0,0,0,0,""
"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-6.28.1/source/react-router-6.28.1/packages/router/index.ts","router",0,0,0,0,0,0,""
