"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies.cypher"
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core",0.9591836734693877,48,1,"DefaultParameterResolverFactory$MessageParameterResolver->Message,ChainedMessageHandlerInterceptorMember->Message,ChainedMessageHandlerInterceptorMember->MessageStream,AnnotatedHandlerInspector->MessageStream,AnnotatedHandlerInspector->Message,InterceptorChainParameterResolverFactory->Message,InterceptorChainParameterResolverFactory->MessageStream,InterceptorChainParameterResolverFactory->Context$ResourceKey,InterceptorChainParameterResolverFactory->MessageHandlerInterceptorChain","SimpleHandlerAttributes->HandlerAttributes",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling","axon-messaging-5.0.3","org.axonframework.messaging.core",0.9428571428571428,34,1,"InterceptingEventSink->MessageStream$Single,InterceptingEventSink->MessageStream,InterceptingEventSink->MessageDispatchInterceptor,InterceptingEventSink->Message,InterceptingEventSink->MessageStream$Empty,SimpleEventHandlingComponent->MessageStream,SimpleEventHandlingComponent->QualifiedName,SimpleEventHandlingComponent->Message,SimpleEventHandlingComponent->MessageStream$Empty","SubscribableEventSource->EventMessage",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",0.9310344827586207,28,1,"TimestampParameterResolverFactory$TimestampParameterResolver->ParameterResolver,AnnotatedEventHandlingComponent->AnnotatedHandlerInspector,AnnotatedEventHandlingComponent->HandlerDefinition,AnnotatedEventHandlingComponent->ParameterResolverFactory,AnnotatedEventHandlingComponent->MessageHandlingMember,TimestampParameterResolverFactory->ParameterResolver,TimestampParameterResolverFactory->AbstractAnnotatedParameterResolverFactory,SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver->ParameterResolver,EventAppenderParameterResolverFactoryConfigurationEnhancer->ParameterResolverFactory","HandlerTypeResolver->EventHandler",""
"axon-messaging-5.0.3","org.axonframework.messaging.commandhandling.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",0.875,15,1,"MethodCommandHandlerDefinition$MethodCommandHandlingMember->MessageHandlingMember,MethodCommandHandlerDefinition$MethodCommandHandlingMember->WrappedMessageHandlingMember,CommandHandler->MessageHandler,CommandHandlingMember->MessageHandlingMember,CommandDispatcherParameterResolverFactory->ParameterResolver,CommandDispatcherParameterResolverFactory->ParameterResolverFactory,CommandDispatcherParameterResolverFactoryConfigurationEnhancer->ParameterResolverFactory,CommandDispatcherParameterResolverFactory$1->ParameterResolver,AnnotatedCommandHandlingComponent->HandlerDefinition","HandlerTypeResolver->CommandHandler",""
"axon-messaging-5.0.3","org.axonframework.messaging.queryhandling.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",0.8571428571428571,13,1,"QueryHandlingMember->MessageHandlingMember,QueryResponse->Message,QueryHandler->MessageHandler,Query->Message,AnnotatedQueryHandlingComponent->AnnotatedHandlerInspector,AnnotatedQueryHandlingComponent->MessageHandlingMember,AnnotatedQueryHandlingComponent->ParameterResolverFactory,AnnotatedQueryHandlingComponent->HandlerDefinition,MethodQueryHandlerDefinition->MessageHandlingMember","HandlerTypeResolver->QueryHandler",""
"axon-modelling-5.0.3","org.axonframework.modelling.annotation","axon-modelling-5.0.3","org.axonframework.modelling",0.8461538461538461,12,1,"InjectEntityParameterResolver->EntityIdResolver,InjectEntityParameterResolver->EntityIdResolutionException,InjectEntityParameterResolver->StateManager,AnnotationBasedEntityEvolvingComponent->StateEvolvingException,AnnotationBasedEntityEvolvingComponent->EntityEvolvingComponent,AnnotationBasedEntityIdResolverDefinition->EntityIdResolver,AnnotationBasedEntityIdResolver->EntityIdResolver,AnnotationBasedEntityIdResolver->EntityIdResolutionException,EntityIdResolverDefinition->EntityIdResolver","PropertyBasedEntityIdResolver->TargetEntityIdMemberMismatchException",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork.transaction","axon-messaging-5.0.3","org.axonframework.messaging.core.unitofwork",0.6666666666666666,5,1,"TransactionManager->ProcessingLifecycle$Phase,TransactionManager->ProcessingLifecycle$ErrorHandler,TransactionManager->ProcessingLifecycle,TransactionManager->ProcessingContext,TransactionalExecutorProvider->ProcessingContext","TransactionalUnitOfWorkFactory->TransactionManager",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.streaming.pooled","axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",0.6666666666666666,15,3,"PooledStreamingEventProcessorConfiguration->EventProcessorConfiguration,PooledStreamingEventProcessorsConfigurer->EventProcessorModule,PooledStreamingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$CompletePhase,PooledStreamingEventProcessorsConfigurer->EventProcessingConfigurer,PooledStreamingEventProcessorsConfigurer->EventProcessorModule$CustomizationPhase,PooledStreamingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$RequiredComponentPhase,PooledStreamingEventProcessorsConfigurer->EventProcessorModule$EventHandlingPhase,PooledStreamingEventProcessorModule->EventHandlingComponentsConfigurer$RequiredComponentPhase,PooledStreamingEventProcessorModule->EventProcessorModule$EventHandlingPhase","EventProcessorModule->PooledStreamingEventProcessorConfiguration,EventProcessorModule->PooledStreamingEventProcessorModule,EventProcessingConfigurer->PooledStreamingEventProcessorsConfigurer",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.processing.subscribing","axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",0.6666666666666666,15,3,"SubscribingEventProcessorConfiguration->EventProcessorConfiguration,SubscribingEventProcessorsConfigurer->EventProcessorModule,SubscribingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$CompletePhase,SubscribingEventProcessorsConfigurer->EventProcessingConfigurer,SubscribingEventProcessorsConfigurer->EventHandlingComponentsConfigurer$RequiredComponentPhase,SubscribingEventProcessorsConfigurer->EventProcessorModule$EventHandlingPhase,SubscribingEventProcessorsConfigurer->EventProcessorModule$CustomizationPhase,SubscribingEventProcessorModule->EventProcessorModule,SubscribingEventProcessorModule->EventProcessorModule$CustomizationPhase","EventProcessorModule->SubscribingEventProcessorModule,EventProcessorModule->SubscribingEventProcessorConfiguration,EventProcessingConfigurer->SubscribingEventProcessorsConfigurer",""
"axon-common-5.0.3","org.axonframework.common.configuration","axon-common-5.0.3","org.axonframework.common.infra",0.5294117647058824,13,4,"LazyInitializedComponentDefinition->ComponentDescriptor,ComponentRegistry->DescribableComponent,AbstractComponent->ComponentDescriptor,DefaultComponentRegistry$LocalConfiguration->ComponentDescriptor,DecoratedComponent->ComponentDescriptor,Components->DescribableComponent,Components->ComponentDescriptor,InstantiatedComponentDefinition->ComponentDescriptor,DefaultAxonApplication$AxonConfigurationImpl->ComponentDescriptor","FilesystemStyleComponentDescriptor->Component$Identifier,FilesystemStyleComponentDescriptor->Component,JacksonComponentDescriptor->Component$Identifier,JacksonComponentDescriptor->Component",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation","axon-messaging-5.0.3","org.axonframework.messaging.core.annotation",0.5,15,5,"ResultParameterResolverFactory->ParameterResolver,ResultParameterResolverFactory->ParameterResolverFactory,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->WrappedMessageHandlingMember,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->InterceptorChainParameterResolverFactory,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember->MessageHandlingMember,MessageHandlerInterceptor->MessageHandler,ResultHandler->HasHandlerAttributes,MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember->MessageHandlingMember,MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember->WrappedMessageHandlingMember","ChainedMessageHandlerInterceptorMember->MessageHandlerInterceptorMemberChain,ChainedMessageHandlerInterceptorMember->NoMoreInterceptors,AnnotatedHandlerInspector->NoMoreInterceptors,AnnotatedHandlerInspector->MessageInterceptingMember,AnnotatedHandlerInspector->MessageHandlerInterceptorMemberChain",""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector.event","axon-server-connector-5.0.3","org.axonframework.axonserver.connector",0.42857142857142855,5,2,"AggregateBasedAxonServerEventStorageEngine->MetadataConverter,AxonServerEventStorageEngineFactory->AxonServerConnectionManager,EventProcessorControlService->AxonServerConfiguration$Eventhandling$ProcessorSettings,EventProcessorControlService->AxonServerConfiguration$Eventhandling,EventProcessorControlService->AxonServerConnectionManager","AxonServerConfigurationEnhancer->AxonServerEventStorageEngineFactory,AxonServerConfigurationEnhancer->EventProcessorControlService",""
"axon-server-connector-5.0.3","org.axonframework.axonserver.connector","axon-server-connector-5.0.3","org.axonframework.axonserver.connector.command",0.3333333333333333,4,2,"ErrorCode->AxonServerRemoteCommandHandlingException,ErrorCode->AxonServerCommandDispatchException,ErrorCode->AxonServerNonTransientRemoteCommandHandlingException,AxonServerConfigurationEnhancer->AxonServerCommandBusConnector","AxonServerCommandBusConnector->AxonServerConfiguration,CommandConverter->MetadataConverter",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.configuration","axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.configuration",0.3333333333333333,2,1,"MessagingConfigurer->EventBusConfigurationDefaults,MessagingConfigurer->EventProcessingConfigurer","EventProcessingConfigurer->MessagingConfigurer",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling","axon-messaging-5.0.3","org.axonframework.messaging.core.sequencing",0.3333333333333333,4,2,"SimpleEventHandlingComponent->HierarchicalSequencingPolicy,SimpleEventHandlingComponent->SequencingPolicy,SimpleEventHandlingComponent->SequentialPerAggregatePolicy,SimpleEventHandlingComponent->SequentialPolicy","ExtractionSequencingPolicy->EventMessage,SequentialPerAggregatePolicy->EventMessage",""
