"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"org.axonframework.test","test","embeddingsHashGNN","-0.21650634706020355,-1.0825317353010178,0,-0.4330126941204071,0.8660253882408142,-0.4330126941204071,0.8660253882408142,0.8660253882408142,-0.21650634706020355,-0.6495190411806107,0.8660253882408142,0.21650634706020355,-0.4330126941204071,0.6495190411806107,-0.4330126941204071,0.8660253882408142,0,-0.4330126941204071,-0.6495190411806107,0.6495190411806107,1.2990380823612213,-0.4330126941204071,0.8660253882408142,-0.6495190411806107,1.5155444294214249,-0.6495190411806107,1.0825317353010178,-0.4330126941204071,1.0825317353010178,0.8660253882408142,-1.948557123541832,-0.4330126941204071,0.21650634706020355,1.5155444294214249,0.8660253882408142,0.8660253882408142,-0.4330126941204071,1.2990380823612213,-0.4330126941204071,1.0825317353010178,1.0825317353010178,0.6495190411806107,1.0825317353010178,-0.6495190411806107,-0.21650634706020355,1.0825317353010178,-0.4330126941204071,1.7320507764816284,0.6495190411806107,0.6495190411806107,0.8660253882408142,0.8660253882408142,0.8660253882408142,0.4330126941204071,-1.2990380823612213,1.948557123541832,0,0.21650634706020355,-0.21650634706020355,0.8660253882408142,-0.21650634706020355,-1.0825317353010178,0.21650634706020355,-0.4330126941204071",""
"org.axonframework.test.fixture","fixture","embeddingsHashGNN","-0.21650634706020355,0,-0.21650634706020355,-1.0825317353010178,-0.4330126941204071,0.8660253882408142,0.21650634706020355,1.5155444294214249,0.21650634706020355,-1.2990380823612213,0,0,-1.0825317353010178,0.8660253882408142,-0.8660253882408142,0.6495190411806107,0.21650634706020355,-0.6495190411806107,-0.8660253882408142,0.4330126941204071,1.0825317353010178,0.8660253882408142,-1.5155444294214249,0.6495190411806107,1.2990380823612213,0.6495190411806107,0.8660253882408142,-0.21650634706020355,1.5155444294214249,-0.8660253882408142,-2.381569817662239,-0.6495190411806107,-1.5155444294214249,1.0825317353010178,0,0.8660253882408142,-1.0825317353010178,0.8660253882408142,0,0.6495190411806107,0.4330126941204071,-0.6495190411806107,1.948557123541832,0.4330126941204071,-0.21650634706020355,1.0825317353010178,-0.6495190411806107,0.6495190411806107,-0.4330126941204071,0.21650634706020355,1.5155444294214249,0.4330126941204071,1.2990380823612213,0.21650634706020355,-0.21650634706020355,1.0825317353010178,-0.21650634706020355,0.6495190411806107,-0.4330126941204071,0.6495190411806107,-1.2990380823612213,0.6495190411806107,-1.0825317353010178,1.5155444294214249",""
"org.axonframework.test.extension","extension","embeddingsHashGNN","0,-1.7320507764816284,0.4330126941204071,-0.21650634706020355,0.21650634706020355,-1.0825317353010178,0.21650634706020355,1.5155444294214249,0,-1.5155444294214249,0,0.21650634706020355,-0.6495190411806107,1.0825317353010178,-1.0825317353010178,0.21650634706020355,0.4330126941204071,-0.6495190411806107,0.4330126941204071,1.0825317353010178,0.4330126941204071,1.0825317353010178,-0.21650634706020355,-0.21650634706020355,0.6495190411806107,-0.21650634706020355,2.381569817662239,-1.0825317353010178,1.2990380823612213,-0.21650634706020355,-1.5155444294214249,-0.8660253882408142,-0.4330126941204071,0.6495190411806107,0,0.21650634706020355,0,1.7320507764816284,-1.0825317353010178,0.21650634706020355,0.8660253882408142,0.4330126941204071,-0.4330126941204071,-0.8660253882408142,-0.21650634706020355,0.8660253882408142,-0.21650634706020355,0.4330126941204071,1.0825317353010178,-0.6495190411806107,0.6495190411806107,0.6495190411806107,1.0825317353010178,0.4330126941204071,-0.6495190411806107,0.8660253882408142,-0.6495190411806107,1.5155444294214249,0.4330126941204071,0.4330126941204071,-0.21650634706020355,-0.6495190411806107,0,-0.21650634706020355",""
"org.axonframework.test.util","util","embeddingsHashGNN","0.21650634706020355,-0.21650634706020355,0.4330126941204071,-0.6495190411806107,-0.21650634706020355,0.21650634706020355,0.4330126941204071,1.2990380823612213,-0.21650634706020355,-1.2990380823612213,-0.4330126941204071,-0.21650634706020355,-0.4330126941204071,0.6495190411806107,-1.2990380823612213,0.6495190411806107,1.5155444294214249,-0.8660253882408142,0.21650634706020355,0,0.6495190411806107,0.4330126941204071,-1.0825317353010178,1.5155444294214249,0,0.4330126941204071,1.0825317353010178,-1.5155444294214249,1.0825317353010178,0.21650634706020355,-1.5155444294214249,-1.0825317353010178,-1.0825317353010178,1.948557123541832,0.21650634706020355,1.2990380823612213,0.21650634706020355,1.5155444294214249,-1.0825317353010178,0.6495190411806107,0.4330126941204071,0,1.5155444294214249,0.6495190411806107,0,-0.21650634706020355,-1.2990380823612213,-0.4330126941204071,0,0.4330126941204071,0.21650634706020355,0.21650634706020355,0.8660253882408142,0.4330126941204071,0.21650634706020355,1.0825317353010178,-1.0825317353010178,0.8660253882408142,-0.21650634706020355,0.4330126941204071,-1.5155444294214249,-0.8660253882408142,-0.6495190411806107,0.6495190411806107",""
"org.axonframework.test.server","server","embeddingsHashGNN","0.21650634706020355,-0.21650634706020355,-0.21650634706020355,0,0.4330126941204071,0.21650634706020355,1.2990380823612213,0.21650634706020355,-0.4330126941204071,-0.8660253882408142,0.6495190411806107,0.4330126941204071,0.21650634706020355,0.4330126941204071,-1.5155444294214249,-0.8660253882408142,-0.21650634706020355,-1.5155444294214249,-0.6495190411806107,0.6495190411806107,1.0825317353010178,0.8660253882408142,0.6495190411806107,0,1.2990380823612213,0,1.5155444294214249,-0.6495190411806107,1.2990380823612213,-0.8660253882408142,-1.5155444294214249,-1.5155444294214249,-0.6495190411806107,-0.4330126941204071,-0.4330126941204071,2.1650634706020355,-1.2990380823612213,1.7320507764816284,-1.5155444294214249,0,0.6495190411806107,1.2990380823612213,0.21650634706020355,-0.4330126941204071,0.21650634706020355,0,0,0.4330126941204071,-0.4330126941204071,0.4330126941204071,-0.6495190411806107,0.21650634706020355,0.4330126941204071,0.4330126941204071,0.4330126941204071,-0.21650634706020355,0.4330126941204071,0.21650634706020355,0.21650634706020355,0.6495190411806107,0.21650634706020355,-1.7320507764816284,0.21650634706020355,-0.6495190411806107",""
"org.axonframework.test.matchers","matchers","embeddingsHashGNN","-0.6495190411806107,-0.6495190411806107,0.6495190411806107,-0.6495190411806107,-1.2990380823612213,0.21650634706020355,-0.21650634706020355,1.7320507764816284,0.4330126941204071,-1.2990380823612213,1.2990380823612213,-0.21650634706020355,-0.6495190411806107,0.8660253882408142,-1.2990380823612213,0.21650634706020355,0.21650634706020355,-0.4330126941204071,0.21650634706020355,0,1.2990380823612213,1.2990380823612213,-1.2990380823612213,0.21650634706020355,1.7320507764816284,-0.21650634706020355,0.6495190411806107,-0.21650634706020355,0.8660253882408142,-0.21650634706020355,-2.1650634706020355,-1.0825317353010178,-1.0825317353010178,0.8660253882408142,0.21650634706020355,1.0825317353010178,-1.0825317353010178,0.8660253882408142,-0.4330126941204071,1.0825317353010178,0.4330126941204071,0.4330126941204071,0.21650634706020355,0.4330126941204071,-0.6495190411806107,0.8660253882408142,-0.6495190411806107,0.6495190411806107,0.6495190411806107,-0.21650634706020355,0.6495190411806107,1.0825317353010178,0.4330126941204071,0.6495190411806107,0.4330126941204071,0.8660253882408142,-1.0825317353010178,1.2990380823612213,0,0.8660253882408142,-1.5155444294214249,-0.4330126941204071,-0.6495190411806107,-0.21650634706020355",""
"org.axonframework.messaging.monitoring","monitoring","embeddingsHashGNN","0.6495190411806107,-0.8660253882408142,-1.0825317353010178,-1.0825317353010178,-0.21650634706020355,0.4330126941204071,1.0825317353010178,0.8660253882408142,-0.4330126941204071,-1.2990380823612213,0.6495190411806107,0.21650634706020355,0.21650634706020355,0.6495190411806107,-1.2990380823612213,-1.0825317353010178,-1.7320507764816284,-1.2990380823612213,-0.8660253882408142,1.0825317353010178,1.7320507764816284,-0.6495190411806107,0,1.2990380823612213,0.21650634706020355,-0.21650634706020355,1.7320507764816284,-0.6495190411806107,0,0.6495190411806107,-1.7320507764816284,-1.0825317353010178,-0.8660253882408142,-0.21650634706020355,0,1.948557123541832,1.0825317353010178,1.948557123541832,-0.21650634706020355,0.21650634706020355,0,1.0825317353010178,0.6495190411806107,0.6495190411806107,0.4330126941204071,-0.6495190411806107,-1.948557123541832,-0.21650634706020355,0,-0.4330126941204071,0.21650634706020355,0.21650634706020355,0.4330126941204071,-0.21650634706020355,0,0.6495190411806107,0.4330126941204071,-0.21650634706020355,0.6495190411806107,0.8660253882408142,-1.2990380823612213,-1.0825317353010178,-0.8660253882408142,0",""
"org.axonframework.messaging.monitoring.interception","interception","embeddingsHashGNN","-0.21650634706020355,0.4330126941204071,0,-0.8660253882408142,-0.21650634706020355,0.4330126941204071,0.4330126941204071,1.0825317353010178,0.6495190411806107,-0.4330126941204071,0.4330126941204071,-0.21650634706020355,-0.6495190411806107,1.0825317353010178,-0.8660253882408142,0.21650634706020355,-1.2990380823612213,-1.0825317353010178,0,-0.21650634706020355,2.381569817662239,0.21650634706020355,-0.4330126941204071,0.8660253882408142,0,-0.6495190411806107,0.6495190411806107,-0.4330126941204071,-0.21650634706020355,-0.21650634706020355,-1.948557123541832,-0.4330126941204071,-0.4330126941204071,0.21650634706020355,1.2990380823612213,0.6495190411806107,-0.6495190411806107,1.7320507764816284,0.21650634706020355,0.8660253882408142,0.4330126941204071,0.8660253882408142,0.8660253882408142,0,0.4330126941204071,0.4330126941204071,-0.8660253882408142,0,0.21650634706020355,0.6495190411806107,0.8660253882408142,-0.21650634706020355,1.2990380823612213,0.6495190411806107,-0.21650634706020355,0.8660253882408142,-0.21650634706020355,-0.21650634706020355,-0.4330126941204071,0.6495190411806107,-2.1650634706020355,-1.0825317353010178,-0.8660253882408142,0.6495190411806107",""
"org.axonframework.messaging.monitoring.configuration","configuration","embeddingsHashGNN","0.21650634706020355,0.21650634706020355,-0.4330126941204071,-0.6495190411806107,-0.21650634706020355,0.6495190411806107,0.4330126941204071,2.381569817662239,-0.6495190411806107,-1.5155444294214249,0.21650634706020355,0,0,0.21650634706020355,-0.8660253882408142,0.21650634706020355,-0.6495190411806107,0,1.0825317353010178,0,1.2990380823612213,0.6495190411806107,-0.4330126941204071,2.381569817662239,-0.21650634706020355,0.6495190411806107,1.0825317353010178,-0.8660253882408142,0,0.4330126941204071,-1.7320507764816284,-0.8660253882408142,-1.0825317353010178,1.2990380823612213,1.0825317353010178,1.2990380823612213,0.6495190411806107,1.7320507764816284,0.21650634706020355,-0.6495190411806107,1.0825317353010178,0.6495190411806107,0.8660253882408142,0.4330126941204071,0.6495190411806107,-0.4330126941204071,-1.2990380823612213,0.21650634706020355,-1.2990380823612213,0.21650634706020355,0.21650634706020355,-0.21650634706020355,0.6495190411806107,0,0,0.21650634706020355,-0.8660253882408142,0.6495190411806107,0.4330126941204071,1.0825317353010178,-2.381569817662239,-0.4330126941204071,-0.21650634706020355,0.6495190411806107",""
"org.axonframework.messaging.commandhandling","commandhandling","embeddingsHashGNN","-0.21650634706020355,-1.5155444294214249,-1.2990380823612213,-0.21650634706020355,0.21650634706020355,1.0825317353010178,-0.4330126941204071,1.7320507764816284,-0.21650634706020355,-1.5155444294214249,1.7320507764816284,0.6495190411806107,0.6495190411806107,0.8660253882408142,-0.4330126941204071,0.6495190411806107,-0.4330126941204071,-0.4330126941204071,-0.8660253882408142,-0.21650634706020355,0.6495190411806107,0.21650634706020355,-0.6495190411806107,2.1650634706020355,0.21650634706020355,0.4330126941204071,1.948557123541832,-0.8660253882408142,0.8660253882408142,0.6495190411806107,-1.948557123541832,-0.6495190411806107,-1.0825317353010178,-0.4330126941204071,-0.4330126941204071,0.21650634706020355,-0.21650634706020355,1.948557123541832,-1.7320507764816284,-0.4330126941204071,0.8660253882408142,1.2990380823612213,0.4330126941204071,-0.6495190411806107,1.0825317353010178,-0.4330126941204071,-2.1650634706020355,-0.4330126941204071,0.6495190411806107,0.4330126941204071,0.21650634706020355,-0.8660253882408142,1.5155444294214249,-1.948557123541832,-0.4330126941204071,-0.21650634706020355,-1.5155444294214249,1.0825317353010178,-0.4330126941204071,-0.4330126941204071,-2.5980761647224426,-0.8660253882408142,-0.21650634706020355,-0.21650634706020355",""
