"externalModuleName","numberOfExternalCallerModules","numberOfExternalCallerElements","numberOfExternalDeclarationCalls","numberOfExternalDeclarationCallsWeighted","allModules","allInternalElements","exampleStories","Source Cypher File: External_Dependencies/External_module_usage_overall_for_Typescript.cypher"
"@remix-run/router",4,37,190,254,4,88,"<createMemoryRouter> of module <react-router> imports <Router> from external module <router>,<createMemoryRouter> of module <react-router> imports <DataStrategyFunction> from external module <router>,<createMemoryRouter> of module <react-router> imports <createRouter> from external module <router>,<createMemoryRouter> of module <react-router> imports <InitialEntry> from external module <router>",""
"@types/react",4,34,97,149,4,88,"<mapRouteProperties> of module <react-router> imports <React.createElement> from external module <react>,<NavLink> of module <react-router-dom> imports <React.RefAttributes> from external module <react>,<NavLink> of module <react-router-dom> imports <React.ForwardRefExoticComponent> from external module <react>,<NavLink> of module <react-router-dom> imports <React.useContext> from external module <react>",""
"@types/react-native",1,5,14,18,4,88,"<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.addEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandler> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.removeEventListener> from external module <react-native>,<useHardwareBackButton> of module <react-router-native> imports <BackHandlerStatic.addEventListener> from external module <react-native>",""
"@ungap/url-search-params",1,2,2,4,4,88,"<createSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>,<useSearchParams> of module <react-router-native> imports <url-search-params> from external module <url-search-params>",""
