"rootProjectName","moduleName","numberOfElements","numberOfGitCommits","incomingDependencies","outgoingDependencies","Source Cypher File: Internal_Dependencies/List_all_Typescript_modules.cypher"
"react-router-6.30.2","react-router-dom",63,0,7,156,""
"react-router-6.30.2","server",6,0,0,39,""
"react-router-6.30.2","react-router-native",17,0,0,24,""
"react-router-6.30.2","react-router",7,0,0,17,""
