"dependencyWeight","fileDistance","commitCount","updateCommitMinConfidence","updateCommitSupport","updateCommitLift","updateCommitJaccardSimilarity","Source Cypher File: domains/git-history/queries/statistics/List_pairwise_changed_files_with_dependencies.cypher"
11,,3,0.2727272727272727,0.0009517766497461929,3.7869443331998394,0.01276595744680851,""
11,,4,0.16,0.0012690355329949238,2.2216740088105724,0.016129032258064516,""
22,,3,0.07692307692307693,0.0009517766497461929,1.0681125042358524,0.011406844106463879,""
22,,9,0.14516129032258066,0.0028553299492385786,2.0156316612192695,0.03214285714285714,""
33,,8,0.06504065040650407,0.0025380710659898475,0.9031195157766556,0.023391812865497075,""
66,,3,0.13636363636363635,0.0009517766497461929,1.8934721665999197,0.012195121951219513,""
66,,3,0.15789473684210525,0.0009517766497461929,5.924812030075188,0.03,""
66,,9,0.36,0.0028553299492385786,37.824,0.1956521739130435,""
91,,4,0.36363636363636365,0.0012690355329949238,20.108452950558217,0.0625,""
91,,5,0.21739130434782608,0.0015862944162436548,15.935288169868555,0.08196721311475409,""
91,,5,0.23809523809523808,0.0015862944162436548,13.166248955722642,0.0684931506849315,""
91,,6,0.24,0.0019035532994923859,3.02592,0.022304832713754646,""
104,,3,0.75,0.0009517766497461929,81.51724137931035,0.1,""
110,,38,0.3114754098360656,0.012055837563451776,4.324980140102549,0.12218649517684887,""
121,,9,0.18,0.0028553299492385786,2.499383259911894,0.033582089552238806,""
132,,9,0.36,0.0028553299492385786,9.225365853658538,0.06474820143884892,""
160,,3,0.23076923076923078,0.0009517766497461929,3.2043375127075566,0.012658227848101266,""
182,,4,0.10256410256410256,0.0012690355329949238,6.735042735042735,0.04819277108433735,""
182,,4,0.3076923076923077,0.0012690355329949238,10.317512274959082,0.038834951456310676,""
182,,9,0.1875,0.0028553299492385786,6.287234042553191,0.06766917293233082,""
198,,3,0.06,0.0009517766497461929,3.0503225806451617,0.027522935779816515,""
198,,4,0.3076923076923077,0.0012690355329949238,12.761133603238866,0.047058823529411764,""
231,,3,0.07692307692307693,0.0009517766497461929,1.1122088920254058,0.011811023622047244,""
242,,20,0.09174311926605505,0.006345177664974619,1.2738956472537688,0.047058823529411764,""
264,,6,0.07894736842105263,0.0019035532994923859,1.0962207280315326,0.020202020202020204,""
455,,10,0.38461538461538464,0.0031725888324873096,4.849230769230768,0.03759398496240601,""
462,,20,0.23809523809523808,0.006345177664974619,6.101432442895858,0.10695187165775401,""
476,,4,0.11428571428571428,0.0012690355329949238,7.504761904761904,0.05063291139240506,""
506,,18,0.1232876712328767,0.005710659898477157,1.711906342405407,0.05070422535211268,""
546,,3,0.21428571428571427,0.0009517766497461929,2.7017142857142855,0.011494252873563218,""
576,,12,0.1935483870967742,0.0038071065989847717,4.178524083075564,0.061224489795918366,""
637,,10,0.2857142857142857,0.0031725888324873096,3.602285714285714,0.03636363636363636,""
726,,9,0.07377049180327869,0.0028553299492385786,1.0666265603850205,0.027190332326283987,""
728,,3,0.10344827586206896,0.0009517766497461929,3.468818782098313,0.025,""
990,,6,0.04918032786885246,0.0019035532994923859,1.0617561194700202,0.022900763358778626,""
1494,,4,0.16,0.0012690355329949238,10.086400000000001,0.056338028169014086,""
